Name,Pos,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF
Malcolm Delaney,G,54,3.0,18.8,6.3,0.2,1.7,1.9,3.0,0.6,0.1,1.2,1.5,2.5,10.67,2.0,5.3,38.2,0.9,2.3,37.1,1.4,1.7,80.4,1.2,3.0,39.1,1.186,0.46
Luke Babbitt,F,37,9.0,15.4,6.1,0.1,2.1,2.2,0.7,0.2,0.1,0.4,1.3,1.7,12.05,2.2,4.5,47.6,1.3,3.0,44.1,0.5,0.6,77.3,0.8,1.5,54.4,1.345,0.62
DeAndre' Bembry,SF,26,3.0,17.5,5.2,0.3,2.5,2.8,1.9,0.8,0.5,1.8,1.5,1.0,7.69,2.0,4.9,41.4,0.4,1.2,36.7,0.7,1.3,57.6,1.6,3.8,42.9,1.063,0.46
Tyler Cavanaugh,F,39,1.0,13.3,4.7,1.2,2.1,3.3,0.7,0.2,0.1,0.3,1.6,2.1,13.09,1.7,3.9,44.1,0.8,2.3,36.0,0.4,0.5,81.0,0.9,1.6,55.6,1.204,0.55
Jaylen Morris,G,6,0.0,16.3,4.7,0.3,2.3,2.7,1.2,0.3,0.2,1.0,0.3,1.2,6.57,2.2,5.3,40.6,0.3,1.7,20.0,0.0,0.0,0.0,1.8,3.7,50.0,0.875,0.44
Andrew White III,F,15,0.0,13.9,4.6,0.3,2.0,2.3,0.4,0.2,0.1,0.5,0.8,0.8,5.85,1.7,4.9,34.2,1.2,3.3,36.7,0.1,0.3,25.0,0.5,1.6,29.2,0.945,0.47
Miles Plumlee,C,55,35.0,16.7,4.3,1.4,2.7,4.1,0.8,0.3,0.5,1.1,1.4,0.7,10.67,1.9,3.3,58.3,0.0,0.0,0.0,0.5,1.1,45.0,1.9,3.3,58.3,1.317,0.58
Antonius Cleveland,G,4,0.0,10.5,3.3,0.3,0.8,1.0,0.0,0.3,0.3,1.3,3.0,0.0,3.55,1.0,1.8,57.1,0.8,0.8,100.0,0.5,0.5,100.0,0.3,1.0,25.0,1.857,0.79
Josh Magette,PG,18,0.0,12.0,2.6,0.1,0.9,1.1,3.2,0.4,0.1,0.5,0.9,6.3,11.87,0.8,2.6,32.6,0.4,1.2,36.4,0.4,0.4,100.0,0.4,1.3,29.2,1.0,0.41
Jeremy Evans,F,1,0.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.5,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,2.0,1.0
Nicolas Brussino,SF,4,0.0,2.5,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,-4.61,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,atl,82,,,103.4,9.1,32.8,41.9,23.7,7.8,4.2,15.0,19.6,1.6,,38.2,85.5,44.6,11.2,31.0,36.0,15.8,20.2,78.5,27.0,54.5,49.5,1.208,0.51
Jeremy Lin,G,1,1.0,25.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,1.3,15.97,5.0,12.0,41.7,1.0,2.0,50.0,7.0,7.0,100.0,4.0,10.0,40.0,1.5,0.46
D'Angelo Russell,SG,48,35.0,25.7,15.5,0.6,3.3,3.9,5.2,0.8,0.4,3.1,1.9,1.7,15.31,5.8,14.0,41.4,1.9,5.8,32.4,2.0,2.7,74.0,3.9,8.2,47.7,1.1059999999999999,0.48
Rondae Hollis-Jefferson,F,68,59.0,28.3,13.9,1.5,5.3,6.8,2.5,1.0,0.7,1.8,2.1,1.4,16.9,5.0,10.6,47.2,0.2,0.8,24.1,3.7,4.6,78.8,4.8,9.9,49.1,1.307,0.48
DeMarre Carroll,F,73,73.0,29.9,13.5,1.4,5.1,6.6,2.0,0.8,0.4,1.4,2.3,1.4,14.31,4.5,10.8,41.4,2.0,5.4,37.1,2.6,3.4,76.4,2.5,5.4,45.7,1.252,0.51
Allen Crabbe,SG,75,68.0,29.3,13.2,0.4,3.9,4.3,1.6,0.6,0.5,1.0,2.2,1.5,12.33,4.5,11.0,40.8,2.7,7.1,37.8,1.5,1.8,85.2,1.8,3.9,46.1,1.197,0.53
Spencer Dinwiddie,PG,80,58.0,28.8,12.6,0.5,2.7,3.2,6.6,0.9,0.3,1.6,2.3,4.1,15.89,4.1,10.5,38.7,1.8,5.4,32.6,2.7,3.4,81.3,2.3,5.1,45.2,1.202,0.47
Caris LeVert,SG,71,10.0,26.3,12.1,0.7,2.9,3.7,4.2,1.2,0.3,2.2,2.2,2.0,14.3,4.5,10.4,43.5,1.2,3.5,34.7,1.9,2.6,71.1,3.3,6.9,48.0,1.167,0.49
Joe Harris,SG,78,14.0,25.3,10.8,0.7,2.7,3.3,1.6,0.4,0.3,1.2,2.0,1.4,13.39,3.9,8.0,49.1,1.9,4.6,41.9,1.1,1.3,82.7,2.0,3.4,58.9,1.3619999999999999,0.61
Trevor Booker,F,18,6.0,21.9,10.1,2.1,4.5,6.6,2.1,0.4,0.3,1.7,2.4,1.3,15.45,4.3,8.3,51.3,0.2,0.7,25.0,1.3,2.4,55.8,4.1,7.7,53.6,1.207,0.52
Jarrett Allen,C,72,31.0,20.0,8.2,2.0,3.4,5.4,0.7,0.4,1.2,1.1,2.0,0.6,17.56,3.3,5.5,58.9,0.1,0.2,33.3,1.6,2.0,77.6,3.2,5.3,59.9,1.479,0.6
Dante Cunningham,F,22,1.0,20.3,7.5,1.3,3.5,4.8,1.0,0.5,0.6,0.8,1.6,1.3,13.82,3.0,6.3,46.8,1.0,2.7,38.3,0.5,0.7,68.8,1.9,3.6,53.2,1.18,0.55
Tyler Zeller,C,42,33.0,16.7,7.1,1.5,3.1,4.6,0.7,0.2,0.5,0.8,1.9,0.8,15.36,3.0,5.5,54.6,0.2,0.6,38.5,1.0,1.4,66.7,2.7,4.8,56.7,1.31,0.57
Jahlil Okafor,C,26,0.0,12.6,6.4,0.7,2.3,2.9,0.4,0.1,0.6,0.7,1.7,0.6,15.93,2.8,5.0,56.6,0.0,0.2,25.0,0.7,1.0,76.0,2.8,4.8,57.6,1.287,0.57
Isaiah Whitehead,G,16,0.0,11.3,6.3,0.3,1.4,1.6,1.3,0.5,0.1,1.5,1.4,0.8,11.57,2.5,5.4,46.5,0.4,1.1,38.9,0.8,1.2,68.4,2.1,4.3,48.5,1.163,0.51
Quincy Acy,F,70,8.0,19.4,5.9,0.6,3.1,3.7,0.8,0.5,0.4,0.9,2.1,1.0,8.23,1.9,5.2,35.6,1.5,4.2,34.9,0.7,0.9,81.7,0.4,1.0,38.4,1.126,0.5
Nik Stauskas,G,35,0.0,13.7,5.1,0.1,1.7,1.8,1.1,0.1,0.1,0.6,0.6,1.7,9.82,1.7,4.3,39.3,1.1,2.8,40.4,0.5,0.8,70.4,0.5,1.5,37.3,1.18,0.53
Sean Kilpatrick,G,16,0.0,11.4,4.9,0.1,2.1,2.2,0.9,0.1,0.1,1.0,0.5,0.9,4.99,1.6,5.4,28.7,0.7,2.7,25.6,1.1,1.2,94.7,0.9,2.8,31.8,0.9079999999999999,0.35
Timofey Mozgov,C,31,13.0,11.6,4.2,1.0,2.1,3.2,0.4,0.2,0.4,1.1,1.3,0.3,12.32,1.7,3.0,55.9,0.1,0.6,22.2,0.7,1.0,76.7,1.5,2.4,64.0,1.409,0.58
Milton Doyle,G,10,0.0,12.5,3.4,0.3,1.5,1.8,1.0,0.6,0.2,0.2,1.3,5.0,5.27,1.3,4.7,27.7,0.4,2.3,17.4,0.4,0.8,50.0,0.9,2.4,37.5,0.723,0.32
James Webb III,F,10,0.0,12.0,1.6,0.8,1.6,2.4,0.4,0.1,0.0,0.4,1.0,1.0,2.26,0.6,2.4,25.0,0.4,1.9,21.1,0.0,0.0,0.0,0.2,0.5,40.0,0.667,0.33
Jacob Wiley,F,5,0.0,6.6,0.8,0.4,1.8,2.2,0.4,0.2,0.0,0.0,0.8,inf,8.16,0.2,0.8,25.0,0.2,0.4,50.0,0.2,0.4,50.0,0.0,0.4,0.0,1.0,0.38
Rashad Vaughn,G,1,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,inf,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,bkn,82,,,106.6,9.7,34.8,44.4,23.7,6.2,4.8,14.2,20.6,1.7,,38.2,86.8,44.1,12.7,35.7,35.6,17.4,22.6,77.2,25.5,51.1,50.0,1.229,0.51
Kyrie Irving,PG,60,60.0,32.2,24.4,0.6,3.2,3.8,5.1,1.1,0.3,2.3,2.0,2.2,25.03,8.9,18.1,49.1,2.8,6.8,40.8,3.9,4.4,88.9,6.1,11.3,54.1,1.349,0.57
Jaylen Brown,SG,70,70.0,30.7,14.5,0.9,4.0,4.9,1.6,1.0,0.4,1.8,2.6,0.9,13.69,5.3,11.5,46.5,1.7,4.4,39.5,2.1,3.3,64.4,3.6,7.1,50.7,1.2670000000000001,0.54
Jayson Tatum,PF,80,80.0,30.5,13.9,0.6,4.4,5.0,1.6,1.0,0.7,1.4,2.1,1.1,15.29,5.0,10.4,47.5,1.3,3.0,43.4,2.7,3.2,82.6,3.7,7.4,49.2,1.3319999999999999,0.54
Marcus Morris Sr.,F,54,21.0,26.7,13.6,0.8,4.6,5.4,1.3,0.6,0.2,1.2,1.9,1.1,14.57,4.9,11.3,42.9,1.6,4.3,36.8,2.3,2.9,80.5,3.3,7.0,46.7,1.2009999999999998,0.5
Al Horford,C,72,72.0,31.6,12.9,1.4,5.9,7.4,4.7,0.6,1.1,1.8,1.9,2.6,17.63,5.1,10.5,48.9,1.3,3.1,42.9,1.3,1.7,78.3,3.8,7.3,51.4,1.2309999999999999,0.55
Terry Rozier,PG,80,16.0,25.9,11.3,0.8,3.9,4.7,2.9,1.0,0.2,1.0,1.5,2.9,15.12,4.0,10.0,39.5,1.9,5.0,38.1,1.4,1.9,77.2,2.0,5.0,41.0,1.125,0.49
Greg Monroe,C,26,0.0,19.1,10.2,2.0,4.3,6.3,2.3,1.1,0.7,1.8,1.8,1.2,23.04,4.0,7.6,53.0,0.0,0.0,0.0,2.1,2.7,79.7,4.0,7.6,53.0,1.338,0.53
Marcus Smart,PG,54,11.0,29.9,10.2,0.8,2.7,3.5,4.8,1.3,0.4,2.4,2.5,2.0,10.83,3.5,9.5,36.7,1.4,4.6,30.1,1.8,2.5,72.9,2.1,4.9,42.9,1.068,0.44
Jonathan Gibson,G,4,0.0,10.0,8.5,0.0,0.8,0.8,1.0,0.0,0.0,0.8,1.3,1.3,25.49,3.5,5.8,60.9,1.5,3.0,50.0,0.0,0.0,0.0,2.0,2.8,72.7,1.4780000000000002,0.74
Aron Baynes,C,81,67.0,18.3,6.0,1.6,3.8,5.4,1.1,0.3,0.6,1.0,2.5,1.2,12.09,2.6,5.5,47.1,0.0,0.3,14.3,0.7,1.0,75.6,2.6,5.2,48.7,1.081,0.47
Daniel Theis,C,63,3.0,14.8,5.3,1.4,2.9,4.3,0.9,0.5,0.8,0.9,2.5,1.0,16.16,2.0,3.7,54.1,0.3,0.9,31.0,1.0,1.3,75.3,1.7,2.8,61.7,1.421,0.58
Shane Larkin,G,54,2.0,14.4,4.3,0.3,1.4,1.7,1.8,0.5,0.0,0.6,1.1,3.0,10.36,1.6,4.1,38.4,0.6,1.6,36.0,0.6,0.7,86.5,1.0,2.5,39.8,1.055,0.45
Abdel Nader,SF,48,1.0,10.9,3.0,0.3,1.2,1.5,0.5,0.3,0.2,0.7,0.9,0.8,5.14,1.0,3.1,33.6,0.5,1.4,35.4,0.5,0.8,59.0,0.6,1.8,32.1,0.98,0.41
Jabari Bird,G,13,1.0,8.8,3.0,0.5,1.0,1.5,0.6,0.2,0.1,0.6,0.5,1.0,12.18,1.2,2.0,57.7,0.2,0.5,42.9,0.5,1.0,46.2,0.9,1.5,63.2,1.5,0.63
Semi Ojeleye,PF,73,0.0,15.8,2.7,0.5,1.7,2.2,0.3,0.3,0.1,0.3,1.2,0.8,4.57,0.9,2.6,34.6,0.5,1.7,32.0,0.3,0.6,61.0,0.3,0.9,39.7,1.037,0.45
Guerschon Yabusele,F,33,4.0,7.1,2.4,0.5,1.1,1.6,0.5,0.1,0.2,0.4,0.7,1.3,12.37,0.8,1.8,42.6,0.4,1.1,32.4,0.5,0.7,68.2,0.4,0.7,58.3,1.295,0.52
Gordon Hayward,SF,1,1.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.43,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.5
Kadeem Allen,G,18,1.0,5.9,1.1,0.2,0.4,0.6,0.7,0.2,0.1,0.5,0.8,1.3,2.61,0.3,1.2,27.3,0.0,0.6,0.0,0.4,0.5,77.8,0.3,0.6,54.5,0.8640000000000001,0.27
Xavier Silas,G,2,0.0,3.5,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.5,0.0,-4.87,0.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Jarell Eddie,F,2,0.0,3.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,3.96,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,bos,82,,,104.0,9.4,35.1,44.5,22.5,7.4,4.5,13.3,19.7,1.7,,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,26.9,54.7,49.1,1.2229999999999999,0.52
Kemba Walker,PG,80,80.0,34.2,22.1,0.4,2.7,3.1,5.6,1.1,0.3,2.2,1.2,2.5,20.62,7.4,17.0,43.1,2.9,7.5,38.4,4.5,5.3,86.4,4.5,9.5,46.9,1.2990000000000002,0.52
Dwight Howard,C,81,81.0,30.4,16.6,3.1,9.3,12.5,1.3,0.6,1.6,2.6,3.1,0.5,20.56,6.2,11.2,55.5,0.0,0.1,14.3,4.1,7.2,57.4,6.2,11.2,55.9,1.479,0.56
Jeremy Lamb,SG,80,18.0,24.6,12.9,0.6,3.4,4.1,2.3,0.8,0.4,1.2,1.7,2.0,17.08,4.8,10.4,45.7,1.2,3.2,37.0,2.2,2.6,86.1,3.6,7.2,49.5,1.242,0.51
Nicolas Batum,SF,64,64.0,31.0,11.6,0.9,3.9,4.8,5.5,1.0,0.4,2.0,1.1,2.7,14.45,4.2,10.2,41.5,1.4,4.3,33.6,1.7,2.0,83.1,2.8,5.9,47.3,1.138,0.49
Frank Kaminsky,PF,79,4.0,23.2,11.1,0.6,3.1,3.6,1.6,0.5,0.2,0.8,1.2,2.0,14.42,3.9,9.1,42.9,1.3,3.5,38.0,2.0,2.5,79.9,2.6,5.6,45.9,1.219,0.5
Marvin Williams,F,78,78.0,25.7,9.5,0.9,3.8,4.7,1.2,0.7,0.5,0.8,1.5,1.5,13.9,3.3,7.2,45.8,1.6,3.9,41.3,1.3,1.6,82.9,1.7,3.3,51.2,1.321,0.57
Michael Kidd-Gilchrist,F,74,74.0,25.0,9.2,1.1,2.9,4.1,1.0,0.7,0.4,0.7,1.9,1.3,12.54,3.8,7.6,50.4,0.0,0.0,0.0,1.6,2.3,68.4,3.8,7.5,50.5,1.216,0.5
Cody Zeller,PF,33,0.0,19.0,7.1,2.0,3.3,5.4,0.9,0.4,0.6,1.0,2.5,0.9,15.96,2.6,4.7,54.5,0.1,0.1,66.7,1.8,2.6,71.8,2.5,4.6,54.2,1.494,0.55
Malik Monk,SG,63,0.0,13.5,6.7,0.1,0.9,1.0,1.4,0.3,0.1,0.8,1.0,1.9,10.32,2.4,6.7,36.0,1.3,3.9,34.2,0.5,0.6,84.2,1.1,2.9,38.5,0.991,0.46
Willy Hernangomez,C,22,1.0,11.9,6.1,1.8,3.5,5.3,0.5,0.5,0.4,0.4,1.5,1.3,24.98,1.9,3.8,50.6,0.2,0.3,57.1,2.1,2.8,75.8,1.7,3.5,50.0,1.6269999999999998,0.53
Johnny O'Bryant III,PF,36,0.0,10.5,4.8,0.8,1.8,2.6,0.4,0.3,0.2,0.4,1.3,0.9,11.99,1.9,4.8,39.8,0.4,1.2,32.6,0.6,0.7,84.0,1.5,3.6,42.2,1.0,0.44
Michael Carter-Williams,PG,52,2.0,16.1,4.6,0.7,1.9,2.7,2.2,0.8,0.4,1.0,1.9,2.2,10.84,1.5,4.4,33.2,0.3,1.1,23.7,1.4,1.7,82.0,1.2,3.3,36.5,1.044,0.36
Treveon Graham,F,63,2.0,16.7,4.3,0.7,1.3,1.9,0.9,0.5,0.0,0.4,1.7,2.2,9.0,1.5,3.5,43.4,0.6,1.5,41.2,0.7,0.9,69.5,0.9,2.0,45.2,1.235,0.52
Dwayne Bacon,SG,53,6.0,13.5,3.3,0.1,2.3,2.3,0.7,0.3,0.0,0.4,0.9,1.7,5.84,1.4,3.6,37.5,0.2,0.8,25.6,0.4,0.5,80.0,1.2,2.8,40.9,0.9109999999999999,0.4
Marcus Paige,G,5,0.0,5.6,2.4,0.0,0.8,0.8,0.6,0.0,0.0,0.0,0.0,inf,9.13,0.8,2.8,28.6,0.4,1.6,25.0,0.4,0.4,100.0,0.4,1.2,33.3,0.857,0.36
Mangok Mathiang,F,4,0.0,5.0,2.0,0.8,1.8,2.5,0.0,0.3,0.0,0.0,1.3,0.0,18.08,1.0,1.8,57.1,0.0,0.0,0.0,0.0,0.3,0.0,1.0,1.8,57.1,1.143,0.57
Julyan Stone,G,23,0.0,7.6,0.8,0.0,1.2,1.3,1.1,0.2,0.1,0.3,0.9,3.7,7.61,0.3,0.6,46.2,0.3,0.6,46.2,0.0,0.1,50.0,0.0,0.0,0.0,1.462,0.69
Total,cha,82,,,108.2,10.1,35.4,45.5,21.6,6.8,4.5,12.3,17.2,1.8,,39.0,86.7,45.0,10.0,27.2,36.9,20.2,27.0,74.7,28.9,59.4,48.7,1.249,0.51
Nikola Mirotic,F,25,3.0,24.9,16.8,0.7,5.6,6.4,1.6,0.6,0.5,1.2,1.8,1.3,22.03,5.7,12.1,47.4,2.8,6.4,42.9,2.6,3.2,82.3,3.0,5.6,52.5,1.391,0.59
Zach LaVine,SG,24,24.0,27.3,16.7,0.4,3.5,3.9,3.0,1.0,0.2,1.8,2.3,1.7,14.65,5.7,14.8,38.3,1.8,5.1,34.1,3.6,4.5,81.3,3.9,9.7,40.5,1.13,0.44
Sean Kilpatrick,G,9,1.0,23.8,15.4,0.3,2.4,2.8,1.4,0.7,0.3,1.3,0.9,1.1,17.8,5.2,11.9,43.9,2.1,5.3,39.6,2.9,3.6,81.3,3.1,6.6,47.5,1.2990000000000002,0.53
Lauri Markkanen,F,68,68.0,29.7,15.2,1.2,6.3,7.5,1.2,0.6,0.6,1.2,1.5,1.0,15.68,5.5,12.7,43.4,2.1,5.9,36.2,2.1,2.4,84.3,3.4,6.8,49.7,1.198,0.52
Kris Dunn,G,52,43.0,29.3,13.4,0.5,3.8,4.3,6.0,2.0,0.5,2.9,3.3,2.1,14.58,5.5,12.8,42.9,0.8,2.6,32.1,1.6,2.2,73.7,4.7,10.2,45.7,1.05,0.46
Bobby Portis,PF,73,4.0,22.5,13.2,2.2,4.6,6.8,1.7,0.7,0.3,1.4,1.8,1.2,19.78,5.2,11.1,47.1,1.1,3.1,35.9,1.6,2.1,76.9,4.1,8.1,51.4,1.189,0.52
Justin Holiday,SG,72,72.0,31.5,12.2,0.4,3.6,4.0,2.1,1.1,0.4,1.3,1.9,1.6,10.81,4.0,10.9,37.1,2.2,6.2,35.9,1.9,2.3,82.3,1.8,4.6,38.7,1.12,0.47
Robin Lopez,C,64,64.0,26.4,11.8,2.1,2.4,4.5,1.9,0.2,0.8,1.7,1.7,1.2,14.77,5.3,10.1,53.0,0.1,0.2,28.6,1.1,1.4,75.6,5.3,9.9,53.6,1.172,0.53
Denzel Valentine,SG,77,37.0,27.2,10.2,0.6,4.5,5.1,3.2,0.8,0.1,1.3,2.4,2.5,12.12,3.9,9.4,41.7,1.9,4.8,38.6,0.5,0.7,74.5,2.1,4.6,45.0,1.0859999999999999,0.52
Cameron Payne,PG,25,14.0,23.3,8.8,0.7,2.0,2.8,4.5,1.0,0.4,1.4,1.8,3.1,14.04,3.5,8.6,40.5,1.4,3.6,38.5,0.5,0.6,75.0,2.1,5.0,41.9,1.028,0.49
Jerian Grant,G,74,26.0,22.8,8.4,0.4,1.9,2.3,4.6,0.9,0.1,1.2,1.8,3.8,14.3,2.8,6.8,41.6,0.8,2.5,32.6,1.9,2.5,74.5,2.0,4.3,46.8,1.2309999999999999,0.48
Antonio Blakeney,G,19,0.0,16.5,7.9,0.2,1.5,1.7,1.1,0.4,0.1,0.6,1.0,1.8,10.18,2.8,7.5,37.1,0.8,2.7,28.8,1.6,2.1,76.9,2.0,4.8,41.8,1.056,0.42
David Nwaba,SG,70,21.0,23.5,7.9,1.3,3.4,4.7,1.5,0.8,0.4,1.1,2.3,1.4,12.26,2.9,6.0,47.8,0.3,0.7,34.6,1.9,2.9,65.5,2.6,5.3,49.6,1.3119999999999998,0.5
Noah Vonleh,F,21,4.0,19.0,6.9,1.7,5.2,6.9,1.0,0.6,0.3,0.8,1.2,1.3,13.89,2.7,6.6,41.3,0.9,2.9,30.0,0.6,1.3,48.1,1.9,3.7,50.0,1.051,0.48
Cristiano Felicio,PF,55,16.0,17.8,5.6,1.5,2.7,4.2,1.0,0.3,0.2,1.0,1.9,1.0,12.53,2.3,3.9,59.1,0.0,0.0,0.0,1.0,1.5,66.7,2.3,3.9,59.6,1.433,0.59
Paul Zipser,F,54,12.0,15.2,4.0,0.2,2.2,2.4,0.9,0.4,0.3,0.8,1.6,1.1,5.24,1.5,4.3,34.6,0.7,2.0,33.6,0.4,0.5,76.0,0.8,2.3,35.5,0.932,0.43
Kay Felder,G,14,0.0,9.6,3.9,0.1,0.9,1.0,1.4,0.2,0.1,1.1,0.8,1.3,3.72,1.4,4.7,30.3,0.3,1.3,22.2,0.8,0.9,91.7,1.1,3.4,33.3,0.833,0.33
Ryan Arcidiacono,PG,24,0.0,12.7,2.0,0.0,1.0,1.0,1.5,0.5,0.0,0.5,0.8,2.7,7.3,0.7,1.7,41.5,0.4,1.3,29.0,0.2,0.3,83.3,0.3,0.4,80.0,1.171,0.52
Quincy Pondexter,F,23,1.0,8.5,2.0,0.3,0.8,1.2,0.4,0.3,0.1,0.5,1.0,0.8,4.06,0.6,2.1,28.6,0.1,1.0,13.6,0.6,0.7,82.4,0.5,1.2,40.7,0.9179999999999999,0.32
Omer Asik,C,4,0.0,15.3,1.0,0.5,2.0,2.5,0.3,0.3,0.5,1.0,1.5,0.3,0.23,0.5,1.5,33.3,0.0,0.0,0.0,0.0,0.3,0.0,0.5,1.5,33.3,0.667,0.33
Jarell Eddie,F,1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.52,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,chi,82,,,102.9,9.6,35.0,44.7,23.5,7.6,3.5,13.3,19.2,1.8,,38.7,88.8,43.5,11.0,31.1,35.5,14.6,19.2,75.9,27.6,57.8,47.8,1.159,0.5
LeBron James,SF,82,82.0,36.9,27.5,1.2,7.5,8.6,9.1,1.4,0.9,4.2,1.7,2.2,28.65,10.5,19.3,54.2,1.8,5.0,36.7,4.7,6.5,73.1,8.6,14.3,60.3,1.425,0.59
Kevin Love,PF,59,59.0,28.0,17.6,1.7,7.5,9.3,1.7,0.7,0.4,1.5,2.0,1.1,22.44,5.7,12.4,45.8,2.3,5.6,41.5,4.0,4.5,88.0,3.3,6.8,49.4,1.425,0.55
Isaiah Thomas,PG,15,14.0,27.1,14.7,0.5,1.6,2.1,4.5,0.6,0.1,2.7,1.7,1.7,12.36,4.7,12.9,36.1,1.5,5.8,25.3,3.9,4.5,86.8,3.2,7.1,44.9,1.139,0.42
Jordan Clarkson,PG,28,0.0,22.6,12.6,0.5,1.6,2.1,1.7,0.7,0.1,1.1,1.6,1.5,15.47,4.7,10.3,45.6,1.6,3.9,40.7,1.7,2.1,81.0,3.1,6.4,48.6,1.23,0.53
Dwyane Wade,G,46,3.0,23.2,11.2,0.8,3.1,3.9,3.5,0.9,0.7,2.0,1.8,1.8,15.91,4.3,9.5,45.5,0.5,1.5,32.9,2.0,2.9,70.1,3.8,7.9,47.9,1.179,0.48
Jeff Green,PF,78,14.0,23.4,10.8,0.8,2.4,3.1,1.3,0.5,0.4,1.0,1.9,1.3,14.8,3.8,7.9,47.7,0.7,2.2,31.2,2.6,3.0,86.8,3.1,5.7,54.0,1.369,0.52
