Name,Pos,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF
Rodney Hood,SG,21,11.0,25.3,10.8,0.4,2.2,2.6,1.4,0.7,0.2,0.3,2.0,4.3,12.72,4.2,9.5,44.2,1.2,3.4,35.2,1.2,1.5,81.3,3.0,6.1,49.2,1.141,0.51
Derrick Rose,PG,16,7.0,19.3,9.8,0.6,1.2,1.8,1.6,0.2,0.3,1.8,0.9,0.9,11.63,3.6,8.3,43.9,0.4,1.5,25.0,2.2,2.6,85.4,3.3,6.8,48.1,1.189,0.46
George Hill,PG,24,24.0,27.9,9.4,0.8,1.8,2.7,2.8,0.9,0.6,1.2,2.2,2.4,12.21,3.5,7.8,44.4,1.1,3.2,35.1,1.4,1.7,80.5,2.3,4.6,50.9,1.209,0.52
Kyle Korver,G,73,4.0,21.6,9.2,0.1,2.1,2.3,1.2,0.4,0.4,0.8,1.8,1.6,13.41,3.0,6.6,45.9,2.2,5.2,43.6,0.9,1.0,88.9,0.8,1.5,53.7,1.3880000000000001,0.63
Larry Nance Jr.,PF,24,9.0,20.8,8.9,2.2,4.8,7.0,1.0,1.2,0.8,0.4,2.5,2.5,21.51,3.7,6.7,55.0,0.0,0.3,12.5,1.5,2.1,72.0,3.6,6.3,57.2,1.331,0.55
Jae Crowder,SF,53,47.0,25.4,8.6,0.8,2.5,3.3,1.1,0.8,0.2,0.8,2.3,1.4,10.2,3.0,7.1,41.8,1.2,3.6,32.8,1.5,1.7,84.8,1.8,3.5,50.8,1.207,0.5
JR Smith,G,80,61.0,28.1,8.3,0.4,2.6,2.9,1.8,0.9,0.1,1.0,2.0,1.7,8.48,3.0,7.4,40.3,1.8,4.8,37.5,0.5,0.7,69.6,1.2,2.7,45.3,1.113,0.52
Tristan Thompson,C,53,22.0,20.2,5.8,2.4,4.3,6.6,0.6,0.3,0.3,0.7,1.9,0.9,13.66,2.5,4.4,56.2,0.0,0.0,0.0,0.8,1.5,54.4,2.5,4.4,56.2,1.306,0.56
Channing Frye,F,44,1.0,12.4,4.8,0.2,2.3,2.5,0.6,0.4,0.3,0.4,1.2,1.6,13.96,1.9,3.8,49.7,0.7,2.0,33.3,0.3,0.3,93.3,1.2,1.8,68.4,1.254,0.59
Jose Calderon,G,57,32.0,16.0,4.5,0.2,1.2,1.5,2.1,0.5,0.0,0.7,1.4,2.9,11.27,1.6,3.2,50.3,0.8,1.7,46.4,0.4,0.5,80.0,0.8,1.5,54.5,1.3780000000000001,0.62
Iman Shumpert,SG,14,6.0,19.7,4.4,0.5,2.4,2.9,1.2,0.6,0.3,1.1,1.6,1.1,6.42,1.6,4.1,37.9,0.5,1.9,26.9,0.8,1.1,73.3,1.1,2.3,46.9,1.069,0.44
Cedi Osman,SF,61,12.0,11.0,3.9,0.3,1.7,2.0,0.7,0.4,0.0,0.5,1.3,1.3,11.06,1.5,3.0,48.4,0.5,1.4,36.8,0.4,0.8,56.5,1.0,1.6,58.6,1.28,0.57
Ante Zizic,C,32,2.0,6.7,3.7,0.8,1.1,1.9,0.2,0.1,0.4,0.3,0.9,0.5,24.23,1.5,2.1,73.1,0.0,0.0,0.0,0.7,0.9,72.4,1.5,2.1,73.1,1.776,0.73
Kendrick Perkins,C,1,0.0,15.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,8.45,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,50.0,1.5,0.5
John Holland,G,24,0.0,7.3,2.3,0.3,0.8,1.0,0.2,0.3,0.1,0.3,0.4,0.6,5.93,0.7,2.5,28.8,0.5,1.5,30.6,0.4,0.5,69.2,0.3,1.0,26.1,0.915,0.38
London Perrantes,G,14,0.0,4.7,0.5,0.1,0.2,0.3,0.4,0.1,0.1,0.1,0.4,5.0,0.69,0.1,0.9,15.4,0.0,0.2,0.0,0.2,0.4,60.0,0.1,0.7,20.0,0.5379999999999999,0.15
Total,cle,82,,,110.9,8.5,33.7,42.1,23.4,7.1,3.8,13.3,18.6,1.8,,40.4,84.8,47.6,12.0,32.1,37.2,18.1,23.3,77.9,28.4,52.6,54.0,1.308,0.55
Harrison Barnes,SF,77,77.0,34.2,18.9,1.0,5.1,6.1,2.0,0.6,0.2,1.5,1.2,1.3,15.89,7.0,15.7,44.5,1.5,4.3,35.7,3.4,4.1,82.7,5.4,11.4,47.8,1.202,0.49
Dennis Smith Jr.,PG,69,69.0,29.7,15.2,0.7,3.0,3.8,5.2,1.0,0.3,2.8,2.2,1.8,12.89,5.9,14.8,39.5,1.5,4.9,31.3,1.9,2.8,69.4,4.3,9.9,43.5,1.023,0.45
Wesley Matthews,SG,63,63.0,33.8,12.7,0.4,2.7,3.1,2.7,1.2,0.3,1.3,2.2,2.1,11.49,4.5,11.1,40.6,2.4,6.4,38.1,1.3,1.6,82.2,2.1,4.7,44.1,1.151,0.52
Dirk Nowitzki,F,77,77.0,24.7,12.0,0.3,5.4,5.7,1.6,0.6,0.6,0.7,1.9,2.4,16.76,4.5,9.8,45.6,1.8,4.4,41.0,1.3,1.4,89.8,2.7,5.5,49.4,1.2229999999999999,0.55
J.J. Barea,G,69,11.0,23.2,11.6,0.2,2.7,2.9,6.3,0.5,0.0,2.1,1.2,3.0,17.84,4.4,10.0,43.9,1.7,4.5,36.7,1.2,1.5,78.4,2.7,5.5,49.9,1.161,0.52
Yogi Ferrell,G,82,21.0,27.8,10.2,0.3,2.7,3.0,2.5,0.8,0.1,1.0,1.9,2.6,11.48,3.8,8.9,42.6,1.6,4.4,37.3,1.0,1.3,79.6,2.2,4.5,47.7,1.148,0.52
Doug McDermott,SF,26,3.0,22.9,9.0,0.3,2.3,2.5,1.1,0.3,0.2,0.8,1.9,1.3,11.54,3.3,6.9,47.8,1.5,3.0,49.4,0.9,1.1,85.7,1.8,3.9,46.5,1.306,0.59
Johnathan Motley,F,11,4.0,16.0,8.7,1.3,3.2,4.5,0.6,0.3,0.2,0.8,1.6,0.8,17.31,3.6,6.8,53.3,0.1,0.5,16.7,1.4,2.5,53.6,3.5,6.3,56.5,1.28,0.54
Dwight Powell,C,79,24.0,21.2,8.5,1.7,3.9,5.6,1.2,0.8,0.4,0.7,2.4,1.5,18.82,3.2,5.4,59.3,0.4,1.1,33.3,1.7,2.3,71.9,2.9,4.4,65.6,1.56,0.63
Devin Harris,G,44,1.0,18.3,8.5,0.2,1.7,1.9,1.9,0.8,0.2,1.1,2.3,1.7,13.53,2.7,6.5,41.5,1.0,2.8,35.2,2.1,2.5,83.0,1.7,3.6,46.5,1.3130000000000002,0.49
Aaron Harrison,G,9,3.0,25.9,6.7,0.4,2.2,2.7,1.2,1.0,0.2,0.3,3.0,3.7,5.15,2.1,7.7,27.5,1.0,4.8,20.9,1.4,1.9,76.5,1.1,2.9,38.5,0.87,0.34
Dorian Finney-Smith,SF,21,13.0,21.3,5.9,1.0,2.5,3.6,1.2,0.5,0.2,1.0,2.0,1.2,7.67,2.2,5.8,38.0,1.0,3.2,29.9,0.5,0.7,73.3,1.2,2.6,48.1,1.0170000000000001,0.46
Jalen Jones,F,12,0.0,13.5,5.8,1.1,1.8,2.9,0.3,0.4,0.1,0.6,1.7,0.6,10.93,2.1,5.3,39.1,0.8,2.1,36.0,0.8,1.4,58.8,1.3,3.3,41.0,1.078,0.46
Jameel Warney,PF,3,0.0,9.0,5.7,1.3,1.7,3.0,0.0,0.0,0.0,0.3,0.7,0.0,22.63,2.3,4.0,58.3,0.0,0.0,0.0,1.0,1.7,60.0,2.3,4.0,58.3,1.4169999999999998,0.58
Maxi Kleber,PF,72,35.0,16.8,5.4,1.0,2.3,3.3,0.7,0.4,0.7,0.4,1.6,1.7,13.45,2.1,4.3,48.9,0.6,1.8,31.3,0.6,0.8,74.6,1.5,2.5,61.3,1.249,0.55
Nerlens Noel,C,30,6.0,15.7,4.4,1.6,4.0,5.6,0.7,1.0,0.7,0.9,2.0,0.8,16.19,1.8,3.5,52.4,0.0,0.0,0.0,0.7,0.9,75.0,1.8,3.5,52.9,1.248,0.52
Salah Mejri,C,61,1.0,12.0,3.5,1.4,2.6,4.0,0.6,0.4,1.1,0.6,2.0,0.9,17.81,1.4,2.2,64.2,0.0,0.0,0.0,0.6,1.1,57.6,1.4,2.2,65.7,1.5619999999999998,0.64
Kyle Collinsworth,G,32,2.0,15.0,3.2,1.0,2.3,3.3,1.8,0.5,0.3,0.8,1.4,2.3,9.97,1.2,3.1,38.4,0.1,0.5,23.5,0.7,1.3,52.5,1.1,2.6,41.5,1.02,0.4
Gian Clavell,SG,7,0.0,9.1,2.9,0.1,0.9,1.0,0.4,0.3,0.0,0.3,1.1,1.5,7.45,0.9,2.6,33.3,0.9,2.1,40.0,0.3,0.3,100.0,0.0,0.4,0.0,1.111,0.5
Jeff Withey,C,10,0.0,3.9,1.5,0.1,0.9,1.0,0.0,0.0,0.3,0.2,0.3,0.0,8.4,0.6,1.6,37.5,0.2,1.0,20.0,0.1,0.2,50.0,0.4,0.6,66.7,0.938,0.44
Scotty Hopson,SG,1,0.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-4.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,1.0,0.0
Antonius Cleveland,G,13,0.0,6.2,0.8,0.2,0.6,0.8,0.2,0.5,0.3,0.2,0.8,1.0,5.1,0.3,1.1,28.6,0.0,0.1,0.0,0.2,0.3,50.0,0.3,1.0,30.8,0.7140000000000001,0.29
Josh McRoberts,PF,2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-12.47,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,dal,82,,,102.3,8.1,33.1,41.3,22.7,7.0,3.8,11.8,19.2,1.9,,38.1,85.9,44.4,11.8,32.8,36.0,14.2,18.7,76.3,26.4,53.1,49.6,1.1909999999999998,0.51
Nikola Jokic,C,75,73.0,32.5,18.5,2.6,8.1,10.7,6.1,1.2,0.8,2.8,2.8,2.2,24.52,6.7,13.5,49.9,1.5,3.7,39.6,3.5,4.2,85.0,5.2,9.7,53.8,1.371,0.55
Gary Harris,SG,67,65.0,34.4,17.5,0.6,2.1,2.6,2.9,1.8,0.2,1.8,1.8,1.6,16.6,6.6,13.6,48.5,2.3,5.9,39.6,2.0,2.4,82.7,4.2,7.7,55.3,1.2890000000000001,0.57
Jamal Murray,PG,81,80.0,31.7,16.7,1.0,2.7,3.7,3.4,1.0,0.3,2.1,2.1,1.6,16.17,5.9,13.1,45.1,2.0,5.4,37.8,2.8,3.1,90.5,3.9,7.7,50.2,1.273,0.53
Will Barton,SG,81,40.0,33.1,15.7,0.9,4.2,5.0,4.1,1.0,0.6,1.8,2.1,2.2,16.21,5.7,12.7,45.2,1.9,5.2,37.0,2.2,2.8,80.5,3.8,7.5,51.0,1.2329999999999999,0.53
Paul Millsap,PF,38,37.0,30.1,14.6,1.7,4.7,6.4,2.8,1.0,1.2,1.9,2.6,1.4,17.06,5.3,11.4,46.4,1.0,3.0,34.5,2.9,4.2,69.6,4.3,8.5,50.6,1.276,0.51
Wilson Chandler,F,74,71.0,31.6,10.0,1.4,4.0,5.4,2.1,0.6,0.5,1.2,2.1,1.7,10.99,3.8,8.5,44.5,1.2,3.3,35.8,1.2,1.5,77.2,2.6,5.2,50.1,1.17,0.52
Trey Lyles,PF,73,2.0,19.1,9.9,0.8,4.0,4.8,1.2,0.4,0.5,0.8,1.5,1.5,17.95,3.7,7.5,49.1,1.1,3.0,38.1,1.4,2.0,70.6,2.6,4.5,56.3,1.3159999999999998,0.57
Emmanuel Mudiay,G,42,0.0,17.9,8.5,0.4,1.9,2.2,2.9,0.5,0.1,1.7,1.1,1.7,12.37,3.1,7.7,40.1,0.9,2.4,37.3,1.5,1.9,80.8,2.2,5.2,41.4,1.115,0.46
Devin Harris,G,27,0.0,19.7,8.2,0.1,1.4,1.6,2.5,0.5,0.1,1.0,2.0,2.5,12.41,2.6,6.3,40.6,1.3,3.8,34.3,1.8,2.1,84.5,1.3,2.5,50.0,1.306,0.51
Mason Plumlee,C,74,26.0,19.5,7.1,1.8,3.6,5.4,1.9,0.7,1.1,1.4,2.5,1.4,17.0,3.0,5.0,60.1,0.0,0.0,0.0,1.1,2.4,45.8,3.0,5.0,60.2,1.4240000000000002,0.6
Kenneth Faried,F,32,7.0,14.4,5.9,2.1,2.7,4.8,0.6,0.4,0.4,0.7,1.6,0.8,17.48,2.4,4.6,51.4,0.0,0.0,0.0,1.1,1.6,70.6,2.4,4.6,51.7,1.27,0.51
Torrey Craig,SF,39,5.0,16.1,4.2,1.0,2.2,3.3,0.6,0.3,0.4,0.5,1.6,1.3,9.86,1.6,3.5,45.3,0.4,1.5,29.3,0.6,0.9,62.9,1.2,2.0,57.0,1.19,0.51
Monte Morris,PG,3,0.0,8.3,3.3,0.0,0.7,0.7,2.3,1.0,0.0,0.3,0.3,7.0,27.14,1.3,2.0,66.7,0.0,0.3,0.0,0.7,0.7,100.0,1.3,1.7,80.0,1.6669999999999998,0.67
Juancho Hernangomez,PF,25,3.0,11.1,3.3,0.7,1.4,2.2,0.5,0.2,0.1,0.4,1.0,1.3,9.74,1.2,3.0,38.7,0.6,2.0,28.0,0.4,0.5,83.3,0.6,1.0,60.0,1.093,0.48
Malik Beasley,SG,62,0.0,9.5,3.2,0.2,0.9,1.1,0.5,0.2,0.1,0.4,0.6,1.3,9.03,1.2,2.9,41.0,0.5,1.3,34.1,0.4,0.5,66.7,0.7,1.5,46.9,1.101,0.49
Darrell Arthur,F,19,1.0,7.4,2.8,0.2,0.6,0.8,0.5,0.4,0.2,0.8,1.2,0.6,8.46,1.2,2.5,46.8,0.4,1.2,34.8,0.1,0.2,66.7,0.7,1.3,58.3,1.149,0.55
Richard Jefferson,F,20,0.0,8.2,1.5,0.1,0.8,0.9,0.8,0.1,0.1,0.3,0.6,3.0,6.38,0.6,1.4,44.4,0.1,0.4,28.6,0.2,0.4,57.1,0.5,1.0,50.0,1.111,0.48
Tyler Lydon,F,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,den,82,,,110.0,11.0,33.5,44.5,25.1,7.6,4.9,14.3,18.7,1.8,,40.7,86.6,47.0,11.5,30.9,37.1,17.1,22.3,76.7,29.2,55.7,52.5,1.27,0.54
Blake Griffin,PF,25,25.0,33.2,19.8,1.1,5.6,6.6,6.2,0.4,0.4,2.6,2.4,2.3,18.57,7.2,16.7,43.3,1.9,5.4,34.8,3.5,4.4,78.4,5.4,11.3,47.3,1.187,0.49
Tobias Harris,SF,48,48.0,32.6,18.1,0.8,4.3,5.1,2.0,0.7,0.3,1.1,1.9,1.8,16.79,6.7,14.8,45.1,2.4,5.8,40.9,2.4,2.8,84.6,4.3,9.0,47.8,1.224,0.53
Avery Bradley,PG,40,40.0,31.7,15.0,0.5,1.9,2.4,2.1,1.2,0.2,2.3,2.0,0.9,9.81,5.8,14.3,40.9,1.9,4.9,38.1,1.5,2.0,76.3,4.0,9.4,42.3,1.054,0.47
Andre Drummond,C,78,78.0,33.7,15.0,5.1,10.9,16.0,3.0,1.5,1.6,2.6,3.2,1.2,22.94,6.0,11.3,52.9,0.0,0.1,0.0,3.1,5.1,60.5,6.0,11.2,53.6,1.329,0.53
Reggie Jackson,PG,45,45.0,26.7,14.6,0.6,2.1,2.8,5.3,0.6,0.1,2.2,1.9,2.4,15.96,5.5,12.8,42.6,1.2,3.8,30.8,2.5,3.0,83.6,4.3,9.1,47.5,1.137,0.47
Reggie Bullock,SF,62,52.0,27.9,11.3,0.4,2.0,2.5,1.5,0.8,0.2,0.8,1.1,2.0,13.66,4.3,8.8,48.9,2.0,4.5,44.5,0.6,0.8,79.6,2.3,4.3,53.6,1.278,0.6
Ish Smith,PG,82,35.0,24.9,10.9,0.3,2.4,2.7,4.4,0.8,0.2,1.3,1.7,3.3,15.5,4.7,9.8,48.6,0.4,1.2,34.7,1.0,1.4,69.8,4.3,8.5,50.6,1.1159999999999999,0.51
Anthony Tolliver,F,79,14.0,22.2,8.9,0.6,2.4,3.1,1.1,0.4,0.3,0.7,1.8,1.6,13.89,2.8,6.0,46.4,2.0,4.6,43.6,1.3,1.7,79.7,0.8,1.4,56.1,1.489,0.63
Stanley Johnson,SF,69,50.0,27.4,8.7,0.5,3.2,3.7,1.6,1.4,0.2,1.1,2.4,1.5,9.08,3.0,8.1,37.5,1.0,3.4,28.6,1.6,2.1,77.2,2.1,4.7,43.9,1.07,0.43
Luke Kennard,SG,73,9.0,20.0,7.6,0.3,2.1,2.4,1.7,0.6,0.2,0.9,1.2,1.8,12.19,2.8,6.4,44.3,1.1,2.7,41.5,0.9,1.0,85.5,1.7,3.7,46.3,1.2,0.53
James Ennis III,SF,27,8.0,20.4,7.5,0.7,1.7,2.5,0.8,0.6,0.2,0.7,2.0,1.2,11.23,2.7,6.0,45.7,0.8,2.6,30.4,1.2,1.6,76.7,2.0,3.4,57.0,1.247,0.52
Dwight Buycks,G,29,0.0,14.7,7.4,0.4,1.0,1.4,2.0,0.7,0.1,1.3,1.3,1.5,12.85,2.8,6.8,41.4,0.5,1.6,33.3,1.2,1.4,87.8,2.3,5.3,43.8,1.0859999999999999,0.45
Boban Marjanovic,C,19,1.0,9.0,6.2,0.8,2.2,3.0,0.7,0.2,0.3,1.2,1.5,0.6,21.62,2.2,4.2,51.9,0.0,0.0,0.0,1.9,2.4,80.0,2.2,4.2,51.9,1.494,0.52
Langston Galloway,SG,58,2.0,14.9,6.2,0.2,1.4,1.6,1.0,0.6,0.1,0.3,0.7,3.2,12.27,2.2,5.9,37.1,1.3,3.8,34.4,0.6,0.7,80.5,0.9,2.1,41.8,1.0590000000000002,0.48
Jon Leuer,F,8,0.0,17.0,5.4,0.9,3.1,4.0,0.6,0.1,0.4,0.9,2.0,0.7,8.98,1.9,4.5,41.7,0.0,0.4,0.0,1.6,1.9,86.7,1.9,4.1,45.5,1.194,0.42
Henry Ellenson,C,38,0.0,8.7,4.0,0.3,1.9,2.1,0.5,0.1,0.0,0.5,0.6,1.1,10.58,1.4,3.8,36.3,0.5,1.6,33.3,0.7,0.8,86.2,0.9,2.3,38.4,1.034,0.43
Jameer Nelson,G,7,0.0,16.6,3.7,0.3,0.9,1.1,3.3,0.6,0.1,1.6,2.0,2.1,2.62,1.6,5.6,28.2,0.1,2.0,7.1,0.4,0.4,100.0,1.4,3.6,40.0,0.667,0.29
Eric Moreland,C,67,3.0,12.0,2.1,1.2,2.9,4.1,1.2,0.5,0.8,0.6,1.7,1.9,13.99,1.0,1.8,54.1,0.0,0.0,0.0,0.2,0.4,37.9,1.0,1.8,54.1,1.172,0.54
Reggie Hearn,G,3,0.0,2.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.12,0.3,0.7,50.0,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.75
Kay Felder,G,2,0.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,2.05,0.5,2.0,25.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.5,33.3,0.5,0.25
Willie Reed,C,3,0.0,3.0,0.7,0.0,0.3,0.3,0.3,0.0,0.0,0.0,1.0,inf,8.8,0.3,0.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,100.0,2.0,1.0
Luis Montero,SG,2,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-15.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Total,det,82,,,103.8,10.1,33.6,43.7,22.8,7.7,3.9,12.7,18.4,1.8,,39.1,86.9,45.0,10.8,28.9,37.3,14.7,19.8,74.5,28.3,58.0,48.8,1.194,0.51
Stephen Curry,PG,51,51.0,32.0,26.4,0.7,4.4,5.1,6.1,1.6,0.2,3.0,2.2,2.0,28.32,8.4,16.9,49.5,4.2,9.8,42.3,5.5,5.9,92.1,4.2,7.1,59.5,1.558,0.62
Kevin Durant,SF,68,68.0,34.2,26.4,0.5,6.4,6.8,5.4,0.7,1.8,3.0,2.0,1.8,26.05,9.3,18.0,51.6,2.5,6.1,41.9,5.3,5.9,88.9,6.7,11.9,56.5,1.466,0.59
Klay Thompson,SG,73,73.0,34.3,20.0,0.4,3.4,3.8,2.5,0.8,0.5,1.8,1.6,1.4,16.15,7.9,16.1,48.8,3.1,7.1,44.0,1.1,1.3,83.7,4.7,9.0,52.7,1.24,0.59
Draymond Green,PF,70,70.0,32.7,11.0,1.1,6.6,7.6,7.3,1.4,1.3,2.9,2.6,2.5,16.1,4.0,8.8,45.4,1.1,3.7,30.1,1.9,2.5,77.5,2.9,5.2,56.2,1.249,0.52
Quinn Cook,PG,33,18.0,22.4,9.5,0.3,2.2,2.5,2.7,0.4,0.0,1.0,1.8,2.8,12.88,3.7,7.6,48.4,1.4,3.2,44.2,0.7,0.8,88.0,2.3,4.5,51.4,1.238,0.58
Nick Young,G,80,8.0,17.4,7.3,0.3,1.3,1.6,0.5,0.5,0.1,0.5,1.3,0.9,10.1,2.5,6.1,41.2,1.5,4.1,37.7,0.7,0.8,86.2,1.0,2.0,48.1,1.1909999999999998,0.54
David West,F,73,0.0,13.7,6.8,0.9,2.4,3.3,1.9,0.6,1.0,1.1,1.6,1.7,21.01,3.0,5.2,57.1,0.0,0.1,37.5,0.8,1.1,75.9,2.9,5.1,57.6,1.31,0.58
Andre Iguodala,SG,64,7.0,25.4,6.0,0.8,3.1,3.8,3.3,0.8,0.6,1.0,1.5,3.1,11.22,2.3,5.0,46.3,0.5,1.8,28.2,0.9,1.4,63.2,1.8,3.2,56.7,1.2,0.51
Omri Casspi,F,53,7.0,14.0,5.7,0.6,3.2,3.8,1.0,0.3,0.4,0.7,1.3,1.4,15.56,2.3,3.9,58.0,0.2,0.4,45.5,0.9,1.3,72.5,2.1,3.5,59.5,1.449,0.6
Shaun Livingston,G,71,7.0,15.9,5.5,0.5,1.4,1.8,2.0,0.5,0.3,0.8,1.6,2.4,11.64,2.4,4.8,50.1,0.0,0.1,0.0,0.7,0.9,82.0,2.4,4.8,50.9,1.149,0.5
Zaza Pachulia,C,69,57.0,14.1,5.4,1.3,3.4,4.7,1.6,0.6,0.2,1.0,1.8,1.5,17.0,2.2,3.8,56.4,0.0,0.0,0.0,1.1,1.3,80.6,2.2,3.8,56.7,1.413,0.56
JaVale McGee,C,65,17.0,9.5,4.8,0.9,1.7,2.6,0.5,0.3,0.9,0.4,1.4,1.2,22.39,2.1,3.4,62.1,0.0,0.1,0.0,0.6,0.8,73.1,2.1,3.3,63.8,1.416,0.62
Jordan Bell,F,57,13.0,14.2,4.6,1.1,2.6,3.6,1.8,0.6,1.0,0.9,1.6,2.0,18.0,2.0,3.2,62.7,0.0,0.1,0.0,0.5,0.8,68.2,2.0,3.2,64.1,1.416,0.63
Kevon Looney,PF,66,4.0,13.8,4.0,1.3,2.0,3.3,0.6,0.5,0.8,0.5,1.6,1.4,14.82,1.7,2.9,58.0,0.0,0.1,20.0,0.6,1.2,54.5,1.7,2.8,59.0,1.383,0.58
Patrick McCaw,SF,57,10.0,16.9,4.0,0.3,1.2,1.4,1.4,0.8,0.2,0.7,1.2,2.0,7.42,1.6,3.9,40.9,0.3,1.4,23.8,0.5,0.6,76.5,1.3,2.5,50.3,1.018,0.45
Damian Jones,C,15,0.0,5.9,1.7,0.3,0.6,0.9,0.1,0.1,0.2,0.3,0.9,0.5,6.88,0.7,1.5,50.0,0.0,0.0,0.0,0.2,0.3,60.0,0.7,1.5,50.0,1.136,0.5
Chris Boucher,PF,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.48,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,gs,82,,,113.5,8.4,35.1,43.5,29.3,8.0,7.5,15.0,19.6,2.0,,42.8,85.1,50.3,11.3,28.9,39.1,16.6,20.3,81.5,31.5,56.2,56.0,1.3330000000000002,0.57
James Harden,SG,72,72.0,35.4,30.4,0.6,4.8,5.4,8.8,1.8,0.7,4.4,2.3,2.0,29.87,9.0,20.1,44.9,3.7,10.0,36.7,8.7,10.1,85.8,5.4,10.1,53.1,1.5119999999999998,0.54
Chris Paul,PG,58,58.0,31.8,18.6,0.6,4.8,5.4,7.9,1.7,0.2,2.2,2.4,3.6,24.39,6.3,13.8,46.0,2.5,6.5,38.0,3.5,3.8,91.9,3.8,7.2,53.2,1.355,0.55
Eric Gordon,SG,69,30.0,31.2,18.0,0.4,2.1,2.5,2.2,0.6,0.4,1.9,1.7,1.2,15.22,6.0,14.1,42.8,3.2,8.8,35.9,2.8,3.5,80.9,2.9,5.2,54.4,1.281,0.54
Clint Capela,C,74,74.0,27.5,13.9,3.3,7.6,10.8,0.9,0.8,1.9,1.4,2.5,0.7,24.55,6.0,9.1,65.2,0.0,0.0,0.0,1.9,3.5,56.0,6.0,9.1,65.3,1.518,0.65
Gerald Green,G,41,2.0,22.7,12.1,0.4,2.9,3.2,0.6,0.6,0.4,0.8,2.1,0.8,14.1,4.1,10.1,40.7,2.7,7.3,36.9,1.2,1.5,85.0,1.4,2.8,50.4,1.203,0.54
Trevor Ariza,SF,67,67.0,33.9,11.7,0.5,3.9,4.4,1.6,1.5,0.2,0.8,2.0,2.0,11.8,4.0,9.7,41.2,2.5,6.9,36.8,1.1,1.3,85.4,1.5,2.8,51.9,1.2009999999999998,0.54
Ryan Anderson,PF,66,50.0,26.1,9.3,1.4,3.6,5.0,0.9,0.4,0.3,0.6,1.9,1.4,12.6,3.1,7.3,43.1,2.0,5.1,38.6,1.1,1.4,77.4,1.2,2.1,53.9,1.285,0.57
Aaron Jackson,F,1,0.0,35.0,8.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,4.0,1.0,2.47,3.0,9.0,33.3,1.0,4.0,25.0,1.0,2.0,50.0,2.0,5.0,40.0,0.889,0.39
Luc Mbah a Moute,F,61,15.0,25.6,7.5,0.4,2.7,3.0,0.9,1.2,0.4,1.1,1.6,0.8,10.29,2.7,5.7,48.1,1.0,2.8,36.4,1.1,1.6,68.4,1.7,2.8,59.9,1.3330000000000002,0.57
Nene,C,52,4.0,14.6,6.5,1.0,2.3,3.4,0.9,0.5,0.3,0.7,2.4,1.2,16.47,2.6,4.6,56.9,0.0,0.0,0.0,1.3,2.1,63.6,2.6,4.6,57.4,1.423,0.57
P.J. Tucker,PF,82,34.0,27.8,6.1,1.1,4.4,5.6,0.9,1.0,0.3,0.9,2.5,1.0,8.36,2.1,5.4,39.0,1.4,3.8,37.1,0.5,0.7,71.7,0.7,1.6,43.5,1.138,0.52
Joe Johnson,G,23,1.0,22.0,6.0,0.1,2.7,2.8,1.7,0.3,0.0,0.8,1.5,2.1,6.87,2.2,5.8,38.1,0.7,2.7,27.9,0.9,0.9,95.2,1.5,3.2,46.6,1.037,0.44
Brandan Wright,F,1,0.0,15.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,11.3,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,1.3330000000000002,0.67
