PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
Kawhi Leonard,58,31.2,.592,12.6,8.4,14.6,4.3,17.1,11.1,16.46,160.9,5.4
Austin Daye,55,12.3,.554,14.3,9.9,14.5,2.7,18.8,10.6,12.96,14.8,0.5
Kyle Singler,82,28.0,.517,8.8,11.2,14.5,5.4,11.3,8.3,10.02,-16.3,-0.5
Jeff Adrien,52,13.7,.493,12.9,11.4,14.4,10.6,21.2,15.7,13.39,30.7,1.0
Earl Clark,59,23.1,.510,11.9,11.3,14.4,6.8,19.1,13.1,12.47,40.0,1.3
Courtney Lee,78,24.9,.545,18.1,10.7,14.4,1.9,9.4,5.8,11.71,35.1,1.2
Gustavo Alfonso Ayon,55,13.3,.540,23.1,15.3,14.4,9.0,21.3,15.1,12.86,14.9,0.5
Maurice Harkless,76,26.0,.504,6.8,9.3,14.3,7.0,12.2,9.6,12.54,60.2,2.0
Chris Singleton,57,16.2,.425,10.5,12.7,14.3,6.1,16.1,11.0,7.81,-37.1,-1.2
Gerald Wallace,69,30.1,.490,21.7,13.2,14.2,3.9,14.3,9.1,11.58,33.6,1.1
DeAndre Jordan,82,24.5,.606,3.9,13.8,14.2,12.7,22.4,17.6,17.21,198.3,6.6
Luke Walton,50,17.1,.453,39.9,14.4,14.2,4.9,15.2,9.8,11.32,10.5,0.3
John Salmons,76,30.0,.509,23.3,8.8,14.1,1.6,9.0,5.2,10.20,-10.2,-0.3
Jason Maxiell,72,24.8,.478,8.2,12.4,14.0,8.5,18.0,13.2,11.30,-5.3,-0.2
Marvin Williams,73,23.7,.515,11.8,9.2,14.0,3.7,14.3,8.9,10.91,-15.2,-0.5
Francisco Garcia,58,17.7,.519,15.6,7.9,14.0,0.9,9.4,5.1,11.06,8.6,0.3
Daniel Gibson,46,20.0,.475,21.8,8.2,13.9,0.6,7.3,3.8,7.75,-37.7,-1.3
Jae Crowder,78,17.3,.491,17.3,9.0,13.9,2.9,12.3,7.7,10.25,-5.1,-0.2
Nazr Mohammed,63,11.0,.414,10.4,9.6,13.8,12.0,20.4,16.2,10.84,2.5,0.1
Al-Farouq Aminu,76,27.2,.519,13.7,15.4,13.8,7.9,26.2,16.9,13.73,99.4,3.3
Jimmy Butler,82,26.0,.574,14.5,7.8,13.8,7.2,10.4,8.8,15.26,151.6,5.1
DeQuan Jones,63,12.7,.485,5.6,10.5,13.7,2.4,12.4,7.4,8.46,-24.5,-0.8
Mike Miller,59,15.3,.596,26.8,9.5,13.7,2.6,18.0,10.7,13.49,40.2,1.3
Brandon Bass,81,27.6,.535,10.3,9.8,13.7,7.0,15.2,11.2,12.38,29.3,1.0
Jeffery Taylor,77,19.6,.531,11.3,8.6,13.7,3.8,7.7,5.7,10.33,-3.8,-0.1
Roger Mason Jr.,69,17.7,.570,16.5,11.4,13.6,1.1,12.0,6.5,10.03,-8.6,-0.3
Lavoy Allen,79,21.1,.474,12.0,9.0,13.6,10.5,16.5,13.4,11.53,23.2,0.8
Zaza Pachulia,52,21.8,.534,18.1,16.1,13.5,13.5,20.3,17.0,13.11,42.6,1.4
Steve Blake,45,26.1,.573,33.2,11.9,13.5,2.0,10.1,6.2,11.77,13.5,0.5
Trevor Booker,48,18.5,.509,12.4,9.6,13.4,12.2,17.8,14.9,13.90,31.7,1.1
Kyle Korver,74,30.5,.637,17.2,8.2,13.3,1.2,13.5,7.4,13.93,115.8,3.9
Richard Jefferson,56,10.1,.552,14.5,10.8,13.2,1.0,14.9,8.1,10.36,-1.2,-0.0
Jared Sullinger,45,19.8,.534,11.1,9.2,13.2,12.6,22.1,17.5,13.52,26.8,0.9
Quincy Pondexter,59,21.1,.565,14.0,9.7,13.1,4.0,8.6,6.3,10.98,8.9,0.3
Kosta Koufos,81,22.4,.585,5.0,8.3,13.1,13.3,21.2,17.3,17.22,179.6,6.0
Greg Smith,70,15.9,.636,6.3,10.3,13.1,11.5,21.2,16.4,16.17,77.4,2.6
Lamar Odom,82,19.7,.429,23.2,14.0,12.9,8.8,26.3,17.7,10.95,-13.2,-0.4
Garrett Temple,51,22.7,.478,25.5,13.5,12.9,2.8,9.1,5.9,8.82,-28.9,-1.0
Victor Claver,49,16.6,.462,14.9,14.9,12.9,4.4,12.8,8.5,7.05,-41.8,-1.4
Draymond Green,79,13.4,.404,13.8,13.2,12.9,6.2,20.3,13.5,7.15,-53.0,-1.8
Pablo Prigioni,78,16.2,.595,42.7,15.6,12.9,3.7,9.8,6.6,13.01,37.9,1.3
Earl Watson,48,17.3,.366,48.7,17.7,12.8,3.2,9.1,6.1,7.70,-40.9,-1.4
Andrew Bogut,32,24.6,.463,22.1,11.6,12.8,9.8,24.1,17.2,13.81,37.6,1.3
Josh McRoberts,67,22.2,.527,24.0,11.2,12.7,7.0,18.0,12.4,12.69,26.4,0.9
Ronnie Brewer,60,14.2,.416,17.7,6.4,12.7,5.7,13.6,9.6,10.02,-6.1,-0.2
Chris Andersen,42,14.9,.631,8.3,11.7,12.6,11.9,21.5,17.0,17.44,55.4,1.8
Arnett Moultrie,47,11.5,.595,5.7,10.8,12.6,15.4,14.8,15.1,16.73,42.3,1.4
Meyers Leonard,69,17.5,.596,8.3,12.3,12.6,7.6,17.1,12.3,12.14,27.6,0.9
Sam Young,56,12.4,.464,17.4,13.6,12.6,4.3,15.3,9.9,7.50,-31.1,-1.0
Aaron Gray,42,12.2,.544,18.5,20.2,12.4,10.9,20.0,15.4,8.98,-12.4,-0.4
Dahntay Jones,78,13.0,.482,13.4,10.6,12.4,2.7,8.4,5.6,6.40,-62.2,-2.1
Greg Stiemsma,76,15.9,.498,7.6,14.8,12.4,5.6,19.5,12.3,10.52,-1.5,-0.0
Ryan Hollins,60,11.1,.674,5.3,21.2,12.2,9.1,15.7,12.5,11.37,7.6,0.3
Landry Fields,51,20.3,.487,17.2,12.1,12.1,6.7,17.4,11.9,10.31,-2.9,-0.1
P.J. Tucker,79,24.2,.525,16.6,10.2,12.1,7.7,13.3,10.4,11.58,30.8,1.0
Jason Kidd,76,26.9,.532,33.0,10.1,11.8,2.8,16.2,9.3,13.48,75.5,2.5
Anthony Tolliver,62,15.5,.531,10.4,11.7,11.8,3.7,14.5,9.2,8.44,-44.0,-1.5
Tyson Chandler,66,32.8,.671,9.4,13.1,11.8,14.1,24.3,19.0,18.88,267.4,8.9
Steve Novak,81,20.3,.602,7.1,2.4,11.7,1.2,10.0,5.4,11.33,20.4,0.7
Boris Diaw,75,22.8,.603,28.8,13.4,11.6,4.7,12.0,8.6,11.96,34.6,1.2
Matt Bonner,68,13.4,.609,12.5,5.5,11.4,3.4,12.5,8.2,11.88,5.1,0.2
Ekpe Udoh,76,17.3,.503,10.6,10.6,11.2,8.9,11.7,10.3,12.00,9.9,0.3
Sasha Pavlovic,39,13.5,.423,19.1,8.4,11.2,1.5,10.9,6.2,6.20,-33.9,-1.1
Jan Vesely,51,11.8,.480,15.0,14.5,11.2,7.9,14.7,11.3,7.65,-25.6,-0.9
Nick Collison,81,19.5,.624,23.3,13.3,10.9,9.6,14.2,12.1,13.60,49.5,1.7
DeShawn Stevenson,56,20.7,.522,15.0,6.6,10.8,1.8,10.1,6.0,8.11,-41.3,-1.4
Keith Bogans,74,19.0,.533,18.2,11.8,10.8,1.3,8.8,5.0,6.69,-80.1,-2.7
Mickael Gelabale,36,17.9,.605,13.6,8.4,10.7,5.5,12.3,8.8,11.84,12.8,0.4
Chris Wilcox,61,13.6,.725,9.4,14.5,10.6,8.1,17.3,12.8,15.32,47.4,1.6
Thabo Sefolosha,81,27.5,.618,18.2,9.3,10.6,3.2,12.4,8.2,12.83,77.6,2.6
Royal Ivey,53,13.2,.563,15.8,9.9,10.5,2.5,6.8,4.6,8.12,-30.0,-1.0
Brendan Haywood,61,19.0,.441,9.0,15.4,10.5,12.0,16.7,14.3,8.76,-31.9,-1.1
Reggie Evans,80,24.6,.506,8.4,21.7,10.2,15.5,38.0,26.7,12.81,38.5,1.3
Chris Duhon,46,17.8,.517,44.1,13.3,10.1,1.5,7.5,4.6,8.02,-36.4,-1.2
Shane Battier,72,24.8,.623,14.9,7.0,9.9,2.7,8.4,5.7,10.77,7.1,0.2
Kendrick Perkins,78,25.1,.479,19.7,19.3,9.9,7.0,19.5,13.7,8.20,-70.0,-2.3
Lance Thomas,59,10.9,.565,10.4,8.6,9.8,8.0,13.3,10.6,10.09,-3.9,-0.1
Festus Ezeli,78,14.4,.467,7.6,21.8,9.6,14.3,16.4,15.4,9.30,-21.7,-0.7
Ronny Turiaf,65,10.8,.485,18.5,15.4,9.5,7.8,17.9,12.9,9.37,-12.9,-0.4
Chuck Hayes,74,16.3,.469,30.5,12.0,9.5,10.5,18.2,14.2,10.71,-14.3,-0.5
Udonis Haslem,75,18.9,.535,10.7,12.7,9.4,9.0,25.3,17.6,9.89,-33.9,-1.1
Bismack Biyombo,80,27.3,.472,6.7,15.6,9.2,9.9,20.9,15.2,10.07,-46.8,-1.6
Darius Miller,52,13.3,.529,24.6,12.9,8.9,1.4,12.2,6.7,6.34,-43.1,-1.4
Hasheem Thabeet,66,11.7,.619,6.1,22.6,8.9,11.1,17.5,14.5,11.62,11.7,0.4
Joel Anthony,62,9.1,.542,11.3,19.1,7.7,10.4,14.4,12.5,10.44,-1.4,-0.0
