PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
Chris Copeland,56,15.4,.583,5.5,10.1,22.6,4.5,11.9,8.1,16.89,82.2,2.7
Jameer Nelson,56,35.3,.498,29.7,11.1,22.6,1.3,10.6,6.0,14.44,101.4,3.4
Mo Williams,46,30.8,.519,29.1,12.8,22.5,2.0,7.2,4.5,14.47,73.5,2.4
Paul George,79,37.6,.531,17.6,12.6,22.4,3.4,19.0,11.3,16.84,281.3,9.4
Rajon Rondo,38,37.4,.516,39.1,13.8,22.4,3.7,13.6,8.8,18.12,151.2,5.0
Ty Lawson,73,34.4,.549,28.0,10.2,22.4,1.6,7.1,4.4,17.96,261.2,8.7
Jimmer Fredette,69,14.0,.546,15.0,11.1,22.4,2.2,6.4,4.2,14.66,52.8,1.8
Isaiah Thomas,79,26.9,.574,22.3,9.9,22.2,1.5,7.3,4.4,17.58,208.3,6.9
Chris Kaman,66,20.7,.529,6.3,12.7,22.2,8.0,22.0,15.1,16.32,116.8,3.9
Goran Dragic,77,33.5,.540,31.1,11.6,22.1,2.6,8.0,5.2,17.52,251.2,8.4
DeMar DeRozan,82,36.7,.523,11.5,8.5,22.1,1.9,10.9,6.3,14.81,193.6,6.5
Ricky Rubio,57,29.7,.482,34.3,14.1,22.1,2.9,12.9,7.7,16.20,131.2,4.4
Brandon Knight,75,31.5,.511,20.4,13.8,22.0,2.6,9.6,6.0,12.04,36.7,1.2
Ryan Anderson,81,30.9,.548,7.0,7.0,22.0,8.9,15.9,12.4,18.17,249.1,8.3
Lou Williams,39,28.7,.555,19.6,10.4,22.0,0.8,7.3,4.1,15.98,91.5,3.0
Nene,61,27.2,.538,17.2,13.5,22.0,6.7,20.6,13.6,17.07,160.1,5.3
C.J. Miles,65,21.0,.551,7.9,8.7,21.9,1.9,13.4,7.4,15.38,99.3,3.3
Dirk Nowitzki,53,31.3,.564,13.0,6.9,21.9,2.5,21.5,12.2,19.88,207.6,6.9
Kevin Garnett,68,29.7,.535,13.2,9.1,21.9,4.5,25.8,15.5,19.25,261.0,8.7
Eric Bledsoe,76,20.4,.513,23.4,13.7,21.9,6.1,11.1,8.6,17.60,153.0,5.1
Gerald Henderson,68,31.4,.531,13.9,8.5,21.8,2.9,10.8,6.7,16.48,190.4,6.3
Luis Scola,82,26.6,.516,13.7,9.5,21.7,8.1,20.4,14.1,16.80,172.8,5.8
Corey Brewer,82,24.4,.506,10.3,8.5,21.6,3.1,9.9,6.6,14.76,127.3,4.2
Brian Roberts,78,17.0,.509,26.2,8.5,21.6,1.5,7.3,4.4,14.65,72.2,2.4
Alan Anderson,65,23.0,.509,11.9,9.3,21.6,2.7,9.2,5.9,12.61,47.0,1.6
Raymond Felton,68,34.0,.505,25.4,10.6,21.6,2.5,7.5,4.9,15.22,145.7,4.9
David Lee,79,36.8,.561,15.6,11.6,21.5,8.5,24.5,16.8,19.23,335.4,11.2
Jason Smith,51,17.2,.544,7.2,11.6,21.5,8.6,16.9,12.7,16.84,69.8,2.3
MarShon Brooks,73,12.5,.523,14.6,13.2,21.4,4.1,9.4,6.7,13.55,41.5,1.4
Andrea Bargnani,35,28.7,.482,6.9,9.8,21.3,3.0,12.3,7.6,11.27,-3.5,-0.1
Zach Randolph,76,34.3,.506,7.6,10.6,21.3,13.8,25.1,19.3,17.92,249.7,8.3
Mike Conley,80,34.5,.549,28.0,10.9,21.3,1.8,7.9,4.8,18.38,303.8,10.1
Jordan Crawford,70,24.4,.512,19.4,12.1,21.2,2.9,10.9,6.9,13.82,84.6,2.8
Tyreke Evans,65,31.0,.558,18.4,10.3,21.2,3.1,13.5,8.2,18.16,215.4,7.2
Derrick Williams,78,24.6,.515,4.4,9.6,21.2,5.6,20.6,12.8,14.55,87.3,2.9
Vince Carter,81,25.8,.571,15.5,8.5,21.1,3.2,14.5,8.9,17.87,229.6,7.7
Marcus Thornton,72,24.0,.552,9.2,6.9,21.1,3.2,9.0,6.0,16.32,149.9,5.0
Paul Millsap,78,30.4,.550,14.7,10.1,21.1,8.6,18.8,13.7,19.89,297.4,9.9
Gordon Hayward,72,29.2,.564,17.2,9.7,21.0,2.8,9.8,6.3,16.81,198.2,6.6
Kevin Seraphin,79,21.8,.478,6.1,13.8,21.0,6.8,15.5,11.1,10.37,-28.9,-1.0
Arron Afflalo,64,36.0,.527,15.3,10.2,21.0,1.4,10.3,5.8,13.02,86.8,2.9
Wilson Chandler,43,25.1,.556,9.3,9.6,20.9,4.8,17.6,11.3,16.61,98.4,3.3
Joe Johnson,72,36.7,.521,16.9,8.2,20.8,2.4,7.4,4.9,14.14,143.5,4.8
Roy Hibbert,79,28.7,.489,9.2,13.1,20.8,14.8,17.4,16.1,17.32,227.7,7.6
Kyle Lowry,68,29.7,.543,33.0,11.9,20.7,3.2,15.9,9.5,17.51,196.2,6.5
Jerryd Bayless,80,22.1,.514,24.9,11.3,20.7,1.4,10.5,5.9,13.51,66.0,2.2
Jarrett Jack,79,29.7,.542,28.5,10.2,20.7,1.0,10.1,5.7,15.93,172.9,5.8
Shannon Brown,59,23.8,.493,13.4,9.2,20.7,3.5,8.7,6.0,13.14,44.7,1.5
John Henson,63,13.1,.497,6.7,10.2,20.6,14.5,24.4,19.3,18.30,84.0,2.8
Jeremy Lin,82,32.2,.538,28.4,13.5,20.6,1.4,9.1,5.3,14.94,155.1,5.2
Bradley Beal,56,31.2,.515,13.9,9.1,20.5,2.7,10.8,6.7,13.69,83.1,2.8
Rodney Stuckey,76,28.6,.505,21.2,10.5,20.4,2.2,9.1,5.6,13.00,64.7,2.2
Alexey Shved,77,23.9,.474,25.2,13.0,20.3,2.5,8.6,5.4,11.01,0.2,0.0
Enes Kanter,70,15.4,.588,5.5,18.0,20.3,14.5,18.6,16.5,17.65,113.5,3.8
Luol Deng,75,38.7,.508,14.0,9.1,20.3,6.3,12.6,9.4,15.12,200.2,6.7
Nikola Pekovic,62,31.6,.572,5.1,9.7,20.3,13.0,19.0,15.9,20.26,282.3,9.4
Evan Turner,82,35.3,.478,21.0,11.1,20.3,2.1,18.5,10.1,12.16,71.5,2.4
Charlie Villanueva,69,15.8,.481,9.3,6.7,20.1,5.1,20.6,12.7,14.08,42.0,1.4
Donatas Motiejunas,44,12.2,.531,10.2,12.2,20.1,7.7,11.9,9.8,12.28,6.2,0.2
Chris Bosh,74,33.2,.592,9.5,9.9,20.0,7.0,17.6,12.6,20.08,347.3,11.6
Danilo Gallinari,71,32.5,.561,13.4,8.5,20.0,3.2,14.4,8.9,16.73,214.6,7.2
John Lucas III,63,13.1,.483,22.1,5.5,20.0,1.1,8.3,4.7,12.84,22.8,0.8
Dwight Howard,76,35.8,.573,7.4,15.4,19.9,10.4,27.4,19.1,19.48,360.7,12.0
Al Horford,74,37.2,.560,15.6,9.6,19.9,8.2,23.0,15.7,19.84,379.9,12.7
Anthony Davis,64,28.8,.559,6.8,9.6,19.9,10.5,23.5,16.8,21.80,283.8,9.5
Byron Mullens,53,26.9,.465,10.6,9.7,19.9,5.5,22.0,13.5,12.35,37.2,1.2
Andrew Nicholson,75,16.7,.557,6.8,12.1,19.9,6.2,17.1,11.7,15.12,67.6,2.3
Klay Thompson,82,35.8,.533,11.3,9.7,19.8,1.2,10.0,5.7,12.71,96.8,3.2
Leandro Barbosa,41,12.5,.509,20.0,7.2,19.7,1.9,8.5,5.3,13.57,23.5,0.8
Gerald Green,60,18.0,.465,9.0,9.5,19.7,3.3,11.1,7.3,9.92,-9.4,-0.3
Toney Douglas,71,18.2,.531,20.5,11.0,19.7,3.0,9.2,6.1,13.46,47.2,1.6
O.J. Mayo,82,35.5,.556,21.2,12.4,19.7,1.4,9.6,5.6,14.00,152.0,5.1
Gary Neal,68,21.8,.512,15.6,8.3,19.6,1.1,9.6,5.6,11.59,13.1,0.4
Jeff Green,81,27.8,.561,10.8,11.2,19.6,3.0,13.4,8.3,15.01,118.0,3.9
Alec Burks,64,17.8,.507,15.1,12.1,19.5,3.8,11.2,7.5,11.51,8.7,0.3
Pau Gasol,49,33.8,.512,20.8,10.8,19.5,7.6,20.1,14.0,16.75,129.6,4.3
Jermaine O'Neal,55,18.7,.538,7.8,13.6,19.5,8.9,23.8,16.2,16.76,94.7,3.2
Wesley Johnson,50,19.1,.485,6.9,9.7,19.4,2.5,12.4,7.3,10.34,-2.3,-0.1
Spencer Hawes,82,27.2,.514,15.3,11.0,19.4,8.5,21.7,14.9,16.02,180.5,6.0
Nick Young,59,23.9,.525,11.5,6.8,19.4,1.9,8.7,5.2,13.38,60.6,2.0
Ivan Johnson,69,15.0,.546,8.7,13.4,19.3,8.5,20.7,14.7,15.80,66.3,2.2
Aaron Brooks,53,18.8,.555,21.9,12.9,19.1,1.5,7.9,4.6,11.87,12.9,0.4
Darren Collison,81,29.3,.575,29.0,12.1,19.1,1.5,8.7,5.1,16.37,190.2,6.3
JaVale McGee,79,18.1,.589,3.3,12.5,19.1,12.6,17.1,14.9,20.78,217.7,7.3
Ersan Ilyasova,73,27.6,.552,11.0,7.0,19.0,7.9,20.3,13.9,18.37,236.3,7.9
Beno Udrih,66,22.1,.516,32.4,11.6,19.0,2.5,8.2,5.3,14.28,71.4,2.4
E'Twaun Moore,75,22.4,.471,22.0,11.2,19.0,3.2,8.0,5.6,10.76,6.6,0.2
Derrick Favors,77,23.2,.533,8.5,14.6,18.9,11.9,24.0,17.9,17.57,161.9,5.4
Eric Maynor,64,15.0,.472,32.0,13.9,18.9,1.1,4.3,2.8,9.36,-23.6,-0.8
Andre Miller,82,26.2,.548,35.2,12.5,18.9,3.2,9.1,6.2,15.69,150.6,5.0
Kevin Martin,77,27.7,.608,9.7,9.2,18.9,1.8,7.4,4.8,16.09,178.3,5.9
Marc Gasol,80,35.0,.559,21.4,10.6,18.8,7.6,18.9,13.1,19.57,374.5,12.5
Chase Budinger,23,22.1,.516,9.7,8.9,18.8,3.3,13.0,8.0,12.66,16.4,0.5
Will Barton,73,12.2,.437,12.7,13.2,18.8,4.6,14.3,9.4,9.12,-18.4,-0.6
Thomas Robinson,70,15.1,.451,9.1,17.5,18.8,13.0,21.3,17.1,10.97,-8.4,-0.3
Andre Iguodala,80,34.7,.520,26.5,12.6,18.7,3.4,13.5,8.5,15.27,197.9,6.6
Tyler Hansbrough,81,16.9,.527,5.5,11.9,18.7,13.4,17.0,15.2,15.35,78.5,2.6
Jonas Jerebko,49,18.2,.531,9.8,9.6,18.7,8.6,15.4,11.9,15.72,56.2,1.9
Devin Harris,58,24.5,.565,24.8,11.1,18.6,0.5,8.7,4.7,14.69,78.3,2.6
George Hill,76,34.5,.558,24.7,8.1,18.6,2.0,9.9,6.0,16.59,218.8,7.3
Darrell Arthur,59,16.4,.477,7.2,9.4,18.5,8.1,12.5,10.3,11.89,5.6,0.2
JJ Redick,78,30.5,.571,21.2,9.9,18.5,0.8,7.3,4.0,14.74,150.4,5.0
Patty Mills,58,11.3,.590,17.7,11.1,18.5,1.7,6.8,4.4,14.16,30.9,1.0
Caron Butler,78,24.1,.535,8.6,7.9,18.4,2.6,11.4,7.1,12.50,56.0,1.9
Robin Lopez,82,26.0,.573,6.5,11.2,18.3,12.4,13.4,12.9,18.98,267.2,8.9
Steve Nash,50,32.5,.605,33.8,12.8,18.3,1.8,7.7,4.8,16.00,121.4,4.0
Markieff Morris,82,22.4,.473,11.7,11.3,18.2,7.9,16.7,12.3,12.66,31.7,1.1
Rodrigue Beaubois,45,12.2,.470,27.1,10.7,18.1,1.9,9.6,5.8,10.64,-3.0,-0.1
Thaddeus Young,76,34.6,.541,10.0,7.2,18.1,7.6,17.2,12.3,18.27,305.0,10.2
Sebastian Telfair,59,16.6,.488,27.5,11.5,18.0,1.5,8.5,4.9,10.92,-1.2,-0.0
JJ Hickson,80,29.0,.591,8.0,13.2,18.0,13.2,28.5,20.7,19.71,315.8,10.5
A.J. Price,57,22.4,.501,28.9,9.0,17.9,1.7,8.2,4.9,12.45,27.7,0.9
Anderson Varejao,25,36.0,.529,18.2,9.5,17.9,16.9,30.1,23.2,21.71,149.3,5.0
Luke Ridnour,82,30.2,.532,23.5,9.8,17.9,1.8,7.9,4.8,13.07,76.6,2.6
Carl Landry,81,23.2,.605,7.2,12.7,17.9,10.9,17.3,14.2,17.60,170.7,5.7
James Johnson,54,16.3,.442,13.2,15.5,17.9,6.2,12.9,9.5,10.28,-15.9,-0.5
Marco Belinelli,73,25.8,.513,16.2,9.0,17.8,0.8,7.8,4.3,10.43,-1.9,-0.1
Tobias Harris,55,23.6,.527,9.8,9.3,17.8,6.2,18.6,12.3,16.05,107.7,3.6
Terrence Ross,73,17.0,.491,9.2,8.3,17.8,3.3,10.6,6.9,10.48,-0.3,-0.0
Nicolas Batum,73,38.5,.566,24.4,12.9,17.7,4.0,13.2,8.5,15.76,220.5,7.3
Wesley Matthews,69,34.8,.574,14.8,9.3,17.7,1.7,7.6,4.6,14.10,129.1,4.3
Derek Fisher,33,17.4,.492,18.5,11.8,17.7,0.4,6.6,3.6,7.69,-28.4,-0.9
Emeka Okafor,79,26.0,.496,9.6,11.0,17.7,10.7,26.8,18.7,15.88,161.7,5.4
Ish Smith,52,9.9,.379,30.4,12.9,17.7,2.6,10.7,6.6,8.51,-19.2,-0.6
Jannero Pargo,32,15.8,.475,20.6,12.6,17.7,0.0,0.0,0.0,10.38,-4.7,-0.2
Nikola Vucevic,77,33.2,.534,11.6,11.5,17.7,12.0,28.4,20.2,17.85,277.0,9.2
Reggie Jackson,70,14.2,.531,23.1,10.1,17.7,2.6,15.6,9.6,14.28,48.6,1.6
Dorell Wright,79,22.6,.551,17.1,7.3,17.6,2.6,17.0,9.6,16.07,148.1,4.9
Mike James,45,19.2,.481,29.1,11.5,17.5,1.2,8.0,4.7,9.56,-18.6,-0.6
Cartier Martin,41,16.9,.511,6.3,10.1,17.5,1.7,14.3,8.0,9.75,-18.1,-0.6
Shawn Marion,67,30.0,.553,16.3,10.3,17.4,8.2,20.6,14.5,18.02,225.5,7.5
Ray Allen,79,25.8,.599,14.1,10.7,17.3,2.6,10.1,6.6,14.72,128.3,4.3
Chandler Parsons,76,36.3,.584,18.9,10.3,17.3,3.3,13.2,8.3,15.33,198.8,6.6
Carlos Delfino,67,25.2,.549,15.9,8.5,17.3,1.2,13.4,7.4,13.39,72.9,2.4
Doron Lamb,47,12.3,.433,13.6,11.0,17.2,1.5,7.4,4.4,4.85,-48.6,-1.6
Tayshaun Prince,82,32.1,.486,16.9,7.7,17.1,3.1,13.2,8.1,11.53,40.5,1.3
Randy Foye,82,27.4,.550,15.7,8.7,17.1,0.9,5.8,3.3,11.75,25.0,0.8
Jason Richardson,33,28.4,.495,11.9,6.1,17.0,2.2,13.4,7.7,12.60,29.3,1.0
Samuel Dalembert,47,16.3,.565,6.0,14.6,17.0,14.2,24.9,19.4,18.60,91.3,3.0
Kyle O'Quinn,57,11.2,.535,17.0,12.1,17.0,11.5,25.5,18.5,15.89,41.8,1.4
Avery Bradley,50,28.7,.461,15.4,10.7,17.0,2.5,6.5,4.6,8.89,-45.3,-1.5
John Jenkins,61,14.8,.576,13.3,9.5,17.0,2.2,9.6,6.0,13.08,34.7,1.2
Stephen Jackson,55,19.5,.473,15.5,14.9,16.9,2.5,13.5,8.3,8.09,0.0,0.0
C.J. Watson,80,19.0,.544,22.1,9.5,16.9,2.9,8.4,5.6,13.90,65.9,2.2
Joakim Noah,66,36.8,.534,22.4,15.0,16.9,12.2,22.6,17.3,18.16,273.7,9.1
Tristan Thompson,82,31.3,.516,9.3,10.6,16.9,13.2,22.1,17.5,16.12,176.9,5.9
DeJuan Blair,61,14.0,.543,11.4,12.4,16.9,9.5,21.1,15.6,14.66,51.5,1.7
Brandan Wright,64,18.0,.606,7.3,6.6,16.8,8.4,16.7,12.6,21.03,178.9,6.0
Patrick Patterson,71,25.0,.566,10.2,7.7,16.8,7.2,14.4,10.8,15.23,98.7,3.3
Matt Barnes,80,25.7,.566,13.1,9.6,16.8,6.5,14.5,10.6,15.57,155.8,5.2
Antawn Jamison,76,21.5,.561,6.8,7.2,16.8,7.5,16.6,12.2,15.39,94.9,3.2
Taj Gibson,65,22.4,.518,9.6,12.0,16.7,9.7,17.5,13.6,14.50,65.3,2.2
Ed Davis,81,20.1,.561,9.2,9.2,16.7,10.9,22.8,16.7,17.82,153.8,5.1
Trevor Ariza,56,26.3,.538,16.4,12.2,16.7,3.3,16.9,10.0,14.04,77.8,2.6
Marcus Morris Sr.,77,19.8,.516,8.7,10.7,16.6,6.0,14.6,10.3,11.31,-4.2,-0.1
Tony Allen,79,26.7,.489,10.7,10.3,16.6,6.6,13.8,10.2,13.26,86.8,2.9
Jerry Stackhouse,37,14.7,.500,14.5,10.0,16.6,1.1,6.1,3.6,8.57,-15.6,-0.5
Michael Kidd-Gilchrist,78,26.0,.506,12.8,11.1,16.6,7.2,18.9,12.9,14.04,106.9,3.6
Omri Casspi,43,11.7,.486,12.3,9.6,16.6,4.4,22.7,13.1,12.94,18.3,0.6
Jason Thompson,82,27.9,.533,8.2,9.9,16.6,8.4,19.5,13.8,14.64,107.0,3.6
Wayne Ellington,78,21.3,.546,14.4,7.9,16.5,1.7,10.3,5.8,12.29,44.3,1.5
Jose Calderon,73,29.6,.616,39.4,9.6,16.5,1.1,8.6,4.8,18.80,251.5,8.4
Andrei Kirilenko,64,31.8,.590,18.3,12.3,16.5,5.6,15.1,10.2,17.67,217.6,7.3
Jason Terry,79,26.9,.566,19.7,10.1,16.5,1.1,7.6,4.4,12.81,73.3,2.4
Nando De Colo,72,12.8,.530,28.8,16.9,16.5,3.1,13.7,8.7,11.15,2.1,0.1
Jared Dudley,79,27.5,.582,19.4,9.7,16.5,4.1,8.9,6.4,14.89,142.2,4.7
Damien Wilkins,61,18.0,.533,18.1,9.7,16.4,3.2,7.8,5.4,12.54,33.4,1.1
Mike Dunleavy,75,25.9,.577,15.8,9.8,16.4,1.7,14.9,8.0,13.64,90.9,3.0
Tiago Splitter,81,24.7,.609,14.2,10.9,16.3,8.8,20.3,14.9,18.72,242.0,8.1
Austin Rivers,61,23.2,.431,19.9,11.6,16.2,1.3,8.0,4.6,5.95,-96.4,-3.2
Kenneth Faried,80,28.1,.573,7.7,11.3,16.2,13.2,23.2,18.3,18.52,269.1,9.0
Harrison Barnes,81,25.4,.526,10.8,11.1,16.0,2.9,14.5,8.9,11.08,17.7,0.6
Rashard Lewis,55,14.4,.530,9.0,9.9,16.0,3.1,15.0,9.4,11.13,-4.4,-0.1
Metta World Peace,75,33.7,.517,10.1,8.8,15.9,4.5,11.5,8.1,12.55,77.4,2.6
Serge Ibaka,80,31.1,.612,4.2,12.1,15.9,11.1,17.0,14.2,19.41,293.3,9.8
Alonzo Gee,82,31.0,.505,12.1,12.0,15.8,3.3,11.7,7.3,10.56,2.2,0.1
Norris Cole,80,19.9,.483,22.5,14.3,15.8,1.5,8.2,5.0,7.92,-73.2,-2.4
Marquis Daniels,59,18.4,.432,13.4,9.3,15.8,4.6,10.5,7.4,9.20,-21.0,-0.7
Marcin Gortat,61,30.8,.543,9.4,12.4,15.8,7.6,24.0,15.6,15.45,135.8,4.5
Xavier Henry,50,12.5,.481,5.3,12.6,15.8,3.9,13.4,8.6,7.65,-26.6,-0.9
Darius Morris,48,14.2,.475,23.4,13.8,15.7,4.0,5.2,4.6,8.11,-29.5,-1.0
Orlando Johnson,51,12.1,.523,17.4,10.7,15.7,3.7,15.9,9.9,11.40,8.3,0.3
Dante Cunningham,80,25.1,.485,8.0,6.7,15.7,7.8,15.6,11.6,13.35,55.5,1.9
Martell Webster,76,28.9,.601,15.0,9.4,15.7,2.7,12.2,7.4,13.89,111.3,3.7
Larry Sanders,71,27.3,.523,9.9,10.4,15.6,12.0,25.8,18.6,18.77,236.1,7.9
Andre Drummond,60,20.7,.578,6.0,11.4,15.6,15.4,27.2,21.2,21.69,205.7,6.9
Patrick Beverley,41,17.4,.551,31.8,12.0,15.6,7.2,10.1,8.7,15.42,47.0,1.6
Kirk Hinrich,60,29.4,.493,35.8,11.3,15.6,1.0,9.3,5.1,10.88,9.9,0.3
Ian Mahinmi,80,16.5,.497,5.2,17.6,15.6,9.9,16.2,13.1,10.65,0.9,0.0
Mario Chalmers,77,26.9,.576,28.1,12.3,15.5,1.2,8.6,5.1,13.29,70.5,2.4
Elton Brand,72,21.2,.499,10.8,8.8,15.4,9.7,21.5,15.7,15.19,84.1,2.8
DeMarre Carroll,66,16.8,.535,13.2,7.4,15.3,9.1,10.8,9.9,15.52,83.3,2.8
D.J. Augustin,76,16.1,.527,29.5,11.8,15.3,1.9,6.3,4.1,11.04,0.8,0.0
Willie Green,72,16.5,.562,11.3,6.4,15.3,1.7,7.9,4.9,11.85,24.0,0.8
Jonas Valanciunas,62,23.9,.619,7.7,16.0,15.3,9.6,20.5,14.9,15.62,111.1,3.7
Luc Mbah a Moute,58,22.9,.447,9.9,12.6,15.2,7.0,14.0,10.4,9.09,-47.8,-1.6
Shaun Livingston,66,22.0,.536,31.6,11.2,15.2,2.4,10.4,6.2,13.00,43.5,1.4
Jodie Meeks,78,21.3,.540,10.0,7.5,15.2,2.5,8.7,5.7,11.40,22.4,0.7
Kris Humphries,65,18.3,.515,7.1,12.6,15.0,12.4,23.9,18.1,13.67,38.6,1.3
Luke Babbitt,62,11.8,.509,10.0,7.6,15.0,2.4,19.7,10.9,9.47,-11.2,-0.4
Danny Green,80,27.5,.600,15.1,10.1,14.9,2.0,10.3,6.4,14.19,121.2,4.0
Ronnie Price,39,13.1,.402,30.7,14.3,14.9,2.9,7.2,5.0,6.81,0.0,0.0
Lance Stephenson,78,29.2,.530,22.7,11.1,14.9,2.3,12.3,7.4,11.85,45.7,1.5
Jamaal Tinsley,66,18.5,.467,45.2,16.5,14.8,1.6,9.5,5.5,10.60,-7.3,-0.2
Amir Johnson,81,28.7,.591,13.2,12.6,14.8,11.4,20.0,15.6,17.33,202.4,6.7
Tyler Zeller,77,26.4,.486,11.7,11.6,14.8,8.7,16.7,12.5,11.02,12.8,0.4
Iman Shumpert,45,22.1,.516,18.4,9.1,14.7,3.5,12.8,8.0,11.72,18.1,0.6
Kendall Marshall,48,14.6,.455,40.0,16.0,14.7,0.6,6.3,3.4,7.85,-33.0,-1.1
Omer Asik,82,30.0,.558,7.5,17.4,14.7,12.8,31.0,22.0,14.89,157.9,5.3
