PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
Anthony Tolliver,65,22.7,.595,14.8,10.8,12.9,4.0,14.4,9.3,11.17,-7.3,-0.2
Tomas Satoransky,57,12.6,.477,31.6,13.0,12.7,3.9,9.1,6.5,8.49,-21.5,-0.7
Corey Brewer,82,15.6,.491,18.3,10.4,12.6,2.7,11.5,7.1,9.16,-25.6,-0.9
Lance Thomas,46,21.0,.516,10.7,7.7,12.5,3.6,12.3,7.9,8.39,-30.5,-1.0
James Ennis III,64,23.5,.581,13.0,12.0,12.5,5.1,14.9,9.9,10.62,2.6,0.1
Bismack Biyombo,81,22.1,.546,12.1,15.5,12.5,9.3,25.6,17.2,12.23,43.5,1.4
Luke Babbitt,68,15.7,.563,10.3,7.2,12.3,1.2,13.5,7.3,8.32,-34.7,-1.2
Pascal Siakam,55,15.6,.523,6.3,12.3,12.2,8.4,15.9,12.2,11.52,0.2,0.0
Kyle Anderson,72,14.2,.525,25.2,10.7,12.2,3.7,19.0,11.5,12.59,31.8,1.1
Noah Vonleh,74,17.1,.525,7.6,15.8,12.2,11.4,22.5,17.0,10.78,-13.6,-0.5
Rodney McGruder,78,25.2,.506,18.5,8.3,12.1,5.2,9.2,7.2,9.09,-41.3,-1.4
Patrick Patterson,65,24.6,.542,14.5,7.2,12.0,4.4,16.3,10.4,10.80,-16.8,-0.6
Cristiano Felicio,66,15.8,.603,11.9,9.9,12.0,12.8,19.5,16.1,15.34,59.7,2.0
Glenn Robinson III,69,20.7,.564,10.3,8.1,12.0,4.5,14.6,9.6,11.49,21.1,0.7
Andre Iguodala,76,26.3,.624,33.5,7.4,11.7,3.0,13.1,8.3,14.37,115.3,3.8
Richard Jefferson,79,20.4,.574,15.0,10.0,11.7,2.0,11.6,6.9,8.29,-53.3,-1.8
Patrick McCaw,71,15.1,.540,20.6,9.6,11.6,2.3,7.6,5.1,8.60,-38.5,-1.3
Wesley Johnson,68,11.9,.448,9.3,7.2,11.6,3.7,20.9,12.5,8.41,-25.3,-0.8
Dewayne Dedmon,76,17.5,.645,10.9,15.1,11.6,11.2,30.6,21.1,16.00,107.1,3.6
Tony Snell,80,29.2,.603,13.4,7.7,11.4,1.1,11.1,6.2,9.75,-26.3,-0.9
DeAndre Liggins,62,12.5,.476,21.1,16.4,11.3,2.9,12.1,7.7,7.51,-34.7,-1.2
Ed Davis,46,17.2,.563,10.8,15.4,11.3,13.4,20.9,17.1,11.50,0.0,0.0
Jakob Poeltl,54,11.6,.589,6.6,16.0,11.2,14.1,15.7,14.9,12.19,14.9,0.5
Solomon Hill,80,29.7,.527,18.6,10.8,11.0,2.3,11.4,6.8,8.06,-86.5,-2.9
Jonas Jerebko,78,15.8,.537,18.3,10.0,11.0,5.4,19.1,12.3,9.29,-40.7,-1.4
Derrick Jones Jr.,32,17.0,.604,7.3,7.9,11.0,7.6,8.2,7.9,12.00,12.2,0.4
P.J. Tucker,81,27.6,.516,14.4,9.6,11.0,5.6,17.7,11.6,10.54,1.5,0.0
Dorian Finney-Smith,81,20.3,.486,14.2,9.5,10.9,3.7,12.4,7.9,7.68,-69.1,-2.3
Luc Mbah a Moute,80,22.3,.581,7.8,9.2,10.7,2.8,7.7,5.3,10.25,-33.4,-1.1
Tristan Thompson,78,29.9,.594,11.5,9.5,10.7,13.9,19.6,16.9,15.32,164.4,5.5
Lavoy Allen,61,14.3,.485,21.2,10.8,10.6,13.7,14.5,14.1,11.65,1.9,0.1
Tyson Chandler,47,27.6,.703,7.9,17.2,10.6,12.5,33.2,22.6,16.63,116.7,3.9
Hollis Thompson,40,18.8,.482,13.5,4.3,10.3,2.7,13.5,8.1,7.93,0.0,0.0
Dante Cunningham,66,25.0,.586,8.5,6.4,9.8,3.6,14.2,8.9,10.20,-31.9,-1.1
Andre Roberson,79,30.1,.510,12.3,7.9,9.7,4.6,14.2,9.4,9.64,-30.6,-1.0
Jason Terry,74,18.4,.600,25.1,9.2,9.7,1.3,7.7,4.5,9.11,-28.2,-0.9
Salah Mejri,73,12.4,.650,6.4,18.4,9.7,11.9,28.4,19.8,14.86,57.5,1.9
Brandon Rush,47,21.9,.505,16.8,10.5,9.4,1.8,9.5,5.6,6.62,-59.7,-2.0
Cole Aldrich,62,8.6,.549,18.2,12.3,9.3,11.0,23.9,17.4,12.69,16.6,0.6
Lucas Nogueira,57,19.1,.682,15.4,16.8,9.2,8.5,16.8,12.7,15.51,79.7,2.7
Andrew Bogut,27,21.6,.460,27.6,24.2,0.0,10.6,33.9,21.7,9.31,0.0,0.0
