Name,Pos,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF
Tristan Thompson,C,82,82.0,31.6,11.7,3.3,5.9,9.2,0.9,0.5,0.4,1.3,2.3,0.7,14.96,4.4,9.3,47.7,0.0,0.0,0.0,2.9,4.1,69.3,4.4,9.3,47.8,1.263,0.48
C.J. Miles,SG,51,34.0,19.3,9.9,0.4,1.7,2.0,1.0,0.9,0.3,0.9,2.0,1.2,16.03,3.5,8.0,43.5,1.6,4.1,39.3,1.3,1.5,85.3,1.9,3.9,48.0,1.23,0.54
Jarrett Jack,G,80,31.0,28.2,9.5,0.3,2.5,2.8,4.1,0.7,0.3,1.7,1.7,2.4,11.57,3.6,8.7,41.0,0.8,2.3,34.1,1.6,1.9,83.9,2.8,6.4,43.5,1.089,0.45
Andrew Bynum,C,24,19.0,20.0,8.4,2.0,3.3,5.3,1.1,0.3,1.2,1.3,1.2,0.9,14.89,3.5,8.5,41.9,0.0,0.0,0.0,1.3,1.8,76.2,3.5,8.5,41.9,0.995,0.42
Anderson Varejao,C,65,29.0,27.7,8.4,2.9,6.8,9.7,2.2,1.1,0.6,1.1,2.5,1.9,17.05,3.5,7.1,49.5,0.0,0.1,0.0,1.4,2.1,68.1,3.5,7.0,50.2,1.19,0.49
Tyler Zeller,C,70,9.0,15.0,5.7,1.5,2.6,4.0,0.5,0.3,0.5,0.9,2.0,0.6,15.43,2.2,4.1,53.8,0.0,0.0,0.0,1.2,1.7,71.9,2.2,4.1,54.0,1.376,0.54
Earl Clark,SF,45,17.0,15.5,5.2,0.4,2.4,2.8,0.4,0.4,0.4,0.7,1.4,0.5,8.65,2.0,5.3,37.5,0.9,2.6,34.5,0.3,0.5,58.3,1.1,2.8,40.3,0.975,0.46
Matthew Dellavedova,PG,72,4.0,17.7,4.7,0.4,1.3,1.7,2.6,0.5,0.1,0.8,1.7,3.1,10.69,1.7,4.1,41.2,0.8,2.2,36.8,0.5,0.7,79.2,0.9,2.0,46.1,1.145,0.51
Anthony Bennett,F,52,0.0,12.8,4.2,0.9,2.0,3.0,0.3,0.4,0.2,0.9,1.8,0.4,6.95,1.5,4.3,35.6,0.3,1.0,24.5,0.8,1.3,63.8,1.3,3.3,39.0,0.9640000000000001,0.38
Alonzo Gee,SG,65,24.0,15.7,4.0,0.5,1.8,2.3,0.7,0.6,0.2,0.7,1.5,1.1,8.63,1.5,3.6,41.5,0.3,0.9,32.8,0.7,0.9,70.5,1.2,2.7,44.4,1.093,0.46
Seth Curry,SG,1,0.0,9.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,19.96,1.0,3.0,33.3,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.5
Carrick Felix,SG,7,0.0,5.4,2.7,0.1,0.7,0.9,0.6,0.0,0.0,0.6,0.6,1.0,13.39,1.0,2.0,50.0,0.3,0.7,40.0,0.4,0.6,75.0,0.7,1.3,55.6,1.357,0.57
Henry Sims,C,20,0.0,8.4,2.2,1.1,1.7,2.8,0.3,0.3,0.4,0.4,1.6,0.6,10.74,0.9,2.3,40.0,0.0,0.0,0.0,0.4,0.7,57.1,0.9,2.3,40.0,0.978,0.4
Sergey Karasev,SG,22,1.0,7.1,1.7,0.0,0.7,0.7,0.3,0.1,0.0,0.5,1.0,0.5,2.37,0.5,1.6,34.3,0.2,0.9,21.1,0.4,0.5,90.0,0.4,0.7,50.0,1.057,0.4
Shane Edwards,SF,2,0.0,6.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.0,-0.97,0.5,1.5,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,33.3,0.667,0.33
Scotty Hopson,SG,2,0.0,3.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,inf,-6.53,0.0,2.0,0.0,0.0,1.0,0.0,0.5,1.0,50.0,0.0,1.0,0.0,0.25,0.0
Arinze Onuaku,PF,2,0.0,2.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-5.29,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Total,cle,82,,,98.2,12.1,32.1,44.1,21.2,7.1,3.7,13.5,20.0,1.6,,37.0,84.8,43.7,7.1,20.0,35.6,17.0,22.7,75.1,29.9,64.8,46.1,1.158,0.48
Dirk Nowitzki,F,80,80.0,32.9,21.7,0.5,5.7,6.2,2.7,0.9,0.6,1.5,2.1,1.8,23.68,7.9,15.9,49.7,1.6,4.1,39.8,4.2,4.7,89.9,6.3,11.8,53.2,1.3630000000000002,0.55
Monta Ellis,SG,82,82.0,36.9,19.0,0.5,3.1,3.6,5.7,1.7,0.3,3.2,2.4,1.8,16.83,7.0,15.6,45.1,0.8,2.5,33.0,4.1,5.2,78.8,6.2,13.0,47.4,1.2209999999999999,0.48
Vince Carter,G,81,0.0,24.4,11.9,0.8,2.7,3.5,2.6,0.8,0.4,1.3,2.6,2.0,15.97,4.1,10.0,40.7,1.8,4.6,39.4,2.0,2.4,82.1,2.3,5.4,41.8,1.192,0.5
Jose Calderon,G,81,81.0,30.5,11.4,0.4,2.0,2.4,4.7,0.9,0.1,1.3,1.7,3.7,15.25,4.2,9.2,45.6,2.4,5.2,44.9,0.6,0.8,82.5,1.9,4.0,46.4,1.237,0.58
Shawn Marion,SG,76,76.0,31.7,10.4,1.7,4.8,6.5,1.6,1.2,0.5,1.3,1.6,1.3,13.78,4.5,9.3,48.2,0.8,2.1,35.8,0.7,0.9,78.5,3.7,7.2,51.8,1.117,0.52
Brandan Wright,F,58,0.0,18.6,9.1,1.8,2.4,4.2,0.5,0.6,0.9,0.6,1.6,0.9,23.6,3.9,5.7,67.7,0.0,0.0,0.0,1.3,1.8,72.6,3.9,5.7,67.7,1.5859999999999999,0.68
Devin Harris,G,40,0.0,20.5,7.9,0.2,1.9,2.1,4.5,0.7,0.1,1.5,1.8,3.0,14.66,2.4,6.4,37.8,0.8,2.5,30.7,2.3,2.9,80.0,1.6,3.8,42.5,1.24,0.44
Samuel Dalembert,C,80,68.0,20.2,6.6,2.5,4.3,6.8,0.5,0.5,1.2,1.1,2.6,0.4,16.88,2.7,4.7,56.8,0.0,0.0,0.0,1.3,1.7,73.7,2.7,4.7,56.9,1.403,0.57
DeJuan Blair,C,78,13.0,15.6,6.4,1.8,2.9,4.7,0.9,0.8,0.3,1.0,2.5,0.9,17.33,2.7,5.0,53.4,0.0,0.0,0.0,1.0,1.6,63.6,2.7,5.0,53.7,1.265,0.53
Jae Crowder,SF,78,8.0,16.1,4.6,0.6,1.9,2.5,0.8,0.8,0.3,0.5,1.3,1.5,11.89,1.7,3.8,43.9,0.6,1.9,33.1,0.6,0.8,75.4,1.0,1.9,55.2,1.203,0.52
Wayne Ellington,SG,45,1.0,8.7,3.2,0.2,0.8,1.0,0.4,0.4,0.0,0.2,0.7,1.7,12.29,1.2,2.8,43.7,0.6,1.3,42.4,0.2,0.2,90.9,0.7,1.5,44.8,1.151,0.54
Shane Larkin,G,48,0.0,10.2,2.8,0.2,0.6,0.9,1.5,0.5,0.0,0.8,1.0,1.8,8.34,1.1,2.9,38.0,0.3,0.8,31.6,0.3,0.5,64.0,0.8,2.1,40.4,0.9640000000000001,0.42
Gal Mekel,PG,31,1.0,9.4,2.4,0.2,0.7,0.9,2.0,0.1,0.0,1.0,1.0,2.0,5.44,1.0,2.8,34.9,0.2,0.6,25.0,0.3,0.4,66.7,0.8,2.1,37.9,0.8490000000000001,0.38
Ricky Ledo,SG,11,0.0,3.0,1.7,0.0,0.2,0.2,0.2,0.1,0.0,0.2,0.2,1.0,12.78,0.5,1.5,35.3,0.3,0.7,37.5,0.4,0.4,100.0,0.3,0.8,33.3,1.1179999999999999,0.44
Bernard James,C,30,0.0,4.9,0.9,0.5,0.9,1.4,0.1,0.1,0.3,0.3,0.8,0.3,8.48,0.4,0.8,47.8,0.0,0.0,0.0,0.2,0.4,54.5,0.4,0.7,50.0,1.217,0.48
Total,dal,82,,,104.8,10.2,30.7,40.9,23.6,8.6,4.3,13.2,20.0,1.8,,39.6,83.6,47.4,8.8,22.9,38.4,16.8,21.1,79.5,30.8,60.7,50.8,1.254,0.53
Ty Lawson,G,62,61.0,35.8,17.6,0.6,2.8,3.5,8.8,1.6,0.2,3.2,1.8,2.7,19.02,5.6,13.0,43.1,1.2,3.3,35.6,5.2,6.5,79.8,4.4,9.7,45.5,1.3519999999999999,0.48
Kenneth Faried,F,80,77.0,27.2,13.7,3.0,5.6,8.6,1.2,0.9,0.9,1.7,2.4,0.7,19.9,5.6,10.3,54.5,0.0,0.0,0.0,2.5,3.9,65.0,5.6,10.2,54.7,1.337,0.55
Wilson Chandler,F,62,55.0,31.1,13.6,0.9,3.8,4.7,1.8,0.7,0.5,1.3,3.1,1.4,12.48,5.0,11.9,41.6,2.0,5.7,34.8,1.8,2.5,72.4,3.0,6.2,47.8,1.146,0.5
Randy Foye,SG,81,78.0,30.7,13.2,0.4,2.4,2.9,3.5,0.8,0.5,1.8,2.5,2.0,13.31,4.5,10.8,41.3,2.3,6.1,38.0,1.9,2.3,84.9,2.1,4.7,45.6,1.2209999999999999,0.52
Aaron Brooks,G,29,12.0,29.0,11.9,0.7,2.0,2.7,5.2,0.9,0.2,2.3,2.4,2.3,12.96,4.4,11.0,40.6,1.4,4.0,36.2,1.6,1.8,90.2,3.0,7.0,43.1,1.088,0.47
JJ Hickson,C,69,52.0,26.9,11.8,3.0,6.2,9.2,1.4,0.7,0.7,1.9,2.6,0.8,16.27,4.8,9.5,50.8,0.0,0.1,0.0,2.2,4.2,51.7,4.8,9.4,51.4,1.245,0.51
Nate Robinson,PG,44,1.0,19.7,10.4,0.5,1.4,1.8,2.5,0.8,0.1,1.3,2.1,1.9,15.64,3.7,8.7,42.8,1.3,3.5,37.7,1.6,1.9,83.5,2.4,5.2,46.3,1.193,0.5
Timofey Mozgov,C,82,30.0,21.6,9.4,2.1,4.4,6.4,0.8,0.3,1.2,1.5,2.6,0.5,16.77,3.5,6.6,52.3,0.0,0.3,16.7,2.4,3.2,75.4,3.4,6.4,53.9,1.413,0.53
Evan Fournier,SG,76,4.0,19.8,8.4,0.4,2.2,2.7,1.5,0.4,0.1,1.3,2.4,1.1,10.36,3.0,7.2,41.9,1.2,3.1,37.6,1.2,1.6,75.6,1.8,4.0,45.3,1.173,0.5
JaVale McGee,C,5,5.0,16.0,7.0,2.0,1.4,3.4,0.4,0.2,1.4,1.6,3.2,0.3,10.15,3.4,7.6,44.7,0.0,0.0,0.0,0.2,0.2,100.0,3.4,7.6,44.7,0.9209999999999999,0.45
Jordan Hamilton,SG,39,11.0,17.2,6.8,0.6,2.8,3.4,0.9,0.8,0.3,0.7,0.8,1.3,13.26,2.5,6.5,39.0,1.2,3.3,34.9,0.6,0.8,74.2,1.4,3.2,43.2,1.047,0.48
Darrell Arthur,F,68,1.0,17.1,5.9,0.8,2.3,3.1,0.9,0.6,0.7,0.9,2.7,1.1,9.41,2.4,6.0,39.5,0.4,0.9,37.5,0.8,0.9,85.5,2.0,5.1,39.9,0.978,0.42
Andre Miller,PG,30,2.0,19.0,5.9,0.5,1.9,2.4,3.3,0.5,0.2,1.1,1.1,3.0,13.41,2.2,4.8,45.8,0.3,0.6,50.0,1.2,1.6,74.5,1.9,4.2,45.2,1.222,0.49
Quincy Miller,F,52,16.0,15.2,4.9,0.7,2.1,2.8,0.5,0.4,0.6,0.9,1.3,0.5,8.62,1.8,4.9,36.7,0.6,1.8,31.9,0.8,1.1,70.9,1.2,3.1,39.5,1.004,0.43
Anthony Randolph,SF,43,5.0,12.3,4.8,0.5,2.4,2.8,0.7,0.6,0.4,0.9,1.5,0.8,12.23,1.6,4.1,38.6,0.4,1.4,29.5,1.2,1.6,75.4,1.2,2.7,43.5,1.17,0.44
Jan Vesely,PF,21,0.0,14.6,4.4,1.3,2.4,3.7,0.5,1.3,0.8,0.7,2.7,0.8,14.49,2.0,3.9,50.6,0.0,0.0,0.0,0.5,1.2,42.3,2.0,3.9,50.6,1.148,0.51
Total,den,82,,,104.4,12.3,33.1,45.4,22.4,7.5,5.6,15.4,23.0,1.5,,38.4,85.9,44.7,8.6,23.9,35.8,19.1,26.3,72.6,29.8,62.0,48.1,1.215,0.5
Josh Smith,PF,77,76.0,35.5,16.4,1.3,5.4,6.8,3.3,1.4,1.4,2.6,2.6,1.3,14.1,6.7,16.0,41.9,0.9,3.4,26.4,2.1,3.9,53.2,5.8,12.6,46.2,1.025,0.45
Brandon Jennings,G,80,79.0,34.1,15.5,0.7,2.3,3.1,7.6,1.3,0.1,2.7,2.0,2.8,15.67,5.3,14.2,37.3,1.9,5.7,33.7,3.0,4.0,75.1,3.4,8.5,39.7,1.093,0.44
Greg Monroe,C,82,82.0,32.8,15.2,3.1,6.1,9.3,2.1,1.1,0.6,2.0,2.5,1.0,18.16,6.1,12.4,49.7,0.0,0.0,0.0,2.9,4.5,65.7,6.1,12.4,49.7,1.2309999999999999,0.5
Rodney Stuckey,PG,73,5.0,26.7,13.9,0.5,1.8,2.3,2.1,0.7,0.1,1.7,1.8,1.2,14.04,5.1,11.7,43.6,0.3,1.2,27.3,3.3,4.0,83.6,4.8,10.5,45.5,1.186,0.45
Andre Drummond,C,81,81.0,32.3,13.5,5.4,7.8,13.2,0.4,1.2,1.6,1.4,3.4,0.3,22.65,5.9,9.5,62.3,0.0,0.0,0.0,1.7,4.0,41.8,5.9,9.5,62.5,1.4240000000000002,0.62
Kyle Singler,F,82,36.0,28.5,9.6,1.4,2.3,3.7,0.9,0.7,0.5,1.0,2.6,0.9,11.86,3.3,7.3,44.7,1.1,3.0,38.2,1.9,2.2,82.6,2.1,4.3,49.2,1.3019999999999998,0.52
Will Bynum,PG,56,3.0,18.8,8.7,0.4,1.3,1.8,3.9,0.7,0.1,1.8,2.2,2.1,14.44,3.3,7.7,42.8,0.4,1.1,32.3,1.7,2.2,80.2,2.9,6.6,44.6,1.128,0.45
Kentavious Caldwell-Pope,SG,80,41.0,19.8,5.9,0.5,1.5,2.0,0.7,0.9,0.2,0.4,1.8,2.0,9.46,2.3,5.8,39.6,0.7,2.3,31.9,0.6,0.8,77.0,1.5,3.4,44.7,1.022,0.46
Charlie Villanueva,PF,20,0.0,9.0,4.6,0.3,1.4,1.7,0.3,0.2,0.3,0.4,0.8,0.9,12.78,1.8,4.6,38.0,0.7,2.8,25.0,0.4,0.7,57.1,1.1,1.8,58.3,1.0,0.46
Jonas Jerebko,F,64,0.0,11.6,4.2,0.8,1.9,2.7,0.6,0.3,0.1,0.7,1.3,0.9,13.42,1.5,3.3,47.1,0.5,1.2,41.9,0.7,0.9,72.9,1.0,2.1,50.0,1.298,0.55
Chauncey Billups,PG,19,7.0,16.3,3.8,0.2,1.3,1.5,2.2,0.4,0.1,1.3,1.3,1.7,5.31,1.3,4.2,30.4,0.7,2.5,29.2,0.5,0.6,83.3,0.5,1.6,32.3,0.9109999999999999,0.39
Josh Harrellson,C,32,0.0,9.9,2.9,0.9,1.4,2.4,0.5,0.2,0.5,0.3,1.4,1.5,13.46,1.2,2.6,46.3,0.4,1.0,38.7,0.2,0.2,71.4,0.8,1.6,51.0,1.1340000000000001,0.54
Luigi Datome,SF,34,0.0,7.0,2.4,0.4,0.9,1.4,0.3,0.2,0.0,0.3,0.6,1.0,8.02,1.0,2.9,35.1,0.2,1.1,17.9,0.2,0.3,80.0,0.8,1.7,46.6,0.856,0.39
Peyton Siva,PG,24,0.0,9.3,2.3,0.1,0.5,0.6,1.4,0.4,0.0,0.8,1.1,1.9,5.73,0.8,2.4,31.6,0.3,1.0,28.0,0.5,0.6,73.3,0.5,1.3,34.4,0.9470000000000001,0.38
Tony Mitchell,PF,21,0.0,3.8,1.0,0.7,0.5,1.2,0.1,0.3,0.1,0.2,0.4,0.5,18.14,0.2,0.6,41.7,0.0,0.0,100.0,0.5,0.9,57.9,0.2,0.5,36.4,1.8330000000000002,0.46
Total,det,82,,,101.0,14.6,30.8,45.4,20.9,8.4,4.8,13.9,20.3,1.5,,38.8,86.9,44.7,6.2,19.3,32.1,17.3,25.7,67.0,32.6,67.6,48.3,1.163,0.48
Stephen Curry,PG,78,78.0,36.5,24.0,0.6,3.7,4.3,8.5,1.6,0.2,3.8,2.5,2.3,24.13,8.4,17.7,47.1,3.3,7.9,42.4,3.9,4.5,88.5,5.0,9.8,50.9,1.354,0.57
Klay Thompson,SG,81,81.0,35.4,18.4,0.5,2.6,3.1,2.2,0.9,0.5,1.7,2.9,1.3,14.32,6.9,15.5,44.4,2.8,6.6,41.7,1.8,2.3,79.5,4.1,8.9,46.4,1.182,0.53
David Lee,PF,69,67.0,33.2,18.2,2.6,6.7,9.3,2.1,0.7,0.4,2.2,3.0,1.0,19.21,7.4,14.2,52.3,0.0,0.0,0.0,3.3,4.3,78.0,7.4,14.2,52.3,1.281,0.52
Harrison Barnes,SF,78,24.0,28.3,9.5,0.8,3.1,4.0,1.5,0.8,0.3,1.1,2.0,1.4,9.85,3.5,8.7,39.9,0.8,2.4,34.7,1.7,2.3,71.8,2.6,6.3,41.9,1.087,0.45
Andre Iguodala,SG,63,63.0,32.4,9.3,0.8,3.8,4.7,4.2,1.5,0.3,1.6,1.6,2.6,13.71,3.5,7.3,48.0,1.0,2.8,35.4,1.4,2.1,65.2,2.5,4.5,55.8,1.284,0.55
Jordan Crawford,G,42,0.0,15.7,8.4,0.2,1.3,1.5,1.4,0.3,0.0,1.2,1.0,1.1,11.99,3.3,7.9,41.7,1.0,3.0,31.3,0.9,1.0,83.7,2.4,4.9,48.3,1.063,0.48
Jermaine O'Neal,C,44,13.0,20.1,7.9,1.9,3.6,5.5,0.6,0.3,0.9,1.2,2.3,0.5,15.34,2.8,5.6,50.4,0.0,0.0,0.0,2.3,3.0,75.0,2.8,5.6,50.4,1.4069999999999998,0.5
Andrew Bogut,C,67,67.0,26.4,7.3,2.7,7.3,10.0,1.7,0.7,1.8,1.4,3.1,1.2,17.11,3.5,5.6,62.7,0.0,0.0,0.0,0.3,1.0,34.4,3.5,5.6,62.7,1.3119999999999998,0.63
Marreese Speights,F,79,3.0,12.4,6.4,1.3,2.4,3.7,0.4,0.1,0.4,0.8,1.9,0.5,15.22,2.5,5.6,44.1,0.1,0.4,25.8,1.4,1.7,82.1,2.4,5.2,45.5,1.149,0.45
Draymond Green,PF,82,12.0,21.9,6.2,1.0,3.9,5.0,1.9,1.2,0.9,1.1,2.8,1.7,12.73,2.3,5.6,40.7,0.7,2.0,33.3,1.0,1.5,66.7,1.6,3.6,44.9,1.113,0.47
Steve Blake,PG,28,1.0,21.7,4.4,0.2,1.8,2.0,3.6,0.7,0.2,1.1,1.3,3.3,9.39,1.6,4.3,37.5,1.0,2.8,34.2,0.2,0.3,62.5,0.6,1.5,43.9,1.0170000000000001,0.49
Toney Douglas,PG,24,0.0,11.0,3.7,0.2,0.9,1.1,0.8,0.3,0.1,0.7,1.4,1.2,6.58,1.3,3.6,37.2,0.8,2.5,32.2,0.2,0.3,62.5,0.5,1.1,48.1,1.023,0.48
Kent Bazemore,SF,44,0.0,6.1,2.3,0.1,0.8,0.9,0.5,0.3,0.1,0.6,1.0,0.7,6.2,0.8,2.2,37.1,0.2,0.9,25.6,0.4,0.8,52.8,0.6,1.3,44.8,1.041,0.42
MarShon Brooks,G,7,0.0,2.1,1.9,0.1,0.6,0.7,0.0,0.1,0.0,0.0,0.0,0.0,24.4,0.7,1.9,38.5,0.0,0.3,0.0,0.4,0.6,75.0,0.7,1.6,45.5,1.0,0.38
Hilton Armstrong,PF,15,1.0,6.5,1.7,1.3,1.9,3.1,0.3,0.3,0.3,0.4,0.7,0.8,16.98,0.6,1.3,47.4,0.0,0.0,0.0,0.5,1.1,43.8,0.6,1.3,47.4,1.3159999999999998,0.47
Nemanja Nedovic,PG,24,0.0,5.9,1.1,0.1,0.5,0.6,0.5,0.0,0.0,0.5,0.5,1.0,-1.73,0.3,1.6,20.5,0.1,0.8,16.7,0.3,0.3,87.5,0.2,0.9,23.8,0.667,0.24
Ognjen Kuzmic,C,21,0.0,4.4,0.7,0.5,0.5,1.0,0.1,0.1,0.2,0.5,0.8,0.2,3.43,0.2,0.6,38.5,0.0,0.0,0.0,0.2,0.5,45.5,0.2,0.6,38.5,1.1540000000000001,0.38
Dewayne Dedmon,C,4,0.0,1.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,-5.09,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.5,50.0,0.0,0.3,0.0,1.0,0.0
Total,gs,82,,,104.3,10.9,34.4,45.3,23.3,7.8,5.0,14.9,21.8,1.6,,39.5,85.4,46.2,9.4,24.8,38.0,15.9,21.1,75.3,30.0,60.6,49.6,1.22,0.52
James Harden,SG,73,73.0,38.0,25.4,0.8,3.9,4.7,6.1,1.6,0.4,3.6,2.4,1.7,23.51,7.5,16.5,45.6,2.4,6.6,36.6,7.9,9.1,86.6,5.1,9.9,51.5,1.536,0.53
Dwight Howard,C,71,71.0,33.7,18.3,3.3,8.9,12.2,1.8,0.8,1.8,3.2,3.4,0.6,21.36,6.7,11.3,59.1,0.0,0.1,28.6,4.9,9.0,54.7,6.6,11.2,59.4,1.621,0.59
Chandler Parsons,SF,74,74.0,37.6,16.6,0.9,4.6,5.5,4.0,1.2,0.4,1.9,2.3,2.1,15.9,6.3,13.3,47.2,1.8,4.7,37.0,2.2,3.0,74.2,4.5,8.6,52.8,1.242,0.54
Jeremy Lin,G,71,33.0,28.9,12.5,0.5,2.2,2.6,4.1,1.0,0.4,2.5,2.3,1.7,14.31,4.2,9.3,44.6,1.2,3.2,35.8,3.1,3.7,82.3,3.0,6.1,49.2,1.344,0.51
Terrence Jones,PF,76,71.0,27.3,12.1,2.1,4.8,6.9,1.1,0.7,1.3,0.9,1.8,1.2,19.14,5.1,9.4,54.2,0.4,1.3,30.7,1.6,2.6,60.5,4.7,8.0,58.1,1.294,0.56
Patrick Beverley,PG,56,55.0,31.3,10.2,1.3,2.2,3.5,2.7,1.4,0.4,1.2,3.1,2.3,12.43,3.6,8.6,41.4,1.6,4.6,36.1,1.5,1.8,81.4,1.9,4.0,47.3,1.1909999999999998,0.51
Troy Daniels,G,5,1.0,15.0,8.4,0.0,0.8,0.8,1.0,0.0,0.0,0.6,1.2,1.7,16.01,3.0,6.2,48.4,2.4,5.0,48.0,0.0,0.0,0.0,0.6,1.2,50.0,1.355,0.68
Aaron Brooks,G,43,0.0,16.7,7.0,0.5,0.9,1.4,1.9,0.6,0.1,1.2,1.8,1.6,11.98,2.4,6.1,39.5,1.3,3.1,40.9,0.9,1.0,84.1,1.2,3.0,38.2,1.137,0.5
Omri Casspi,F,71,2.0,18.1,6.9,0.8,2.9,3.7,1.2,0.6,0.2,1.0,1.4,1.2,12.91,2.4,5.8,42.2,0.9,2.5,34.7,1.2,1.7,68.0,1.6,3.3,47.9,1.195,0.5
Jordan Hamilton,SG,21,1.0,16.6,6.6,0.4,2.5,2.9,0.9,0.6,0.3,0.9,1.7,0.9,11.78,2.3,5.8,39.3,1.2,3.3,36.2,0.8,1.0,85.0,1.1,2.5,43.4,1.131,0.5
Omer Asik,C,48,19.0,20.2,5.8,2.1,5.8,7.9,0.5,0.3,0.8,1.2,1.9,0.4,14.05,2.1,4.0,53.2,0.0,0.0,0.0,1.6,2.6,61.9,2.1,4.0,53.2,1.474,0.53
Francisco Garcia,SG,55,4.0,19.7,5.7,0.4,1.8,2.2,1.1,0.5,0.6,0.5,2.2,2.1,9.37,2.1,5.3,40.1,1.3,3.5,35.8,0.2,0.3,52.6,0.9,1.8,48.5,1.071,0.52
Donatas Motiejunas,F,62,3.0,15.4,5.5,1.0,2.7,3.6,0.5,0.3,0.3,0.8,2.1,0.7,10.76,2.1,4.8,44.3,0.3,1.4,25.0,0.9,1.5,60.4,1.8,3.4,51.9,1.1520000000000001,0.48
Isaiah Canaan,G,22,0.0,11.5,4.6,0.3,0.8,1.1,1.0,0.4,0.2,1.0,1.1,1.0,9.57,1.4,4.0,35.6,0.8,2.5,32.7,1.0,1.3,72.4,0.6,1.5,40.6,1.161,0.46
Josh Powell,PF,1,0.0,19.0,4.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,2.55,2.0,6.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,33.3,0.667,0.33
Greg Smith,PF,11,0.0,9.1,3.5,1.0,1.5,2.5,0.0,0.1,0.2,0.5,1.5,0.0,13.74,1.6,2.5,64.3,0.0,0.0,0.0,0.2,0.5,40.0,1.6,2.5,64.3,1.357,0.64
Robert Covington,PF,7,0.0,4.9,2.3,0.3,0.4,0.7,0.0,0.3,0.0,0.1,0.4,0.0,15.06,0.9,2.0,42.9,0.6,1.6,36.4,0.0,0.0,0.0,0.3,0.4,66.7,1.143,0.57
Ronnie Brewer,SF,23,3.0,6.9,0.3,0.1,0.5,0.6,0.4,0.3,0.0,0.1,0.2,5.0,3.47,0.1,0.7,20.0,0.0,0.3,12.5,0.0,0.1,0.0,0.1,0.3,28.6,0.467,0.23
Total,hou,82,,,107.7,11.2,34.1,45.3,21.4,7.6,5.6,15.4,20.4,1.4,,38.0,80.5,47.2,9.5,26.6,35.8,22.1,31.1,71.2,28.5,54.0,52.9,1.337,0.53
Paul George,SG,80,80.0,36.2,21.7,0.8,6.0,6.8,3.5,1.9,0.3,2.8,2.5,1.3,20.16,7.2,17.0,42.4,2.3,6.3,36.4,5.0,5.8,86.4,4.9,10.8,45.8,1.275,0.49
David West,F,80,80.0,30.9,14.0,1.5,5.3,6.8,2.8,0.8,0.9,1.7,2.3,1.7,17.55,5.7,11.7,48.8,0.1,0.2,26.7,2.5,3.1,78.9,5.7,11.6,49.1,1.1909999999999998,0.49
Lance Stephenson,G,78,78.0,35.3,13.8,1.2,5.9,7.2,4.6,0.7,0.1,2.7,2.5,1.7,14.72,5.5,11.2,49.1,1.1,3.1,35.2,1.8,2.5,71.1,4.4,8.0,54.5,1.2409999999999999,0.54
Andrew Bynum,C,2,0.0,18.0,11.5,3.0,6.5,9.5,1.0,0.0,0.5,2.0,1.5,0.5,19.99,4.5,11.0,40.9,0.0,0.0,0.0,2.5,3.5,71.4,4.5,11.0,40.9,1.045,0.41
Roy Hibbert,C,81,81.0,29.7,10.8,2.5,4.1,6.6,1.1,0.4,2.2,1.8,3.3,0.6,13.54,4.1,9.3,43.9,0.0,0.1,40.0,2.6,3.3,77.0,4.1,9.2,43.9,1.155,0.44
George Hill,PG,76,76.0,32.0,10.3,0.7,3.0,3.7,3.5,1.0,0.3,1.2,2.1,2.9,13.42,3.6,8.1,44.2,1.3,3.4,36.5,1.9,2.3,80.7,2.3,4.7,49.7,1.268,0.52
Danny Granger,SF,29,2.0,22.5,8.3,0.8,2.8,3.6,1.1,0.3,0.4,1.2,1.4,0.9,10.39,2.8,7.7,35.9,1.1,3.2,33.0,1.8,1.8,96.2,1.7,4.4,38.0,1.085,0.43
Luis Scola,F,82,2.0,17.1,7.6,1.0,3.7,4.8,1.0,0.3,0.2,1.3,2.0,0.8,13.42,3.2,6.8,47.0,0.0,0.1,14.3,1.2,1.7,72.8,3.2,6.7,47.4,1.1179999999999999,0.47
Evan Turner,G,27,2.0,21.1,7.1,0.4,2.7,3.2,2.4,0.4,0.1,1.3,1.8,1.9,9.75,2.9,7.0,41.1,0.4,0.9,50.0,0.9,1.3,70.6,2.4,6.1,39.8,1.011,0.44
