PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
Glen Davis,74,12.2,.495,10.4,10.4,15.3,5.5,15.4,10.5,10.88,-8.3,-0.3
Chase Budinger,67,19.2,.537,11.9,9.1,15.3,2.8,15.1,8.8,12.26,33.8,1.1
Mike Muscala,40,12.6,.608,12.0,10.1,15.3,12.2,14.8,13.5,18.08,49.3,1.6
Solomon Hill,82,29.0,.507,18.1,11.3,15.2,3.3,11.2,7.3,10.20,-10.8,-0.4
Alonzo Gee,54,12.3,.548,9.0,11.9,15.0,5.9,9.5,7.7,13.04,25.0,0.8
Luke Ridnour,47,14.5,.507,30.1,11.9,15.0,1.3,10.1,5.6,10.02,-10.0,-0.3
Marcus Smart,67,27.0,.491,25.0,10.8,15.0,3.6,9.9,6.7,11.02,0.5,0.0
Miles Plumlee,73,16.4,.536,9.5,14.2,15.0,10.3,19.4,14.8,13.44,50.6,1.7
Hollis Thompson,71,25.0,.538,11.6,9.0,14.9,3.1,9.3,6.0,10.98,12.6,0.4
Nicolas Batum,71,33.5,.516,30.6,11.8,14.9,2.8,15.6,9.4,13.10,92.3,3.1
Iman Shumpert,62,24.9,.497,18.6,12.5,14.8,4.1,12.6,8.3,11.48,22.6,0.8
Amir Johnson,75,26.4,.603,14.6,13.7,14.8,9.3,17.3,13.3,15.43,116.0,3.9
Kevin Garnett,47,20.3,.496,17.2,10.3,14.8,5.7,31.1,18.4,15.27,53.6,1.8
James Jones,57,11.7,.565,9.3,5.0,14.7,1.6,9.0,5.3,11.10,6.0,0.2
Cody Zeller,62,24.0,.530,16.5,10.2,14.7,7.0,20.1,13.4,14.15,58.7,2.0
Quincy Acy,68,18.9,.533,13.6,12.0,14.6,6.9,20.5,13.5,11.96,28.0,0.9
Meyers Leonard,55,15.4,.631,9.7,11.8,14.6,5.9,25.3,15.8,14.85,53.7,1.8
Lavoy Allen,63,17.0,.493,16.9,9.2,14.5,12.8,20.5,16.7,14.91,54.4,1.8
Kosta Koufos,81,16.6,.530,7.4,13.8,14.5,10.3,25.8,18.1,14.21,72.6,2.4
Joakim Noah,67,30.6,.482,33.2,13.1,14.4,11.9,22.1,17.1,15.35,145.2,4.8
Courtney Lee,77,30.6,.555,16.3,8.4,14.4,1.0,7.6,4.3,11.51,35.5,1.2
Gorgui Dieng,73,30.0,.573,16.4,14.1,14.4,11.3,20.8,15.9,17.26,218.1,7.3
Kent Bazemore,75,17.7,.520,14.8,13.9,14.3,1.9,16.8,9.6,9.70,-15.8,-0.5
Aaron Gordon,47,17.0,.517,10.8,12.4,14.3,6.4,17.8,12.0,11.45,-0.5,-0.0
Perry Jones,43,14.7,.459,7.4,9.9,14.3,1.0,11.7,6.5,6.91,-33.8,-1.1
Markel Brown,47,16.6,.459,13.0,9.0,14.3,2.3,13.0,7.7,9.17,-15.5,-0.5
Ronnie Price,43,22.8,.455,35.9,11.3,14.2,2.1,5.8,3.9,10.22,-11.5,-0.4
Robin Lopez,59,27.8,.574,8.9,11.8,14.2,12.7,13.1,12.9,16.26,138.4,4.6
Steve Blake,81,18.9,.507,39.1,14.1,14.2,1.1,8.3,4.8,9.48,-34.6,-1.2
Richard Jefferson,74,16.8,.577,12.5,10.7,14.2,2.2,14.0,8.1,11.34,15.5,0.5
Samuel Dalembert,32,17.0,.461,14.0,18.9,14.2,10.9,25.1,17.8,11.82,0.0,0.0
Tayshaun Prince,58,24.1,.504,16.6,6.3,14.2,0.0,0.0,0.0,12.01,31.4,1.0
Kostas Papanikolaou,43,18.5,.444,24.6,15.9,14.1,5.4,10.9,8.2,7.78,-32.3,-1.1
Anthony Tolliver,76,18.8,.569,11.1,9.6,14.1,3.8,14.5,9.0,11.10,-8.7,-0.3
Dante Exum,82,22.2,.457,26.5,15.8,14.0,1.7,6.6,4.2,5.70,-130.3,-4.3
Danny Granger,30,20.4,.527,7.8,10.9,14.0,4.0,11.5,7.8,8.66,-16.9,-0.6
Otto Porter Jr.,74,19.4,.523,12.0,9.6,14.0,5.6,11.6,8.7,11.64,24.4,0.8
Al-Farouq Aminu,74,18.5,.504,11.3,10.5,14.0,9.1,18.4,13.7,14.45,80.6,2.7
Robert Sacre,67,16.9,.449,12.7,8.3,14.0,8.4,14.6,11.4,10.93,5.6,0.2
Jason Terry,77,21.3,.579,21.4,10.8,14.0,1.0,7.1,4.1,11.48,24.0,0.8
Ed Davis,79,23.3,.594,13.3,8.2,13.9,13.3,23.1,18.0,20.00,233.5,7.8
Sergey Karasev,33,16.8,.508,20.8,10.9,13.9,4.5,8.9,6.7,10.57,0.5,0.0
E'Twaun Moore,56,9.0,.504,16.9,7.2,13.9,2.7,7.1,5.0,10.38,-0.9,-0.0
Brandan Wright,75,19.3,.660,8.4,7.0,13.9,0.0,0.0,0.0,20.44,193.3,6.4
Thabo Sefolosha,52,18.8,.506,19.4,9.8,13.8,6.4,19.3,13.1,13.82,48.3,1.6
Matt Barnes,76,29.9,.574,13.2,10.0,13.8,2.6,12.2,7.5,11.29,26.9,0.9
Henry Walker,24,26.2,.497,12.7,10.5,13.8,1.4,14.0,7.8,8.02,-23.2,-0.8
Lorenzo Brown,29,18.9,.468,35.9,12.0,13.8,2.8,12.0,7.3,11.06,0.5,0.0
Shane Larkin,76,24.5,.504,29.1,10.7,13.8,1.7,9.4,5.4,10.90,-2.7,-0.1
Harrison Barnes,82,28.3,.573,12.8,7.8,13.7,5.6,15.1,10.5,13.41,100.7,3.4
Kyle Korver,75,32.2,.699,20.5,11.2,13.6,0.7,13.3,7.2,14.80,155.1,5.2
Ryan Kelly,52,23.7,.473,19.2,7.7,13.6,1.1,12.4,6.5,8.59,-53.5,-1.8
Mike Dunleavy,63,29.2,.573,16.4,8.7,13.6,1.7,12.7,7.3,11.64,31.2,1.0
Kyle Singler,80,21.8,.512,14.0,9.0,13.5,2.0,10.3,6.0,8.50,-52.0,-1.7
James Ennis III,62,17.0,.541,12.8,10.4,13.5,6.0,14.0,10.1,11.53,16.1,0.5
Steven Adams,70,25.3,.549,10.1,15.1,13.5,12.2,19.3,15.8,14.14,93.5,3.1
Nik Stauskas,73,15.4,.492,15.5,9.3,13.5,1.1,7.5,4.4,7.50,-50.5,-1.7
Udonis Haslem,62,16.0,.488,13.0,11.6,13.4,8.8,22.1,15.6,10.68,-12.3,-0.4
Rudy Gobert,82,26.3,.627,14.2,14.5,13.4,14.3,27.2,20.7,21.60,354.2,11.8
Matthew Dellavedova,67,20.6,.493,34.7,10.4,13.3,3.1,7.3,5.2,8.56,-40.0,-1.3
Alan Anderson,74,23.6,.563,13.2,9.6,13.3,2.0,11.1,6.6,10.63,3.4,0.1
Garrett Temple,52,14.2,.534,19.9,12.1,13.3,3.8,9.9,6.9,10.95,4.9,0.2
Tony Snell,72,19.6,.550,12.3,9.5,13.3,2.5,10.9,6.8,10.19,-6.6,-0.2
Quincy Pondexter,75,23.9,.550,14.8,8.0,13.3,3.4,9.0,6.2,9.94,-15.0,-0.5
Hedo Turkoglu,62,11.4,.602,14.3,11.2,13.2,0.8,14.7,7.9,10.54,0.4,0.0
Kirk Hinrich,66,24.4,.468,23.7,11.7,13.2,1.4,6.6,4.1,6.82,-88.4,-2.9
Joe Ingles,79,21.2,.533,27.9,15.0,13.2,1.5,10.5,6.0,9.64,-21.5,-0.7
Channing Frye,75,24.9,.546,13.9,11.6,13.1,1.6,16.4,8.9,9.54,-54.8,-1.8
Andre Iguodala,77,26.9,.553,26.4,10.2,13.1,2.4,10.8,6.7,12.34,56.9,1.9
Omer Asik,76,26.1,.545,10.6,14.0,13.1,14.0,28.8,21.4,15.49,144.6,4.8
Andrew Bogut,67,23.6,.565,27.3,16.1,13.0,9.9,26.5,18.5,15.82,123.2,4.1
P.J. Tucker,78,30.6,.541,13.9,10.9,13.0,5.2,18.0,11.5,12.56,73.4,2.4
Damjan Rudez,68,15.4,.591,14.2,12.6,13.0,0.9,4.1,2.5,8.21,-35.7,-1.2
Jared Dudley,72,23.8,.572,20.2,9.6,13.0,3.0,11.6,7.3,12.31,46.5,1.5
Tristan Thompson,82,26.8,.580,5.4,11.5,12.8,14.5,19.7,17.2,15.68,166.2,5.5
Nick Collison,66,16.7,.485,21.6,10.8,12.7,8.9,15.3,12.2,11.23,-4.4,-0.1
Patrick Patterson,81,26.6,.568,19.9,6.9,12.7,6.8,16.3,11.6,14.67,102.0,3.4
Maurice Harkless,45,15.0,.449,11.0,11.8,12.6,6.3,11.6,8.9,8.42,-20.9,-0.7
Marvin Williams,78,26.1,.541,14.4,8.7,12.4,3.1,18.2,10.4,11.79,8.7,0.3
Alex Len,69,22.0,.542,6.3,14.7,12.4,10.2,22.7,16.4,13.54,66.6,2.2
Caron Butler,78,20.8,.544,14.3,8.9,12.4,1.4,12.2,6.6,9.31,-28.8,-1.0
Joel Freeland,48,12.9,.522,8.0,11.4,12.3,11.0,21.9,16.6,12.26,15.3,0.5
DeAndre Jordan,82,34.4,.638,6.7,12.0,12.3,16.2,32.4,24.5,21.05,440.0,14.7
Shawn Marion,57,19.3,.489,13.9,9.0,12.3,6.8,14.2,10.5,11.03,8.7,0.3
Reggie Evans,47,16.3,.490,12.5,17.5,12.1,14.9,29.0,22.2,11.68,12.4,0.4
Jason Thompson,81,24.6,.500,12.9,12.7,11.9,8.2,21.5,15.1,10.23,-37.8,-1.3
Jason Maxiell,61,14.4,.455,7.0,10.7,11.9,10.5,15.1,12.7,10.46,-13.7,-0.5
Tyson Chandler,75,30.5,.697,11.3,14.1,11.9,14.1,27.4,20.7,20.12,324.7,10.8
Matt Bonner,72,13.0,.536,15.4,3.6,11.7,3.6,10.2,7.0,10.13,-6.5,-0.2
Luke Babbitt,63,13.2,.639,9.6,10.4,11.6,1.6,13.5,7.6,11.15,8.0,0.3
Dewayne Dedmon,59,14.3,.568,3.6,20.4,11.6,15.5,24.1,19.7,13.31,34.2,1.1
Tarik Black,63,19.0,.583,10.1,11.6,11.6,12.8,21.4,17.0,14.76,58.1,1.9
Ian Mahinmi,61,18.8,.516,9.5,16.9,11.5,10.2,24.0,17.2,10.84,4.2,0.1
Justin Hamilton,41,17.4,.551,13.8,10.0,11.4,9.2,12.7,11.0,14.67,43.2,1.4
Chris Andersen,60,18.9,.622,12.6,11.8,11.4,8.2,23.2,15.9,16.12,78.1,2.6
Robbie John Hummel,45,16.5,.536,11.8,7.8,11.3,4.6,16.4,10.3,9.69,-8.9,-0.3
Allen Crabbe,51,13.4,.525,18.2,7.0,11.0,1.1,10.1,5.7,8.70,-18.4,-0.6
Lou Amundson,53,17.7,.442,16.5,14.6,10.7,11.3,22.0,16.5,11.79,4.1,0.1
Pablo Prigioni,67,17.9,.557,35.7,12.9,10.7,2.8,8.6,5.7,12.26,22.5,0.7
Joey Dorsey,69,12.4,.507,10.1,16.6,10.5,13.3,22.7,18.0,11.10,6.3,0.2
Bismack Biyombo,64,19.4,.578,4.8,15.7,10.4,13.7,22.6,18.0,15.18,84.9,2.8
Dante Cunningham,66,25.0,.473,11.2,7.9,10.2,4.8,12.8,8.8,8.97,-62.4,-2.1
Chris Johnson,29,18.1,.515,7.9,7.9,10.2,0.0,0.0,0.0,10.24,-2.1,-0.1
Tyler Hansbrough,74,14.3,.597,7.9,7.5,9.7,11.6,17.3,14.4,13.30,28.5,0.9
Mike Miller,52,13.5,.471,24.9,12.4,8.9,0.7,14.0,7.4,4.64,-61.4,-2.0
Andre Roberson,67,19.2,.513,20.7,13.6,8.9,5.1,16.0,10.6,9.09,-27.0,-0.9
Furkan Aldemir,41,13.2,.517,20.8,12.6,8.4,14.9,20.7,17.7,12.00,4.0,0.1
