PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
Rodney Stuckey,73,26.7,.516,12.1,9.9,23.5,2.1,7.7,4.7,14.04,102.9,3.4
Kevin Martin,68,32.0,.553,8.8,7.6,23.4,1.7,8.7,5.1,16.37,190.8,6.4
Kyle Lowry,79,36.2,.567,28.9,9.6,23.4,3.6,11.5,7.5,20.20,392.9,13.1
Andray Blatche,73,22.2,.532,11.3,11.1,23.4,8.9,19.9,14.4,18.85,199.2,6.6
Victor Oladipo,80,31.1,.514,19.7,15.4,23.3,1.9,13.1,7.5,13.64,116.5,3.9
Rajon Rondo,30,33.3,.461,38.1,12.8,23.2,2.4,16.6,9.3,15.34,64.6,2.2
Anthony Davis,67,35.2,.582,7.4,7.7,23.2,10.0,23.3,16.6,26.54,529.3,17.6
Jordan Farmar,41,22.2,.533,29.1,13.9,23.1,2.3,9.8,6.1,15.05,55.2,1.8
Marreese Speights,79,12.4,.507,5.3,11.0,23.0,11.4,20.6,16.1,15.22,54.5,1.8
Bradley Beal,73,34.7,.507,15.2,8.0,23.0,2.4,10.2,6.3,14.32,144.2,4.8
Michael Beasley,55,15.1,.559,8.4,11.7,22.9,4.9,20.5,13.0,16.80,78.2,2.6
Alec Burks,78,28.1,.547,15.6,11.0,22.8,3.0,10.7,6.8,15.82,157.8,5.3
Nate Robinson,44,19.7,.544,19.0,9.8,22.8,2.6,7.5,5.0,15.64,60.0,2.0
Nene,53,29.4,.530,15.6,11.9,22.7,4.7,17.3,10.9,16.67,120.4,4.0
Gordon Hayward,77,36.4,.520,22.1,11.7,22.7,2.5,14.0,8.0,16.22,238.9,8.0
Al Horford,29,33.0,.588,12.7,10.7,22.7,8.0,21.4,14.8,22.08,164.2,5.5
Jared Sullinger,74,27.6,.497,9.6,9.7,22.6,13.0,20.6,16.7,16.42,177.2,5.9
D.J. Augustin,71,27.3,.569,24.9,10.0,22.6,0.9,6.7,3.8,16.22,151.0,5.0
Thaddeus Young,79,34.4,.512,10.5,9.5,22.5,6.3,12.8,9.5,16.64,208.6,7.0
Jordan Crawford,81,23.0,.516,22.0,10.5,22.4,1.7,9.4,5.5,14.40,108.2,3.6
David Lee,69,33.2,.566,10.4,10.8,22.4,8.8,21.6,15.3,19.21,263.2,8.8
Caron Butler,56,25.3,.512,11.5,8.4,22.4,1.7,16.6,9.2,12.24,36.8,1.2
Eric Gordon,64,32.1,.540,16.5,10.7,22.2,1.7,7.7,4.7,14.92,135.8,4.5
Jeff Green,82,34.2,.520,8.5,10.1,22.0,2.1,13.6,7.7,13.17,111.7,3.7
Dwight Howard,71,33.7,.600,9.1,15.9,22.0,11.4,27.9,20.1,21.36,384.8,12.8
Trey Burke,70,32.3,.473,26.9,8.9,22.0,1.8,9.0,5.3,12.64,55.3,1.8
Reggie Jackson,80,28.5,.527,22.2,11.3,22.0,2.2,12.8,7.8,15.43,150.6,5.0
Marcus Thornton,72,24.2,.511,9.3,8.1,22.0,3.7,9.4,6.6,12.00,39.0,1.3
Vince Carter,81,24.4,.539,17.4,8.9,21.9,4.0,12.6,8.3,15.97,161.2,5.4
Luis Scola,82,17.1,.505,10.0,13.4,21.9,7.2,23.4,15.7,13.42,40.2,1.3
O.J. Mayo,52,25.9,.516,14.2,11.9,21.9,2.0,8.8,5.3,11.27,15.5,0.5
Andrew Bynum,26,19.8,.456,9.4,11.0,21.9,11.3,20.4,15.8,15.25,35.8,1.2
Arron Afflalo,73,35.0,.574,16.0,9.4,21.9,1.4,10.2,5.8,16.09,212.8,7.1
Gerald Green,82,28.4,.585,8.9,10.6,21.8,2.3,10.9,6.6,16.55,210.4,7.0
Deron Williams,64,32.2,.564,29.1,10.6,21.7,0.9,8.9,4.9,17.69,205.7,6.9
Avery Bradley,60,30.9,.510,8.1,9.1,21.6,2.9,11.2,6.9,12.80,49.9,1.7
Markieff Morris,81,26.6,.564,11.3,11.5,21.6,7.3,18.0,12.6,18.48,224.1,7.5
Kent Bazemore,67,13.6,.515,16.2,14.1,21.5,1.2,12.6,6.9,11.28,10.6,0.4
Ramon Sessions,83,26.7,.539,23.7,10.3,21.5,1.9,8.6,5.2,16.04,166.5,5.6
Enes Kanter,80,26.7,.523,6.5,12.4,21.4,11.6,20.9,16.1,15.70,162.7,5.4
Amar'e Stoudemire,65,22.6,.596,4.4,11.8,21.3,8.7,17.2,12.8,18.89,161.6,5.4
Taj Gibson,82,28.7,.524,7.2,11.9,21.2,9.8,17.1,13.5,16.09,161.0,5.4
Mike Scott,80,18.5,.559,8.9,9.4,21.2,4.9,17.2,11.1,15.34,85.0,2.8
Marc Gasol,59,33.4,.526,18.8,9.7,21.2,5.0,20.5,12.7,18.27,225.4,7.5
Patty Mills,81,18.9,.588,16.3,6.9,21.2,2.6,9.6,6.2,18.80,177.7,5.9
Nikola Pekovic,54,30.8,.582,5.3,8.9,21.1,13.1,17.6,15.3,20.72,251.2,8.4
Al Harrington,34,15.0,.506,9.8,12.0,21.0,3.3,15.0,9.1,9.75,-13.4,-0.4
Klay Thompson,81,35.4,.555,10.9,8.2,20.9,1.5,7.9,4.7,14.32,163.3,5.4
Xavier Henry,43,21.1,.511,9.6,10.7,20.9,2.9,10.5,6.7,12.36,25.1,0.8
Ryan Anderson,22,36.1,.572,4.1,4.8,20.9,9.5,11.3,10.4,18.89,87.7,2.9
Mo Williams,74,24.8,.507,27.2,12.6,20.9,2.5,6.4,4.5,11.87,23.7,0.8
Devin Harris,40,20.5,.517,32.9,10.9,20.8,1.1,10.8,6.0,14.66,44.6,1.5
Paul Pierce,75,28.0,.595,15.1,13.0,20.8,1.5,18.3,9.9,16.81,197.5,6.6
Aaron Brooks,72,21.6,.518,24.0,12.0,20.8,3.1,6.7,4.9,12.51,35.0,1.2
Austin Rivers,69,19.4,.482,20.3,9.8,20.7,2.2,9.1,5.6,11.60,21.9,0.7
Joe Johnson,79,32.6,.564,15.0,8.3,20.7,2.2,10.3,6.3,15.54,193.5,6.5
Jameer Nelson,68,32.0,.515,33.1,11.5,20.7,1.5,10.5,6.0,13.89,94.1,3.1
David West,80,30.9,.533,15.9,9.5,20.6,5.7,18.3,12.3,17.55,223.1,7.4
C.J. Miles,51,19.3,.569,9.7,8.2,20.6,2.0,9.9,5.9,16.03,81.2,2.7
Greg Monroe,82,32.8,.531,11.3,11.0,20.6,9.9,21.6,15.4,18.16,267.4,8.9
Gerald Henderson,77,32.0,.507,14.4,8.2,20.6,1.4,12.9,7.1,13.13,96.6,3.2
JR Smith,74,32.7,.527,16.3,8.0,20.6,1.7,13.1,7.2,14.00,126.4,4.2
Andrea Bargnani,42,29.9,.510,6.9,8.9,20.5,6.3,14.7,10.4,14.53,73.8,2.5
JJ Redick,35,28.2,.598,13.8,7.4,20.3,1.0,7.1,4.2,16.64,90.5,3.0
Lou Williams,60,24.1,.547,24.0,10.5,20.2,0.8,9.1,5.0,14.24,80.7,2.7
Alexey Shved,63,10.5,.452,17.3,12.2,20.2,3.4,10.1,6.6,10.27,-7.3,-0.2
Tobias Harris,61,30.3,.542,8.3,7.9,20.2,5.4,20.6,13.0,16.54,166.9,5.6
Kelly Olynyk,70,20.0,.546,14.1,13.8,20.0,11.0,18.8,14.8,15.27,97.5,3.3
Nikola Vucevic,57,31.8,.536,10.7,11.5,20.0,11.5,27.6,19.5,18.85,223.0,7.4
Chris Bosh,79,32.0,.597,6.8,9.7,20.0,5.1,20.3,13.0,19.11,321.5,10.7
Jeremy Lin,71,28.9,.572,23.5,14.1,20.0,2.0,7.8,5.1,14.31,101.4,3.4
Ersan Ilyasova,55,26.9,.486,9.4,7.9,19.9,8.0,18.8,13.3,13.85,51.9,1.7
Brian Roberts,72,23.2,.529,24.2,9.8,19.9,1.2,8.4,4.7,13.49,61.9,2.1
Spencer Hawes,80,30.9,.554,17.6,12.7,19.8,5.6,24.2,14.6,15.77,190.6,6.4
Kenneth Faried,80,27.2,.573,8.1,11.4,19.7,11.8,22.2,16.9,19.90,273.1,9.1
Jerryd Bayless,72,23.4,.498,20.5,8.7,19.7,1.5,8.6,5.0,12.04,26.2,0.9
James Johnson,52,18.4,.552,21.2,12.6,19.7,7.4,13.2,10.3,18.50,99.9,3.3
Kevin Seraphin,53,10.9,.533,5.8,14.1,19.6,10.5,15.3,12.8,12.52,16.6,0.6
Jon Leuer,49,13.1,.566,6.4,8.6,19.5,6.8,22.4,14.6,17.65,58.9,2.0
JJ Hickson,69,26.9,.521,9.5,12.7,19.4,11.9,24.8,18.3,16.27,157.3,5.2
Darren Collison,80,25.9,.575,24.3,10.8,19.4,2.6,7.3,5.0,16.21,160.8,5.4
Derrick Favors,73,30.2,.556,8.3,11.8,19.3,10.1,23.7,16.7,19.01,276.3,9.2
Tony Allen,55,23.2,.531,14.5,13.8,19.2,7.3,12.0,9.6,15.64,98.1,3.3
John Henson,70,26.5,.543,12.0,12.1,19.1,10.2,20.8,15.3,17.97,204.0,6.8
Greivis Vasquez,79,22.5,.537,27.9,11.1,19.1,1.3,10.0,5.6,14.20,84.8,2.8
Shelvin Mack,73,20.4,.510,30.3,10.0,19.0,1.6,10.7,6.2,13.28,50.7,1.7
Lance Stephenson,78,35.3,.564,23.5,13.8,19.0,4.1,18.1,11.4,14.72,173.3,5.8
Joakim Noah,80,35.3,.531,27.4,12.3,18.9,11.6,24.5,18.2,20.06,398.3,13.3
Jeremy Lamb,78,19.7,.522,14.1,7.5,18.8,2.1,11.3,6.9,13.44,67.4,2.2
Raymond Felton,65,31.0,.476,31.6,11.2,18.8,3.1,8.6,5.7,12.90,57.2,1.9
Wesley Matthews,82,33.9,.588,13.6,7.6,18.7,2.0,9.1,5.6,15.70,215.9,7.2
Evan Fournier,76,19.8,.533,13.8,12.3,18.7,2.4,12.1,7.2,10.36,-3.2,-0.1
Anthony Bennett,52,12.8,.425,5.3,14.7,18.7,8.1,18.4,13.1,6.95,-35.1,-1.2
Chandler Parsons,74,37.6,.565,19.5,9.4,18.6,2.9,12.8,8.2,15.90,224.3,7.5
Anthony Randolph,43,12.3,.499,11.5,14.1,18.6,4.1,21.0,12.5,12.23,13.6,0.5
Dennis Schroder,49,13.1,.442,25.8,16.9,18.6,0.9,9.9,5.4,5.81,-49.7,-1.7
Mirza Teletovic,72,19.4,.559,8.5,8.1,18.5,5.2,17.6,11.4,14.38,60.1,2.0
Evan Turner,81,30.3,.498,16.5,11.9,18.5,2.7,15.7,9.1,12.43,70.9,2.4
Randy Foye,81,30.7,.558,20.7,10.4,18.4,1.6,8.5,5.0,13.31,104.3,3.5
Marcus Morris Sr.,82,22.0,.552,9.7,10.5,18.4,5.2,14.6,9.9,14.89,91.0,3.0
Jeff Adrien,53,18.1,.553,9.4,9.6,18.4,11.8,24.8,18.2,17.49,85.9,2.9
Thomas Robinson,70,12.5,.502,7.9,13.3,18.4,13.1,24.6,18.9,14.15,34.6,1.2
Wilson Chandler,62,31.1,.526,11.4,7.9,18.3,3.2,13.3,8.2,12.48,56.9,1.9
Ricky Rubio,82,32.2,.491,40.9,12.9,18.3,2.5,11.9,7.1,15.35,171.3,5.7
Nick Calathes,71,16.5,.506,31.8,15.5,18.3,2.3,11.5,6.9,12.36,32.5,1.1
Danny Granger,41,20.7,.502,9.7,10.9,18.2,4.3,12.9,8.8,10.90,5.0,0.2
Courtney Lee,79,25.0,.574,13.5,8.6,18.2,1.7,9.5,5.5,13.80,97.2,3.2
Khris Middleton,82,30.0,.541,14.0,10.2,18.2,2.7,12.0,7.2,12.55,38.5,1.3
Kendall Marshall,54,29.0,.494,44.9,14.1,18.1,1.0,9.6,5.3,12.66,38.8,1.3
DeJuan Blair,78,15.6,.557,11.8,13.0,18.1,13.3,21.6,17.5,17.33,121.9,4.1
Tim Hardaway Jr.,81,23.1,.554,7.7,5.5,18.0,1.2,6.6,3.8,12.79,64.1,2.1
Anthony Morrow,76,18.8,.570,8.8,7.6,18.0,2.3,9.2,5.7,13.96,73.6,2.5
Jarrett Jack,80,28.2,.498,26.5,10.9,18.0,1.1,10.3,5.6,11.57,19.0,0.6
Serge Ibaka,81,32.9,.576,6.7,9.7,18.0,10.0,19.6,15.0,19.66,324.8,10.8
Kosta Koufos,80,16.9,.514,6.4,11.1,18.0,14.0,22.7,18.4,16.54,119.6,4.0
Marco Belinelli,80,25.2,.605,17.4,9.3,17.9,1.0,11.2,6.3,15.09,138.2,4.6
Kris Humphries,69,19.9,.552,10.2,9.8,17.8,10.2,24.0,16.9,18.28,157.8,5.3
Archie Goodwin,52,10.3,.507,7.8,17.2,17.8,5.3,13.0,9.2,10.34,-1.3,-0.0
Roy Hibbert,81,29.7,.499,8.2,13.3,17.7,9.9,15.0,12.5,13.54,105.7,3.5
Ray McCallum,45,19.9,.439,25.1,8.2,17.7,2.2,7.8,5.0,9.74,-16.9,-0.6
Jordan Hill,72,20.8,.579,7.4,10.3,17.6,13.8,24.3,19.0,19.39,176.6,5.9
Beno Udrih,41,15.7,.523,32.8,13.3,17.6,1.8,9.2,5.4,12.73,16.6,0.6
Kevin Garnett,54,20.5,.467,15.5,13.1,17.5,6.5,32.1,19.3,13.35,45.5,1.5
Jeffery Taylor,26,24.2,.436,7.7,8.8,17.5,2.7,8.1,5.4,5.97,-42.5,-1.4
Cody Zeller,82,17.3,.498,13.7,13.0,17.5,9.4,18.8,14.1,13.12,53.3,1.8
Jordan Hamilton,60,17.0,.507,10.5,9.3,17.5,3.5,17.0,10.4,12.75,34.2,1.1
Kirk Hinrich,73,29.0,.494,26.5,11.1,17.5,1.7,8.5,5.2,10.80,9.3,0.3
Jodie Meeks,77,33.2,.601,11.0,8.8,17.4,1.3,6.9,4.1,14.75,162.2,5.4
Timofey Mozgov,82,21.6,.584,7.4,14.5,17.3,10.4,21.9,16.1,16.77,162.9,5.4
Mario Chalmers,73,29.8,.567,31.0,14.1,17.3,2.5,9.6,6.2,14.06,99.6,3.3
Kyle O'Quinn,69,17.2,.526,13.8,13.8,17.3,9.5,25.2,17.3,16.52,89.1,3.0
Andrew Nicholson,76,15.4,.489,4.8,9.8,17.3,5.1,19.5,12.3,9.90,-28.1,-0.9
Omri Casspi,71,18.1,.528,14.1,11.5,17.2,5.1,16.8,11.3,12.91,46.2,1.5
Terrence Ross,81,26.7,.553,8.2,9.2,17.2,2.3,11.3,6.8,12.09,51.4,1.7
Nate Wolters,58,22.6,.486,27.8,8.5,17.1,2.8,10.5,6.5,12.76,34.3,1.1
Pero Antic,50,18.5,.545,13.3,12.6,17.1,7.2,18.9,13.1,11.74,15.8,0.5
Brandon Bass,82,27.6,.549,8.5,10.0,17.0,7.8,15.9,11.8,15.01,118.8,4.0
Kawhi Leonard,66,29.1,.602,14.6,8.8,17.0,4.6,18.9,12.1,19.43,256.3,8.5
Darrell Arthur,68,17.1,.459,11.0,10.4,17.0,4.8,14.7,9.8,9.41,-36.3,-1.2
Marcin Gortat,81,32.8,.568,11.5,10.5,16.9,8.7,25.1,16.7,17.66,279.7,9.3
Jonas Valanciunas,81,28.2,.579,5.8,13.8,16.9,11.5,25.1,18.2,16.17,189.6,6.3
Terrence Jones,76,27.3,.577,9.1,7.4,16.8,9.2,18.5,14.1,19.14,236.9,7.9
Luke Ridnour,61,18.7,.452,30.3,11.4,16.8,2.2,7.6,4.8,9.01,-33.9,-1.1
Trevor Ariza,77,35.4,.590,15.1,10.5,16.8,4.1,16.3,10.1,15.87,218.4,7.3
Nicolas Batum,82,36.0,.589,27.3,13.5,16.8,4.3,17.8,11.1,15.86,236.7,7.9
Jason Smith,31,26.8,.495,8.0,7.8,16.8,7.0,18.5,12.7,12.47,23.2,0.8
Zaza Pachulia,53,25.0,.502,21.4,14.5,16.8,11.8,17.1,14.4,14.03,67.9,2.3
Ed Davis,63,15.2,.542,6.8,10.1,16.5,11.4,20.9,16.1,15.99,64.0,2.1
Toney Douglas,51,13.2,.493,22.2,11.1,16.5,3.3,11.8,7.6,9.20,-18.1,-0.6
Earl Clark,54,14.2,.466,5.5,9.5,16.5,3.2,18.2,10.5,9.09,0.0,0.0
Ish Smith,70,14.4,.438,33.0,12.0,16.5,3.5,10.9,7.2,11.71,10.7,0.4
Cory Joseph,68,13.8,.558,24.6,9.3,16.5,4.0,8.7,6.4,14.72,52.0,1.7
Tiago Splitter,59,21.5,.572,15.3,12.8,16.5,11.4,20.5,16.1,16.58,113.4,3.8
Boris Diaw,79,25.0,.578,23.0,12.6,16.4,4.4,13.8,9.3,14.12,77.2,2.6
Jose Calderon,81,30.5,.596,30.0,8.2,16.4,1.4,7.6,4.5,15.25,156.4,5.2
Mike Dunleavy,82,31.5,.549,16.3,9.5,16.3,2.1,13.0,7.6,12.62,81.6,2.7
Quincy Miller,52,15.2,.459,7.3,13.6,16.3,4.9,15.2,10.1,8.62,-22.1,-0.7
Donatas Motiejunas,62,15.4,.504,8.1,11.6,16.3,7.4,18.2,13.1,10.76,-10.5,-0.4
John Lucas III,42,14.1,.403,16.1,8.4,16.2,2.3,5.4,3.8,5.23,-50.9,-1.7
Jermaine O'Neal,44,20.1,.570,6.5,13.6,16.2,10.7,19.1,15.0,15.34,62.5,2.1
Tristan Thompson,82,31.6,.528,6.6,9.9,16.2,11.4,21.5,16.3,14.96,133.8,4.5
Lavoy Allen,65,16.5,.470,16.2,10.1,16.1,11.7,20.0,15.7,12.52,16.3,0.5
Jimmy Butler,67,38.7,.522,15.6,9.1,16.1,3.9,10.5,7.2,13.57,118.7,4.0
Derrick Williams,78,23.3,.524,7.7,10.4,16.1,4.3,15.8,10.0,11.53,0.7,0.0
Richard Jefferson,82,27.0,.573,13.7,9.9,16.1,0.9,10.8,5.7,11.88,45.7,1.5
Channing Frye,82,28.2,.555,9.7,8.8,16.0,3.6,16.6,10.1,13.26,60.6,2.0
Tyler Zeller,70,15.0,.581,8.2,13.7,15.9,10.8,19.6,15.1,15.43,75.5,2.5
C.J. Watson,63,18.9,.555,19.8,11.1,15.9,1.9,7.4,4.8,13.08,37.0,1.2
Brandan Wright,58,18.6,.695,7.0,7.9,15.8,11.0,15.1,13.1,23.60,194.5,6.5
Gorgui Dieng,60,13.6,.534,10.8,15.0,15.8,13.4,26.9,20.0,16.58,73.0,2.4
Shaun Livingston,76,26.0,.551,26.6,11.4,15.8,4.1,10.8,7.5,14.52,103.8,3.5
Cartier Martin,59,14.7,.562,9.2,9.5,15.8,1.7,12.8,7.3,11.05,7.1,0.2
Elliot Williams,67,17.3,.519,13.6,12.8,15.8,2.7,9.7,6.1,8.71,-31.0,-1.0
Ben McLemore,82,26.7,.485,8.9,10.4,15.8,2.7,9.5,6.1,7.77,-89.2,-3.0
Chase Budinger,41,18.3,.505,9.5,7.4,15.7,2.7,12.5,7.5,9.73,-8.6,-0.3
Marvin Williams,66,25.4,.540,11.3,7.7,15.7,5.5,17.9,11.5,14.04,63.4,2.1
Matt Barnes,63,27.5,.552,16.1,10.9,15.6,4.0,14.4,9.4,12.05,40.2,1.3
Mason Plumlee,70,18.2,.670,11.4,14.7,15.6,9.3,19.6,14.5,19.09,144.4,4.8
Harrison Barnes,78,28.3,.486,12.1,8.8,15.6,3.3,11.9,7.7,9.85,-21.3,-0.7
Andre Drummond,81,32.3,.599,3.3,10.4,15.6,17.5,27.7,22.3,22.65,470.9,15.7
Corey Brewer,81,32.2,.550,11.7,9.2,15.6,2.6,6.2,4.3,12.71,86.1,2.9
Phil Pressey,75,15.1,.390,40.1,14.5,15.6,2.0,8.8,5.3,8.78,-37.5,-1.2
Dorell Wright,68,14.5,.524,14.9,9.1,15.6,3.2,17.5,10.5,11.98,21.7,0.7
Andre Miller,58,16.9,.534,37.7,11.7,15.5,3.1,11.7,7.4,13.90,42.5,1.4
Ray Allen,73,26.5,.590,17.4,10.2,15.5,1.6,11.4,6.7,12.83,67.4,2.2
Jonas Jerebko,64,11.6,.577,12.3,13.6,15.5,7.2,19.3,12.9,13.42,21.2,0.7
Danny Green,68,24.3,.580,14.6,10.7,15.5,1.8,13.4,7.8,13.90,83.7,2.8
E'Twaun Moore,79,19.1,.513,17.2,8.4,15.4,2.2,8.1,5.1,11.18,4.1,0.1
Amir Johnson,77,28.8,.592,12.6,13.5,15.4,9.0,17.6,13.3,15.44,130.2,4.3
Larry Sanders,23,25.4,.478,8.2,11.2,15.3,11.4,21.3,16.2,14.02,29.8,1.0
Alexis Ajinca,56,17.0,.589,10.5,16.5,15.2,11.3,22.7,16.9,14.62,57.1,1.9
Norris Cole,82,24.6,.497,27.4,14.0,15.2,1.1,8.6,5.0,8.80,-66.0,-2.2
Willie Green,55,15.8,.477,13.5,9.2,15.2,1.6,8.2,5.0,7.13,-43.7,-1.5
Diante Garrett,71,14.8,.459,25.8,16.1,15.1,1.2,9.8,5.3,7.10,-61.0,-2.0
James Anderson,80,28.9,.530,14.6,10.4,15.1,2.7,11.7,7.0,10.92,14.4,0.5
Ryan Kelly,59,22.2,.548,16.6,8.2,14.8,3.4,14.4,8.9,12.67,22.9,0.8
Jason Terry,35,16.3,.501,23.2,11.2,14.7,0.8,6.9,3.9,7.48,-25.7,-0.9
Miles Plumlee,80,24.6,.529,5.6,14.5,14.7,11.3,24.4,17.9,14.60,117.3,3.9
Giannis Antetokounmpo,77,24.6,.518,19.3,15.7,14.6,4.6,16.3,10.2,10.82,9.1,0.3
Travis Outlaw,63,16.9,.492,11.4,6.1,14.6,3.8,14.2,8.9,10.42,-1.3,-0.0
Shawn Marion,76,31.7,.537,13.0,9.9,14.6,6.4,17.4,11.9,13.78,117.9,3.9
Henry Sims,46,19.0,.535,12.4,9.8,14.6,12.5,17.2,14.7,16.14,72.4,2.4
George Hill,76,32.0,.563,25.2,8.8,14.6,2.6,10.1,6.5,13.42,87.7,2.9
Alan Anderson,78,22.7,.525,11.9,9.1,14.5,2.7,9.1,5.9,9.50,-26.4,-0.9
Patrick Patterson,65,23.6,.533,11.8,9.8,14.4,8.8,17.1,12.9,14.67,72.6,2.4
Dante Cunningham,81,20.2,.475,12.6,6.3,14.4,7.3,14.9,11.0,12.67,28.6,1.0
Mike Miller,82,20.8,.619,19.3,11.4,14.4,2.1,12.3,7.2,12.50,51.0,1.7
