Name,Pos,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF
Total,atl,67,,,111.8,9.9,33.4,43.3,24.0,7.8,5.1,15.7,23.1,1.5,,40.6,90.6,44.9,12.0,36.1,33.3,18.5,23.4,79.0,28.6,54.5,52.5,1.234,0.52
Kyrie Irving,PG,20,20.0,32.9,27.4,1.1,4.1,5.2,6.4,1.4,0.5,2.6,2.7,2.5,26.24,10.0,20.8,47.8,2.8,7.1,39.4,4.7,5.1,92.2,7.2,13.7,52.2,1.317,0.55
Spencer Dinwiddie,PG,64,49.0,31.2,20.6,0.5,3.0,3.5,6.8,0.6,0.3,2.7,2.8,2.5,17.9,6.6,16.0,41.5,1.9,6.3,30.8,5.4,7.0,77.8,4.7,9.7,48.5,1.291,0.48
Caris LeVert,SG,45,31.0,29.6,18.7,1.1,3.1,4.2,4.4,1.2,0.2,2.6,1.8,1.7,16.13,6.9,16.3,42.5,1.8,4.9,36.4,3.1,4.4,71.1,5.1,11.4,45.1,1.15,0.48
Joe Harris,SG,69,69.0,30.8,14.5,0.9,3.4,4.3,2.1,0.6,0.2,1.5,2.3,1.4,13.37,5.5,11.4,48.6,2.5,5.9,42.4,0.9,1.3,71.9,3.0,5.5,55.3,1.273,0.6
Taurean Prince,PF,64,61.0,29.0,12.1,0.8,5.2,6.0,1.8,0.9,0.4,2.0,2.5,0.9,9.19,4.3,11.5,37.6,2.3,6.7,33.9,1.1,1.4,79.8,2.1,4.8,42.9,1.046,0.47
Tyler Johnson,SG,8,4.0,24.3,12.0,1.0,2.1,3.1,3.0,0.5,0.1,0.6,1.9,4.8,15.65,4.0,9.9,40.5,1.8,4.5,38.9,2.3,2.3,100.0,2.3,5.4,41.9,1.215,0.49
Jarrett Allen,C,70,64.0,26.5,11.1,3.1,6.5,9.6,1.6,0.6,1.3,1.1,2.3,1.4,20.69,4.3,6.6,64.9,0.0,0.1,0.0,2.4,3.9,63.3,4.3,6.6,65.8,1.6669999999999998,0.65
Garrett Temple,SG,62,35.0,27.9,10.3,0.5,3.0,3.5,2.5,0.8,0.5,1.0,1.7,2.5,10.55,3.6,9.5,37.8,2.0,6.2,32.9,1.1,1.4,80.5,1.5,3.2,47.3,1.092,0.49
DeAndre Jordan,C,56,6.0,22.0,8.3,2.5,7.5,10.0,1.9,0.3,0.9,1.3,2.0,1.4,19.95,3.4,5.1,66.6,0.0,0.0,0.0,1.5,2.2,68.0,3.4,5.1,66.6,1.62,0.67
Timothe Luwawu-Cabarrot,SG,47,2.0,18.1,7.8,0.6,2.1,2.7,0.6,0.4,0.1,0.8,2.3,0.8,11.04,2.5,5.7,43.5,1.3,3.4,38.8,1.5,1.7,85.2,1.2,2.3,50.5,1.357,0.55
Jeremiah Martin,G,9,0.0,11.0,7.1,0.1,1.0,1.1,2.0,0.8,0.2,0.4,0.8,4.5,21.89,2.7,5.9,45.3,0.6,2.0,27.8,1.2,1.6,78.6,2.1,3.9,54.3,1.208,0.5
Donta Hall,F,5,0.0,17.0,6.6,1.6,3.0,4.6,0.4,0.4,1.0,0.6,2.8,0.7,17.25,2.8,3.6,77.8,0.0,0.0,0.0,1.0,2.4,41.7,2.8,3.6,77.8,1.8330000000000002,0.78
Chris Chiozza,PG,18,2.0,15.4,6.4,0.5,1.6,2.1,3.1,0.6,0.1,1.3,1.4,2.4,13.28,2.5,5.9,42.5,1.1,3.1,35.7,0.3,0.3,100.0,1.4,2.8,50.0,1.085,0.52
Wilson Chandler,F,35,3.0,21.0,5.9,0.3,3.8,4.1,1.1,0.5,0.3,1.0,2.3,1.1,7.4,2.1,5.2,40.4,1.1,3.5,30.6,0.6,0.7,87.0,1.1,1.8,59.7,1.12,0.51
David Nwaba,SG,20,0.0,13.4,5.2,0.4,1.9,2.3,0.4,0.6,0.6,0.4,1.6,1.0,14.03,1.9,3.6,52.1,0.6,1.4,42.9,0.9,1.4,66.7,1.3,2.2,58.1,1.465,0.61
Jamal Crawford,G,1,0.0,6.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,inf,33.31,2.0,4.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,1.25,0.63
Dzanan Musa,F,40,0.0,12.2,4.8,0.5,1.6,2.2,1.1,0.4,0.0,0.9,0.8,1.2,9.42,1.6,4.3,37.2,0.5,2.0,24.4,1.1,1.5,75.0,1.1,2.4,47.9,1.1159999999999999,0.43
Rodions Kurucs,SF,47,9.0,14.6,4.6,0.5,2.4,2.9,1.1,0.5,0.1,1.0,1.9,1.1,8.9,1.7,3.8,44.6,0.7,1.9,36.7,0.5,0.8,63.2,1.0,1.9,52.9,1.215,0.54
Nicolas Claxton,PF,15,0.0,12.5,4.4,1.3,1.7,2.9,1.1,0.1,0.5,0.6,0.9,1.8,14.88,1.8,3.2,56.3,0.1,0.5,14.3,0.7,1.4,52.4,1.7,2.7,63.4,1.375,0.57
Iman Shumpert,SG,13,0.0,18.5,4.2,0.7,1.9,2.6,0.9,0.9,0.2,0.8,1.6,1.2,5.3,1.6,4.9,32.8,0.6,2.5,24.2,0.3,0.5,57.1,1.0,2.4,41.9,0.8440000000000001,0.39
Theo Pinson,SG,33,0.0,11.1,3.6,0.3,1.3,1.6,1.7,0.5,0.1,1.0,1.1,1.7,5.22,1.4,4.7,29.0,0.5,2.4,18.8,0.5,0.5,93.8,0.9,2.3,40.0,0.774,0.34
Lance Thomas,F,7,4.0,14.0,3.4,0.3,1.6,1.9,0.9,0.0,0.0,0.9,1.6,1.0,3.06,1.1,3.3,34.8,0.6,1.9,30.8,0.6,0.6,100.0,0.6,1.4,40.0,1.043,0.43
Justin Anderson,F,10,1.0,10.7,2.8,0.1,2.0,2.1,0.8,0.0,0.6,0.4,1.3,2.0,3.23,1.0,3.8,26.3,0.6,2.9,20.7,0.2,0.4,50.0,0.4,0.9,44.4,0.737,0.34
Henry Ellenson,C,5,0.0,3.0,0.4,0.4,0.8,1.2,0.2,0.0,0.0,0.0,0.2,inf,-1.23,0.2,1.4,14.3,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.6,33.3,0.28600000000000003,0.14
Total,bkn,72,,,111.8,10.6,37.3,47.9,24.5,6.4,4.5,14.6,21.0,1.7,,40.4,90.3,44.8,13.1,38.1,34.3,17.9,24.1,74.5,27.3,52.1,52.4,1.239,0.52
Jayson Tatum,PF,66,66.0,34.3,23.4,1.0,6.0,7.0,3.0,1.4,0.9,2.3,2.1,1.3,20.45,8.4,18.6,45.0,2.9,7.1,40.3,3.8,4.7,81.2,5.5,11.5,48.0,1.262,0.53
Kemba Walker,PG,56,56.0,31.1,20.4,0.6,3.2,3.9,4.8,0.9,0.5,2.1,1.6,2.3,20.0,6.8,15.9,42.5,3.2,8.4,38.1,3.7,4.3,86.4,3.5,7.4,47.6,1.288,0.53
Jaylen Brown,SG,57,57.0,33.9,20.3,1.1,5.3,6.4,2.1,1.1,0.4,2.2,2.9,0.9,17.0,7.5,15.6,48.1,2.3,5.9,38.2,3.1,4.3,72.4,5.2,9.6,54.3,1.307,0.55
Gordon Hayward,SF,52,52.0,33.5,17.5,1.1,5.6,6.7,4.1,0.7,0.4,1.8,1.8,2.2,18.16,6.7,13.5,50.0,1.6,4.3,38.3,2.4,2.8,85.5,5.1,9.2,55.4,1.2990000000000002,0.56
Marcus Smart,PG,60,40.0,32.0,12.9,0.7,3.1,3.8,4.9,1.7,0.5,1.7,2.7,2.8,13.78,4.3,11.4,37.5,2.3,6.6,34.7,2.1,2.5,83.6,2.0,4.8,41.5,1.138,0.48
Daniel Theis,C,65,64.0,24.1,9.2,2.2,4.4,6.6,1.7,0.6,1.3,0.8,3.4,2.1,17.89,3.7,6.6,56.6,0.5,1.5,33.3,1.3,1.8,76.3,3.2,5.1,63.3,1.411,0.6
Enes Kanter,C,58,7.0,16.9,8.1,2.8,4.6,7.4,1.0,0.4,0.7,1.0,1.7,1.0,22.48,3.4,6.0,57.2,0.0,0.1,14.3,1.2,1.7,70.7,3.4,5.9,58.1,1.348,0.57
Brad Wanamaker,PG,71,1.0,19.3,6.9,0.3,1.7,2.0,2.5,0.9,0.2,1.1,1.9,2.4,12.85,2.3,5.1,44.8,0.5,1.4,36.3,1.8,1.9,92.6,1.8,3.7,48.1,1.345,0.5
Robert Williams III,C,29,1.0,13.4,5.2,1.4,3.0,4.4,0.9,0.8,1.2,0.7,1.8,1.3,23.12,2.2,3.0,72.7,0.0,0.0,0.0,0.8,1.2,64.7,2.2,3.0,72.7,1.705,0.73
Tremont Waters,PG,11,1.0,10.8,3.6,0.0,1.1,1.1,1.5,0.9,0.2,1.4,1.2,1.1,4.37,1.3,4.5,28.6,0.4,2.2,16.7,0.7,0.7,100.0,0.9,2.3,40.0,0.816,0.33
Grant Williams,PF,69,5.0,15.1,3.4,0.9,1.7,2.6,1.0,0.4,0.5,0.7,2.4,1.4,7.91,1.3,3.1,41.2,0.3,1.4,25.0,0.6,0.8,72.2,0.9,1.7,54.8,1.123,0.47
Semi Ojeleye,PF,69,6.0,14.7,3.4,0.4,1.7,2.1,0.5,0.3,0.1,0.3,1.2,1.9,7.71,1.2,2.8,40.8,0.7,1.8,37.8,0.4,0.5,87.5,0.5,1.0,46.4,1.204,0.53
Javonte Green,SG,48,2.0,9.8,3.4,0.5,1.4,1.9,0.5,0.5,0.2,0.5,0.9,1.1,13.12,1.3,2.6,50.0,0.2,0.7,27.3,0.6,0.9,66.7,1.1,1.9,58.1,1.294,0.54
Tacko Fall,C,7,0.0,4.7,3.3,0.1,2.0,2.1,0.1,0.1,0.6,0.4,1.0,0.3,28.49,1.6,2.0,78.6,0.0,0.0,0.0,0.1,0.4,33.3,1.6,2.0,78.6,1.643,0.79
Carsen Edwards,PG,37,0.0,9.5,3.3,0.2,1.1,1.3,0.6,0.3,0.1,0.4,0.9,1.6,6.97,1.1,3.5,32.8,0.6,2.1,31.6,0.4,0.5,68.4,0.5,1.4,34.6,0.945,0.42
Romeo Langford,SG,32,2.0,11.6,2.5,0.5,0.8,1.3,0.4,0.3,0.3,0.3,1.0,1.2,5.38,0.9,2.5,35.0,0.2,0.8,18.5,0.6,0.8,72.0,0.7,1.7,43.4,0.988,0.38
Vincent Poirier,C,22,0.0,5.9,1.9,0.6,1.4,2.0,0.4,0.1,0.4,0.4,1.1,1.0,12.77,0.8,1.6,47.2,0.0,0.1,50.0,0.3,0.3,85.7,0.7,1.5,47.1,1.139,0.49
Total,bos,72,,,113.7,10.7,35.4,46.1,23.0,8.3,5.6,13.2,21.6,1.7,,41.3,89.6,46.1,12.6,34.5,36.4,18.6,23.2,80.1,28.7,55.0,52.2,1.2690000000000001,0.53
Devonte' Graham,PG,63,53.0,35.1,18.2,0.7,2.7,3.4,7.5,1.0,0.2,2.9,1.8,2.6,15.82,5.8,15.3,38.2,3.5,9.3,37.3,3.0,3.7,82.0,2.4,6.0,39.7,1.189,0.5
Terry Rozier,PG,63,63.0,34.3,18.0,0.8,3.6,4.4,4.1,1.0,0.2,2.2,2.0,1.8,14.9,6.3,14.9,42.3,2.7,6.7,40.7,2.6,3.0,87.4,3.6,8.2,43.6,1.205,0.51
Miles Bridges,SF,65,64.0,30.7,13.0,1.4,4.2,5.6,1.8,0.6,0.7,1.5,2.0,1.2,12.19,4.9,11.6,42.4,1.5,4.6,33.0,1.6,2.0,80.9,3.4,7.0,48.6,1.12,0.49
P.J. Washington,PF,58,57.0,30.3,12.2,1.0,4.4,5.4,2.1,0.9,0.8,1.6,2.7,1.3,12.48,4.6,10.2,45.5,1.5,4.0,37.4,1.5,2.3,64.7,3.1,6.2,50.7,1.205,0.53
Cody Zeller,PF,58,39.0,23.1,11.1,2.8,4.3,7.1,1.5,0.7,0.4,1.3,2.4,1.2,18.84,4.3,8.3,52.4,0.3,1.3,24.0,2.1,3.1,68.2,4.0,7.0,57.7,1.34,0.54
Malik Monk,SG,55,1.0,21.3,10.3,0.5,2.4,2.9,2.1,0.5,0.3,1.4,1.3,1.5,12.7,3.9,8.9,43.4,1.1,3.7,28.4,1.5,1.8,82.0,2.8,5.2,54.2,1.156,0.49
Bismack Biyombo,C,53,29.0,19.4,7.4,2.3,3.5,5.8,0.9,0.2,0.9,0.9,2.2,1.0,16.18,2.8,5.2,54.3,0.0,0.0,0.0,1.7,2.8,60.3,2.8,5.2,54.3,1.4140000000000001,0.54
Marvin Williams,F,41,1.0,19.7,6.7,0.4,2.3,2.7,1.0,0.6,0.5,0.6,1.7,1.6,11.87,2.3,5.1,44.8,1.1,2.9,37.6,1.0,1.2,86.0,1.2,2.3,53.8,1.31,0.55
Caleb Martin,SF,18,1.0,17.6,6.2,0.6,1.6,2.1,1.3,0.7,0.4,0.8,1.8,1.5,11.99,2.1,4.7,44.0,1.1,2.1,54.1,0.9,1.2,81.0,0.9,2.6,36.2,1.321,0.56
Willy Hernangomez,C,31,0.0,12.1,6.1,1.4,2.9,4.3,0.9,0.3,0.2,1.0,1.0,1.0,19.24,2.4,4.5,53.2,0.2,0.7,22.7,1.2,1.9,62.7,2.2,3.8,59.0,1.367,0.55
Dwayne Bacon,SG,39,11.0,17.6,5.7,0.4,2.2,2.6,1.3,0.6,0.1,0.9,1.3,1.4,6.12,2.2,6.3,34.8,0.5,1.7,28.4,0.9,1.4,66.0,1.7,4.5,37.3,0.9179999999999999,0.39
Jalen McDaniels,PF,16,0.0,18.3,5.6,0.9,3.1,4.1,0.8,0.5,0.2,0.7,2.3,1.2,10.75,2.1,4.4,47.1,0.6,1.5,37.5,0.9,1.1,82.4,1.5,2.9,52.2,1.271,0.54
Cody Martin,SF,48,3.0,18.8,5.0,0.8,2.5,3.3,2.0,0.8,0.2,0.9,1.6,2.2,10.54,1.9,4.3,43.0,0.4,1.6,23.4,0.9,1.4,64.6,1.5,2.7,54.6,1.15,0.47
Michael Kidd-Gilchrist,F,12,0.0,13.3,4.0,0.8,2.2,2.9,0.8,0.0,0.3,0.6,1.5,1.4,6.15,1.5,4.4,34.0,0.4,1.4,29.4,0.6,0.8,77.8,1.1,3.0,36.1,0.9059999999999999,0.39
Nicolas Batum,SF,22,3.0,23.0,3.6,1.1,3.4,4.5,3.0,0.8,0.4,1.0,1.9,3.0,9.17,1.3,3.7,34.6,0.6,2.2,28.6,0.4,0.5,90.0,0.6,1.5,43.8,0.975,0.43
Joe Chealey,G,4,0.0,8.3,0.5,0.0,0.0,0.0,0.3,1.0,0.0,0.5,0.5,0.5,-2.86,0.0,1.8,0.0,0.0,1.0,0.0,0.5,0.5,100.0,0.0,0.8,0.0,0.28600000000000003,0.0
Total,cha,65,,,102.9,11.0,31.8,42.8,23.8,6.6,4.1,13.9,18.8,1.7,,37.3,85.9,43.4,12.1,34.3,35.2,16.2,21.6,74.8,25.2,51.6,48.9,1.197,0.5
Zach LaVine,SG,60,60.0,34.8,25.5,0.7,4.1,4.8,4.2,1.5,0.5,3.4,2.2,1.2,19.52,9.0,20.0,45.0,3.1,8.1,38.0,4.5,5.6,80.2,5.9,11.9,49.7,1.276,0.53
Lauri Markkanen,F,50,50.0,29.8,14.7,1.2,5.1,6.3,1.5,0.8,0.5,1.6,1.9,0.9,14.32,5.0,11.8,42.5,2.2,6.3,34.4,2.5,3.1,82.4,2.8,5.5,51.8,1.247,0.52
Coby White,PG,65,1.0,25.8,13.2,0.4,3.1,3.5,2.7,0.8,0.1,1.7,1.8,1.6,11.92,4.8,12.2,39.4,2.0,5.8,35.4,1.6,2.0,79.1,2.8,6.4,43.0,1.085,0.48
Otto Porter Jr.,SF,14,9.0,23.6,11.9,0.9,2.5,3.4,1.8,1.1,0.4,0.8,2.2,2.3,15.87,4.4,10.0,44.3,1.7,4.4,38.7,1.4,1.9,70.4,2.7,5.6,48.7,1.193,0.53
Wendell Carter Jr.,C,43,43.0,29.2,11.3,3.2,6.2,9.4,1.2,0.8,0.8,1.7,3.8,0.7,15.51,4.3,8.0,53.4,0.1,0.7,20.7,2.6,3.5,73.7,4.1,7.3,56.4,1.411,0.54
Thaddeus Young,PF,64,16.0,24.9,10.3,1.5,3.5,4.9,1.8,1.4,0.4,1.6,2.1,1.1,13.36,4.2,9.4,44.8,1.2,3.5,35.6,0.7,1.1,58.3,3.0,5.9,50.1,1.097,0.51
Tomas Satoransky,SG,65,64.0,28.9,9.9,1.2,2.7,3.9,5.4,1.2,0.1,2.0,2.1,2.7,13.52,3.6,8.5,43.0,1.0,3.1,32.2,1.6,1.9,87.6,2.7,5.4,49.1,1.169,0.49
Chandler Hutchison,SF,28,10.0,18.8,7.8,0.6,3.2,3.9,0.9,1.0,0.3,1.0,1.7,1.0,12.45,2.9,6.3,45.7,0.4,1.4,31.6,1.6,2.8,59.0,2.4,4.9,49.6,1.246,0.49
Kris Dunn,G,51,32.0,24.9,7.3,0.5,3.2,3.6,3.4,2.0,0.3,1.3,3.1,2.5,12.15,3.0,6.7,44.4,0.6,2.2,25.9,0.8,1.1,74.1,2.4,4.5,53.5,1.091,0.49
Denzel Valentine,SG,36,5.0,13.6,6.8,0.3,1.8,2.1,1.2,0.7,0.2,0.7,1.4,1.7,13.09,2.7,6.6,40.9,1.3,3.8,33.6,0.2,0.2,75.0,1.4,2.8,51.0,1.038,0.51
Luke Kornet,PF,36,14.0,15.5,6.0,0.6,1.7,2.3,0.9,0.3,0.7,0.4,1.5,2.3,12.7,2.3,5.2,43.8,0.9,3.0,28.7,0.6,0.8,71.4,1.4,2.2,64.6,1.15,0.52
Daniel Gafford,PF,43,7.0,14.2,5.1,1.2,1.3,2.5,0.5,0.3,1.3,0.7,2.3,0.7,16.21,2.2,3.1,70.1,0.0,0.0,0.0,0.7,1.4,53.3,2.2,3.1,70.1,1.642,0.7
Shaquille Harrison,PG,43,10.0,11.3,4.9,0.5,1.5,2.0,1.1,0.8,0.4,0.4,1.3,2.6,17.81,1.8,3.8,46.7,0.4,1.0,38.1,0.9,1.2,78.0,1.4,2.9,49.6,1.2670000000000001,0.52
Ryan Arcidiacono,PG,58,4.0,16.0,4.5,0.3,1.6,1.9,1.7,0.5,0.1,0.6,1.7,2.6,9.04,1.6,3.8,40.9,0.9,2.4,39.1,0.5,0.7,71.1,0.6,1.4,43.9,1.186,0.53
Cristiano Felicio,PF,22,0.0,17.5,3.9,2.5,2.1,4.6,0.7,0.5,0.1,0.8,1.5,0.9,12.79,1.5,2.5,63.0,0.0,0.1,0.0,0.8,1.0,78.3,1.5,2.4,65.4,1.5930000000000002,0.63
Adam Mokoka,SG,11,0.0,10.2,2.9,0.6,0.3,0.9,0.4,0.4,0.0,0.2,1.5,2.0,8.18,1.1,2.5,42.9,0.5,1.4,40.0,0.2,0.4,50.0,0.5,1.2,46.2,1.143,0.54
Max Strus,SG,2,0.0,3.0,2.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,30.82,1.0,1.5,66.7,0.0,0.5,0.0,0.5,0.5,100.0,1.0,1.0,100.0,1.6669999999999998,0.67
Total,chi,65,,,106.8,10.5,31.4,41.9,23.2,10.0,4.1,14.6,21.8,1.6,,39.6,88.6,44.7,12.2,35.1,34.8,15.5,20.5,75.5,27.4,53.5,51.1,1.205,0.52
Collin Sexton,PG,65,65.0,33.0,20.8,0.9,2.2,3.1,3.0,1.0,0.1,2.4,2.2,1.2,16.39,7.9,16.7,47.2,1.5,3.9,38.0,3.5,4.1,84.6,6.4,12.8,50.1,1.242,0.52
Kevin Love,PF,56,56.0,31.8,17.6,1.0,8.8,9.8,3.2,0.6,0.3,2.5,1.6,1.3,17.97,5.8,13.0,45.0,2.6,7.0,37.4,3.3,3.9,85.4,3.2,6.0,53.7,1.358,0.55
Andre Drummond,C,8,8.0,28.1,17.5,3.0,8.1,11.1,1.8,1.5,1.4,3.6,3.1,0.5,21.19,7.3,13.1,55.2,0.5,1.8,28.6,2.5,4.9,51.3,6.8,11.4,59.3,1.3330000000000002,0.57
Jordan Clarkson,PG,29,0.0,23.0,14.6,0.7,1.7,2.4,2.4,0.6,0.3,1.3,1.1,1.8,18.68,5.0,11.2,44.2,2.0,5.5,37.1,2.6,3.0,88.4,2.9,5.8,50.9,1.298,0.53
Darius Garland,PG,59,59.0,30.9,12.3,0.5,1.4,1.9,3.9,0.7,0.1,2.6,1.6,1.5,8.54,4.7,11.8,40.1,1.8,5.0,35.5,1.1,1.2,87.5,3.0,6.8,43.4,1.041,0.48
Tristan Thompson,C,57,51.0,30.2,12.0,4.0,6.2,10.1,2.1,0.6,0.9,1.8,2.2,1.2,16.82,5.1,9.9,51.2,0.2,0.4,39.1,1.7,2.8,61.5,4.9,9.5,51.8,1.217,0.52
Cedi Osman,SF,65,65.0,29.4,11.0,0.6,3.0,3.6,2.4,0.8,0.2,1.4,2.5,1.7,10.7,4.1,9.4,43.7,1.9,4.9,38.3,1.0,1.4,67.0,2.2,4.4,49.7,1.179,0.54
Larry Nance Jr.,PF,56,10.0,26.3,10.1,1.9,5.4,7.3,2.2,1.0,0.4,1.1,1.6,2.1,17.37,4.1,7.7,53.1,1.0,2.8,35.2,0.9,1.3,67.6,3.1,4.9,63.6,1.3090000000000002,0.6
Kevin Porter Jr.,SG,50,3.0,23.2,10.0,0.4,2.8,3.2,2.2,0.9,0.3,1.9,2.7,1.2,10.82,3.7,8.4,44.2,1.1,3.2,33.5,1.5,2.0,72.3,2.7,5.3,50.6,1.183,0.5
Dante Exum,PG,24,1.0,16.8,5.6,0.4,1.9,2.3,1.4,0.5,0.3,0.9,1.3,1.6,11.52,1.9,4.0,47.9,0.5,1.5,35.1,1.3,1.7,73.2,1.4,2.5,55.9,1.406,0.55
John Henson,F,29,2.0,14.2,5.0,1.1,2.8,3.9,1.5,0.6,1.1,0.7,1.9,2.0,16.98,2.1,4.1,50.8,0.2,1.1,19.4,0.6,1.1,51.5,1.9,3.1,61.8,1.208,0.53
Brandon Knight,G,16,0.0,15.1,4.9,0.2,1.1,1.3,1.9,0.3,0.1,1.0,1.3,1.9,5.46,1.8,5.4,32.6,1.2,4.0,29.7,0.3,0.8,30.8,0.6,1.4,40.9,0.919,0.44
Alfonzo McKinnie,SF,40,1.0,14.8,4.6,0.9,1.9,2.8,0.4,0.6,0.2,0.7,1.8,0.5,8.76,1.8,4.3,42.7,0.4,1.6,21.5,0.6,0.8,71.0,1.5,2.7,55.7,1.064,0.47
