Name,Pos,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF
Alex Kirk,C,5,0.0,2.8,0.8,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.2,inf,8.5,0.2,0.8,25.0,0.0,0.0,0.0,0.4,0.4,100.0,0.2,0.8,25.0,1.0,0.25
Total,cle,82,,,103.1,11.1,31.9,43.0,22.1,7.4,4.1,13.6,18.4,1.6,,37.7,82.2,45.8,10.1,27.5,36.7,17.7,23.6,75.1,27.6,54.7,50.4,1.255,0.52
Monta Ellis,SG,80,80.0,33.7,18.9,0.4,2.0,2.4,4.1,1.9,0.3,2.5,2.5,1.7,16.59,7.5,16.9,44.5,1.0,3.6,28.5,2.9,3.8,75.2,6.5,13.4,48.7,1.117,0.47
Dirk Nowitzki,F,77,77.0,29.6,17.3,0.6,5.4,5.9,1.9,0.5,0.4,1.1,2.1,1.7,19.26,6.3,13.8,45.9,1.4,3.6,38.0,3.3,3.8,88.2,5.0,10.2,48.6,1.255,0.51
Chandler Parsons,SF,66,66.0,33.1,15.7,1.0,3.9,4.9,2.4,1.0,0.3,1.5,2.1,1.7,16.37,5.8,12.6,46.2,2.0,5.3,38.0,2.1,2.9,72.0,3.8,7.3,52.1,1.251,0.54
Amar'e Stoudemire,C,23,1.0,16.5,10.8,1.2,2.5,3.7,0.3,0.4,0.2,0.7,2.2,0.5,22.41,4.5,7.8,58.1,0.0,0.0,0.0,1.7,2.6,67.8,4.5,7.7,58.4,1.385,0.58
Tyson Chandler,C,75,75.0,30.5,10.3,3.9,7.6,11.5,1.1,0.6,1.2,1.4,2.3,0.8,20.12,3.9,5.9,66.6,0.0,0.0,0.0,2.5,3.4,72.0,3.9,5.9,66.6,1.7519999999999998,0.67
Rajon Rondo,PG,46,46.0,28.7,9.3,1.0,3.5,4.5,6.5,1.2,0.1,2.9,2.4,2.2,12.43,4.2,9.7,43.6,0.4,1.2,35.2,0.4,0.9,45.2,3.8,8.5,44.8,0.9570000000000001,0.46
Brandan Wright,F,27,0.0,18.7,8.8,1.9,2.2,4.1,0.4,0.6,1.6,0.5,1.6,0.8,25.8,3.7,5.0,74.8,0.0,0.0,0.0,1.3,1.8,75.0,3.7,5.0,74.8,1.7630000000000001,0.75
Devin Harris,G,76,3.0,22.2,8.8,0.2,1.6,1.8,3.1,1.0,0.2,1.1,1.9,2.8,14.86,2.9,6.9,41.8,1.3,3.5,35.7,1.7,2.1,81.5,1.6,3.4,48.1,1.2690000000000001,0.51
J.J. Barea,G,77,10.0,17.7,7.5,0.3,1.4,1.7,3.4,0.4,0.0,0.9,1.4,3.8,15.14,2.9,7.0,42.0,0.7,2.2,32.3,1.0,1.2,80.9,2.2,4.8,46.3,1.082,0.47
Jameer Nelson,G,23,23.0,25.4,7.3,0.6,2.1,2.7,4.1,0.7,0.1,1.7,2.3,2.4,9.95,2.7,7.1,37.4,1.7,4.5,36.9,0.3,0.3,87.5,1.0,2.6,38.3,1.025,0.49
Charlie Villanueva,PF,64,1.0,10.6,6.3,0.5,1.9,2.3,0.3,0.2,0.3,0.4,1.0,0.7,17.5,2.3,5.7,41.4,1.3,3.5,37.6,0.3,0.5,57.1,1.0,2.2,47.5,1.113,0.53
Richard Jefferson,F,74,18.0,16.8,5.8,0.3,2.1,2.5,0.8,0.4,0.1,0.7,1.6,1.2,11.34,1.9,4.4,44.4,0.9,2.1,42.6,1.1,1.5,68.4,1.1,2.3,46.2,1.3330000000000002,0.55
Al-Farouq Aminu,PF,74,3.0,18.5,5.6,1.5,3.1,4.6,0.8,0.9,0.8,0.7,1.9,1.1,14.45,2.0,4.8,41.2,0.5,1.7,27.4,1.1,1.6,71.2,1.5,3.1,48.5,1.1540000000000001,0.46
Raymond Felton,G,29,3.0,9.7,3.7,0.1,0.8,0.9,1.4,0.4,0.1,0.6,0.6,2.3,12.47,1.5,3.7,40.6,0.3,1.2,29.4,0.4,0.5,80.0,1.1,2.5,45.8,1.0190000000000001,0.45
Jae Crowder,PF,25,0.0,10.6,3.6,0.5,0.7,1.2,0.5,0.6,0.2,0.4,1.0,1.2,12.71,1.3,3.0,43.4,0.5,1.5,34.2,0.4,0.4,90.9,0.8,1.5,52.6,1.171,0.52
Dwight Powell,C,24,0.0,9.5,3.4,0.8,1.3,2.0,0.4,0.3,0.3,0.4,1.6,1.0,13.02,1.1,2.6,43.5,0.1,0.5,27.3,1.0,1.3,77.4,1.0,2.1,47.1,1.306,0.46
Bernard James,C,16,2.0,9.9,2.8,1.1,1.3,2.4,0.3,0.1,0.9,0.4,1.1,0.7,16.0,0.8,1.7,44.4,0.0,0.0,0.0,1.3,1.4,87.0,0.8,1.7,44.4,1.63,0.44
Greg Smith,PF,42,2.0,8.6,1.9,0.6,1.3,1.9,0.2,0.2,0.3,0.3,1.3,0.8,10.27,0.7,1.2,61.2,0.0,0.0,0.0,0.5,0.9,51.3,0.7,1.2,61.2,1.633,0.61
Ricky Ledo,SG,5,0.0,2.2,0.2,0.2,0.2,0.4,0.2,0.0,0.0,0.4,0.2,0.5,-22.52,0.0,1.2,0.0,0.0,0.6,0.0,0.2,0.4,50.0,0.0,0.6,0.0,0.16699999999999998,0.0
Total,dal,82,,,105.2,10.5,31.8,42.3,22.5,8.1,4.5,12.5,20.0,1.8,,39.7,85.8,46.3,8.9,25.4,35.2,16.9,22.5,75.2,30.8,60.4,50.9,1.226,0.51
Ty Lawson,G,75,75.0,35.5,15.2,0.6,2.6,3.1,9.6,1.2,0.1,2.5,1.7,3.9,18.5,5.4,12.3,43.6,0.9,2.7,34.1,3.5,4.8,73.0,4.5,9.6,46.3,1.234,0.47
Arron Afflalo,G,53,53.0,33.0,14.5,0.4,3.0,3.4,1.9,0.6,0.1,1.6,2.0,1.2,11.74,5.3,12.4,42.8,1.5,4.6,33.7,2.4,2.8,84.1,3.8,7.8,48.1,1.1740000000000002,0.49
Wilson Chandler,F,78,75.0,31.7,13.9,1.2,4.9,6.1,1.7,0.7,0.4,1.4,3.0,1.2,13.24,5.4,12.5,42.9,1.8,5.2,34.2,1.4,1.8,77.5,3.6,7.3,49.0,1.113,0.5
Kenneth Faried,F,75,71.0,27.8,12.6,3.2,5.7,8.9,1.2,0.8,0.8,1.6,2.8,0.8,18.46,5.0,9.8,50.7,0.0,0.1,12.5,2.7,3.8,69.1,5.0,9.7,51.1,1.285,0.51
Danilo Gallinari,PF,59,27.0,24.2,12.4,0.5,3.2,3.7,1.4,0.8,0.3,1.0,1.6,1.5,16.81,3.9,9.6,40.1,1.8,5.1,35.5,2.9,3.2,89.5,2.1,4.5,45.3,1.2919999999999998,0.5
Will Barton,SF,28,0.0,24.4,11.0,0.8,3.8,4.6,1.9,1.2,0.5,1.6,1.8,1.2,15.91,4.0,9.0,44.3,0.7,2.4,28.4,2.3,2.8,81.0,3.3,6.6,50.0,1.213,0.48
Jameer Nelson,G,34,5.0,20.6,9.6,0.5,1.5,1.9,3.7,0.7,0.1,1.8,2.1,2.0,14.55,4.0,8.8,45.0,1.4,3.8,35.4,0.3,0.6,57.9,2.6,5.0,52.4,1.09,0.53
Randy Foye,SG,50,21.0,21.7,8.7,0.2,1.5,1.7,2.4,0.7,0.2,1.2,1.9,2.0,11.03,3.0,8.0,36.8,1.9,5.3,35.7,0.9,1.1,81.8,1.1,2.8,38.8,1.082,0.49
Timofey Mozgov,C,35,35.0,25.6,8.5,2.6,5.2,7.8,0.5,0.4,1.2,1.3,3.3,0.3,13.81,3.3,6.6,50.4,0.1,0.2,33.3,1.8,2.5,73.3,3.3,6.5,50.9,1.2890000000000001,0.51
JJ Hickson,C,73,8.0,19.3,7.6,2.1,4.1,6.2,0.8,0.5,0.5,1.3,1.9,0.6,14.39,3.0,6.3,47.5,0.0,0.0,0.0,1.6,2.8,57.7,3.0,6.3,47.7,1.203,0.47
Jusuf Nurkic,C,62,27.0,17.8,6.9,2.0,4.1,6.2,0.8,0.8,1.1,1.4,3.3,0.6,14.84,2.8,6.2,44.6,0.0,0.0,0.0,1.4,2.1,63.6,2.8,6.1,44.9,1.112,0.45
Darrell Arthur,F,58,4.0,17.0,6.6,0.9,2.0,2.9,1.0,0.8,0.4,0.8,2.5,1.2,11.57,2.7,6.6,40.4,0.4,1.9,23.6,0.8,1.0,78.0,2.2,4.7,47.1,0.995,0.44
Nate Robinson,PG,33,1.0,14.1,5.8,0.4,0.8,1.2,2.3,0.4,0.1,0.7,2.1,3.5,10.63,2.2,6.2,34.8,0.7,2.8,26.1,0.8,1.2,65.0,1.4,3.4,42.0,0.941,0.41
JaVale McGee,C,17,0.0,11.5,5.2,0.8,2.0,2.8,0.1,0.1,1.1,0.8,1.6,0.1,16.79,2.0,3.6,55.7,0.0,0.0,0.0,1.2,1.7,69.0,2.0,3.6,55.7,1.443,0.56
Alonzo Gee,SG,39,0.0,13.1,4.9,0.7,1.1,1.8,0.5,0.7,0.2,0.6,1.1,0.8,14.02,1.7,3.5,48.2,0.3,0.6,41.7,1.2,1.7,73.8,1.4,2.9,49.6,1.3869999999999998,0.52
Joffrey Lauvergne,F,24,1.0,11.2,3.9,1.1,2.1,3.2,0.5,0.3,0.4,0.9,1.8,0.6,10.54,1.5,3.7,40.4,0.1,0.7,18.8,0.8,1.2,64.3,1.4,3.0,45.2,1.045,0.42
Gary Harris,SG,55,6.0,13.1,3.4,0.4,0.8,1.2,0.5,0.7,0.1,0.7,1.3,0.8,4.98,1.2,3.9,30.4,0.4,1.9,20.4,0.6,0.9,74.5,0.8,2.1,39.5,0.866,0.35
Erick Green,PG,43,1.0,9.5,3.4,0.2,0.6,0.7,0.9,0.3,0.0,0.3,0.6,2.8,8.99,1.4,3.8,37.7,0.3,1.1,29.8,0.2,0.3,83.3,1.1,2.7,40.9,0.9009999999999999,0.42
Ian Clark,G,7,0.0,4.4,1.9,0.0,0.4,0.4,0.3,0.4,0.1,0.3,1.1,1.0,11.62,0.6,1.6,36.4,0.1,0.7,20.0,0.6,0.6,100.0,0.4,0.9,50.0,1.182,0.41
Jamaal Franklin,SG,3,0.0,4.3,1.0,0.3,0.3,0.7,1.0,0.0,0.3,1.0,1.3,1.0,4.92,0.3,0.7,50.0,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.75
Total,den,82,,,101.5,12.3,32.4,44.7,21.8,7.8,4.5,13.8,23.0,1.6,,37.8,87.3,43.3,8.0,24.8,32.5,17.8,24.3,73.4,29.7,62.5,47.6,1.162,0.48
Reggie Jackson,PG,27,27.0,32.2,17.6,1.0,3.6,4.7,9.2,0.7,0.1,3.5,2.7,2.6,19.88,6.8,15.6,43.6,1.0,3.1,33.7,3.0,3.8,79.6,5.7,12.5,46.0,1.133,0.47
Greg Monroe,C,69,57.0,31.0,15.9,3.3,6.9,10.2,2.1,1.1,0.5,2.2,2.1,1.0,21.26,6.1,12.4,49.6,0.0,0.0,0.0,3.7,4.9,75.0,6.1,12.4,49.6,1.287,0.5
Brandon Jennings,G,41,41.0,28.6,15.4,0.5,2.0,2.5,6.6,1.1,0.1,2.2,1.6,3.0,19.74,5.3,13.2,40.1,1.9,5.1,36.0,2.9,3.5,83.9,3.5,8.1,42.8,1.1640000000000001,0.47
Andre Drummond,C,82,82.0,30.5,13.8,5.3,8.1,13.5,0.7,0.9,1.9,1.5,3.5,0.5,21.5,6.0,11.7,51.4,0.0,0.0,0.0,1.7,4.5,38.9,6.0,11.7,51.5,1.176,0.51
Josh Smith,PF,28,28.0,32.0,13.1,1.9,5.4,7.2,4.7,1.3,1.7,2.6,2.9,1.8,14.32,5.5,14.0,39.1,0.3,1.3,24.3,1.9,4.0,46.8,5.1,12.6,40.7,0.9390000000000001,0.4
Kentavious Caldwell-Pope,SG,82,82.0,31.5,12.7,0.6,2.5,3.1,1.3,1.1,0.2,1.1,2.0,1.2,11.25,4.8,11.9,40.1,1.9,5.4,34.5,1.3,1.9,69.6,2.9,6.4,44.9,1.073,0.48
Jodie Meeks,G,60,0.0,24.4,11.1,0.2,1.5,1.7,1.3,1.0,0.1,1.0,1.3,1.4,14.18,3.7,8.9,41.6,1.2,3.5,34.9,2.4,2.7,90.6,2.5,5.4,46.0,1.242,0.49
D.J. Augustin,PG,54,13.0,23.8,10.6,0.2,1.6,1.9,4.9,0.6,0.0,2.0,1.1,2.4,15.88,3.5,8.5,41.0,0.9,2.8,32.7,2.7,3.1,87.0,2.6,5.8,45.0,1.245,0.46
Anthony Tolliver,F,52,11.0,22.3,7.7,0.9,2.8,3.7,0.9,0.4,0.3,0.8,2.3,1.2,11.86,2.6,6.1,42.3,1.6,4.4,36.0,1.0,1.2,79.4,1.0,1.8,58.2,1.26,0.55
Tayshaun Prince,SF,23,7.0,24.8,7.3,1.1,3.1,4.2,1.7,0.7,0.3,0.7,1.1,2.4,11.83,3.0,7.0,43.1,0.5,1.1,42.3,0.8,1.3,65.5,2.5,5.8,43.3,1.05,0.47
Kyle Singler,F,54,40.0,23.8,7.1,0.4,2.1,2.6,1.2,0.6,0.3,0.8,1.8,1.6,9.45,2.6,6.5,40.0,1.4,3.5,40.6,0.5,0.7,80.6,1.2,3.0,39.3,1.1,0.51
Caron Butler,SF,78,21.0,20.8,5.9,0.3,2.2,2.5,1.0,0.6,0.1,0.6,1.5,1.6,9.31,2.1,5.1,40.7,1.1,2.8,37.9,0.7,0.8,90.2,1.0,2.3,44.1,1.162,0.51
Jonas Jerebko,F,46,0.0,15.3,5.2,1.0,2.1,3.1,0.9,0.6,0.2,0.6,1.7,1.6,14.56,2.0,4.3,46.0,0.6,1.7,36.8,0.7,0.8,86.1,1.4,2.7,51.6,1.217,0.53
John Lucas III,PG,21,0.0,13.0,4.7,0.2,0.6,0.8,2.9,0.4,0.0,0.8,0.9,3.8,13.03,2.0,5.0,40.4,0.4,1.4,31.0,0.2,0.2,100.0,1.6,3.6,44.0,0.9420000000000001,0.45
Spencer Dinwiddie,PG,34,1.0,13.4,4.3,0.1,1.3,1.4,3.1,0.6,0.2,1.0,1.6,3.2,10.26,1.5,5.0,30.2,0.4,1.9,18.5,0.9,1.0,91.2,1.1,3.1,37.5,0.858,0.34
Luigi Datome,SF,3,0.0,5.7,3.7,0.3,1.0,1.3,0.7,0.3,0.0,0.7,0.3,1.0,16.76,1.7,4.0,41.7,0.3,1.3,25.0,0.0,0.0,0.0,1.3,2.7,50.0,0.917,0.46
Quincy Miller,F,4,0.0,14.5,3.0,0.5,1.5,2.0,1.3,0.3,0.5,0.5,1.3,2.5,3.62,1.3,5.0,25.0,0.5,2.8,18.2,0.0,0.0,0.0,0.8,2.3,33.3,0.6,0.3
Shawne Williams,SF,19,0.0,8.6,2.6,0.5,0.9,1.4,0.4,0.2,0.2,0.4,1.0,1.1,6.71,1.0,3.2,31.7,0.2,1.4,15.4,0.4,0.4,100.0,0.8,1.8,44.1,0.8170000000000001,0.35
Joel Anthony,C,49,0.0,8.3,1.8,0.7,1.2,1.9,0.1,0.2,1.0,0.2,1.1,0.4,14.74,0.7,1.3,58.1,0.0,0.0,0.0,0.3,0.4,68.2,0.7,1.3,58.1,1.403,0.58
Cartier Martin,PF,23,0.0,8.6,1.6,0.0,0.9,0.9,0.5,0.1,0.0,0.2,0.9,2.2,1.62,0.7,2.3,28.3,0.3,1.4,18.2,0.0,0.0,0.0,0.4,0.9,45.0,0.679,0.34
Total,det,82,,,98.5,12.8,32.1,44.9,21.6,7.6,4.7,12.6,19.0,1.7,,37.1,85.8,43.2,8.6,24.9,34.4,15.8,22.4,70.3,28.5,60.9,46.8,1.148,0.48
Stephen Curry,PG,80,80.0,32.7,23.8,0.7,3.6,4.3,7.7,2.0,0.2,3.1,2.0,2.5,28.06,8.2,16.8,48.7,3.6,8.1,44.3,3.9,4.2,91.4,4.6,8.7,52.8,1.4169999999999998,0.59
Klay Thompson,SG,77,77.0,31.9,21.7,0.4,2.9,3.2,2.9,1.1,0.8,1.9,1.6,1.5,20.86,7.8,16.9,46.3,3.1,7.1,43.9,2.9,3.3,87.9,4.7,9.8,48.1,1.284,0.56
Draymond Green,PF,79,79.0,31.5,11.7,1.4,6.7,8.2,3.7,1.6,1.3,1.7,3.2,2.2,16.43,4.3,9.7,44.3,1.4,4.2,33.7,1.7,2.5,66.0,2.9,5.5,52.3,1.204,0.52
Marreese Speights,F,76,9.0,15.9,10.4,1.4,2.8,4.3,0.9,0.3,0.4,1.1,2.5,0.9,19.58,4.2,8.5,49.2,0.1,0.2,27.8,2.0,2.3,84.3,4.1,8.3,49.8,1.224,0.5
Harrison Barnes,SF,82,82.0,28.3,10.1,1.4,4.1,5.5,1.4,0.7,0.2,0.9,1.8,1.6,13.41,3.9,8.0,48.2,1.1,2.6,40.5,1.3,1.8,72.0,2.8,5.4,51.9,1.261,0.55
David Lee,PF,49,4.0,18.4,7.9,1.7,3.6,5.2,1.7,0.6,0.5,1.0,1.7,1.7,17.9,3.3,6.4,51.1,0.0,0.0,0.0,1.4,2.1,65.4,3.3,6.3,51.4,1.24,0.51
Andre Iguodala,SF,77,0.0,26.9,7.8,0.6,2.8,3.3,3.0,1.2,0.3,1.1,1.3,2.6,12.34,3.0,6.4,46.6,1.0,2.8,34.9,0.9,1.5,59.6,2.0,3.7,55.3,1.218,0.54
Leandro Barbosa,G,66,1.0,14.9,7.1,0.3,1.0,1.4,1.5,0.6,0.1,0.7,1.3,2.3,15.33,2.8,5.8,47.4,0.7,1.7,38.4,0.9,1.1,78.4,2.1,4.2,51.1,1.21,0.53
Andrew Bogut,C,67,65.0,23.6,6.3,2.1,6.0,8.1,2.7,0.6,1.7,1.6,2.8,1.7,15.82,3.0,5.3,56.3,0.0,0.0,0.0,0.3,0.6,52.4,3.0,5.3,56.3,1.189,0.56
Shaun Livingston,G,78,2.0,18.8,5.9,0.6,1.8,2.3,3.3,0.6,0.3,1.3,1.4,2.5,12.91,2.5,5.1,50.0,0.0,0.0,0.0,0.8,1.2,71.4,2.5,5.1,50.3,1.1640000000000001,0.5
Festus Ezeli,C,46,7.0,11.0,4.4,1.3,2.1,3.4,0.2,0.2,0.9,0.7,1.7,0.3,16.21,1.7,3.0,54.7,0.0,0.0,0.0,1.1,1.7,62.8,1.7,3.0,54.7,1.446,0.55
Justin Holiday,SG,59,4.0,11.1,4.3,0.2,1.0,1.2,0.8,0.7,0.2,0.5,0.9,1.7,12.13,1.5,4.0,38.7,0.6,1.8,32.1,0.6,0.8,82.2,0.9,2.1,44.4,1.081,0.46
James Michael McAdoo,SF,15,0.0,9.1,4.1,1.0,1.5,2.5,0.1,0.3,0.6,0.4,1.4,0.3,17.79,1.6,2.9,54.5,0.0,0.0,0.0,0.9,1.7,56.0,1.6,2.9,54.5,1.409,0.55
Ognjen Kuzmic,C,16,0.0,4.5,1.3,0.4,0.6,1.1,0.4,0.1,0.1,0.3,0.8,1.2,12.93,0.5,0.8,66.7,0.0,0.0,0.0,0.3,0.3,100.0,0.5,0.8,66.7,1.6669999999999998,0.67
Brandon Rush,F,33,0.0,8.2,0.9,0.1,1.1,1.2,0.4,0.2,0.4,0.3,0.8,1.1,0.8,0.3,1.6,20.4,0.1,0.8,11.1,0.2,0.3,45.5,0.2,0.8,29.6,0.556,0.23
Total,gs,82,,,110.0,10.4,34.3,44.7,27.4,9.3,6.0,14.1,19.9,1.9,,41.6,87.0,47.8,10.8,27.0,39.8,16.0,20.8,76.8,30.8,60.0,51.4,1.263,0.54
James Harden,SG,81,81.0,36.8,27.4,0.9,4.7,5.7,7.0,1.9,0.7,4.0,2.6,1.8,26.76,8.0,18.1,44.0,2.6,6.9,37.5,8.8,10.2,86.8,5.4,11.3,48.0,1.508,0.51
Dwight Howard,C,41,41.0,29.8,15.8,2.7,7.8,10.5,1.2,0.7,1.3,2.8,3.3,0.4,19.31,6.1,10.3,59.3,0.0,0.0,50.0,3.5,6.6,52.8,6.1,10.3,59.4,1.527,0.59
Trevor Ariza,SF,82,82.0,35.7,12.8,0.9,4.7,5.6,2.5,1.9,0.2,1.7,2.3,1.5,12.74,4.5,11.1,40.2,2.4,6.8,35.0,1.5,1.7,85.3,2.1,4.3,48.5,1.1520000000000001,0.51
Donatas Motiejunas,F,71,62.0,28.7,12.0,1.9,4.0,5.9,1.8,0.8,0.5,1.7,2.9,1.1,14.44,5.0,9.9,50.4,0.7,1.9,36.8,1.4,2.3,60.2,4.3,8.0,53.6,1.2209999999999999,0.54
Josh Smith,PF,55,7.0,25.5,12.0,1.8,4.1,6.0,2.6,0.9,1.2,2.4,2.7,1.1,15.3,4.7,10.8,43.8,1.1,3.5,33.0,1.4,2.6,52.1,3.6,7.4,48.9,1.107,0.49
Corey Brewer,F,56,1.0,25.1,11.9,0.9,2.8,3.6,1.7,1.1,0.3,1.4,2.0,1.2,14.05,4.4,10.4,42.9,1.0,3.5,28.4,2.0,2.6,76.4,3.5,6.9,50.3,1.148,0.48
Terrence Jones,PF,33,24.0,26.9,11.7,2.4,4.3,6.7,1.1,0.5,1.8,1.1,2.4,1.0,18.31,4.8,9.1,52.8,0.4,1.1,35.1,1.7,2.8,60.6,4.4,7.9,55.3,1.291,0.55
Patrick Beverley,PG,56,55.0,30.8,10.1,1.2,3.0,4.2,3.4,1.1,0.4,1.5,3.3,2.3,11.37,3.6,9.5,38.3,2.1,5.8,35.6,0.8,1.1,75.0,1.6,3.7,42.6,1.068,0.49
Jason Terry,G,77,18.0,21.3,7.0,0.2,1.4,1.6,1.9,0.9,0.2,1.0,1.5,2.0,11.48,2.4,5.8,42.2,1.6,4.2,39.0,0.5,0.6,81.3,0.8,1.6,50.4,1.213,0.56
Isaiah Canaan,G,25,9.0,14.8,6.2,0.4,0.9,1.3,1.2,0.6,0.0,0.9,1.1,1.3,11.84,2.1,5.2,40.5,1.3,3.4,38.1,0.6,0.8,76.2,0.8,1.9,44.7,1.176,0.53
Kostas Papanikolaou,SF,43,1.0,18.5,4.2,0.9,1.8,2.7,2.0,0.7,0.3,1.3,1.7,1.5,7.78,1.6,4.6,35.0,0.7,2.5,29.2,0.3,0.4,72.2,0.9,2.1,41.8,0.924,0.43
Tarik Black,C,25,12.0,15.7,4.2,2.3,2.8,5.1,0.3,0.2,0.1,0.8,2.2,0.4,11.59,1.8,3.3,54.2,0.0,0.0,0.0,0.6,1.2,51.7,1.8,3.3,54.9,1.265,0.54
Alexey Shved,PG,9,0.0,6.6,3.2,0.1,0.3,0.4,0.3,0.1,0.0,0.6,0.2,0.6,9.35,0.9,2.7,33.3,0.4,1.3,33.3,1.0,1.2,81.8,0.4,1.3,33.3,1.208,0.42
Francisco Garcia,SG,14,0.0,14.3,3.2,0.2,1.0,1.2,1.1,0.6,0.4,0.7,1.4,1.5,3.62,1.2,4.5,27.0,0.7,3.2,22.2,0.1,0.3,25.0,0.5,1.3,38.9,0.7140000000000001,0.35
Pablo Prigioni,PG,24,0.0,16.8,3.0,0.5,1.1,1.6,2.8,1.1,0.0,0.6,1.5,4.5,11.36,1.0,2.8,34.3,0.6,2.1,27.5,0.5,0.6,86.7,0.4,0.7,56.3,1.09,0.45
Troy Daniels,G,17,0.0,6.4,2.7,0.0,0.4,0.4,0.2,0.0,0.0,0.3,0.8,0.8,4.55,0.9,2.8,31.9,0.8,2.5,30.2,0.2,0.2,75.0,0.1,0.2,50.0,0.9790000000000001,0.46
Joey Dorsey,PF,69,17.0,12.4,2.7,1.5,2.6,4.0,0.4,0.6,0.4,0.6,2.3,0.6,11.1,1.2,2.1,55.2,0.0,0.0,0.0,0.3,1.2,28.9,1.2,2.1,55.6,1.2690000000000001,0.55
Clint Capela,C,12,0.0,7.5,2.7,0.8,2.2,3.0,0.2,0.1,0.8,0.4,1.2,0.4,12.12,1.2,2.4,48.3,0.0,0.0,0.0,0.3,1.9,17.4,1.2,2.4,48.3,1.103,0.48
Nick Johnson,G,28,0.0,9.4,2.6,0.5,0.9,1.4,0.4,0.3,0.1,0.7,1.2,0.6,4.79,0.9,2.7,34.7,0.2,0.8,23.8,0.6,0.9,68.0,0.8,1.9,38.9,0.987,0.38
KJ McDaniels,F,10,0.0,3.3,1.1,0.1,0.4,0.5,0.2,0.0,0.2,0.1,0.5,2.0,4.61,0.5,1.5,33.3,0.0,0.3,0.0,0.1,0.2,50.0,0.5,1.2,41.7,0.733,0.33
Total,hou,82,,,103.9,11.7,32.0,43.7,22.2,9.5,5.0,15.9,22.0,1.4,,37.0,83.3,44.4,11.4,32.7,34.8,18.6,26.0,71.5,25.6,50.6,50.6,1.247,0.51
George Hill,PG,43,36.0,29.5,16.1,0.6,3.6,4.2,5.1,1.0,0.3,1.6,2.6,3.2,21.52,5.9,12.4,47.7,1.6,4.5,35.8,2.6,3.3,79.0,4.3,8.0,54.4,1.2930000000000001,0.54
C.J. Miles,SG,70,40.0,26.3,13.5,0.3,2.8,3.1,1.1,0.9,0.4,1.0,1.9,1.0,14.18,4.7,11.8,39.8,2.2,6.4,34.5,1.9,2.3,80.7,2.5,5.4,45.9,1.139,0.49
Rodney Stuckey,PG,71,36.0,26.4,12.6,0.5,3.0,3.5,3.1,0.8,0.1,1.7,1.8,1.9,15.48,4.7,10.6,44.0,0.8,2.0,39.0,2.5,3.0,81.9,3.9,8.6,45.2,1.188,0.48
David West,F,66,66.0,28.7,11.7,1.6,5.2,6.8,3.4,0.7,0.7,1.8,2.4,1.9,16.06,4.9,10.4,47.1,0.1,0.3,20.0,1.8,2.4,73.9,4.8,10.1,47.9,1.121,0.47
Roy Hibbert,C,76,76.0,25.3,10.6,2.1,5.1,7.1,1.1,0.2,1.6,1.4,2.8,0.8,15.47,4.2,9.3,44.6,0.0,0.0,0.0,2.2,2.7,82.4,4.2,9.3,44.8,1.13,0.45
A.J. Price,PG,10,0.0,19.3,10.5,0.2,1.2,1.4,2.7,0.4,0.0,1.0,0.9,2.7,17.13,3.9,8.9,43.8,1.5,3.9,38.5,1.2,1.8,66.7,2.4,5.0,48.0,1.18,0.52
C.J. Watson,PG,57,21.0,24.9,10.0,0.3,2.5,2.9,3.6,1.0,0.2,1.8,1.9,2.1,15.43,3.2,7.3,43.4,1.2,3.1,40.0,2.4,2.9,82.6,1.9,4.2,45.9,1.367,0.52
Luis Scola,F,81,16.0,20.5,9.4,1.7,4.8,6.5,1.3,0.6,0.2,1.2,2.4,1.1,16.84,3.7,7.9,46.7,0.1,0.2,25.0,2.0,2.8,69.9,3.6,7.7,47.4,1.188,0.47
Solomon Hill,SF,82,78.0,29.0,8.9,0.9,3.0,3.8,2.2,0.8,0.2,1.4,2.2,1.6,10.2,3.1,7.7,39.6,0.8,2.5,32.7,1.9,2.4,82.4,2.2,5.2,43.0,1.15,0.45
Paul George,SG,6,0.0,15.2,8.8,0.7,3.0,3.7,1.0,0.8,0.2,2.0,1.8,0.5,13.02,3.0,8.2,36.7,1.5,3.7,40.9,1.3,1.8,72.7,1.5,4.5,33.3,1.082,0.46
Donald Sloan,G,53,21.0,20.9,7.4,0.2,2.5,2.7,3.6,0.4,0.0,1.2,0.9,2.9,13.16,2.7,6.7,40.8,0.8,2.5,31.3,1.1,1.5,77.9,2.0,4.2,46.4,1.101,0.47
Chris Copeland,SF,50,12.0,16.6,6.2,0.5,1.8,2.2,1.0,0.2,0.2,1.2,1.6,0.9,7.44,2.2,6.2,36.1,1.0,3.3,31.1,0.7,0.9,73.3,1.2,2.9,42.0,0.997,0.45
Lavoy Allen,F,63,0.0,17.0,5.0,2.0,3.2,5.1,1.2,0.2,0.7,0.6,1.6,1.8,14.91,2.2,4.7,47.2,0.0,0.0,0.0,0.5,0.7,70.2,2.2,4.7,47.2,1.054,0.47
