PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
Mike Conley,56,31.4,.538,28.0,6.9,23.2,1.6,9.3,5.3,19.45,222.0,7.4
Marcus Thornton,61,18.2,.511,11.9,7.2,23.1,3.8,11.3,7.5,14.81,71.3,2.4
Karl-Anthony Towns,82,32.0,.590,10.0,11.3,23.1,10.2,27.5,19.0,22.59,469.9,15.7
Tim Frazier,51,14.5,.499,33.2,13.3,23.1,3.8,12.8,8.2,13.90,32.0,1.1
Charlie Villanueva,62,10.7,.473,6.1,7.9,23.0,4.0,21.1,12.6,12.01,5.0,0.2
Aaron Brooks,69,16.1,.494,23.7,10.8,23.0,2.0,7.5,4.8,11.87,14.5,0.5
Kristaps Porzingis,72,28.4,.518,7.8,10.0,22.9,7.1,20.7,14.0,17.80,192.6,6.4
Marc Gasol,52,34.4,.528,17.4,10.5,22.9,3.5,20.2,11.5,17.74,190.9,6.4
Jarrett Jack,32,32.1,.505,32.0,12.8,22.8,1.0,14.1,7.4,14.49,53.5,1.8
Paul Millsap,81,32.7,.556,15.6,11.2,22.7,8.4,21.5,15.1,21.33,388.5,13.0
Andre Drummond,81,32.9,.499,4.4,10.1,22.6,15.6,34.2,24.5,21.30,425.8,14.2
Ryan Anderson,66,30.4,.546,6.1,7.5,22.6,7.0,15.2,10.9,17.30,173.8,5.8
Archie Goodwin,57,19.5,.498,16.3,13.8,22.6,2.6,11.5,6.9,11.16,10.9,0.4
Zach LaVine,82,28.0,.548,17.3,10.7,22.6,1.4,10.1,5.8,14.34,114.3,3.8
Mo Williams,41,18.2,.527,20.6,12.0,22.5,0.9,9.9,5.5,12.50,16.7,0.6
Derrick Favors,62,32.0,.551,8.4,9.3,22.4,10.0,19.6,14.8,21.71,302.1,10.1
Al Jefferson,47,23.3,.507,10.6,5.2,22.4,5.6,24.6,15.0,18.26,125.3,4.2
Khris Middleton,79,36.1,.560,18.5,10.1,22.4,1.8,10.2,6.1,16.85,270.1,9.0
Kevin Love,77,31.5,.553,12.8,9.8,22.4,7.0,28.4,17.8,19.08,274.4,9.1
D.J. Augustin,62,19.0,.575,28.8,12.2,22.3,0.8,8.0,4.4,13.94,51.6,1.7
David Lee,55,16.4,.568,16.0,12.5,22.3,12.0,24.6,18.2,19.64,109.7,3.7
Victor Oladipo,72,33.0,.534,18.6,10.1,22.3,2.2,14.0,8.0,16.77,222.6,7.4
Devin Booker,76,27.7,.535,14.9,11.9,22.3,1.4,8.4,4.8,12.00,47.1,1.6
Greg Monroe,79,29.3,.562,12.9,9.3,22.2,10.9,23.4,17.2,21.87,389.2,13.0
Will Barton,82,28.7,.535,14.1,9.6,22.2,2.7,20.0,11.2,16.07,195.6,6.5
Carl Landry,36,15.8,.605,9.3,6.4,22.2,9.1,19.2,14.0,22.51,93.5,3.1
Mirza Teletovic,79,21.3,.571,8.7,8.3,22.1,3.5,16.3,9.7,16.27,120.0,4.0
Ish Smith,77,29.1,.465,29.2,10.2,22.1,2.0,13.2,7.4,14.97,132.6,4.4
Deron Williams,65,32.4,.530,27.1,10.8,22.1,1.0,8.9,5.0,14.68,115.6,3.9
Goran Dragic,72,32.8,.537,27.0,11.9,22.1,2.7,10.4,6.6,15.57,161.3,5.4
Danilo Gallinari,53,34.7,.582,12.3,7.0,22.0,3.1,14.0,8.5,19.04,234.3,7.8
Enes Kanter,82,21.0,.626,3.4,11.8,21.9,16.7,24.9,21.0,24.09,346.5,11.6
Lou Williams,67,28.5,.584,14.5,9.3,21.9,1.7,8.1,4.8,17.76,206.8,6.9
Kevin Martin,55,19.9,.520,9.6,8.9,21.8,1.5,10.0,5.8,11.52,16.7,0.6
Giannis Antetokounmpo,80,35.3,.566,19.8,11.9,21.8,4.6,20.0,12.4,18.86,352.1,11.7
Derrick Williams,80,17.9,.550,9.2,7.5,21.8,3.6,18.7,11.3,17.28,123.9,4.1
Jordan Clarkson,79,32.3,.516,12.7,8.9,21.8,3.8,9.6,6.6,14.34,127.0,4.2
Josh Smith,55,16.0,.439,16.5,14.1,21.6,6.4,17.5,12.0,10.62,0.2,0.0
Tony Parker,72,27.5,.546,29.3,10.1,21.6,1.0,8.8,5.1,16.22,154.2,5.1
Michael Carter-Williams,54,30.5,.497,26.5,14.4,21.5,3.4,15.7,9.6,13.98,73.4,2.4
Tyler Zeller,60,11.8,.539,7.0,11.2,21.5,9.1,17.6,13.3,15.42,51.1,1.7
Andrea Bargnani,46,13.8,.500,5.2,7.5,21.4,4.9,12.4,8.6,11.89,0.0,0.0
Elfrid Payton,73,29.4,.478,32.0,12.1,21.4,3.9,9.6,6.7,13.98,95.3,3.2
Ramon Sessions,82,20.3,.565,22.3,10.7,21.3,1.6,12.2,6.8,15.93,122.7,4.1
Kevin Seraphin,48,11.0,.435,15.4,14.1,21.3,6.5,19.5,13.1,10.84,1.9,0.1
Norris Cole,45,26.6,.465,22.1,9.9,21.3,0.9,13.5,7.0,10.85,-2.7,-0.1
Rajon Rondo,72,35.2,.506,42.7,14.1,21.3,3.3,15.2,9.3,16.92,224.1,7.5
Nicolas Batum,70,35.0,.546,25.7,13.1,21.3,2.4,16.8,9.6,15.69,189.6,6.3
Jeremy Lin,78,26.3,.534,18.9,12.1,21.2,2.2,11.4,6.8,13.80,85.6,2.9
C.J. Miles,64,22.9,.547,7.7,8.5,21.1,1.9,11.1,6.5,14.08,78.2,2.6
Jared Sullinger,81,23.6,.476,16.0,8.7,21.1,10.6,27.0,18.7,16.78,176.6,5.9
Boban Marjanovic,54,9.4,.662,7.7,10.6,21.0,16.9,26.2,21.7,27.77,130.2,4.3
Rudy Gay,70,34.0,.538,8.7,10.1,20.9,4.7,15.9,10.4,15.51,178.0,5.9
Shabazz Muhammad,82,20.5,.548,5.7,7.7,20.9,7.0,11.4,9.2,15.26,119.4,4.0
Monta Ellis,81,33.8,.504,22.6,12.0,20.9,1.7,9.1,5.4,13.79,134.4,4.5
Cameron Payne,57,12.2,.490,24.5,10.0,20.8,1.5,11.2,6.6,12.95,20.3,0.7
Rodney Hood,79,32.2,.542,15.2,8.9,20.8,1.8,10.5,6.1,14.17,139.0,4.6
JJ Redick,75,28.0,.632,9.2,6.8,20.7,0.5,6.6,3.6,17.58,221.6,7.4
Jason Smith,76,15.5,.513,9.5,8.7,20.6,4.9,15.8,10.3,14.72,56.7,1.9
Donatas Motiejunas,37,14.8,.504,13.1,14.0,20.5,7.4,14.6,11.0,11.34,-1.3,-0.0
Kyle O'Quinn,65,11.8,.520,16.7,14.2,20.5,11.0,24.5,17.9,17.50,68.5,2.3
Nene,57,19.2,.564,15.2,11.9,20.4,5.2,21.6,13.2,16.86,102.2,3.4
Jeremy Lamb,66,18.6,.528,11.4,7.4,20.4,3.9,18.7,11.2,15.92,99.3,3.3
Thaddeus Young,73,33.0,.533,10.4,10.4,20.4,8.1,23.0,15.4,17.58,218.4,7.3
Julius Randle,81,28.2,.482,11.6,12.0,20.2,7.8,32.0,19.5,13.92,82.6,2.8
Kelly Olynyk,69,20.2,.561,13.3,9.4,20.1,5.4,16.2,10.7,16.33,119.4,4.0
Nikola Mirotic,66,24.9,.564,11.2,11.5,20.0,3.8,19.1,11.6,15.63,101.6,3.4
Shabazz Napier,55,10.9,.460,26.7,12.6,19.9,1.6,8.6,5.1,9.62,-12.3,-0.4
Brandon Jennings,48,18.1,.491,30.1,10.1,19.9,2.0,10.4,6.1,13.75,35.6,1.2
Robert Covington,67,28.4,.543,9.4,13.9,19.9,3.6,20.9,12.0,13.24,77.9,2.6
Kenneth Faried,67,25.3,.577,8.8,10.2,19.8,15.1,23.0,19.0,21.06,241.7,8.1
Rodney Stuckey,58,22.0,.504,19.4,10.4,19.8,1.6,11.7,6.7,12.65,31.5,1.0
Tobias Harris,76,33.1,.560,13.3,8.5,19.7,4.1,18.6,11.2,16.23,215.1,7.2
Ricky Rubio,76,30.6,.529,41.7,12.3,19.7,2.0,14.1,8.2,17.64,230.3,7.7
Nikola Jokic,80,21.7,.582,19.4,10.6,19.6,11.4,24.7,17.9,21.58,284.1,9.5
Jabari Parker,76,31.7,.535,10.4,9.3,19.6,5.9,12.8,9.4,14.83,119.5,4.0
Draymond Green,81,34.7,.587,32.8,14.2,19.5,5.5,23.0,14.7,19.31,327.4,10.9
Chandler Parsons,61,29.5,.589,17.3,9.7,19.5,1.8,15.6,8.7,16.31,155.9,5.2
Al Horford,82,32.1,.565,17.8,7.3,19.5,6.3,18.2,12.4,19.46,347.8,11.6
Patty Mills,81,20.5,.541,24.1,8.1,19.5,1.9,8.7,5.4,14.69,91.6,3.1
Bobby Portis,62,17.8,.469,9.1,9.5,19.4,12.0,20.0,16.1,13.90,39.4,1.3
Alex Len,78,23.3,.482,10.0,14.9,19.4,10.4,25.4,17.7,12.49,51.4,1.7
Eric Gordon,45,32.9,.565,15.1,9.1,19.3,0.7,6.9,3.7,13.52,66.7,2.2
Evan Fournier,79,32.5,.587,15.5,9.6,19.3,1.4,8.4,4.9,14.71,161.0,5.4
Jonas Valanciunas,60,26.0,.610,5.6,11.2,19.3,13.8,26.3,20.1,22.63,279.6,9.3
Myles Turner,60,22.8,.531,5.9,9.7,19.2,5.5,21.0,13.3,15.51,81.8,2.7
Darren Collison,74,30.0,.591,24.0,9.8,19.2,1.4,6.8,4.1,15.91,162.5,5.4
Gerald Henderson,72,19.9,.526,10.2,9.2,19.1,2.3,13.7,8.0,12.97,52.8,1.8
Evan Turner,81,28.0,.513,26.4,12.4,19.1,2.3,16.5,9.3,13.65,106.9,3.6
Jerian Grant,76,16.6,.479,25.0,12.3,19.1,2.0,10.2,6.2,11.20,3.8,0.1
Stanley Johnson,73,23.1,.460,13.5,13.0,19.1,3.6,16.7,9.9,8.73,-44.5,-1.5
Gary Neal,40,20.2,.558,11.1,6.8,19.0,1.5,10.2,5.8,13.59,0.0,0.0
Toney Douglas,61,20.7,.543,22.1,9.0,19.0,2.1,10.7,6.3,14.74,70.4,2.3
Jordan Hill,73,20.7,.534,11.1,11.8,19.0,11.3,21.2,16.3,16.42,131.5,4.4
Jon Leuer,67,18.7,.555,11.0,11.4,18.9,6.4,26.3,16.1,16.24,88.8,3.0
Avery Bradley,76,33.4,.538,11.8,8.1,18.9,2.0,7.3,4.6,13.25,85.1,2.8
Andrew Nicholson,56,14.7,.567,6.2,10.1,18.8,4.5,22.8,13.5,14.85,41.1,1.4
Jeff Green,80,28.2,.510,12.0,8.1,18.8,3.6,13.2,8.3,13.04,85.3,2.8
Ian Clark,66,8.8,.544,19.8,13.3,18.8,2.6,9.7,6.3,11.57,9.2,0.3
Marco Belinelli,68,24.6,.500,14.1,8.9,18.8,0.7,6.9,3.8,9.49,-25.2,-0.8
Hassan Whiteside,73,29.1,.629,2.9,13.8,18.8,13.1,32.4,23.1,25.69,478.5,16.0
T.J. Warren,47,22.8,.549,8.1,5.9,18.8,5.7,9.3,7.5,15.78,84.3,2.8
JaMychal Green,78,18.5,.520,9.5,11.8,18.7,10.5,19.3,14.7,14.68,68.7,2.3
Alexis Ajinca,59,14.6,.514,7.3,12.6,18.7,9.3,25.9,17.3,13.90,42.3,1.4
Kent Bazemore,75,27.8,.551,15.5,12.5,18.7,1.5,18.0,9.9,13.42,90.7,3.0
Isaiah Canaan,77,25.5,.528,13.3,8.8,18.7,1.1,8.8,4.8,11.10,2.8,0.1
Shane Larkin,78,22.4,.515,33.0,14.1,18.6,1.8,9.9,5.8,13.36,61.5,2.1
Kris Humphries,53,15.8,.517,8.9,9.4,18.6,0.0,0.0,0.0,13.12,20.2,0.7
Thomas Robinson,71,12.9,.453,10.1,15.2,18.6,16.4,27.8,22.0,14.54,41.6,1.4
Joffrey Lauvergne,59,17.6,.567,10.8,10.4,18.5,8.1,23.1,15.4,15.80,80.8,2.7
Markel Brown,62,15.8,.500,17.9,10.6,18.4,2.6,11.5,7.0,11.31,11.9,0.4
Luis Scola,76,21.5,.523,8.6,8.8,18.2,6.0,19.0,12.6,13.67,53.1,1.8
Gerald Green,69,22.6,.491,7.7,6.3,18.2,1.9,9.7,5.9,10.15,-8.1,-0.3
Bojan Bogdanovic,79,26.8,.550,9.7,11.3,18.2,1.9,11.8,6.8,10.79,9.2,0.3
T.J. McConnell,81,19.8,.511,37.1,14.2,18.1,2.8,14.5,8.5,14.52,84.4,2.8
Mario Chalmers,61,22.5,.561,25.6,12.2,18.1,1.9,11.5,6.5,17.33,0.0,0.0
Raymond Felton,80,27.4,.502,24.4,10.4,18.1,1.8,11.1,6.5,11.93,30.3,1.0
Austin Rivers,67,21.9,.523,13.6,8.4,18.1,1.7,7.9,4.8,11.15,3.2,0.1
Terrence Jones,50,20.9,.519,8.1,9.6,18.0,6.5,15.9,11.1,13.56,32.0,1.1
Joe Johnson,81,33.4,.538,22.7,11.4,18.0,2.0,10.2,6.1,12.01,61.0,2.0
John Henson,57,16.8,.580,11.7,13.9,18.0,10.4,15.8,13.2,18.63,102.2,3.4
Marcus Morris Sr.,80,35.7,.531,14.3,10.0,17.9,3.3,12.4,7.7,12.77,54.1,1.8
Jonathon Simmons,55,14.8,.586,14.7,13.5,17.9,2.3,10.8,6.7,11.98,17.9,0.6
Ersan Ilyasova,74,25.4,.526,7.7,8.2,17.8,8.1,15.6,11.7,14.26,77.5,2.6
Vince Carter,60,16.8,.520,11.9,7.4,17.7,3.4,13.6,8.3,12.75,33.8,1.1
P.J. Hairston,66,19.9,.470,7.4,8.0,17.7,2.1,12.8,7.3,6.93,-69.9,-2.3
Marcelinho Huertas,53,16.4,.488,36.1,15.8,17.7,2.2,9.2,5.6,10.38,-8.0,-0.3
Aron Baynes,81,15.2,.563,8.9,11.7,17.7,11.9,22.5,17.0,17.80,132.5,4.4
Nerlens Noel,67,29.3,.544,12.6,16.3,17.6,8.2,22.2,15.0,16.28,140.1,4.7
Jae Crowder,73,31.6,.565,11.9,7.3,17.6,3.2,14.2,8.6,15.85,184.2,6.1
Kentavious Caldwell-Pope,76,36.7,.521,10.6,8.1,17.5,2.6,8.6,5.5,12.41,79.4,2.6
David West,78,18.0,.573,20.6,9.8,17.5,6.0,18.6,12.5,17.66,129.0,4.3
Marcin Gortat,75,30.1,.592,9.8,11.2,17.5,10.8,26.3,18.4,19.04,284.3,9.5
Jameer Nelson,39,26.6,.464,32.8,11.4,17.4,2.0,10.4,6.2,9.53,-22.8,-0.8
Matt Barnes,76,28.8,.503,15.7,11.7,17.4,4.2,18.3,10.9,11.71,39.4,1.3
Channing Frye,70,17.1,.586,14.9,9.0,17.4,3.2,18.6,10.9,12.99,26.6,0.9
Tyler Ennis,46,14.2,.510,27.7,13.4,17.4,2.3,10.7,6.6,10.70,-2.9,-0.1
Dion Waiters,78,27.6,.492,14.7,11.4,17.4,1.9,8.0,5.1,9.39,-35.6,-1.2
Dwight Howard,71,32.1,.604,9.1,15.5,17.3,11.4,29.1,20.2,18.99,285.6,9.5
Nick Young,54,19.1,.483,7.2,6.4,17.3,1.4,9.0,5.1,9.13,-21.1,-0.7
Marcus Smart,61,27.3,.463,21.3,9.2,17.3,4.8,11.6,8.1,11.34,8.5,0.3
Raul Neto,81,18.5,.530,23.8,14.9,17.3,1.3,8.0,4.7,10.28,-16.2,-0.5
Donald Sloan,61,21.6,.536,36.0,10.8,17.3,1.4,13.5,7.4,13.98,58.5,2.0
DeMarre Carroll,26,30.2,.490,7.8,8.1,17.2,4.6,13.1,8.9,11.94,16.9,0.6
Devin Harris,64,20.0,.559,19.0,10.7,17.2,1.5,10.3,5.9,13.17,41.5,1.4
Tim Duncan,61,25.2,.523,21.7,12.0,17.2,8.8,23.8,16.6,16.98,146.2,4.9
Cole Aldrich,60,13.3,.626,13.3,17.0,17.2,11.9,27.1,19.6,21.35,128.4,4.3
Mason Plumlee,82,25.4,.564,21.6,14.7,17.1,10.4,22.2,16.3,17.24,206.6,6.9
JR Smith,77,30.7,.542,12.1,5.5,17.1,2.1,8.3,5.2,12.43,68.1,2.3
Corey Brewer,82,20.4,.481,13.6,9.7,17.1,2.8,10.4,6.6,9.97,-13.3,-0.4
Leandro Barbosa,68,15.9,.545,15.4,10.0,17.1,3.0,8.4,5.8,11.81,21.1,0.7
Cory Joseph,80,25.6,.512,24.7,10.1,17.0,2.2,9.4,5.9,12.43,43.8,1.5
Arron Afflalo,71,33.4,.531,13.3,7.6,17.0,1.1,11.0,6.1,10.98,16.9,0.6
Norman Powell,49,14.8,.541,14.2,9.7,17.0,2.6,14.8,8.8,13.36,30.9,1.0
Tyus Jones,37,15.5,.450,34.4,10.5,17.0,1.4,8.0,4.8,11.28,2.4,0.1
Seth Curry,44,15.7,.603,19.1,10.3,17.0,1.4,7.9,4.7,13.90,35.1,1.2
Jerami Grant,77,26.8,.506,13.7,11.2,17.0,5.0,14.3,9.5,12.68,67.2,2.2
Dwight Powell,69,14.4,.557,9.9,9.0,16.9,9.3,20.9,15.1,16.87,79.6,2.7
Trey Lyles,80,17.3,.517,9.9,10.9,16.9,5.0,20.2,12.6,11.70,4.0,0.1
Boris Diaw,76,18.2,.582,25.5,14.1,16.9,4.9,13.9,9.6,14.00,70.4,2.3
Terrence Ross,73,23.9,.551,7.4,6.1,16.9,1.4,10.6,6.1,12.95,63.8,2.1
Matthew Dellavedova,76,24.6,.527,33.9,11.7,16.9,2.0,7.8,4.9,11.31,8.8,0.3
Meyers Leonard,61,21.9,.561,14.7,12.3,16.9,4.1,21.4,12.8,11.36,-2.8,-0.1
Festus Ezeli,46,16.7,.559,9.0,10.7,16.8,13.5,21.9,18.0,17.77,82.4,2.7
Randy Foye,81,20.3,.461,21.1,11.3,16.8,1.6,8.8,5.2,7.60,-71.2,-2.4
O.J. Mayo,41,26.6,.474,22.3,13.6,16.8,1.4,9.6,5.5,7.73,-45.1,-1.5
Omri Casspi,69,27.2,.587,10.8,10.7,16.7,3.4,20.1,11.8,13.96,97.2,3.2
Robin Lopez,82,27.1,.574,11.6,13.6,16.7,13.4,16.2,14.8,17.66,233.8,7.8
Ben McLemore,68,21.2,.531,11.6,14.6,16.6,2.6,8.5,5.6,8.67,-39.4,-1.3
Spencer Hawes,57,18.2,.508,21.7,11.6,16.6,5.3,20.6,12.9,12.41,14.1,0.5
Serge Ibaka,78,32.1,.533,6.0,9.9,16.6,6.5,16.2,11.6,13.99,92.9,3.1
Richaun Holmes,51,13.8,.564,10.3,10.0,16.6,9.3,11.7,10.5,15.93,46.4,1.5
Aaron Gordon,78,23.9,.541,14.9,7.7,16.6,9.0,21.3,15.1,17.07,154.9,5.2
Paul Pierce,68,18.1,.489,12.8,10.5,16.5,1.1,15.2,8.2,8.29,-40.6,-1.4
Sasha Vujacic,61,14.9,.503,19.9,10.4,16.5,3.2,14.6,9.0,11.10,8.1,0.3
Luke Babbitt,47,18.0,.526,13.7,5.9,16.5,3.2,16.7,9.7,11.60,13.8,0.5
Wayne Ellington,76,21.3,.498,11.6,6.3,16.5,1.4,10.9,6.1,10.19,-7.4,-0.2
Amar'e Stoudemire,52,14.7,.599,8.3,14.5,16.5,10.0,22.6,16.5,17.34,66.4,2.2
Luol Deng,74,32.4,.549,13.3,7.7,16.4,5.3,15.4,10.5,15.02,161.4,5.4
Tyler Johnson,36,24.0,.579,19.9,11.8,16.4,3.8,10.3,7.2,13.80,42.5,1.4
Jerryd Bayless,52,28.9,.568,22.9,10.2,16.3,1.6,9.0,5.4,12.43,32.1,1.1
Mario Hezonja,79,17.9,.541,16.8,15.0,16.3,2.2,11.8,6.9,9.49,-21.3,-0.7
Al-Farouq Aminu,82,28.5,.533,13.2,11.5,16.3,4.5,18.6,11.5,12.76,79.0,2.6
Mike Scott,75,15.3,.575,14.9,8.0,16.2,5.2,14.2,9.8,14.06,43.9,1.5
Steve Blake,58,17.0,.510,37.8,15.3,16.2,1.0,9.2,4.9,9.81,-17.5,-0.6
Doug McDermott,81,23.0,.561,7.4,6.7,16.2,2.1,8.8,5.5,10.99,13.5,0.5
Beno Udrih,44,16.1,.496,30.9,14.1,16.2,1.3,10.1,5.8,9.54,0.0,0.0
Wesley Matthews,78,33.9,.532,13.2,6.8,16.1,1.1,8.8,4.9,10.91,16.2,0.5
Darrell Arthur,70,21.7,.514,14.2,9.8,16.1,6.2,15.4,10.7,12.55,23.7,0.8
Anthony Morrow,68,13.6,.543,6.1,4.3,16.0,1.2,5.8,3.6,10.74,3.3,0.1
Frank Kaminsky,81,21.1,.513,13.1,7.8,16.0,4.4,17.2,10.7,12.51,48.6,1.6
Tony Allen,64,25.3,.505,10.3,11.5,16.0,7.0,14.1,10.4,12.94,59.0,2.0
Nik Stauskas,73,24.8,.517,16.6,11.3,15.9,1.3,10.0,5.5,9.22,-34.6,-1.2
Gary Harris,76,32.1,.566,13.8,9.2,15.9,2.4,7.7,5.0,12.78,83.1,2.8
Lance Thomas,59,22.3,.557,9.7,10.5,15.9,2.9,8.0,5.4,10.45,-1.0,-0.0
Gorgui Dieng,82,27.1,.601,14.7,14.4,15.9,8.3,22.1,15.3,17.17,217.6,7.3
Kelly Oubre Jr.,63,10.7,.507,4.7,12.2,15.7,4.1,18.4,11.1,8.25,-22.5,-0.8
Allen Crabbe,81,26.0,.572,11.1,7.2,15.6,1.4,9.7,5.6,12.26,55.4,1.8
Marvin Williams,81,28.9,.585,11.2,6.3,15.6,5.9,18.6,12.2,16.90,188.3,6.3
George Hill,74,34.1,.555,22.2,8.7,15.6,2.5,10.3,6.5,13.22,83.6,2.8
E'Twaun Moore,59,21.4,.548,17.8,9.5,15.5,1.6,9.3,5.5,11.43,17.5,0.6
Ty Lawson,66,21.4,.476,32.7,13.1,15.5,2.0,7.4,4.7,9.72,-26.9,-0.9
Langston Galloway,82,24.8,.490,22.8,6.7,15.5,2.3,13.0,7.7,11.69,36.2,1.2
Patrick Beverley,71,28.7,.553,24.8,9.5,15.4,3.9,9.6,6.8,13.07,63.2,2.1
