PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
Lou Williams,65,28.7,.546,22.4,11.2,29.4,1.8,9.2,5.6,17.38,191.5,6.4
Anthony Davis,62,34.4,.610,11.9,9.2,28.9,7.4,22.1,14.8,27.50,508.8,17.0
Karl-Anthony Towns,35,33.9,.642,15.5,11.2,28.8,8.1,26.1,16.8,26.53,282.3,9.4
Blake Griffin,18,28.4,.476,15.0,10.2,28.3,3.7,15.0,9.3,11.94,3.4,0.1
Nikola Jokic,73,32.0,.605,26.4,11.6,28.3,8.0,26.1,17.1,24.97,501.1,16.7
Jayson Tatum,66,34.3,.567,11.6,9.0,28.2,3.1,18.5,10.9,20.45,302.5,10.1
Andre Drummond,57,33.0,.553,12.0,16.0,28.2,14.9,37.5,26.0,22.08,322.0,10.7
Brandon Ingram,62,33.9,.587,15.2,11.1,28.2,2.6,16.6,9.6,18.88,263.2,8.8
Reggie Jackson,31,24.0,.529,23.9,9.7,28.0,2.5,10.9,6.7,13.76,30.6,1.0
Kemba Walker,56,31.1,.575,19.4,8.5,27.8,2.2,11.0,6.7,20.00,234.0,7.8
Julius Randle,64,32.5,.538,12.8,12.4,27.8,7.5,24.9,15.9,17.55,187.8,6.3
Pascal Siakam,60,35.2,.554,13.0,9.3,27.4,3.3,18.3,11.0,17.96,203.3,6.8
Ja Morant,67,31.0,.556,27.4,12.4,27.4,2.6,10.4,6.6,17.45,199.5,6.7
Collin Sexton,65,33.0,.560,12.4,10.2,27.1,3.1,7.5,5.3,16.39,172.3,5.7
Dennis Schroder,65,30.8,.575,17.5,11.1,26.9,1.1,11.6,6.5,16.77,172.2,5.7
Buddy Hield,72,30.8,.566,13.3,10.5,26.8,2.8,14.1,8.3,16.03,182.8,6.1
DeMar DeRozan,68,34.1,.603,21.2,9.2,26.6,2.1,15.4,8.7,21.66,385.8,12.9
Devonte' Graham,63,35.1,.537,27.4,10.5,26.6,2.0,8.7,5.2,15.82,159.1,5.3
Goran Dragic,59,28.2,.573,23.6,11.3,26.4,2.0,10.2,6.3,16.41,134.2,4.5
Malcolm Brogdon,54,30.9,.541,28.5,9.8,26.4,3.1,14.1,8.6,17.76,168.1,5.6
Kristaps Porzingis,57,31.8,.551,8.2,7.4,26.3,5.9,25.1,15.6,20.30,238.2,7.9
Khris Middleton,62,29.9,.619,18.3,9.5,26.3,2.5,17.0,10.2,21.20,296.0,9.9
Jordan Clarkson,71,24.0,.574,11.6,8.3,26.0,3.3,8.7,6.1,17.37,162.0,5.4
CJ McCollum,70,36.5,.541,16.5,6.8,26.0,1.9,10.2,6.1,17.08,250.9,8.4
Jamal Murray,59,32.3,.559,20.5,9.2,25.9,2.7,11.2,6.9,17.78,192.7,6.4
Victor Oladipo,19,27.8,.506,14.9,12.5,25.9,1.9,13.6,7.8,11.41,7.2,0.2
Nikola Vucevic,62,32.2,.549,15.7,6.2,25.9,7.3,29.7,18.1,21.95,338.4,11.3
Jimmy Butler,58,33.8,.585,23.9,8.7,25.7,6.3,15.4,11.0,23.61,383.2,12.8
Jrue Holiday,61,34.7,.537,24.3,11.0,25.7,3.8,10.9,7.3,17.09,208.3,6.9
Andrew Wiggins,54,34.4,.536,13.9,9.3,25.2,3.6,12.3,7.8,16.44,164.6,5.5
Montrezl Harrell,63,27.8,.607,9.1,9.1,25.1,9.9,16.3,13.2,23.26,307.1,10.2
Isaiah Thomas,40,23.1,.531,21.4,11.3,24.7,1.2,7.0,4.0,11.68,0.0,0.0
Bojan Bogdanovic,63,33.1,.603,9.7,11.8,24.6,2.1,11.2,6.8,15.67,160.6,5.4
Dennis Smith Jr.,34,15.8,.399,25.1,14.9,24.6,4.1,11.7,7.7,7.48,-28.2,-0.9
Dillon Brooks,73,28.9,.510,10.5,8.7,24.6,3.5,8.6,6.1,11.35,26.9,0.9
Eric Bledsoe,61,27.0,.571,25.7,11.6,24.6,2.8,13.5,8.5,17.68,164.1,5.5
Coby White,65,25.8,.506,15.4,9.6,24.5,1.8,14.0,7.6,11.92,23.1,0.8
Chris Paul,70,31.5,.610,28.7,9.8,24.4,1.3,15.7,8.7,21.72,353.1,11.8
Terry Rozier,63,34.3,.553,18.2,9.9,24.2,2.4,11.8,7.0,14.90,126.1,4.2
Kyle Lowry,58,36.2,.590,27.7,11.4,24.2,1.6,12.8,7.3,17.75,211.3,7.0
Jaylen Brown,57,33.9,.583,9.5,10.1,24.1,3.5,16.5,10.1,17.00,187.7,6.3
RJ Barrett,56,30.4,.479,12.9,11.2,24.1,3.0,14.8,8.7,10.76,6.5,0.2
Evan Fournier,66,31.5,.595,15.4,9.2,23.9,0.9,8.2,4.4,16.44,183.9,6.1
Nickeil Alexander-Walker,47,12.6,.473,20.9,12.7,23.9,1.6,13.5,7.5,8.92,-14.0,-0.5
Kendrick Nunn,67,29.3,.534,17.0,8.8,23.8,1.2,8.7,5.1,12.95,71.8,2.4
Tobias Harris,72,34.3,.556,14.2,6.5,23.8,3.1,19.1,11.1,17.25,248.6,8.3
Alec Burks,66,26.6,.561,16.2,7.8,23.8,2.9,14.9,8.7,16.78,164.4,5.5
Mike Conley,47,29.0,.537,22.4,9.9,23.6,2.8,9.2,6.1,14.19,64.8,2.2
Danilo Gallinari,62,29.6,.612,10.4,6.6,23.6,2.1,16.8,9.7,19.50,218.9,7.3
Domantas Sabonis,62,34.8,.586,21.3,11.7,23.5,9.7,29.3,19.6,20.72,297.2,9.9
Naz Reid,30,16.5,.505,10.8,6.8,23.5,7.0,19.9,13.2,15.35,35.1,1.2
Jabari Parker,38,24.1,.571,11.4,10.7,23.4,7.1,18.3,12.6,18.08,90.1,3.0
Kevin Love,56,31.8,.599,15.6,12.3,23.4,3.3,31.1,17.1,17.97,171.9,5.7
Denzel Valentine,36,13.6,.511,13.9,8.4,23.2,1.9,15.5,8.4,13.09,18.9,0.6
Malik Monk,55,21.3,.530,15.8,10.7,23.2,2.4,12.6,7.3,12.70,38.3,1.3
Shai Gilgeous-Alexander,70,34.7,.568,15.1,8.7,23.2,2.2,16.1,9.4,17.76,263.1,8.8
Jaren Jackson Jr.,57,28.5,.593,7.7,9.8,23.1,3.6,13.2,8.5,16.33,117.0,3.9
Serge Ibaka,55,27.0,.583,8.5,12.0,23.0,8.3,23.5,16.1,17.41,150.9,5.0
Emmanuel Mudiay,54,15.7,.543,20.9,13.7,22.9,2.4,13.5,8.2,13.07,26.3,0.9
Deandre Ayton,38,32.5,.568,9.5,10.5,22.8,13.0,26.3,19.6,20.08,174.8,5.8
Ben Simmons,57,35.4,.602,31.7,14.0,22.7,6.2,18.2,12.2,20.47,285.0,9.5
Bogdan Bogdanovic,61,29.0,.565,18.4,9.1,22.7,1.6,11.8,6.6,15.20,123.9,4.1
LaMarcus Aldridge,53,33.1,.571,11.9,6.9,22.7,6.3,17.8,12.0,19.78,216.6,7.2
Ricky Rubio,65,31.0,.535,37.1,11.3,22.7,2.5,14.4,8.4,16.53,166.4,5.5
Markelle Fultz,72,27.7,.517,27.2,10.8,22.7,2.1,11.0,6.4,14.35,99.7,3.3
Fred VanVleet,54,35.7,.553,26.7,9.0,22.7,1.0,9.9,5.6,16.32,167.6,5.6
Brandon Goodwin,34,12.6,.507,18.0,10.2,22.5,2.7,15.5,9.0,11.70,4.5,0.1
Trey Burke,33,15.8,.548,25.5,6.4,22.4,3.3,7.1,5.2,15.67,36.2,1.2
Christian Wood,62,21.4,.659,7.9,11.1,22.3,8.8,24.8,16.7,23.22,231.7,7.7
Elfrid Payton,45,27.7,.470,36.0,10.7,22.3,4.3,14.1,9.1,15.98,92.7,3.1
Kyle Kuzma,61,25.0,.531,8.8,10.0,22.2,3.8,15.7,9.8,12.25,17.1,0.6
T.J. Warren,67,32.9,.610,7.8,6.6,22.2,3.4,10.4,7.0,18.45,261.4,8.7
Terrence Ross,69,27.4,.548,7.6,6.5,22.1,0.7,12.3,6.3,14.06,100.5,3.3
Michael Porter Jr.,55,16.4,.617,9.0,9.6,21.9,8.2,23.9,16.1,19.84,112.4,3.7
John Collins,41,33.2,.659,7.4,9.3,21.9,9.0,24.0,16.4,23.59,246.0,8.2
Tyler Herro,55,27.4,.550,13.7,9.9,21.7,1.2,14.9,8.3,12.53,45.6,1.5
Jalen Brunson,57,17.9,.553,27.9,9.8,21.7,2.3,11.3,6.9,14.96,60.4,2.0
Eric Gordon,36,28.2,.510,8.9,7.1,21.7,0.9,6.5,3.7,10.31,-3.0,-0.1
Bam Adebayo,72,33.6,.598,24.1,13.3,21.7,8.5,24.9,17.0,20.36,319.8,10.7
Gordon Hayward,52,33.5,.595,19.8,9.0,21.6,3.4,17.8,10.7,18.16,199.0,6.6
Markieff Morris,58,20.5,.565,11.9,11.7,21.5,3.8,17.1,10.4,12.57,18.9,0.6
Bobby Portis,66,21.1,.530,12.2,9.1,21.5,6.0,20.4,12.9,14.65,65.6,2.2
Rudy Gay,67,21.8,.553,13.3,10.3,21.4,4.5,22.2,13.4,15.44,107.6,3.6
Kelly Oubre Jr.,56,34.5,.560,7.7,7.5,21.4,3.8,17.1,10.4,15.01,130.0,4.3
Dejounte Murray,66,25.6,.524,25.0,11.5,21.4,4.4,20.1,12.2,16.27,132.6,4.4
Darius Garland,59,30.9,.498,20.6,13.6,21.4,1.6,5.2,3.4,8.54,-66.9,-2.2
Jordan Poole,57,22.4,.454,17.6,9.7,21.1,0.7,9.6,5.0,7.25,-61.8,-2.1
Jonas Valanciunas,70,26.4,.631,12.1,11.7,21.1,12.4,32.2,22.5,22.32,322.7,10.8
Quinn Cook,44,11.5,.509,16.2,10.9,21.1,2.4,8.5,5.5,10.01,-7.5,-0.3
Aaron Gordon,62,32.5,.516,19.1,8.4,21.0,5.5,20.3,12.7,15.18,110.8,3.7
Eric Paschall,60,27.6,.571,13.3,9.9,21.0,5.2,13.1,9.0,14.53,74.7,2.5
Frank Jackson,59,13.5,.510,12.9,10.3,21.0,2.9,8.1,5.5,9.16,-21.9,-0.7
Rajon Rondo,48,20.5,.494,35.4,13.4,20.9,2.6,13.1,7.9,12.45,21.3,0.7
Shabazz Napier,56,24.0,.552,28.7,14.0,20.9,2.0,10.9,6.3,13.83,56.8,1.9
Tim Hardaway Jr.,71,29.5,.581,11.7,5.9,20.8,1.3,10.2,5.8,14.51,125.1,4.2
Frank Kaminsky,39,19.9,.545,16.4,8.1,20.8,4.9,20.4,12.6,14.25,42.3,1.4
Kevin Porter Jr.,50,23.2,.535,16.3,13.9,20.8,2.1,13.5,7.7,10.82,5.6,0.2
Norman Powell,52,28.4,.624,10.9,9.2,20.8,1.9,11.4,6.8,16.84,140.0,4.7
Josh Richardson,55,30.8,.533,16.6,10.7,20.7,2.7,8.7,5.7,12.02,38.4,1.3
Cody Zeller,58,23.1,.576,12.2,10.4,20.7,12.6,21.2,16.7,18.84,164.9,5.5
Lauri Markkanen,50,29.8,.560,9.1,10.0,20.6,4.2,19.7,11.6,14.32,62.9,2.1
Aron Baynes,42,22.3,.581,12.6,9.4,20.6,8.3,20.0,14.1,15.22,64.5,2.2
Will Barton,58,33.0,.549,19.3,8.0,20.6,4.5,16.9,10.7,15.70,148.6,5.0
Carmelo Anthony,58,32.8,.525,8.2,9.6,20.5,4.0,16.1,10.1,12.43,26.3,0.9
D.J. Augustin,57,24.9,.554,29.5,9.7,20.5,1.6,7.8,4.6,14.06,64.8,2.2
Harry Giles III,46,14.5,.580,15.9,11.7,20.5,7.1,25.1,15.9,16.51,58.8,2.0
Malik Beasley,55,22.0,.546,10.8,8.2,20.5,1.6,11.9,6.7,12.72,40.0,1.3
Ish Smith,68,26.3,.509,28.9,8.2,20.4,1.8,12.0,6.7,13.96,78.8,2.6
Tyler Johnson,39,18.2,.504,19.7,7.7,20.3,2.8,9.1,5.9,10.19,-3.3,-0.1
Luke Kennard,28,32.9,.589,21.6,8.1,20.3,1.1,11.1,6.0,14.40,53.7,1.8
Lonzo Ball,63,32.1,.517,32.4,14.3,20.2,3.7,16.4,10.0,13.17,65.7,2.2
JJ Redick,60,26.4,.644,13.1,8.3,20.2,0.7,9.5,5.1,15.47,117.3,3.9
Dzanan Musa,40,12.2,.484,15.5,13.0,20.2,4.6,13.5,9.1,9.42,-7.9,-0.3
Taurean Prince,64,29.0,.497,11.4,12.4,20.1,2.8,18.1,10.6,9.19,-64.0,-2.1
Patty Mills,66,22.5,.592,14.4,6.6,20.0,1.6,6.2,3.9,14.82,84.7,2.8
De'Anthony Melton,60,19.5,.501,24.5,11.8,19.9,4.0,15.7,9.9,13.49,52.1,1.7
Brandon Knight,25,18.5,.503,23.9,13.2,19.9,1.0,9.1,5.0,8.54,-17.0,-0.6
Marcus Smart,60,32.0,.518,25.5,9.0,19.9,2.4,10.1,6.3,13.78,79.7,2.7
Paul Millsap,51,24.3,.591,12.7,10.7,19.9,8.9,17.6,13.2,16.96,101.1,3.4
Jahlil Okafor,30,15.6,.642,14.0,14.4,19.8,10.9,18.0,14.4,18.39,54.3,1.8
T.J. McConnell,71,18.7,.540,40.1,11.3,19.8,3.2,12.4,7.8,16.52,109.3,3.6
E'Twaun Moore,56,18.2,.510,13.6,7.0,19.8,3.2,10.4,6.8,11.38,13.5,0.4
Miles Bridges,65,30.7,.520,11.2,9.3,19.8,4.6,15.6,9.9,12.19,50.3,1.7
Yogi Ferrell,50,10.6,.528,22.7,9.2,19.7,1.2,9.4,5.2,12.23,9.7,0.3
Jeff Teague,59,24.8,.557,30.8,11.6,19.6,1.9,8.6,5.2,14.66,79.9,2.7
Thaddeus Young,64,24.9,.521,13.7,12.0,19.6,6.2,16.1,10.9,13.36,44.2,1.5
Dwayne Bacon,39,17.6,.419,14.6,10.4,19.6,2.3,14.0,7.9,6.12,-44.9,-1.5
Shake Milton,40,20.1,.617,22.8,10.3,19.5,2.1,10.0,6.0,14.44,47.3,1.6
Raul Neto,54,12.4,.567,24.7,12.2,19.5,1.8,8.3,5.0,12.72,17.1,0.6
Derrick White,68,24.7,.593,24.7,9.1,19.4,2.3,12.1,7.2,16.46,136.8,4.6
Aaron Holiday,66,24.5,.521,24.6,9.6,19.2,1.5,9.0,5.3,11.64,15.4,0.5
Jeremy Lamb,46,28.1,.547,14.3,7.4,19.2,2.1,14.8,8.5,14.05,68.3,2.3
Tyus Jones,65,19.0,.532,35.9,6.9,19.1,0.8,7.9,4.4,15.75,87.3,2.9
Mason Plumlee,61,17.3,.613,26.0,13.8,19.1,10.4,23.2,16.8,18.86,116.1,3.9
Enes Kanter,58,16.9,.599,11.1,11.1,19.1,18.0,28.9,23.5,22.48,174.3,5.8
Michael Carter-Williams,45,18.5,.535,23.6,11.2,19.1,5.8,13.5,9.5,15.37,54.3,1.8
Damion Lee,49,29.0,.548,17.4,8.7,19.1,2.4,16.3,9.1,12.75,47.7,1.6
Marquese Chriss,59,20.3,.604,17.7,12.1,19.1,10.0,23.6,16.5,19.50,158.8,5.3
Jarrett Culver,63,23.9,.467,13.6,10.0,19.0,4.7,10.3,7.4,9.62,-19.8,-0.7
Terence Davis,72,16.8,.588,17.6,11.6,18.9,4.5,16.0,10.3,13.88,61.0,2.0
Doug McDermott,69,19.9,.620,11.3,6.1,18.9,2.1,11.7,7.0,14.43,80.5,2.7
Hassan Whiteside,67,30.0,.644,7.8,11.9,18.9,13.6,33.3,23.6,25.07,433.5,14.5
Chris Boucher,62,13.2,.587,6.4,6.9,18.8,14.1,21.4,17.9,20.76,113.2,3.8
Monte Morris,73,22.4,.545,27.9,5.8,18.7,1.6,7.7,4.7,14.98,97.3,3.2
Chandler Hutchison,28,18.8,.521,9.9,10.3,18.7,3.6,19.8,11.3,12.45,15.3,0.5
Thomas Bryant,46,24.9,.649,13.7,8.8,18.7,9.0,23.1,15.8,21.16,180.8,6.0
P.J. Washington,58,30.3,.547,14.2,10.8,18.6,3.5,16.6,9.8,12.48,25.8,0.9
Rui Hachimura,48,30.1,.535,11.7,7.1,18.6,5.7,17.0,11.1,13.56,44.3,1.5
Davis Bertans,54,29.3,.628,11.3,7.2,18.6,2.3,15.1,8.5,15.53,118.8,4.0
Shaquille Harrison,43,11.3,.559,19.2,7.5,18.5,4.8,15.3,9.8,17.81,49.2,1.6
Seth Curry,64,24.6,.643,15.4,7.7,18.5,1.8,7.8,4.8,15.59,119.7,4.0
Cam Reddish,58,26.7,.500,11.0,12.1,18.4,2.4,12.7,7.5,9.03,-34.0,-1.1
Anfernee Simons,70,20.7,.502,13.2,8.3,18.4,1.8,9.1,5.5,9.00,-32.4,-1.1
Moritz Wagner,45,18.6,.638,13.0,15.4,18.4,7.0,22.2,14.3,15.13,57.7,1.9
Tristan Thompson,57,30.2,.540,14.0,12.0,18.3,14.4,22.9,18.6,16.82,159.9,5.3
Brandon Clarke,58,22.4,.663,12.2,8.3,18.3,7.6,20.1,14.0,20.97,203.2,6.8
Al Horford,67,30.2,.536,24.7,7.3,18.3,5.6,19.3,12.4,15.74,128.1,4.3
Tomas Satoransky,65,28.9,.533,32.5,11.9,18.3,4.3,11.0,7.5,13.52,84.5,2.8
Omari Spellman,49,18.1,.551,10.8,12.4,18.3,9.1,18.0,13.4,14.45,39.0,1.3
Gorgui Dieng,63,17.4,.568,13.5,11.1,18.3,8.6,25.8,17.0,17.16,107.3,3.6
Lonnie Walker IV,61,16.2,.507,13.7,8.9,18.3,2.5,12.7,7.6,10.52,0.2,0.0
Alex Len,55,17.6,.600,10.6,11.7,18.2,11.0,25.2,18.0,17.72,103.1,3.4
Joe Harris,69,30.8,.606,13.4,9.7,18.1,3.2,11.2,7.3,13.37,90.9,3.0
Bryn Forbes,63,25.1,.570,13.7,7.3,18.1,0.8,7.8,4.3,11.18,15.9,0.5
Furkan Korkmaz,72,21.7,.579,10.6,7.9,18.0,1.3,10.6,6.0,12.08,36.9,1.2
Troy Brown Jr.,69,25.8,.524,18.9,8.4,18.0,4.5,19.6,11.7,13.70,85.2,2.8
Jonathan Isaac,34,28.8,.552,10.4,10.6,17.9,6.2,19.6,12.7,17.31,85.0,2.8
Ky Bowman,45,22.6,.494,24.3,13.0,17.8,2.5,10.7,6.5,9.18,-27.6,-0.9
Kevin Knox II,65,17.9,.470,11.1,8.2,17.8,2.5,14.7,8.4,8.38,-36.9,-1.2
Brook Lopez,68,26.7,.551,10.9,7.7,17.7,3.4,13.0,8.5,15.02,119.8,4.0
Jerami Grant,71,26.6,.591,10.1,7.2,17.7,3.4,11.2,7.3,14.46,83.5,2.8
Edmond Sumner,31,14.4,.491,23.7,9.5,17.7,2.7,8.5,5.6,10.18,-5.5,-0.2
Jeff Green,48,20.0,.590,10.5,8.8,17.7,2.7,12.0,7.5,13.72,31.8,1.1
Marko Guduric,44,11.0,.514,18.0,14.4,17.7,3.1,12.6,7.9,8.82,-12.1,-0.4
Draymond Green,43,28.4,.489,37.1,13.7,17.6,2.0,22.3,11.8,12.57,19.5,0.6
Jordan McLaughlin,30,19.7,.587,35.6,8.8,17.6,1.2,7.8,4.4,16.35,47.1,1.6
Kevin Huerter,56,31.4,.536,22.7,9.3,17.6,2.1,12.0,7.0,11.57,28.1,0.9
Dario Saric,66,24.7,.592,15.3,10.9,17.6,6.7,21.1,13.8,14.20,65.8,2.2
Hamidou Diallo,46,19.5,.491,8.8,12.4,17.5,5.6,14.7,10.3,9.36,-15.3,-0.5
Jacob Evans,29,14.4,.436,15.3,12.3,17.5,2.3,8.6,5.3,5.53,-31.0,-1.0
Grayson Allen,38,18.9,.609,14.6,9.3,17.5,1.2,11.1,6.2,12.01,16.2,0.5
Kelan Martin,31,16.0,.506,9.7,8.4,17.4,2.5,18.6,10.2,9.20,-9.6,-0.3
Troy Daniels,47,11.3,.518,7.7,5.4,17.4,2.5,8.2,5.4,8.48,-16.0,-0.5
Donte DiVincenzo,66,23.0,.557,19.4,11.4,17.4,4.6,15.5,10.3,14.09,81.3,2.7
Kelly Olynyk,67,19.4,.621,18.4,11.3,17.3,3.9,21.6,13.1,14.67,61.6,2.1
Marco Belinelli,57,15.5,.532,16.1,4.4,17.3,0.9,11.2,6.0,10.86,4.7,0.2
Svi Mykhailiuk,56,22.6,.578,17.6,10.1,17.3,1.5,7.9,4.7,11.21,13.3,0.4
Nemanja Bjelica,72,27.9,.602,20.5,10.0,17.3,6.1,19.9,12.8,15.77,128.2,4.3
Goga Bitadze,54,8.7,.523,10.7,13.0,17.2,5.9,18.7,12.3,12.17,11.0,0.4
Rondae Hollis-Jefferson,60,18.7,.533,19.0,10.6,17.2,10.6,15.9,13.3,15.09,76.8,2.6
Harrison Barnes,72,34.5,.574,13.7,7.6,17.2,3.4,12.9,8.1,13.30,103.8,3.5
Steven Adams,63,26.7,.604,18.1,11.7,17.2,14.0,24.0,19.2,20.48,247.7,8.3
Myles Turner,62,29.5,.566,8.8,10.4,17.1,5.2,19.1,12.2,14.87,116.3,3.9
De'Andre Hunter,63,32.0,.521,11.7,10.7,17.1,2.3,13.1,7.6,8.66,-55.5,-1.9
Jake Layman,23,22.0,.544,6.5,10.3,17.1,3.4,8.7,6.0,10.30,-1.5,-0.1
Bruce Brown,58,28.2,.518,27.7,12.1,17.0,4.2,15.0,9.5,11.96,35.5,1.2
Cedi Osman,65,29.4,.552,17.2,10.2,16.9,2.2,11.3,6.7,10.70,5.6,0.2
Garrett Temple,62,27.9,.513,18.5,7.4,16.9,1.8,11.1,6.5,10.55,1.2,0.0
Mo Bamba,62,14.2,.542,10.8,10.8,16.8,11.9,25.6,18.5,17.57,91.3,3.0
John Henson,40,15.0,.578,19.2,12.8,16.8,8.5,21.8,15.1,17.04,49.6,1.7
Damyean Dotson,48,17.4,.527,14.9,5.5,16.8,1.2,10.6,5.8,10.94,5.5,0.2
James Johnson,32,19.3,.572,20.7,13.4,16.7,4.4,16.3,10.3,14.86,31.0,1.0
Frank Ntilikina,57,20.8,.497,28.6,11.8,16.7,2.0,9.1,5.4,9.85,-20.4,-0.7
Dewayne Dedmon,44,17.6,.473,6.3,16.3,16.7,8.4,27.7,17.9,9.40,-13.9,-0.5
Georges Niang,66,14.0,.589,10.8,7.4,16.7,1.9,12.9,7.6,11.79,17.8,0.6
Bismack Biyombo,53,19.4,.570,11.3,10.8,16.6,12.3,20.7,16.3,16.18,85.7,2.9
Sterling Brown,52,14.8,.486,13.9,11.5,16.6,4.3,18.5,11.8,9.57,-10.7,-0.4
Cheick Diallo,47,10.2,.688,10.3,15.0,16.4,6.9,23.7,15.2,16.53,36.0,1.2
Brad Wanamaker,71,19.3,.577,26.4,11.2,16.4,1.7,9.4,5.6,12.85,37.9,1.3
Joe Ingles,72,29.7,.595,33.6,12.8,16.4,1.4,12.5,7.2,12.64,68.2,2.3
Glenn Robinson III,62,28.8,.577,12.3,7.0,16.3,4.8,11.9,8.2,13.40,77.3,2.6
Abdel Nader,55,15.8,.591,10.2,11.5,16.3,1.8,10.6,6.4,11.36,11.1,0.4
Ivica Zubac,72,18.4,.651,13.6,10.1,16.3,15.9,26.4,21.3,21.75,220.7,7.4
Mike Muscala,47,12.2,.569,15.6,6.6,16.3,3.2,17.3,10.4,12.51,8.6,0.3
Timothe Luwawu-Cabarrot,47,18.1,.599,7.8,10.0,16.3,3.6,11.6,7.7,11.04,6.9,0.2
Vince Carter,60,14.6,.470,12.1,8.3,16.2,2.2,13.2,7.6,7.58,0.0,0.0
Sekou Doumbouya,38,19.8,.474,6.1,11.3,16.2,3.0,14.9,8.9,6.26,-47.7,-1.6
George Hill,59,21.5,.659,27.4,8.7,16.2,4.1,9.3,6.9,16.97,113.3,3.8
Luke Kornet,36,15.5,.539,13.0,5.7,16.2,4.1,12.9,8.3,12.70,17.5,0.6
Matt Thomas,41,10.7,.650,11.4,8.3,16.1,2.2,12.2,7.3,13.35,18.7,0.6
Wendell Carter Jr.,43,29.2,.590,9.6,13.5,16.0,11.6,24.6,17.8,15.51,92.0,3.1
Robin Lopez,66,14.5,.554,10.5,14.6,16.0,6.2,10.2,8.3,10.21,-5.6,-0.2
Thon Maker,60,12.9,.582,13.1,13.7,15.9,7.8,16.7,12.2,13.75,36.4,1.2
Elie Okobo,55,13.1,.516,31.5,10.4,15.9,2.4,11.6,7.0,10.68,1.9,0.1
Nicolo Melli,60,17.4,.556,17.0,9.5,15.9,3.9,14.5,9.2,11.43,-1.1,-0.0
Reggie Bullock,29,23.6,.502,14.3,6.5,15.8,2.0,8.8,5.3,9.29,-12.4,-0.4
Langston Galloway,66,25.8,.584,14.0,5.6,15.8,2.2,7.8,5.0,12.35,46.9,1.6
Kent Bazemore,68,24.8,.499,11.9,11.6,15.7,1.7,16.9,9.3,9.30,-30.4,-1.0
Delon Wright,73,21.5,.554,31.6,9.5,15.7,4.7,13.8,9.4,15.47,104.7,3.5
Rudy Gobert,68,34.3,.699,10.5,13.5,15.7,11.2,31.3,21.6,21.72,387.3,12.9
Kris Dunn,51,24.9,.510,28.5,11.2,15.6,1.9,14.9,8.1,12.15,21.8,0.7
Larry Nance Jr.,56,26.3,.608,19.0,9.3,15.6,7.9,23.1,15.4,17.37,128.9,4.3
Ersan Ilyasova,63,15.7,.589,11.3,7.8,15.6,6.6,22.7,15.1,14.89,49.9,1.7
Marcus Morris Sr.,62,31.2,.570,7.9,8.9,15.6,3.2,13.9,8.5,14.40,112.6,3.8
Duncan Robinson,73,29.7,.684,11.5,7.9,15.5,0.5,11.0,6.0,13.12,84.7,2.8
Ian Mahinmi,38,21.3,.545,13.9,12.7,15.5,10.1,19.7,14.7,14.19,43.3,1.4
