PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
Clint Capela,39,32.8,.626,8.8,11.6,15.5,13.6,30.5,22.0,20.63,191.5,6.4
Wayne Ellington,36,15.5,.509,18.2,7.4,15.5,0.7,12.0,6.2,8.50,-16.7,-0.6
Avery Bradley,49,24.2,.537,12.5,9.3,15.5,1.7,8.9,5.3,8.92,-36.8,-1.2
Austin Rivers,68,23.4,.542,15.9,7.0,15.5,1.8,9.8,5.8,10.47,-12.7,-0.4
Jerome Robinson,63,15.5,.476,18.5,10.4,15.4,1.4,12.7,7.0,7.40,-45.3,-1.5
Matthew Dellavedova,57,14.4,.463,41.8,13.7,15.4,2.4,7.8,5.1,8.14,-35.0,-1.2
Ben McLemore,71,22.8,.622,8.5,7.3,15.4,1.3,8.9,5.1,11.86,32.8,1.1
Cameron Johnson,57,22.0,.586,13.0,6.0,15.3,4.3,12.4,8.3,12.94,45.7,1.5
James Ennis III,69,18.3,.565,12.0,11.1,15.3,6.1,15.3,10.6,11.57,20.2,0.7
Josh Hart,65,27.0,.563,14.1,9.8,15.3,3.7,22.1,12.8,11.95,38.0,1.3
Gary Harris,56,31.8,.519,16.0,8.1,15.3,1.6,8.6,5.1,9.78,-19.2,-0.6
Bruno Fernando,56,12.7,.542,15.7,13.4,15.3,10.0,20.0,15.0,11.96,14.4,0.5
Justin Jackson,65,16.1,.496,12.1,3.3,15.2,2.7,12.6,7.7,9.50,-15.6,-0.5
Kyle Korver,58,16.6,.620,15.9,11.2,15.2,1.6,10.4,6.3,11.33,11.9,0.4
Tony Bradley,58,11.4,.681,8.8,11.4,15.2,19.1,25.0,22.2,21.78,110.6,3.7
Javonte Green,48,9.8,.564,13.4,11.9,15.2,5.6,15.6,10.6,13.12,18.3,0.6
Josh Okogie,62,25.0,.553,14.8,13.0,15.1,5.7,12.8,9.1,11.56,24.5,0.8
Richaun Holmes,44,28.2,.681,8.6,10.6,15.1,11.2,21.5,16.2,19.75,169.7,5.7
Jae Crowder,65,28.8,.553,19.0,8.1,15.1,3.0,18.5,11.0,12.57,57.8,1.9
Gary Trent Jr.,61,21.8,.587,11.2,3.9,15.0,2.0,5.8,3.9,12.91,47.9,1.6
Robert Covington,70,30.5,.559,9.1,10.6,15.0,3.0,20.2,11.4,13.38,59.8,2.0
Keita Bates-Diop,44,16.9,.539,9.6,5.4,14.9,3.5,15.1,9.1,12.45,21.6,0.7
Taj Gibson,62,16.5,.610,12.7,11.5,14.9,11.2,16.7,13.9,16.14,84.7,2.8
Jarrett Allen,70,26.5,.664,14.3,10.0,14.9,12.3,24.9,18.7,20.69,278.9,9.3
Jaxson Hayes,64,16.9,.689,12.4,11.7,14.8,9.5,16.0,12.7,17.64,113.5,3.8
Rodions Kurucs,47,14.6,.555,17.5,15.8,14.8,3.9,16.6,10.4,8.90,-16.3,-0.5
Dante Exum,35,13.9,.576,19.1,14.8,14.8,2.7,12.6,7.7,10.38,-4.5,-0.2
Alfonzo McKinnie,40,14.8,.493,6.2,11.6,14.8,6.9,14.4,10.6,8.76,-15.4,-0.5
Willie Cauley-Stein,54,20.3,.589,15.9,9.1,14.7,8.0,23.3,15.5,17.06,105.9,3.5
Kentavious Caldwell-Pope,69,25.5,.584,15.3,8.6,14.7,2.4,6.4,4.4,11.01,13.5,0.4
Daniel Theis,65,24.1,.631,17.3,8.4,14.6,9.7,19.3,14.6,17.89,170.3,5.7
Patrick Patterson,59,13.2,.580,13.1,6.7,14.6,4.8,15.1,10.1,11.57,0.8,0.0
Solomon Hill,59,18.4,.535,22.8,11.2,14.5,2.9,13.0,8.1,9.86,-10.5,-0.3
Darius Bazley,61,18.5,.497,9.5,10.5,14.5,3.0,20.5,12.0,9.64,-14.4,-0.5
Nerlens Noel,61,18.5,.711,13.0,15.0,14.5,9.2,19.9,14.7,20.45,165.7,5.5
Alex Caruso,64,18.4,.525,24.3,10.4,14.4,1.6,9.8,5.7,10.79,5.1,0.2
Cody Martin,48,18.8,.505,25.4,11.7,14.4,4.4,15.1,9.6,10.54,0.6,0.0
Skal Labissiere,33,17.2,.588,18.0,12.8,14.4,12.1,19.0,15.6,15.38,32.8,1.1
JaVale McGee,68,16.6,.652,8.5,12.7,14.4,12.2,25.4,18.9,19.39,148.2,4.9
DeAndre Jordan,56,22.0,.682,20.2,14.2,14.4,12.1,34.5,23.5,19.95,172.3,5.7
Patrick Beverley,51,26.3,.560,30.0,10.8,14.4,4.5,15.8,10.3,12.54,30.9,1.0
Dwight Howard,69,18.9,.696,9.0,16.8,14.3,14.6,27.8,21.2,18.70,157.9,5.3
Juancho Hernangomez,48,17.4,.518,11.4,9.1,14.3,5.5,20.5,12.9,10.45,-13.1,-0.4
DeAndre' Bembry,43,21.3,.500,20.8,15.4,14.3,4.0,14.1,8.9,9.61,-12.2,-0.4
Kyle Anderson,67,19.9,.534,27.3,11.1,14.2,4.7,17.6,11.3,12.57,41.2,1.4
Derrick Favors,51,24.4,.620,16.0,10.9,14.1,13.9,28.9,21.4,18.54,147.2,4.9
Cory Joseph,72,24.4,.517,32.4,10.3,14.0,2.8,9.4,6.0,10.12,-23.1,-0.8
Marc Gasol,44,26.4,.551,29.0,11.6,14.0,2.9,21.7,12.5,11.78,20.4,0.7
OG Anunoby,69,29.9,.600,13.5,9.9,14.0,4.2,14.2,9.3,13.23,84.2,2.8
Danny Green,68,24.8,.552,14.0,9.7,13.9,3.3,11.2,7.3,10.79,7.2,0.2
Mario Hezonja,53,16.4,.525,14.9,12.5,13.8,3.6,18.3,11.0,9.56,-12.2,-0.4
Mike Scott,68,17.8,.557,12.5,5.8,13.8,5.9,16.8,11.3,11.24,-4.8,-0.2
Wes Iwundu,52,18.3,.544,16.6,7.2,13.7,2.6,12.5,7.4,10.36,-2.0,-0.1
Maxi Kleber,74,25.5,.605,12.6,8.3,13.7,6.3,15.1,10.8,13.62,59.8,2.0
Rodney Hood,21,29.5,.625,13.6,8.1,13.7,1.7,10.4,6.1,12.18,15.5,0.5
Landry Shamet,53,27.4,.580,17.5,7.4,13.6,0.4,6.6,3.6,8.51,-43.1,-1.4
Jakob Poeltl,66,17.7,.612,24.6,11.4,13.6,12.1,22.5,17.3,19.19,150.1,5.0
Luguentz Dort,36,22.8,.506,9.3,7.6,13.5,3.3,7.5,5.5,7.65,-34.9,-1.2
Derrick Jones Jr.,59,23.3,.620,12.5,6.1,13.5,5.6,13.1,9.5,14.92,90.8,3.0
JaMychal Green,63,20.7,.576,10.3,11.3,13.4,6.3,24.1,15.4,11.11,-7.7,-0.3
Trey Lyles,63,20.2,.557,14.7,8.3,13.4,6.0,24.6,15.3,12.63,38.5,1.3
Nassir Little,48,11.9,.505,10.6,7.2,13.4,5.7,13.9,9.9,9.64,-7.4,-0.2
Danuel House Jr.,63,30.4,.572,11.8,7.5,13.4,3.1,11.6,7.3,11.28,22.2,0.7
Ryan Arcidiacono,58,16.0,.551,26.0,10.0,13.3,2.3,11.2,6.5,9.04,-27.2,-0.9
Treveon Graham,55,16.9,.456,13.2,8.5,13.2,5.7,11.7,8.6,6.61,-53.9,-1.8
Jevon Carter,58,16.3,.563,22.6,8.6,13.2,3.5,10.5,6.9,11.36,5.0,0.2
Justin Holiday,73,25.0,.585,14.3,6.7,13.1,1.9,12.2,7.1,12.14,44.7,1.5
Mitchell Robinson,61,23.1,.726,7.5,7.7,13.1,13.7,18.8,16.2,23.51,272.1,9.1
Daniel Gafford,43,14.2,.686,10.0,13.8,13.0,9.0,10.3,9.6,16.21,42.8,1.4
Wilson Chandler,35,21.0,.531,14.7,12.8,12.9,1.6,18.5,10.2,7.40,-34.0,-1.1
Dorian Finney-Smith,71,29.9,.595,15.1,9.2,12.9,7.3,12.7,10.0,12.35,58.4,1.9
JaKarr Sampson,34,13.9,.615,12.9,9.2,12.8,4.7,15.7,10.2,12.60,14.8,0.5
Dwight Powell,40,26.5,.677,15.8,9.7,12.7,7.5,14.8,11.2,15.96,84.9,2.8
Mikal Bridges,73,28.0,.620,17.4,9.9,12.7,3.5,12.4,7.9,12.97,75.2,2.5
Allen Crabbe,37,17.6,.470,14.2,7.3,12.6,1.8,11.0,6.3,5.98,0.0,0.0
Trevor Ariza,53,28.2,.593,18.1,11.1,12.5,2.5,15.5,8.9,11.01,11.3,0.4
Torrey Craig,58,18.5,.553,13.2,7.0,12.5,6.6,13.2,9.9,10.79,4.6,0.2
Pat Connaughton,67,18.6,.565,22.4,10.9,12.5,5.1,16.8,11.3,11.56,19.6,0.7
Gary Clark,42,13.5,.568,10.3,6.1,12.4,6.8,14.1,10.3,10.74,-6.5,-0.2
Wesley Matthews,67,24.4,.547,15.7,7.3,12.3,1.4,8.2,5.0,8.10,-58.5,-1.9
Meyers Leonard,51,20.3,.627,16.2,11.5,12.0,3.4,24.0,14.1,10.67,1.1,0.0
Grant Williams,69,15.1,.505,19.3,14.2,11.9,6.1,12.1,9.1,7.91,-56.0,-1.9
Tony Snell,59,27.8,.598,22.9,5.6,11.8,0.6,7.1,3.8,9.74,-18.5,-0.6
Jordan McRae,37,21.2,.515,16.9,7.8,11.7,0.0,0.0,0.0,14.23,43.7,1.5
Matisse Thybulle,65,19.8,.539,19.1,12.3,11.4,3.8,5.4,4.6,10.02,-9.1,-0.3
Anthony Tolliver,55,15.9,.513,15.5,12.6,11.2,0.0,0.0,0.0,7.00,-58.6,-2.0
Damian Jones,55,16.1,.712,12.6,10.1,11.2,8.9,16.2,12.5,15.58,65.9,2.2
Isaac Bonga,66,18.9,.608,18.7,14.3,11.1,6.0,13.8,9.7,10.23,-5.1,-0.2
Nicolas Batum,22,23.0,.463,38.1,12.7,10.7,5.2,16.8,10.8,9.17,-10.0,-0.3
Rodney McGruder,56,15.6,.477,14.1,9.4,10.5,3.6,14.2,9.0,6.75,-48.8,-1.6
Khem Birch,48,19.2,.566,18.6,11.5,10.4,10.3,15.6,12.9,11.70,2.8,0.1
Maurice Harkless,62,23.0,.572,15.7,12.2,10.3,4.1,13.3,8.8,9.78,-15.3,-0.5
Royce O'Neale,71,28.9,.578,28.6,9.7,10.1,1.5,18.8,10.4,9.49,-31.0,-1.0
Patrick McCaw,37,24.5,.500,28.4,10.4,9.9,2.3,7.6,5.0,7.32,-43.1,-1.4
Semi Ojeleye,69,14.7,.562,13.9,7.1,9.6,2.8,12.5,7.7,7.71,-57.2,-1.9
Kenrich Williams,39,21.3,.429,24.0,9.3,9.3,6.5,17.3,11.9,7.47,-37.6,-1.3
Terrance Ferguson,56,22.4,.481,16.4,10.0,9.0,2.1,4.4,3.3,3.71,-127.4,-4.2
Marvin Williams,58,19.5,.587,15.6,8.6,8.9,2.8,14.4,8.6,11.27,-3.9,-0.1
P.J. Tucker,72,34.3,.559,18.1,11.4,8.7,4.7,15.6,10.1,8.29,-118.2,-3.9
