Name,Pos,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF
Dirk Nowitzki,F,53,47.0,31.3,17.3,0.7,6.2,6.8,2.5,0.7,0.7,1.3,1.8,1.9,19.88,6.5,13.7,47.1,1.2,3.0,41.4,3.1,3.6,86.0,5.2,10.8,48.7,1.26,0.52
O.J. Mayo,SG,82,82.0,35.5,15.3,0.4,3.1,3.5,4.4,1.1,0.3,2.6,2.4,1.7,14.0,5.6,12.5,44.9,1.7,4.3,40.7,2.3,2.8,82.0,3.9,8.3,47.1,1.2229999999999999,0.52
Vince Carter,G,81,3.0,25.8,13.4,0.7,3.4,4.1,2.4,0.9,0.5,1.3,2.8,1.8,17.87,4.6,10.6,43.5,2.0,4.9,40.6,2.2,2.8,81.6,2.6,5.6,46.1,1.273,0.53
Shawn Marion,SG,67,67.0,30.0,12.1,2.2,5.7,7.8,2.4,1.1,0.7,1.5,1.7,1.6,18.02,5.3,10.3,51.4,0.3,1.1,31.5,1.2,1.5,78.2,5.0,9.2,53.8,1.177,0.53
Darren Collison,G,81,47.0,29.3,12.0,0.4,2.3,2.7,5.1,1.2,0.1,2.1,1.7,2.4,16.37,4.2,8.9,47.1,0.6,1.7,35.3,3.0,3.4,88.0,3.6,7.3,49.8,1.3430000000000002,0.5
Chris Kaman,C,66,52.0,20.7,10.5,1.5,4.2,5.6,0.8,0.4,0.8,1.6,2.1,0.5,16.32,4.7,9.3,50.7,0.0,0.0,0.0,1.0,1.3,78.8,4.7,9.3,50.8,1.123,0.51
Derek Fisher,PG,9,9.0,25.4,8.6,0.0,1.7,1.7,3.4,0.6,0.2,2.0,2.7,1.7,8.71,2.6,7.2,35.4,1.1,2.6,43.5,2.3,2.6,91.3,1.4,4.7,31.0,1.185,0.43
Brandan Wright,F,64,16.0,18.0,8.5,1.3,2.7,4.1,0.6,0.4,1.2,0.5,1.2,1.1,21.03,3.8,6.3,59.7,0.0,0.0,0.0,0.9,1.5,61.5,3.8,6.3,60.1,1.339,0.6
Elton Brand,PF,72,18.0,21.2,7.2,1.8,4.2,6.0,1.0,0.7,1.3,0.8,2.7,1.2,15.19,3.1,6.6,47.3,0.0,0.0,0.0,0.9,1.3,71.0,3.1,6.6,47.4,1.084,0.47
Mike James,PG,45,23.0,19.2,6.1,0.2,1.4,1.6,3.1,0.6,0.1,1.2,2.1,2.5,9.56,2.2,6.0,37.3,1.1,2.8,38.4,0.5,0.6,79.3,1.2,3.2,36.3,1.0070000000000001,0.46
Jae Crowder,SF,78,16.0,17.3,5.0,0.4,1.9,2.4,1.2,0.8,0.2,0.6,1.6,1.9,10.25,1.8,4.7,38.4,0.8,2.5,32.8,0.6,0.9,64.4,1.0,2.2,44.6,1.068,0.47
Troy Murphy,PF,14,1.0,18.3,4.6,0.5,3.0,3.5,0.5,0.7,0.4,0.5,2.1,1.0,9.12,1.6,4.4,36.1,0.8,2.5,31.4,0.7,0.8,90.9,0.8,1.9,42.3,1.0659999999999998,0.45
Eddy Curry,NA,2,0.0,12.5,4.5,1.0,1.0,2.0,0.0,0.0,0.0,1.5,3.5,0.0,-0.14,2.0,4.0,50.0,0.0,0.0,0.0,0.5,2.0,25.0,2.0,4.0,50.0,1.125,0.5
Rodrigue Beaubois,PG,45,0.0,12.2,4.0,0.2,1.1,1.3,1.9,0.4,0.1,0.7,1.2,2.5,10.64,1.4,3.9,36.9,0.5,1.6,29.2,0.7,0.8,78.9,1.0,2.3,42.3,1.028,0.43
Dominique Jones,SG,29,3.0,11.7,4.0,0.6,0.9,1.6,2.9,0.5,0.1,1.3,1.0,2.2,12.48,1.4,3.8,36.7,0.0,0.3,11.1,1.2,1.8,66.0,1.3,3.4,39.0,1.064,0.37
Dahntay Jones,SG,50,15.0,12.7,3.5,0.3,1.1,1.4,0.6,0.2,0.1,0.4,1.5,1.3,6.96,1.0,2.8,35.7,0.2,0.7,21.6,1.3,1.6,80.5,0.8,2.1,40.8,1.2429999999999999,0.39
Bernard James,C,46,11.0,9.9,2.8,1.1,1.7,2.8,0.1,0.3,0.8,0.4,1.4,0.3,14.74,1.2,2.2,51.5,0.0,0.0,0.0,0.5,0.9,61.0,1.2,2.2,52.5,1.272,0.51
Chris Douglas-Roberts,SG,6,0.0,10.5,2.8,0.0,0.8,0.8,0.7,0.3,0.0,0.2,0.7,4.0,8.34,0.8,2.3,35.7,0.0,0.7,0.0,1.2,1.7,70.0,0.8,1.7,50.0,1.214,0.36
Anthony Morrow,SG,17,0.0,4.8,2.3,0.1,0.2,0.2,0.2,0.1,0.0,0.2,0.6,1.0,10.93,1.0,2.0,50.0,0.1,0.3,20.0,0.2,0.2,100.0,0.9,1.7,55.2,1.147,0.51
Jared Cunningham,G,8,0.0,3.3,2.0,0.1,0.3,0.4,0.1,0.1,0.0,0.3,0.4,0.5,14.86,0.8,1.8,42.9,0.3,0.4,66.7,0.3,0.3,100.0,0.5,1.4,36.4,1.143,0.5
Josh Emmanuel Akognon,PG,3,0.0,3.0,1.7,0.0,0.3,0.3,0.3,0.0,0.0,0.0,1.0,inf,15.42,0.7,1.3,50.0,0.3,0.7,50.0,0.0,0.0,0.0,0.3,0.7,50.0,1.25,0.63
Chris Wright,PG,3,0.0,1.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,-1.78,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,50.0,1.0,0.5
Justin Dentmon,PG,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.34,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Total,dal,82,,,101.1,9.4,32.6,41.9,23.2,7.9,5.5,13.5,20.7,1.7,,38.8,84.0,46.2,7.4,19.9,37.2,16.1,20.4,79.3,31.4,64.2,48.9,1.203,0.51
Ty Lawson,G,73,71.0,34.4,16.7,0.5,2.2,2.7,6.9,1.5,0.1,2.5,1.8,2.8,17.96,6.1,13.3,46.1,1.2,3.2,36.6,3.2,4.3,75.6,5.0,10.1,49.1,1.252,0.51
Danilo Gallinari,PF,71,71.0,32.5,16.2,0.9,4.3,5.2,2.5,0.9,0.5,1.6,1.8,1.6,16.73,5.1,12.3,41.8,1.9,5.1,37.3,4.0,4.9,82.2,3.2,7.2,45.0,1.319,0.5
Wilson Chandler,F,43,8.0,25.1,13.0,1.0,4.0,5.1,1.3,1.0,0.3,1.4,2.8,1.0,16.61,4.9,10.6,46.2,1.2,2.9,41.3,2.0,2.6,79.3,3.7,7.7,48.0,1.2309999999999999,0.52
Andre Iguodala,SG,80,80.0,34.7,13.0,1.0,4.3,5.3,5.4,1.7,0.7,2.6,1.6,2.1,15.27,5.0,11.0,45.1,1.1,3.6,31.7,1.9,3.4,57.4,3.8,7.4,51.5,1.181,0.5
Corey Brewer,F,82,2.0,24.4,12.1,0.7,2.2,2.9,1.5,1.4,0.3,1.2,1.9,1.2,14.76,4.6,10.8,42.5,1.1,3.7,29.6,1.8,2.6,69.0,3.5,7.0,49.3,1.121,0.48
Kenneth Faried,F,80,80.0,28.1,11.5,3.3,5.9,9.2,1.0,1.0,1.0,1.4,2.9,0.7,18.52,4.8,8.6,55.2,0.0,0.0,0.0,2.0,3.3,61.3,4.8,8.6,55.2,1.34,0.55
Andre Miller,PG,82,11.0,26.2,9.6,0.7,2.2,2.9,5.9,0.9,0.1,2.1,1.9,2.8,15.69,3.7,7.7,47.9,0.2,0.8,26.6,2.0,2.4,84.0,3.5,6.9,50.4,1.244,0.49
JaVale McGee,C,79,0.0,18.1,9.1,2.0,2.8,4.8,0.3,0.4,2.0,1.1,2.3,0.3,20.78,3.8,6.7,57.5,0.0,0.0,100.0,1.4,2.4,59.1,3.8,6.7,57.4,1.361,0.58
Kosta Koufos,C,81,81.0,22.4,8.0,2.6,4.3,6.9,0.4,0.5,1.3,0.7,3.0,0.6,17.22,3.6,6.3,58.1,0.0,0.0,0.0,0.7,1.3,55.8,3.6,6.3,58.2,1.276,0.58
Evan Fournier,SG,38,4.0,11.3,5.3,0.2,0.8,0.9,1.2,0.5,0.0,0.8,1.7,1.4,13.88,2.0,4.0,49.3,0.6,1.4,40.7,0.8,1.0,76.9,1.4,2.6,54.1,1.329,0.57
Jordan Hamilton,SG,40,1.0,9.9,5.2,0.8,1.6,2.4,0.6,0.4,0.2,0.5,0.6,1.2,16.98,2.1,5.0,41.8,0.7,1.8,37.0,0.3,0.7,50.0,1.4,3.2,44.5,1.035,0.49
Anthony Randolph,SF,39,0.0,8.4,3.7,0.7,1.7,2.4,0.3,0.5,0.5,0.9,1.1,0.3,15.65,1.4,2.9,49.1,0.0,0.2,0.0,0.8,1.2,68.9,1.4,2.7,52.8,1.254,0.49
Timofey Mozgov,C,41,1.0,8.9,2.6,1.2,1.4,2.6,0.2,0.1,0.4,0.6,1.4,0.4,12.37,1.1,2.1,50.6,0.0,0.0,0.0,0.5,0.6,76.9,1.1,2.1,51.8,1.2409999999999999,0.51
Julyan Stone,G,4,0.0,7.0,1.8,0.5,0.3,0.8,0.5,0.3,0.0,0.5,1.0,1.0,11.42,0.5,0.5,100.0,0.0,0.0,0.0,0.8,1.0,75.0,0.5,0.5,100.0,3.5,1.0
Quincy Miller,F,7,0.0,3.7,1.3,0.1,0.1,0.3,0.4,0.1,0.0,0.1,0.4,3.0,5.94,0.6,1.7,33.3,0.0,0.1,0.0,0.1,0.3,50.0,0.6,1.6,36.4,0.75,0.33
Total,den,82,,,106.1,13.3,31.7,45.0,24.4,9.3,6.5,14.7,20.5,1.7,,40.7,85.2,47.8,6.4,18.5,34.3,18.4,26.2,70.1,34.4,66.6,51.6,1.246,0.52
Greg Monroe,C,81,81.0,33.2,16.0,2.9,6.7,9.6,3.5,1.3,0.7,2.9,2.3,1.2,19.52,6.3,13.1,48.6,0.0,0.0,0.0,3.3,4.8,68.9,6.3,13.0,48.8,1.227,0.49
Brandon Knight,G,75,75.0,31.5,13.3,0.7,2.6,3.3,4.0,0.8,0.1,2.7,2.1,1.5,12.04,4.8,11.7,40.7,1.6,4.4,36.7,2.2,3.0,73.3,3.2,7.3,43.0,1.138,0.47
Tayshaun Prince,SF,45,45.0,32.4,11.7,1.0,3.7,4.6,2.5,0.5,0.3,1.2,1.0,2.1,12.58,4.8,10.8,44.4,0.5,1.2,43.4,1.6,2.1,79.6,4.3,9.6,44.5,1.089,0.47
Jose Calderon,G,28,28.0,31.7,11.6,0.2,2.3,2.5,6.6,1.1,0.1,1.8,1.5,3.6,18.19,4.5,8.5,52.7,1.8,3.5,52.0,0.9,1.0,89.3,2.6,5.0,53.2,1.376,0.64
Rodney Stuckey,PG,76,24.0,28.6,11.5,0.6,2.2,2.8,3.6,0.7,0.2,1.8,1.7,2.0,13.0,4.0,9.8,40.6,0.7,2.4,30.2,2.8,3.6,78.3,3.3,7.4,44.0,1.171,0.44
Will Bynum,PG,65,0.0,18.8,9.8,0.4,1.1,1.5,3.6,0.7,0.1,1.9,2.0,1.8,16.62,3.9,8.3,46.9,0.4,1.2,31.6,1.6,2.0,80.9,3.5,7.1,49.4,1.178,0.49
Kyle Singler,F,82,74.0,28.0,8.8,1.3,2.7,4.0,0.9,0.7,0.5,1.2,2.6,0.8,10.02,3.4,7.8,42.8,0.9,2.4,35.0,1.2,1.5,80.6,2.5,5.4,46.4,1.121,0.48
Andre Drummond,C,60,10.0,20.7,7.9,2.8,4.8,7.6,0.5,1.0,1.6,1.0,2.4,0.5,21.69,3.5,5.7,60.8,0.0,0.0,50.0,1.0,2.7,37.1,3.5,5.7,60.9,1.392,0.61
Jonas Jerebko,F,49,2.0,18.2,7.7,1.4,2.4,3.8,0.9,0.8,0.2,0.9,1.8,1.0,15.72,2.9,6.4,44.9,0.5,1.7,30.1,1.4,1.8,77.3,2.4,4.8,50.2,1.193,0.49
Jason Maxiell,PF,72,71.0,24.8,6.9,1.9,3.8,5.7,0.8,0.4,1.3,1.1,2.4,0.7,11.3,2.8,6.3,44.6,0.0,0.0,0.0,1.3,2.0,62.1,2.8,6.3,44.6,1.09,0.45
Charlie Villanueva,PF,69,0.0,15.8,6.8,0.7,2.8,3.5,0.8,0.4,0.6,0.6,1.4,1.4,14.08,2.5,6.7,37.7,1.3,3.8,34.7,0.4,0.7,55.1,1.2,3.0,41.5,1.006,0.47
Khris Middleton,SF,27,0.0,17.6,6.1,0.1,1.7,1.9,1.0,0.6,0.1,0.4,2.0,2.5,11.43,2.3,5.2,44.0,0.5,1.7,31.1,1.0,1.2,84.4,1.8,3.6,50.0,1.17,0.49
Corey Maggette,SF,18,0.0,14.3,5.3,0.3,1.1,1.4,1.1,0.3,0.1,0.9,2.3,1.1,7.9,1.5,4.2,35.5,0.3,1.2,23.8,2.0,2.7,75.0,1.2,3.1,40.0,1.25,0.39
Austin Daye,SF,24,0.0,14.5,5.1,0.4,2.2,2.6,0.9,0.2,0.3,0.5,1.8,1.6,12.6,1.8,4.0,44.3,0.9,1.7,52.5,0.6,0.8,83.3,0.9,2.4,38.6,1.258,0.55
Slava Kravtsov,C,25,0.0,9.0,3.1,1.0,0.8,1.8,0.4,0.2,0.4,0.6,1.3,0.6,14.47,1.3,1.8,71.7,0.0,0.0,0.0,0.4,1.5,29.7,1.3,1.8,71.7,1.6740000000000002,0.72
Kim English,SG,41,0.0,9.9,2.9,0.2,0.7,0.9,0.6,0.4,0.1,0.5,1.1,1.4,7.97,1.0,2.7,37.5,0.3,1.2,28.0,0.5,0.7,72.4,0.7,1.5,45.2,1.063,0.44
Total,det,82,,,94.9,12.1,30.0,42.1,21.2,7.0,4.9,14.6,19.8,1.5,,36.3,81.0,44.9,6.3,17.6,35.6,15.9,22.8,69.9,30.1,63.4,47.4,1.172,0.49
Stephen Curry,PG,78,78.0,38.2,22.9,0.8,3.3,4.0,6.9,1.6,0.2,3.1,2.5,2.2,21.34,8.0,17.8,45.1,3.5,7.7,45.3,3.4,3.7,90.0,4.5,10.1,44.9,1.287,0.55
David Lee,PF,79,79.0,36.8,18.5,2.8,8.5,11.2,3.5,0.8,0.3,2.6,3.1,1.3,19.23,7.6,14.7,51.9,0.0,0.1,0.0,3.2,4.1,79.7,7.6,14.6,52.1,1.258,0.52
Klay Thompson,SG,82,82.0,35.8,16.6,0.4,3.3,3.7,2.2,1.0,0.5,1.9,2.9,1.2,12.71,6.2,14.7,42.2,2.6,6.4,40.1,1.6,1.9,84.1,3.6,8.3,43.7,1.128,0.51
Jarrett Jack,G,79,4.0,29.7,12.9,0.3,2.8,3.1,5.6,0.8,0.1,2.0,1.7,2.8,15.93,4.9,10.8,45.2,1.0,2.6,40.4,2.1,2.5,84.3,3.9,8.3,46.6,1.194,0.5
Carl Landry,PF,81,2.0,23.2,10.8,2.2,3.7,6.0,0.8,0.4,0.4,1.4,2.3,0.6,17.6,4.0,7.4,54.0,0.0,0.0,33.3,2.8,3.4,81.7,4.0,7.4,54.1,1.452,0.54
Harrison Barnes,SF,81,81.0,25.4,9.2,0.7,3.5,4.1,1.2,0.6,0.2,1.2,1.7,1.0,11.08,3.4,7.8,43.9,0.6,1.8,35.9,1.8,2.3,75.8,2.8,6.0,46.4,1.1909999999999998,0.48
Brandon Rush,F,2,0.0,12.5,7.0,0.0,0.5,0.5,1.0,0.0,0.0,1.5,2.5,0.7,12.0,3.0,4.5,66.7,0.0,1.0,0.0,1.0,1.5,66.7,3.0,3.5,85.7,1.556,0.67
Andrew Bogut,C,32,32.0,24.6,5.8,2.1,5.5,7.7,2.1,0.6,1.7,1.1,2.7,1.9,13.81,2.6,5.8,45.1,0.0,0.0,100.0,0.6,1.2,50.0,2.6,5.7,44.8,1.011,0.45
Richard Jefferson,F,56,1.0,10.1,3.1,0.1,1.4,1.5,0.6,0.3,0.1,0.4,0.8,1.3,10.36,1.1,2.4,45.6,0.3,0.8,31.1,0.7,0.9,71.7,0.9,1.6,52.7,1.294,0.51
Draymond Green,PF,79,1.0,13.4,2.9,0.7,2.6,3.3,0.7,0.5,0.3,0.6,2.0,1.0,7.15,1.1,3.3,32.7,0.2,0.8,20.9,0.6,0.7,81.8,0.9,2.4,36.8,0.883,0.35
Festus Ezeli,C,78,41.0,14.4,2.4,1.8,2.2,4.0,0.3,0.3,0.9,0.8,2.0,0.3,9.3,0.9,2.2,43.8,0.0,0.0,0.0,0.6,1.0,53.1,0.9,2.2,43.8,1.13,0.44
Kent Bazemore,SF,61,0.0,4.4,2.0,0.1,0.3,0.4,0.4,0.3,0.1,0.3,0.4,1.2,11.34,0.7,1.9,37.1,0.2,0.6,29.4,0.4,0.7,61.4,0.5,1.3,40.2,1.06,0.41
Charles Jenkins,PG,47,0.0,6.2,1.7,0.1,0.3,0.4,0.6,0.2,0.0,0.4,0.4,1.5,6.92,0.7,1.8,42.2,0.0,0.0,50.0,0.2,0.4,55.6,0.7,1.7,42.0,0.976,0.43
Jeremy Tyler,C,20,0.0,3.2,1.1,0.3,0.6,0.9,0.1,0.1,0.1,0.3,0.5,0.2,6.11,0.5,1.2,37.5,0.0,0.0,0.0,0.2,0.3,66.7,0.5,1.2,37.5,0.917,0.38
Malcolm Thomas,PF,5,0.0,4.2,0.6,0.0,1.0,1.0,0.4,0.0,0.2,0.2,0.2,2.0,8.83,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.8,75.0,0.0,0.2,0.0,3.0,0.0
Andris Biedrins,C,53,9.0,9.3,0.5,0.6,2.2,2.9,0.3,0.3,0.8,0.3,1.9,1.0,7.69,0.2,0.4,47.6,0.0,0.0,0.0,0.1,0.2,30.8,0.2,0.4,47.6,1.143,0.48
Total,gs,82,,,101.2,10.8,34.2,45.0,22.5,6.9,4.2,14.8,21.4,1.5,,38.2,83.4,45.8,8.0,19.9,40.3,16.8,21.3,79.0,30.1,63.5,47.5,1.213,0.51
James Harden,SG,78,78.0,38.3,25.9,0.8,4.1,4.9,5.8,1.8,0.5,3.8,2.3,1.5,23.0,7.5,17.1,43.8,2.3,6.2,36.8,8.6,10.2,85.1,5.2,10.9,47.7,1.5130000000000001,0.5
Chandler Parsons,SF,76,76.0,36.3,15.5,1.0,4.3,5.3,3.5,1.0,0.4,1.9,1.9,1.8,15.33,6.0,12.4,48.6,2.0,5.2,38.5,1.5,2.0,72.9,4.0,7.2,55.9,1.253,0.57
Jeremy Lin,G,82,82.0,32.2,13.4,0.4,2.6,3.0,6.1,1.6,0.4,2.9,2.5,2.1,14.94,4.8,10.9,44.1,1.1,3.1,33.9,2.6,3.4,78.5,3.8,7.8,48.3,1.2209999999999999,0.49
Patrick Patterson,PF,47,38.0,25.9,11.6,1.6,3.1,4.7,1.1,0.4,0.6,0.9,1.9,1.2,15.56,5.0,9.7,51.9,0.7,2.0,36.5,0.8,1.0,75.5,4.3,7.6,56.0,1.196,0.56
Carlos Delfino,SG,67,5.0,25.2,10.6,0.3,3.0,3.3,2.0,1.0,0.1,1.1,1.7,1.9,13.39,3.7,9.3,40.5,2.4,6.3,37.5,0.7,0.8,85.7,1.4,3.0,46.7,1.1420000000000001,0.53
Omer Asik,C,82,82.0,30.0,10.1,3.4,8.3,11.7,0.9,0.6,1.1,2.1,2.7,0.4,14.89,4.0,7.5,54.1,0.0,0.0,0.0,2.0,3.6,56.2,4.0,7.5,54.2,1.355,0.54
Marcus Morris Sr.,F,54,17.0,21.4,8.6,1.2,2.9,4.1,0.9,0.5,0.3,1.0,2.2,0.9,12.18,3.2,7.4,42.8,1.4,3.6,38.1,0.9,1.4,65.3,1.8,3.8,47.1,1.163,0.52
Toney Douglas,PG,49,0.0,18.6,8.1,0.5,1.4,1.8,1.9,0.8,0.0,1.1,2.1,1.7,12.39,2.8,7.2,39.5,1.2,3.3,37.7,1.2,1.4,88.2,1.6,3.9,41.1,1.1340000000000001,0.48
Francisco Garcia,SG,18,5.0,17.7,6.4,0.1,1.2,1.3,1.1,0.8,0.4,0.7,1.2,1.7,12.26,2.3,5.3,43.2,1.5,3.9,38.6,0.3,0.4,85.7,0.8,1.4,56.0,1.2109999999999999,0.57
Greg Smith,PF,70,10.0,15.9,6.0,1.6,3.0,4.6,0.4,0.3,0.6,0.6,2.5,0.6,16.17,2.4,3.9,62.0,0.0,0.0,0.0,1.2,1.9,62.3,2.4,3.9,62.3,1.536,0.62
Donatas Motiejunas,F,44,14.0,12.2,5.7,0.8,1.3,2.1,0.7,0.2,0.2,0.8,1.7,0.8,12.28,2.2,4.8,45.5,0.5,1.9,28.9,0.7,1.2,62.7,1.7,3.0,56.2,1.1740000000000002,0.51
Patrick Beverley,PG,41,0.0,17.4,5.6,1.1,1.6,2.7,2.9,0.9,0.5,1.1,2.0,2.7,15.42,1.9,4.6,41.8,0.9,2.3,37.5,0.8,1.0,82.9,1.0,2.3,46.2,1.206,0.51
Terrence Jones,PF,19,0.0,14.5,5.5,1.5,1.9,3.4,0.8,0.6,1.0,0.7,1.1,1.2,17.11,2.3,4.9,45.7,0.3,1.0,26.3,0.7,0.9,76.5,2.0,3.9,50.7,1.1059999999999999,0.48
Thomas Robinson,F,19,0.0,13.0,4.5,1.6,2.5,4.1,0.5,0.8,0.3,1.2,1.5,0.4,12.08,1.8,4.1,44.9,0.0,0.1,0.0,0.8,2.0,42.1,1.8,4.1,45.5,1.103,0.45
James Anderson,SG,29,2.0,10.6,4.0,0.5,1.5,2.0,1.1,0.4,0.1,0.6,0.6,1.8,14.21,1.4,3.5,40.6,0.6,1.7,32.7,0.6,0.7,89.5,0.9,1.8,48.1,1.139,0.49
Daequan Cook,SG,16,1.0,10.3,3.4,0.3,0.8,1.1,0.6,0.4,0.1,0.4,0.8,1.7,8.84,1.3,3.7,35.6,0.7,1.9,36.7,0.1,0.2,66.7,0.6,1.8,34.5,0.932,0.45
Cole Aldrich,C,30,0.0,7.1,1.7,0.4,1.5,1.9,0.2,0.1,0.3,0.5,1.4,0.4,7.35,0.8,1.4,53.5,0.0,0.0,0.0,0.1,0.3,44.4,0.8,1.4,53.5,1.163,0.53
Aaron Brooks,G,7,0.0,5.4,1.4,0.1,0.1,0.3,0.9,0.1,0.4,0.6,0.7,1.5,5.62,0.6,1.9,30.8,0.3,1.0,28.6,0.0,0.0,0.0,0.3,0.9,33.3,0.769,0.38
Scott Machado,G,6,0.0,3.5,1.3,0.0,0.2,0.2,1.0,0.3,0.0,1.3,0.0,0.8,6.02,0.5,1.0,50.0,0.0,0.2,0.0,0.3,0.3,100.0,0.5,0.8,60.0,1.3330000000000002,0.5
Tim Ohlbrecht,PF,3,0.0,4.0,1.0,0.0,0.3,0.3,0.3,0.3,0.0,1.3,0.3,0.3,-6.06,0.3,1.0,33.3,0.0,0.0,0.0,0.3,0.3,100.0,0.3,1.0,33.3,1.0,0.33
Total,hou,82,,,106.0,11.1,32.3,43.4,23.2,8.3,4.4,15.8,20.3,1.5,,38.1,82.7,46.1,10.6,28.9,36.6,19.2,25.5,75.4,27.5,53.8,51.1,1.281,0.52
Paul George,SG,79,79.0,37.6,17.4,1.1,6.5,7.6,4.1,1.8,0.6,2.9,2.9,1.4,16.84,6.2,14.9,41.9,2.2,5.9,36.2,2.8,3.5,80.7,4.1,8.9,45.7,1.171,0.49
David West,F,73,73.0,33.4,17.1,2.0,5.7,7.7,2.9,1.0,0.9,2.2,2.0,1.4,20.15,6.9,13.8,49.8,0.1,0.3,21.1,3.3,4.3,76.8,6.8,13.6,50.3,1.239,0.5
George Hill,PG,76,76.0,34.5,14.2,0.6,3.1,3.7,4.7,1.1,0.3,1.5,1.8,3.1,16.59,5.1,11.5,44.3,1.7,4.6,36.8,2.3,2.8,81.7,3.4,6.8,49.4,1.235,0.52
Roy Hibbert,C,79,79.0,28.7,11.9,3.7,4.6,8.3,1.4,0.5,2.6,2.1,3.5,0.7,17.32,4.9,10.9,44.8,0.0,0.1,25.0,2.1,2.8,74.1,4.9,10.8,44.9,1.091,0.45
Lance Stephenson,G,78,72.0,29.2,8.8,0.6,3.3,3.9,2.9,1.0,0.2,1.4,2.1,2.0,11.85,3.5,7.7,46.0,0.8,2.4,33.0,1.0,1.5,65.2,2.7,5.3,52.0,1.149,0.51
Gerald Green,G,60,7.0,18.0,7.0,0.5,1.8,2.4,0.8,0.3,0.4,0.9,1.1,0.9,9.92,2.6,7.1,36.6,1.0,3.1,31.4,0.9,1.1,80.0,1.6,3.9,40.7,0.993,0.44
Tyler Hansbrough,PF,81,8.0,16.9,7.0,2.0,2.6,4.6,0.4,0.4,0.2,1.0,1.9,0.5,15.35,2.2,5.0,43.2,0.0,0.0,0.0,2.7,3.7,72.0,2.2,5.0,43.6,1.396,0.43
Danny Granger,SF,5,0.0,14.8,5.4,0.6,1.2,1.8,0.6,0.4,0.2,0.8,1.2,0.8,4.02,2.0,7.0,28.6,0.4,2.0,20.0,1.0,1.6,62.5,1.6,5.0,32.0,0.7709999999999999,0.31
Ian Mahinmi,C,80,2.0,16.5,5.0,1.4,2.5,3.9,0.3,0.5,0.8,1.2,2.5,0.3,10.65,1.9,4.1,45.3,0.0,0.0,0.0,1.3,2.1,60.8,1.9,4.1,45.6,1.222,0.45
D.J. Augustin,PG,76,5.0,16.1,4.7,0.3,0.9,1.2,2.2,0.4,0.0,0.9,0.8,2.5,11.04,1.4,3.9,35.0,0.9,2.5,35.3,1.1,1.3,83.8,0.5,1.4,34.6,1.2109999999999999,0.46
Orlando Johnson,SG,51,0.0,12.1,4.0,0.4,1.8,2.2,0.9,0.2,0.2,0.6,1.0,1.6,11.4,1.4,3.5,40.0,0.7,1.8,38.3,0.5,0.6,71.9,0.7,1.7,41.9,1.128,0.5
Jeff Ayres,F,37,0.0,10.0,3.9,0.8,2.0,2.8,0.4,0.2,0.3,0.6,1.2,0.7,14.57,1.6,3.4,48.4,0.1,0.1,50.0,0.6,0.6,91.3,1.6,3.3,48.4,1.151,0.49
Sam Young,SF,56,3.0,12.4,2.8,0.5,1.7,2.2,0.8,0.3,0.1,0.6,1.1,1.3,7.5,1.0,2.6,39.2,0.3,0.9,30.8,0.4,0.8,53.5,0.8,1.7,43.8,1.047,0.45
Ben Hansbrough,PG,28,0.0,7.1,2.0,0.1,0.6,0.6,0.8,0.3,0.1,0.6,0.8,1.2,7.2,0.5,1.6,33.3,0.2,0.8,26.1,0.8,1.0,77.8,0.3,0.8,40.9,1.2670000000000001,0.4
Miles Plumlee,C,14,0.0,3.9,0.9,0.9,0.7,1.6,0.1,0.0,0.2,0.2,0.4,0.7,8.83,0.4,1.5,23.8,0.0,0.0,0.0,0.2,0.3,75.0,0.4,1.5,23.8,0.619,0.24
Dominic McGuire,PF,2,1.0,6.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,inf,-5.95,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,0.0,0.0
Total,ind,81,,,94.7,12.9,33.0,45.9,20.3,7.2,6.3,14.5,20.0,1.4,,35.1,80.6,43.6,6.9,19.7,34.7,17.6,23.6,74.6,28.3,60.8,46.5,1.176,0.48
Blake Griffin,PF,80,80.0,32.5,18.0,2.3,6.0,8.3,3.7,1.2,0.6,2.3,2.9,1.6,22.44,7.2,13.4,53.8,0.1,0.4,17.9,3.5,5.3,66.0,7.2,13.1,54.8,1.3430000000000002,0.54
Chris Paul,PG,70,70.0,33.4,16.9,0.8,3.0,3.7,9.7,2.4,0.1,2.3,2.0,4.3,26.43,5.9,12.2,48.1,1.1,3.3,32.8,4.1,4.6,88.5,4.8,8.9,53.8,1.386,0.53
