Name,Pos,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF
Tiago Splitter,C,36,2.0,16.1,5.6,1.3,2.1,3.3,0.8,0.6,0.3,0.7,2.0,1.3,13.79,2.3,4.3,52.3,0.0,0.1,0.0,1.1,1.3,81.3,2.3,4.3,52.9,1.297,0.52
Shelvin Mack,G,24,0.0,7.5,3.9,0.1,0.8,0.9,1.6,0.3,0.0,0.6,0.3,2.7,15.51,1.7,4.0,42.1,0.2,1.1,14.8,0.4,0.5,75.0,1.5,2.8,52.9,0.9790000000000001,0.44
Mike Muscala,PF,60,0.0,9.4,3.3,0.6,1.3,2.0,0.6,0.2,0.5,0.5,1.2,1.3,13.68,1.3,2.5,50.0,0.2,0.7,30.8,0.5,0.7,79.5,1.1,1.9,56.6,1.2830000000000001,0.54
Justin Holiday,SG,26,1.0,10.1,2.4,0.2,0.9,1.0,0.4,0.5,0.2,0.5,0.8,0.8,4.7,0.9,2.8,32.9,0.4,1.7,22.2,0.2,0.4,50.0,0.5,1.1,50.0,0.863,0.4
Lamar Patterson,SG,35,0.0,11.3,2.4,0.1,1.3,1.4,1.1,0.3,0.1,0.7,1.3,1.7,5.1,0.8,2.3,35.0,0.3,1.4,24.5,0.5,0.6,72.7,0.5,0.9,51.6,1.05,0.43
Edy Tavares,C,11,0.0,6.6,2.3,0.6,1.3,1.9,0.3,0.1,0.5,0.5,0.7,0.6,14.48,1.0,1.7,57.9,0.0,0.0,0.0,0.3,0.7,37.5,1.0,1.7,57.9,1.3159999999999998,0.58
Kirk Hinrich,SG,11,0.0,6.9,0.5,0.1,1.0,1.1,1.3,0.2,0.1,0.3,0.1,4.7,6.22,0.2,1.0,18.2,0.1,0.5,16.7,0.0,0.0,0.0,0.1,0.5,20.0,0.455,0.23
Total,atl,82,,,102.8,8.3,33.8,42.1,25.6,9.1,5.9,14.5,19.1,1.8,,38.6,84.4,45.8,9.9,28.4,35.0,15.6,20.0,78.3,28.7,56.1,51.2,1.218,0.52
Brook Lopez,C,73,73.0,33.7,20.6,2.8,5.1,7.8,2.0,0.8,1.7,2.4,2.9,0.8,21.8,8.1,15.8,51.1,0.0,0.2,14.3,4.3,5.5,78.7,8.1,15.7,51.5,1.297,0.51
Thaddeus Young,PF,73,73.0,33.0,15.1,2.4,6.6,9.0,1.9,1.5,0.5,1.9,2.5,1.0,17.58,6.8,13.2,51.4,0.1,0.4,23.3,1.4,2.2,64.4,6.7,12.8,52.3,1.1440000000000001,0.52
Sean Kilpatrick,G,23,0.0,23.2,13.8,0.4,1.7,2.2,1.1,0.4,0.1,1.2,1.3,1.0,16.79,5.0,10.8,46.2,1.5,4.2,36.1,2.3,2.6,89.8,3.5,6.6,52.6,1.2770000000000001,0.53
Jarrett Jack,G,32,32.0,32.1,12.8,0.3,4.0,4.3,7.4,1.1,0.2,2.9,2.4,2.5,14.49,4.4,11.2,39.1,1.0,3.2,30.4,3.1,3.5,89.3,3.4,8.0,42.6,1.148,0.43
Joe Johnson,G,57,57.0,33.9,11.8,0.6,3.3,3.9,4.1,0.7,0.0,2.0,1.8,2.0,10.73,4.3,10.7,40.6,1.5,4.0,37.1,1.6,1.9,85.2,2.8,6.6,42.7,1.104,0.48
Bojan Bogdanovic,SF,79,39.0,26.8,11.2,0.5,2.8,3.2,1.3,0.4,0.1,1.5,1.5,0.9,10.79,4.1,9.5,43.3,1.6,4.3,38.2,1.4,1.7,83.3,2.5,5.2,47.4,1.1840000000000002,0.52
Wayne Ellington,SG,76,41.0,21.3,7.7,0.3,2.0,2.3,1.1,0.6,0.1,0.6,1.1,1.8,10.19,2.9,7.4,38.9,1.3,3.5,35.8,0.7,0.8,85.7,1.6,3.9,41.6,1.045,0.47
Shane Larkin,G,78,17.0,22.4,7.3,0.4,1.9,2.3,4.4,1.2,0.2,1.9,1.6,2.3,13.36,2.8,6.4,44.2,0.5,1.4,36.1,1.1,1.4,77.6,2.3,5.1,46.4,1.127,0.48
Donald Sloan,G,61,33.0,21.6,7.0,0.3,2.6,2.8,4.4,0.5,0.1,1.3,1.2,3.4,13.98,2.5,5.7,44.0,0.6,1.6,38.4,1.3,1.7,75.0,1.9,4.1,46.2,1.2109999999999999,0.49
Andrea Bargnani,C,46,0.0,13.8,6.6,0.6,1.5,2.1,0.4,0.1,0.2,0.6,1.3,0.7,11.89,2.8,6.1,45.5,0.1,0.3,18.8,1.0,1.2,82.5,2.7,5.7,47.1,1.09,0.46
Henry Sims,C,14,4.0,18.8,6.5,1.5,3.6,5.1,0.6,0.6,1.0,0.9,2.6,0.8,13.91,2.4,5.5,42.9,0.0,0.0,0.0,1.8,2.1,83.3,2.4,5.5,42.9,1.182,0.43
Markel Brown,G,62,6.0,15.8,5.9,0.4,1.6,2.0,1.5,0.6,0.2,0.9,1.5,1.7,11.31,2.0,5.2,39.4,0.6,2.0,31.4,1.1,1.5,75.5,1.4,3.2,44.3,1.127,0.45
Rondae Hollis-Jefferson,F,29,17.0,21.2,5.8,1.3,4.0,5.3,1.5,1.3,0.6,0.9,2.1,1.7,14.23,2.2,4.8,45.7,0.1,0.5,28.6,1.3,1.8,71.2,2.0,4.3,47.6,1.21,0.47
Willie Reed,C,39,2.0,10.9,4.7,1.3,1.9,3.1,0.3,0.2,0.8,0.4,1.2,0.6,19.22,1.9,3.4,57.1,0.0,0.0,0.0,0.8,1.4,54.5,1.9,3.4,57.1,1.368,0.57
Chris McCullough,F,24,4.0,15.1,4.7,1.0,1.8,2.8,0.4,1.2,0.5,0.6,1.6,0.6,12.2,1.8,4.5,40.4,0.5,1.4,38.2,0.5,1.0,47.8,1.3,3.1,41.3,1.028,0.46
Thomas Robinson,F,71,7.0,12.9,4.3,1.9,3.1,5.1,0.6,0.5,0.5,1.0,1.6,0.7,14.54,1.8,4.1,44.7,0.0,0.0,0.0,0.7,1.5,43.1,1.8,4.1,44.8,1.055,0.45
Sergey Karasev,SG,40,5.0,10.0,2.4,0.2,1.3,1.5,0.9,0.2,0.1,0.6,0.7,1.6,8.57,0.8,1.9,40.5,0.3,0.9,29.7,0.7,0.7,92.9,0.5,0.9,51.4,1.311,0.48
Total,bkn,82,,,98.6,10.5,31.9,42.4,22.3,7.6,4.0,14.3,18.0,1.6,,38.2,84.4,45.3,6.5,18.4,35.2,15.7,20.7,75.7,31.8,66.0,48.1,1.169,0.49
Isaiah Thomas,PG,82,79.0,32.2,22.2,0.6,2.4,3.0,6.2,1.1,0.1,2.7,2.0,2.3,21.54,7.2,16.9,42.8,2.0,5.7,35.9,5.8,6.6,87.1,5.2,11.2,46.2,1.319,0.49
Avery Bradley,PG,76,72.0,33.4,15.2,0.6,2.3,2.9,2.1,1.5,0.3,1.4,2.2,1.4,13.25,6.0,13.4,44.8,1.9,5.4,36.1,1.3,1.6,78.0,4.1,8.1,50.5,1.133,0.52
Jae Crowder,SF,73,73.0,31.6,14.2,1.0,4.2,5.1,1.8,1.7,0.5,1.1,2.7,1.6,15.85,4.9,11.1,44.3,1.7,5.0,33.6,2.7,3.3,82.0,3.3,6.2,52.9,1.2770000000000001,0.52
Evan Turner,G,81,12.0,28.0,10.5,0.6,4.3,4.9,4.4,1.0,0.3,2.1,1.7,2.1,13.65,4.2,9.3,45.6,0.2,1.0,24.1,1.8,2.2,82.7,4.0,8.3,48.2,1.1340000000000001,0.47
Jared Sullinger,C,81,73.0,23.6,10.3,2.4,5.9,8.3,2.3,0.9,0.6,1.3,2.6,1.8,16.78,4.3,10.0,43.5,0.4,1.3,28.2,1.3,2.0,64.0,4.0,8.7,45.8,1.035,0.45
Kelly Olynyk,F,69,8.0,20.2,10.0,1.0,3.0,4.1,1.5,0.8,0.5,1.1,2.4,1.4,16.33,3.7,8.1,45.5,1.2,3.0,40.5,1.4,1.9,75.0,2.4,5.0,48.6,1.236,0.53
Marcus Smart,PG,61,10.0,27.3,9.1,1.2,2.9,4.2,3.0,1.5,0.3,1.3,3.0,2.3,11.34,3.0,8.7,34.8,1.0,4.0,25.3,2.1,2.7,77.7,2.0,4.7,42.7,1.055,0.41
Amir Johnson,F,79,76.0,22.8,7.3,2.3,4.1,6.4,1.7,0.7,1.1,1.2,2.7,1.5,16.03,3.2,5.4,58.5,0.1,0.5,23.3,0.9,1.5,57.0,3.0,4.8,62.4,1.354,0.6
David Lee,PF,30,4.0,15.7,7.1,1.4,3.0,4.3,1.8,0.4,0.4,1.3,1.7,1.4,15.54,2.9,6.4,45.3,0.0,0.0,0.0,1.3,1.7,78.4,2.9,6.4,45.5,1.115,0.45
Tyler Zeller,C,60,3.0,11.8,6.1,1.0,1.9,3.0,0.5,0.2,0.4,0.8,1.6,0.6,15.42,2.3,4.8,47.6,0.0,0.0,0.0,1.5,1.8,81.5,2.3,4.8,47.6,1.255,0.48
Jonas Jerebko,F,78,0.0,15.1,4.4,1.0,2.7,3.7,0.8,0.3,0.3,0.7,1.8,1.2,10.32,1.5,3.7,41.3,0.6,1.4,39.8,0.8,1.0,78.2,1.0,2.3,42.1,1.189,0.49
RJ Hunter,G,36,0.0,8.8,2.7,0.1,1.0,1.0,0.4,0.4,0.1,0.3,0.8,1.2,7.74,1.0,2.7,36.7,0.5,1.8,30.2,0.2,0.2,85.7,0.5,1.0,48.6,0.99,0.46
Coty Clarke,PF,3,0.0,2.0,2.0,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.0,24.02,0.7,1.3,50.0,0.7,0.7,100.0,0.0,0.0,0.0,0.0,0.7,0.0,1.5,0.75
Terry Rozier,PG,39,0.0,8.0,1.8,0.6,1.0,1.6,0.9,0.2,0.0,0.5,0.6,1.9,5.05,0.7,2.7,27.4,0.2,0.7,22.2,0.2,0.3,80.0,0.6,2.0,29.1,0.679,0.3
Jordan Mickey,F,16,0.0,3.6,1.3,0.4,0.4,0.8,0.1,0.0,0.7,0.1,0.3,1.0,15.35,0.5,1.4,36.4,0.0,0.0,0.0,0.3,0.6,50.0,0.5,1.4,36.4,0.955,0.36
James Young,G,29,0.0,6.9,1.0,0.1,0.8,0.9,0.3,0.2,0.0,0.2,0.6,1.8,3.62,0.4,1.2,30.6,0.2,0.9,23.1,0.0,0.1,25.0,0.2,0.3,50.0,0.8059999999999999,0.39
Total,bos,82,,,105.7,11.6,33.3,44.9,24.2,9.2,4.2,13.5,21.9,1.8,,39.2,89.2,43.9,8.7,26.1,33.5,18.5,23.5,78.8,30.5,63.1,48.3,1.185,0.49
Kemba Walker,PG,81,81.0,35.6,20.9,0.7,3.7,4.4,5.2,1.6,0.5,2.1,1.4,2.5,20.87,7.0,16.4,42.7,2.2,6.0,37.1,4.6,5.4,84.7,4.8,10.4,45.9,1.2690000000000001,0.5
Nicolas Batum,SF,70,70.0,35.0,14.9,0.8,5.3,6.1,5.8,0.9,0.6,2.9,1.6,2.0,15.69,5.3,12.5,42.6,2.0,5.7,34.8,2.3,2.7,84.9,3.3,6.8,49.2,1.198,0.51
Michael Kidd-Gilchrist,F,7,7.0,29.3,12.7,1.7,4.7,6.4,1.3,0.4,0.4,1.1,1.3,1.1,16.97,4.7,8.7,54.1,0.4,1.0,42.9,2.9,4.1,69.0,4.3,7.7,55.6,1.459,0.57
Al Jefferson,C,47,18.0,23.3,12.0,1.2,5.2,6.4,1.5,0.6,0.9,0.7,2.5,2.1,18.26,5.2,10.7,48.5,0.0,0.0,0.0,1.5,2.4,64.9,5.2,10.7,48.5,1.113,0.49
Jeremy Lin,G,78,13.0,26.3,11.7,0.5,2.7,3.2,3.0,0.7,0.5,1.9,2.1,1.6,13.8,3.8,9.3,41.2,1.0,2.9,33.6,3.1,3.7,81.5,2.9,6.4,44.6,1.255,0.46
Marvin Williams,F,81,81.0,28.9,11.7,1.6,4.9,6.4,1.4,0.7,1.0,0.8,1.6,1.8,16.9,4.2,9.2,45.2,1.9,4.7,40.2,1.5,1.8,83.3,2.3,4.6,50.4,1.2690000000000001,0.55
Courtney Lee,G,28,28.0,30.2,8.9,0.4,2.8,3.1,2.1,1.2,0.4,0.8,2.0,2.6,11.2,3.5,7.9,44.5,1.1,2.8,39.2,0.8,0.9,88.5,2.4,5.0,47.5,1.136,0.52
Jeremy Lamb,SG,66,0.0,18.6,8.8,0.7,3.2,3.8,1.2,0.6,0.5,0.8,1.6,1.5,15.92,3.5,7.7,45.1,0.8,2.7,30.9,1.0,1.3,72.7,2.6,5.0,52.9,1.137,0.51
Cody Zeller,PF,73,60.0,24.3,8.7,1.9,4.3,6.2,1.0,0.8,0.9,0.9,2.8,1.0,16.18,3.2,6.0,52.9,0.0,0.1,10.0,2.4,3.2,75.4,3.2,5.8,53.9,1.46,0.53
Frank Kaminsky,PF,81,3.0,21.1,7.5,0.9,3.3,4.1,1.2,0.5,0.5,0.7,1.6,1.7,12.51,2.7,6.5,41.0,0.8,2.5,33.7,1.3,1.8,73.0,1.8,4.0,45.5,1.1540000000000001,0.47
Spencer Hawes,PF,57,6.0,18.2,6.0,0.9,3.4,4.3,1.9,0.4,0.5,1.0,1.9,1.9,12.41,2.2,5.4,40.5,0.7,1.8,37.3,0.9,1.1,83.1,1.5,3.6,42.2,1.111,0.47
P.J. Hairston,SF,48,43.0,19.5,6.0,0.4,2.3,2.7,0.6,0.5,0.1,0.5,2.2,1.2,7.4,2.1,5.8,35.9,1.1,3.6,31.4,0.7,0.9,81.0,0.9,2.2,43.3,1.036,0.46
Troy Daniels,G,43,0.0,11.1,5.6,0.2,1.2,1.3,0.5,0.3,0.1,0.6,0.9,0.9,14.97,2.1,4.3,47.6,1.4,2.8,48.4,0.1,0.2,55.6,0.7,1.5,46.2,1.294,0.63
Brian Roberts,PG,30,0.0,11.1,4.8,0.1,0.8,1.0,1.3,0.2,0.0,0.5,0.8,2.4,13.96,1.7,3.8,44.3,0.3,0.9,33.3,1.1,1.2,91.9,1.4,2.9,47.7,1.261,0.48
Tyler Hansbrough,PF,44,0.0,7.8,2.4,0.9,1.1,2.0,0.2,0.3,0.2,0.3,1.3,0.7,12.49,0.7,1.6,45.1,0.0,0.1,66.7,0.9,1.5,58.5,0.7,1.5,44.1,1.465,0.46
Jorge Gutierrez,G,12,0.0,5.3,1.8,0.0,0.6,0.6,1.4,0.3,0.0,0.5,0.3,2.8,19.17,0.5,0.9,54.5,0.0,0.2,0.0,0.8,0.9,90.9,0.5,0.8,66.7,2.0,0.55
Aaron Harrison,G,21,0.0,4.4,0.9,0.2,0.5,0.7,0.1,0.3,0.0,0.2,0.5,0.5,4.3,0.2,0.9,26.3,0.1,0.5,30.0,0.2,0.6,41.7,0.1,0.4,22.2,0.9470000000000001,0.34
Total,cha,82,,,103.4,9.0,35.0,43.9,21.7,7.3,5.3,11.9,18.1,1.8,,37.0,84.4,43.9,10.6,29.4,36.2,18.7,23.7,79.0,26.4,55.0,47.9,1.225,0.5
Jimmy Butler,SF,67,67.0,36.9,20.9,1.2,4.2,5.3,4.8,1.6,0.6,2.0,1.9,2.4,21.33,7.0,15.4,45.4,1.0,3.1,31.2,5.9,7.1,83.2,6.1,12.4,48.9,1.3519999999999999,0.49
Pau Gasol,PF,72,72.0,31.8,16.5,2.2,8.9,11.0,4.1,0.6,2.0,2.3,2.1,1.8,21.76,6.5,13.8,46.9,0.3,1.0,34.8,3.2,4.0,79.2,6.2,12.9,47.8,1.193,0.48
Derrick Rose,PG,66,66.0,31.8,16.4,0.7,2.7,3.4,4.7,0.7,0.2,2.7,1.3,1.8,13.52,6.8,15.9,42.7,0.7,2.3,29.3,2.2,2.7,79.3,6.1,13.6,44.9,1.031,0.45
Nikola Mirotic,F,66,38.0,24.9,11.8,0.9,4.6,5.5,1.5,0.9,0.7,1.5,2.3,1.0,15.63,3.8,9.2,40.7,2.0,5.2,39.0,2.2,2.7,80.7,1.7,4.0,43.0,1.276,0.52
Doug McDermott,SF,81,4.0,23.0,9.4,0.5,2.0,2.4,0.7,0.2,0.1,0.7,1.6,1.1,10.99,3.6,8.0,45.2,1.4,3.2,42.5,0.9,1.0,85.7,2.2,4.8,47.0,1.186,0.54
Taj Gibson,F,73,55.0,26.5,8.6,2.8,4.1,6.9,1.5,0.6,1.1,1.1,2.5,1.4,15.7,3.6,6.8,52.6,0.0,0.0,0.0,1.4,2.0,69.2,3.6,6.8,52.9,1.254,0.53
E'Twaun Moore,SG,59,22.0,21.4,7.5,0.3,1.9,2.3,1.7,0.6,0.3,0.9,1.7,1.9,11.43,3.2,6.6,48.1,0.8,1.8,45.2,0.4,0.6,62.9,2.4,4.8,49.1,1.139,0.54
Mike Dunleavy,SG,31,30.0,22.7,7.2,0.3,2.4,2.7,1.3,0.5,0.3,0.8,2.1,1.5,9.09,2.5,6.1,41.0,1.3,3.2,39.4,0.9,1.2,78.4,1.2,2.9,42.7,1.181,0.51
Aaron Brooks,G,69,0.0,16.1,7.1,0.3,1.2,1.5,2.6,0.4,0.1,1.2,1.9,2.2,11.87,2.7,6.8,40.1,1.0,2.7,35.7,0.7,0.9,76.6,1.8,4.1,43.0,1.047,0.47
Bobby Portis,PF,62,4.0,17.8,7.0,2.0,3.5,5.4,0.8,0.4,0.4,0.9,1.6,1.0,13.9,3.0,7.0,42.7,0.3,0.8,30.8,0.8,1.1,72.7,2.7,6.2,44.3,1.0,0.44
Justin Holiday,SG,27,4.0,18.9,6.5,0.3,2.0,2.3,1.7,0.7,0.6,1.0,1.5,1.7,11.87,2.4,5.7,41.3,1.0,2.2,43.3,0.8,1.0,81.5,1.4,3.5,40.0,1.135,0.5
Tony Snell,SG,64,33.0,20.3,5.3,0.3,2.8,3.1,1.0,0.3,0.3,0.8,1.6,1.2,6.47,2.0,5.3,37.2,0.9,2.4,36.1,0.5,0.5,90.9,1.1,2.9,38.0,0.997,0.45
Joakim Noah,C,29,2.0,21.9,4.3,3.0,5.8,8.8,3.8,0.6,1.0,1.8,2.7,2.1,14.08,1.8,4.6,38.3,0.0,0.0,0.0,0.8,1.6,48.9,1.8,4.6,38.6,0.932,0.38
Kirk Hinrich,SG,35,7.0,15.9,3.8,0.2,1.5,1.7,1.7,0.4,0.0,0.8,1.8,2.2,7.33,1.3,3.4,39.8,0.7,1.6,41.1,0.4,0.5,93.8,0.7,1.8,38.7,1.119,0.5
Cristiano Felicio,PF,31,4.0,10.4,3.4,1.0,2.3,3.3,0.8,0.2,0.4,0.4,1.0,2.0,17.61,1.3,2.3,55.6,0.0,0.1,0.0,0.8,1.1,71.4,1.3,2.2,58.8,1.4580000000000002,0.56
Cameron Bairstow,PF,18,2.0,5.7,1.9,0.2,1.3,1.6,0.3,0.1,0.2,0.2,1.1,1.5,6.89,0.7,2.2,32.5,0.1,0.3,20.0,0.4,0.4,87.5,0.7,1.9,34.3,0.85,0.34
Total,chi,82,,,101.6,11.1,35.2,46.3,22.8,6.0,5.7,13.3,18.8,1.7,,38.6,87.4,44.1,7.9,21.4,37.1,16.5,21.0,78.7,30.7,66.1,46.4,1.162,0.49
LeBron James,SF,76,76.0,35.6,25.3,1.5,6.0,7.4,6.8,1.4,0.6,3.3,1.9,2.1,27.64,9.7,18.6,52.0,1.1,3.7,30.9,4.7,6.5,73.1,8.6,14.9,57.3,1.3559999999999999,0.55
Kyrie Irving,PG,53,53.0,31.5,19.6,0.8,2.1,3.0,4.7,1.1,0.3,2.3,2.0,2.0,19.96,7.4,16.6,44.8,1.6,4.9,32.1,3.2,3.6,88.5,5.8,11.6,50.2,1.1840000000000002,0.5
Kevin Love,PF,77,77.0,31.5,16.0,1.9,8.0,9.9,2.4,0.8,0.5,1.8,2.1,1.3,19.08,5.3,12.7,41.9,2.1,5.7,36.0,3.4,4.1,82.2,3.3,7.0,46.7,1.263,0.5
Dahntay Jones,SG,1,0.0,42.0,13.0,1.0,4.0,5.0,2.0,1.0,2.0,0.0,6.0,inf,10.36,6.0,14.0,42.9,1.0,2.0,50.0,0.0,0.0,0.0,5.0,12.0,41.7,0.929,0.46
JR Smith,G,77,77.0,30.7,12.4,0.6,2.3,2.8,1.7,1.1,0.3,0.8,2.6,2.2,12.43,4.6,11.0,41.5,2.6,6.6,40.0,0.6,0.9,63.4,1.9,4.4,43.8,1.124,0.54
Mo Williams,PG,41,14.0,18.2,8.2,0.1,1.6,1.8,2.4,0.3,0.1,1.4,1.5,1.7,12.5,3.2,7.4,43.7,0.9,2.5,35.3,0.9,1.0,90.5,2.3,4.9,48.0,1.119,0.5
Tristan Thompson,C,82,34.0,27.7,7.8,3.3,5.7,9.0,0.8,0.5,0.6,0.7,2.5,1.0,15.91,3.0,5.1,58.8,0.0,0.0,0.0,1.8,3.0,61.6,3.0,5.1,58.8,1.531,0.59
Channing Frye,F,26,3.0,17.2,7.5,0.5,3.1,3.6,1.0,0.3,0.3,0.5,2.2,2.0,14.95,2.7,6.2,44.1,1.7,4.4,37.7,0.4,0.5,78.6,1.1,1.8,59.6,1.217,0.57
Matthew Dellavedova,PG,76,14.0,24.6,7.5,0.4,1.7,2.1,4.4,0.6,0.1,1.5,2.3,2.9,11.31,2.7,6.7,40.5,1.3,3.1,41.0,0.8,0.9,86.4,1.4,3.6,40.1,1.114,0.5
Timofey Mozgov,C,76,48.0,17.4,6.3,1.4,3.0,4.4,0.4,0.3,0.8,0.9,2.1,0.5,14.63,2.7,4.7,56.5,0.0,0.1,14.3,0.9,1.3,71.6,2.7,4.6,57.4,1.3230000000000002,0.57
Iman Shumpert,SG,54,5.0,24.4,5.8,0.6,3.2,3.8,1.7,1.0,0.4,1.1,2.2,1.6,8.48,2.1,5.6,37.4,0.8,2.7,29.5,0.7,0.9,78.4,1.3,2.9,44.7,1.02,0.44
Richard Jefferson,F,74,5.0,17.9,5.5,0.2,1.5,1.7,0.8,0.4,0.2,0.6,1.7,1.4,9.73,1.9,4.2,45.8,0.9,2.3,38.2,0.8,1.2,66.7,1.0,1.9,55.4,1.314,0.56
Jordan McRae,G,15,1.0,7.5,4.1,0.1,0.7,0.8,1.0,0.0,0.1,0.6,0.7,1.7,14.3,1.5,3.5,44.2,0.5,0.7,63.6,0.6,0.9,69.2,1.1,2.7,39.0,1.192,0.51
James Jones,SG,48,0.0,9.6,3.7,0.2,0.9,1.0,0.3,0.2,0.2,0.3,1.0,1.1,11.61,1.2,3.0,40.8,0.9,2.2,39.4,0.4,0.5,80.8,0.4,0.8,44.7,1.254,0.55
Jared Cunningham,G,40,3.0,8.9,2.6,0.1,0.7,0.7,0.5,0.3,0.1,0.5,0.9,1.1,5.97,0.8,2.3,35.2,0.3,0.8,31.3,0.8,1.2,62.5,0.6,1.5,37.3,1.143,0.41
Anderson Varejao,C,31,0.0,10.0,2.6,0.8,2.2,2.9,0.6,0.4,0.2,0.5,1.1,1.3,11.23,1.0,2.5,42.1,0.0,0.0,0.0,0.5,0.7,76.2,1.0,2.4,42.7,1.053,0.42
Sasha Kaun,C,25,0.0,3.8,0.9,0.5,0.6,1.0,0.1,0.2,0.2,0.3,0.4,0.4,12.58,0.4,0.7,52.9,0.0,0.0,0.0,0.2,0.4,45.5,0.4,0.7,52.9,1.3530000000000002,0.53
Joe Harris,SG,5,0.0,3.0,0.6,0.0,0.6,0.6,0.4,0.0,0.0,0.2,0.2,2.0,3.41,0.2,0.8,25.0,0.2,0.8,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.38
Total,cle,82,,,104.3,10.6,33.9,44.5,22.7,6.7,3.9,12.9,20.3,1.8,,38.7,84.0,46.0,10.7,29.6,36.2,16.3,21.7,74.8,27.9,54.4,51.4,1.242,0.52
Dirk Nowitzki,F,75,75.0,31.5,18.3,0.7,5.8,6.5,1.8,0.7,0.7,1.1,2.1,1.6,19.09,6.6,14.8,44.8,1.7,4.6,36.8,3.3,3.7,89.3,5.0,10.3,48.3,1.234,0.5
Deron Williams,PG,65,63.0,32.4,14.1,0.3,2.6,2.9,5.8,0.9,0.2,2.3,2.4,2.5,14.68,4.9,11.9,41.4,1.5,4.3,34.4,2.8,3.2,86.9,3.4,7.6,45.4,1.185,0.48
Chandler Parsons,SF,61,51.0,29.5,13.7,0.5,4.2,4.7,2.8,0.8,0.3,1.6,1.9,1.8,16.31,5.2,10.7,49.2,1.7,4.1,41.4,1.5,2.2,68.4,3.5,6.6,54.0,1.286,0.57
Wesley Matthews,SG,78,78.0,33.9,12.5,0.3,2.7,3.1,1.9,1.0,0.2,1.0,2.3,1.9,10.91,4.2,10.9,38.8,2.4,6.7,36.0,1.6,1.9,86.3,1.8,4.2,43.2,1.1440000000000001,0.5
J.J. Barea,G,74,16.0,22.5,10.9,0.4,1.7,2.1,4.1,0.4,0.0,1.5,1.5,2.7,15.52,4.3,9.6,44.6,1.4,3.5,38.5,1.0,1.3,77.1,2.9,6.1,48.1,1.136,0.52
Raymond Felton,G,80,31.0,27.4,9.5,0.5,2.8,3.2,3.6,0.9,0.2,1.5,1.8,2.3,11.93,3.5,8.5,40.6,0.8,2.7,28.2,1.9,2.2,84.7,2.7,5.9,46.3,1.119,0.45
