Name,Pos,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF
Kay Felder,G,42,0.0,9.2,4.0,0.1,0.9,1.0,1.4,0.4,0.2,0.7,0.9,1.9,11.41,1.5,3.8,39.2,0.2,0.5,31.8,0.8,1.2,71.4,1.3,3.2,40.4,1.051,0.41
James Jones,SG,48,2.0,7.9,2.8,0.1,0.7,0.8,0.3,0.1,0.2,0.2,0.8,1.4,11.19,0.9,1.9,47.8,0.6,1.4,47.0,0.3,0.4,65.0,0.3,0.5,50.0,1.435,0.65
DeAndre Liggins,G,61,19.0,12.3,2.4,0.3,1.4,1.7,0.9,0.7,0.2,0.7,1.3,1.3,7.17,0.9,2.2,38.2,0.3,0.7,37.8,0.4,0.6,62.2,0.6,1.5,38.5,1.0590000000000002,0.44
Chris Andersen,PF,12,0.0,9.5,2.3,0.8,1.8,2.6,0.4,0.4,0.6,0.4,1.7,1.0,11.64,0.8,1.8,40.9,0.0,0.3,0.0,0.8,1.2,71.4,0.8,1.6,47.4,1.273,0.41
Larry Sanders,PF,5,0.0,2.6,0.8,0.6,0.2,0.8,0.0,0.2,0.2,0.4,1.0,0.0,6.56,0.2,0.8,25.0,0.0,0.0,0.0,0.4,0.4,100.0,0.2,0.8,25.0,1.0,0.25
Andrew Bogut,C,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-35.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,cle,82,,,110.3,9.3,34.4,43.8,22.7,6.6,4.0,13.2,18.1,1.7,,39.9,84.9,47.0,13.0,33.9,38.4,17.5,23.3,74.8,26.9,51.0,52.8,1.2990000000000002,0.55
Harrison Barnes,SF,79,79.0,35.5,19.2,1.2,3.8,5.0,1.5,0.8,0.2,1.3,1.6,1.1,16.34,7.6,16.2,46.8,1.0,2.8,35.1,3.1,3.6,86.1,6.6,13.4,49.2,1.186,0.5
Dirk Nowitzki,F,54,54.0,26.4,14.2,0.4,6.1,6.5,1.5,0.6,0.7,0.9,2.1,1.6,17.1,5.5,12.6,43.7,1.5,3.9,37.8,1.8,2.1,87.5,4.0,8.7,46.3,1.1340000000000001,0.49
Wesley Matthews,SG,73,73.0,34.2,13.5,0.2,3.3,3.5,2.9,1.1,0.2,1.4,2.2,2.1,11.93,4.6,11.6,39.3,2.4,6.6,36.3,2.0,2.5,81.6,2.2,5.0,43.2,1.1640000000000001,0.5
Deron Williams,PG,40,40.0,29.3,13.1,0.3,2.2,2.6,6.9,0.6,0.1,2.5,2.4,2.8,15.09,4.9,11.3,43.0,1.6,4.5,34.8,1.7,2.1,82.1,3.3,6.8,48.5,1.1520000000000001,0.5
Seth Curry,SG,70,42.0,29.0,12.8,0.4,2.2,2.6,2.7,1.1,0.1,1.3,1.8,2.0,15.52,4.8,10.0,48.1,2.0,4.6,42.5,1.2,1.4,85.0,2.9,5.4,52.8,1.2770000000000001,0.58
Yogi Ferrell,G,36,29.0,29.1,11.3,0.4,2.3,2.8,4.3,1.1,0.2,1.6,2.2,2.8,14.1,3.9,9.6,41.2,1.7,4.1,40.3,1.8,2.0,87.7,2.3,5.4,41.8,1.183,0.5
J.J. Barea,G,35,6.0,22.0,10.9,0.3,2.1,2.4,5.5,0.4,0.0,1.8,0.9,3.1,17.26,4.1,9.8,41.4,1.5,4.2,35.8,1.3,1.5,86.3,2.5,5.6,45.6,1.111,0.49
Nerlens Noel,C,22,12.0,22.0,8.5,2.1,4.7,6.8,0.9,1.0,1.1,1.0,2.5,0.9,19.86,3.5,6.1,57.5,0.0,0.0,0.0,1.5,2.2,70.8,3.5,6.1,57.5,1.403,0.57
DeAndre Liggins,G,1,0.0,25.0,8.0,3.0,4.0,7.0,0.0,2.0,0.0,0.0,3.0,0.0,17.61,3.0,6.0,50.0,0.0,1.0,0.0,2.0,3.0,66.7,3.0,5.0,60.0,1.3330000000000002,0.5
Devin Harris,G,65,0.0,16.7,6.7,0.2,1.8,2.0,2.1,0.7,0.1,0.9,1.6,2.4,13.84,2.1,5.2,39.9,0.9,2.7,32.8,1.6,2.0,82.9,1.2,2.5,47.6,1.2819999999999998,0.48
Dwight Powell,C,77,3.0,17.3,6.7,1.2,2.8,4.0,0.6,0.8,0.5,0.4,1.8,1.4,17.66,2.5,4.9,51.5,0.3,1.0,28.4,1.4,1.8,75.9,2.2,3.9,57.1,1.369,0.54
Justin Anderson,F,51,2.0,13.9,6.5,0.8,2.2,2.9,0.6,0.5,0.3,0.8,1.3,0.8,14.72,2.2,5.4,40.1,0.7,2.4,30.3,1.4,1.7,79.5,1.5,3.0,47.7,1.188,0.47
Jonathan Gibson,G,17,0.0,13.6,6.2,0.1,1.2,1.3,1.5,0.5,0.0,1.2,1.2,1.2,9.52,2.1,5.6,36.8,0.9,2.6,33.3,1.2,1.7,72.4,1.2,2.9,40.0,1.1159999999999999,0.45
Quinn Cook,PG,5,0.0,15.4,5.4,0.0,0.6,0.6,2.4,0.2,0.0,1.6,1.2,1.5,6.95,2.2,5.0,44.0,1.0,2.8,35.7,0.0,0.4,0.0,1.2,2.2,54.5,1.08,0.54
Jarrod Uthoff,F,9,0.0,12.8,4.4,0.9,1.7,2.6,1.0,0.2,0.4,0.3,0.9,3.0,14.06,1.8,4.2,42.1,0.3,1.0,33.3,0.6,0.8,71.4,1.4,3.2,44.8,1.053,0.46
Pierre Deshawn Jackson,PG,8,1.0,10.5,4.4,0.1,1.0,1.1,2.4,0.3,0.0,0.4,0.6,6.3,13.1,1.6,4.9,33.3,0.4,1.4,27.3,0.8,0.9,85.7,1.3,3.5,35.7,0.897,0.37
Dorian Finney-Smith,SF,81,35.0,20.3,4.3,0.7,2.1,2.7,0.8,0.6,0.3,0.6,1.5,1.5,7.68,1.5,4.1,37.2,0.7,2.4,29.3,0.6,0.8,75.4,0.8,1.8,47.9,1.051,0.46
Andrew Bogut,C,26,21.0,22.4,3.0,2.2,6.2,8.4,1.9,0.5,1.0,1.7,3.2,1.1,9.39,1.5,3.1,46.9,0.0,0.0,0.0,0.1,0.4,27.3,1.5,3.1,47.5,0.975,0.47
Salah Mejri,C,73,11.0,12.4,2.9,1.3,2.9,4.2,0.2,0.4,0.8,0.5,2.1,0.4,14.86,1.2,1.9,64.2,0.0,0.0,33.3,0.5,0.8,59.0,1.2,1.8,64.9,1.555,0.65
Nicolas Brussino,SF,54,2.0,9.6,2.8,0.5,1.3,1.7,0.9,0.3,0.1,0.5,0.8,1.8,10.75,1.0,2.6,36.9,0.5,1.8,30.5,0.3,0.4,77.3,0.4,0.9,50.0,1.064,0.47
AJ Hammons,C,22,0.0,7.4,2.2,0.4,1.3,1.6,0.2,0.0,0.6,0.5,1.0,0.4,8.41,0.8,1.9,40.5,0.2,0.5,50.0,0.4,0.9,45.0,0.5,1.5,37.5,1.143,0.46
Quincy Acy,F,6,0.0,8.0,2.2,0.3,1.0,1.3,0.0,0.0,0.0,0.3,1.5,0.0,-1.36,0.8,2.8,29.4,0.2,1.2,14.3,0.3,0.5,66.7,0.7,1.7,40.0,0.765,0.32
Manny Harris,PG,4,0.0,6.3,2.0,0.8,1.5,2.3,0.5,0.0,0.0,0.5,0.3,1.0,-2.1,0.8,3.8,20.0,0.0,0.5,0.0,0.5,1.0,50.0,0.8,3.3,23.1,0.5329999999999999,0.2
Ben Bentil,PF,3,0.0,3.3,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.3,0.0,-17.55,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
Total,dal,82,,,97.9,7.9,30.7,38.6,20.8,7.5,3.7,11.2,19.1,1.9,,36.2,82.3,44.0,10.7,30.2,35.5,14.8,18.5,80.1,25.5,52.2,48.9,1.189,0.5
Danilo Gallinari,PF,63,63.0,33.9,18.2,0.6,4.5,5.2,2.1,0.6,0.2,1.3,1.5,1.6,17.41,5.3,11.9,44.7,2.0,5.1,38.9,5.5,6.1,90.2,3.3,6.8,49.1,1.527,0.53
Nikola Jokic,C,73,59.0,27.9,16.7,2.9,6.9,9.8,4.9,0.8,0.8,2.3,2.9,2.1,26.4,6.8,11.7,57.8,0.6,1.9,32.4,2.6,3.1,82.5,6.2,9.8,62.8,1.43,0.6
Wilson Chandler,F,71,33.0,30.9,15.7,1.5,5.0,6.5,2.0,0.7,0.4,1.6,2.4,1.2,15.0,6.1,13.2,46.1,1.5,4.6,33.7,2.0,2.7,72.7,4.5,8.6,52.7,1.19,0.52
Gary Harris,SG,57,56.0,31.3,14.9,0.8,2.3,3.1,2.9,1.2,0.1,1.3,1.6,2.2,16.52,5.6,11.2,50.2,1.9,4.5,42.0,1.8,2.4,77.6,3.7,6.7,55.8,1.3359999999999999,0.59
Will Barton,SG,60,19.0,28.4,13.7,1.0,3.4,4.3,3.4,0.8,0.5,1.6,1.8,2.1,15.55,4.9,11.1,44.3,1.5,3.9,37.0,2.4,3.2,75.3,3.5,7.2,48.3,1.2309999999999999,0.51
Emmanuel Mudiay,G,55,41.0,25.6,11.0,0.5,2.7,3.2,3.9,0.7,0.2,2.2,1.7,1.8,10.95,3.8,10.0,37.8,1.0,3.2,31.5,2.4,3.0,78.4,2.8,6.8,40.8,1.094,0.43
Jamal Murray,PG,82,9.0,21.5,9.9,0.5,2.1,2.6,2.1,0.6,0.3,1.4,1.5,1.5,11.97,3.6,8.9,40.4,1.4,4.2,33.4,1.3,1.5,88.3,2.2,4.7,46.6,1.111,0.48
Kenneth Faried,F,61,34.0,21.2,9.6,3.0,4.6,7.6,0.9,0.7,0.7,1.0,2.0,0.9,20.36,3.7,6.8,54.8,0.0,0.1,0.0,2.1,3.1,69.3,3.7,6.7,55.6,1.411,0.55
Jameer Nelson,G,75,40.0,27.3,9.2,0.4,2.2,2.6,5.1,0.7,0.1,1.7,2.6,3.0,11.52,3.6,8.1,44.4,1.4,3.6,38.8,0.6,0.8,71.4,2.2,4.4,48.9,1.137,0.53
Mason Plumlee,C,27,10.0,23.4,9.1,1.9,4.6,6.4,2.6,0.7,1.1,1.7,2.9,1.5,16.31,3.7,6.7,54.7,0.0,0.0,0.0,1.7,2.8,61.8,3.7,6.7,55.0,1.354,0.55
Jusuf Nurkic,C,45,29.0,17.9,8.0,2.0,3.8,5.8,1.3,0.6,0.8,1.8,2.0,0.7,15.01,3.4,6.6,50.7,0.0,0.0,0.0,1.2,2.5,49.6,3.4,6.6,50.7,1.2009999999999998,0.51
Darrell Arthur,F,41,7.0,15.6,6.4,0.6,2.1,2.7,1.0,0.5,0.5,0.9,1.9,1.2,12.89,2.3,5.2,44.2,1.3,2.9,45.3,0.5,0.5,86.4,1.0,2.4,42.9,1.219,0.57
Juancho Hernangomez,PF,62,9.0,13.6,4.9,0.7,2.3,3.0,0.5,0.5,0.2,0.5,1.0,0.9,13.41,1.6,3.6,45.1,0.7,1.8,40.7,0.9,1.2,75.0,0.9,1.8,49.5,1.3619999999999999,0.55
Malik Beasley,SG,22,1.0,7.5,3.8,0.2,0.5,0.8,0.5,0.3,0.0,0.4,0.5,1.4,13.79,1.5,3.3,45.2,0.4,1.3,32.1,0.4,0.5,80.0,1.1,2.0,53.3,1.137,0.51
Johnny O'Bryant III,PF,7,0.0,6.6,2.9,0.7,0.9,1.6,0.3,0.0,0.1,0.4,0.6,0.7,14.47,1.0,2.1,46.7,0.3,0.4,66.7,0.6,0.6,100.0,0.7,1.7,41.7,1.3330000000000002,0.53
Jarnell Stokes,C,2,0.0,3.5,1.5,0.5,0.5,1.0,1.0,0.5,0.0,0.0,1.5,inf,31.53,0.5,0.5,100.0,0.0,0.0,0.0,0.5,1.0,50.0,0.5,0.5,100.0,3.0,1.0
Mike Miller,SG,20,0.0,7.6,1.4,0.1,1.8,1.9,1.1,0.1,0.0,0.7,0.5,1.7,7.58,0.5,1.2,39.1,0.4,1.0,40.0,0.1,0.1,100.0,0.1,0.2,33.3,1.217,0.57
Alonzo Gee,SG,13,0.0,6.8,0.8,0.3,0.8,1.2,0.5,0.4,0.1,0.3,1.1,1.5,3.14,0.2,1.1,21.4,0.0,0.2,0.0,0.4,0.7,55.6,0.2,0.8,27.3,0.7859999999999999,0.21
Roy Hibbert,C,6,0.0,1.8,0.7,0.2,0.2,0.3,0.2,0.0,0.3,0.2,0.5,1.0,16.4,0.3,0.5,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,66.7,1.3330000000000002,0.67
Total,den,82,,,111.7,11.8,34.6,46.4,25.3,6.9,3.9,14.5,19.1,1.8,,41.2,87.7,46.9,10.6,28.8,36.8,18.7,24.2,77.4,30.6,58.9,51.9,1.273,0.53
Tobias Harris,SF,82,48.0,31.3,16.1,0.8,4.3,5.1,1.7,0.7,0.5,1.2,1.6,1.5,16.95,6.2,13.0,48.1,1.3,3.8,34.7,2.3,2.8,84.1,4.9,9.1,53.7,1.2429999999999999,0.53
Reggie Jackson,PG,52,50.0,27.4,14.5,0.4,1.8,2.2,5.2,0.7,0.1,2.2,2.5,2.4,14.94,5.5,13.0,42.0,1.3,3.5,35.9,2.3,2.6,86.8,4.2,9.5,44.2,1.111,0.47
Marcus Morris Sr.,F,79,79.0,32.5,14.0,1.0,3.7,4.6,2.0,0.7,0.3,1.1,2.1,1.8,12.47,5.3,12.7,41.8,1.5,4.5,33.1,1.8,2.3,78.4,3.8,8.2,46.6,1.097,0.48
Kentavious Caldwell-Pope,SG,76,75.0,33.3,13.8,0.7,2.5,3.3,2.5,1.2,0.2,1.1,1.6,2.2,12.9,4.9,12.2,39.9,2.0,5.8,35.0,2.0,2.4,83.2,2.9,6.5,44.2,1.128,0.48
Andre Drummond,C,81,81.0,29.7,13.6,4.3,9.5,13.8,1.1,1.5,1.1,1.9,2.9,0.6,20.91,6.0,11.2,53.0,0.0,0.1,28.6,1.7,4.4,38.6,5.9,11.2,53.2,1.213,0.53
Jon Leuer,F,75,34.0,25.9,10.2,1.4,4.0,5.4,1.5,0.4,0.3,0.9,1.9,1.7,14.21,4.1,8.6,48.0,0.7,2.2,29.3,1.3,1.5,86.7,3.5,6.4,54.5,1.187,0.52
Ish Smith,PG,81,32.0,24.1,9.4,0.3,2.6,2.9,5.2,0.8,0.4,1.4,1.6,3.7,14.79,4.1,9.2,43.9,0.3,1.3,26.7,0.9,1.3,70.6,3.7,8.0,46.7,1.012,0.46
Beno Udrih,PG,39,0.0,14.4,5.8,0.2,1.3,1.5,3.4,0.3,0.0,0.9,0.7,3.6,16.2,2.4,5.1,46.7,0.3,0.8,34.4,0.8,0.9,94.1,2.1,4.2,49.1,1.1520000000000001,0.49
Boban Marjanovic,C,35,0.0,8.4,5.5,1.3,2.4,3.7,0.3,0.2,0.3,0.3,0.7,0.9,29.7,2.1,3.8,54.5,0.0,0.0,0.0,1.3,1.7,81.0,2.1,3.8,54.5,1.4469999999999998,0.55
Aron Baynes,C,75,2.0,15.5,4.9,1.5,3.0,4.4,0.4,0.2,0.5,0.7,2.2,0.6,13.11,1.9,3.7,51.3,0.0,0.0,0.0,1.1,1.3,84.0,1.9,3.7,51.3,1.308,0.51
Reggie Bullock,SF,31,5.0,15.1,4.5,0.4,1.6,2.1,0.9,0.6,0.1,0.3,0.7,2.9,11.74,1.7,4.1,42.2,0.9,2.4,38.4,0.2,0.2,71.4,0.8,1.8,47.3,1.102,0.53
Stanley Johnson,SF,77,1.0,17.8,4.4,0.5,2.0,2.5,1.4,0.7,0.3,0.9,1.6,1.5,7.18,1.7,4.7,35.3,0.6,2.0,29.2,0.5,0.7,67.9,1.1,2.7,39.8,0.929,0.42
Darrun Hilliard,G,39,1.0,9.8,3.3,0.1,0.8,0.8,0.8,0.3,0.1,0.7,1.0,1.2,5.9,1.2,3.2,37.3,0.3,1.2,26.1,0.5,0.7,75.0,0.9,2.1,43.8,1.008,0.42
Henry Ellenson,C,19,2.0,7.7,3.2,0.4,1.7,2.2,0.4,0.1,0.1,0.7,0.3,0.5,7.52,1.2,3.4,35.9,0.5,1.8,29.4,0.2,0.4,50.0,0.7,1.6,43.3,0.938,0.44
Michael Gbinije,SG,9,0.0,3.6,0.4,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.2,inf,-2.08,0.1,1.1,10.0,0.0,0.4,0.0,0.2,0.2,100.0,0.1,0.7,16.7,0.4,0.1
Total,det,82,,,101.3,11.1,34.6,45.7,21.1,7.0,3.8,11.4,17.9,1.9,,39.9,88.8,44.9,7.7,23.3,33.0,13.9,19.3,71.9,32.2,65.5,49.1,1.141,0.49
Stephen Curry,PG,79,79.0,33.4,25.3,0.8,3.7,4.5,6.6,1.8,0.2,3.0,2.3,2.2,24.74,8.5,18.3,46.8,4.1,10.0,41.1,4.1,4.6,89.8,4.4,8.3,53.7,1.385,0.58
Kevin Durant,SF,62,62.0,33.4,25.1,0.6,7.6,8.3,4.8,1.1,1.6,2.2,1.9,2.2,27.68,8.9,16.5,53.7,1.9,5.0,37.5,5.4,6.2,87.5,7.0,11.5,60.8,1.516,0.59
Klay Thompson,SG,78,78.0,34.0,22.3,0.6,3.0,3.7,2.1,0.8,0.5,1.6,1.8,1.3,17.53,8.3,17.6,46.8,3.4,8.3,41.4,2.4,2.8,85.3,4.8,9.3,51.6,1.266,0.57
Draymond Green,PF,76,76.0,32.5,10.2,1.3,6.6,7.9,7.0,2.0,1.4,2.4,2.9,2.9,16.51,3.6,8.6,41.8,1.1,3.5,30.8,2.0,2.8,70.9,2.5,5.1,49.4,1.194,0.48
Andre Iguodala,SG,76,0.0,26.3,7.6,0.7,3.3,4.0,3.4,1.0,0.5,0.8,1.3,4.5,14.37,2.9,5.5,52.8,0.8,2.3,36.2,0.9,1.3,70.6,2.0,3.1,65.1,1.383,0.6
Ian Clark,G,77,0.0,14.8,6.8,0.3,1.3,1.6,1.2,0.5,0.1,0.7,1.0,1.6,13.22,2.7,5.6,48.7,0.8,2.1,37.4,0.6,0.8,75.9,1.9,3.5,55.6,1.217,0.56
JaVale McGee,C,77,10.0,9.6,6.1,1.3,1.9,3.2,0.2,0.2,0.9,0.5,1.4,0.4,25.26,2.7,4.1,65.2,0.0,0.0,0.0,0.7,1.4,50.5,2.7,4.1,65.8,1.48,0.65
Zaza Pachulia,C,70,70.0,18.1,6.1,2.0,3.9,5.9,1.9,0.8,0.5,1.2,2.4,1.5,16.14,2.3,4.4,53.4,0.0,0.0,0.0,1.4,1.8,77.8,2.3,4.4,53.8,1.3880000000000001,0.53
Matt Barnes,SF,20,5.0,20.5,5.7,0.8,3.8,4.6,2.3,0.6,0.5,1.2,2.4,1.9,10.7,1.9,4.5,42.2,0.9,2.6,34.6,1.0,1.2,87.0,1.0,1.9,52.6,1.2670000000000001,0.52
Shaun Livingston,G,76,3.0,17.7,5.1,0.4,1.6,2.0,1.8,0.5,0.3,0.8,1.6,2.2,10.1,2.3,4.2,54.7,0.0,0.0,33.3,0.6,0.8,70.0,2.3,4.1,55.0,1.2309999999999999,0.55
David West,F,68,0.0,12.6,4.6,0.7,2.3,3.0,2.2,0.6,0.7,1.2,1.5,1.9,16.57,2.0,3.7,53.6,0.0,0.1,37.5,0.6,0.8,76.8,1.9,3.6,54.1,1.254,0.54
Patrick McCaw,SF,71,20.0,15.1,4.0,0.3,1.1,1.4,1.1,0.5,0.2,0.5,0.9,2.1,8.6,1.5,3.5,43.3,0.6,1.7,33.3,0.4,0.5,78.4,0.9,1.7,53.3,1.151,0.52
James Michael McAdoo,SF,52,2.0,8.8,2.8,0.7,1.1,1.7,0.3,0.3,0.6,0.4,0.9,0.9,13.14,1.2,2.3,53.0,0.0,0.2,25.0,0.4,0.8,50.0,1.2,2.1,55.0,1.256,0.54
Kevon Looney,PF,53,4.0,8.4,2.5,0.8,1.5,2.3,0.5,0.3,0.3,0.3,1.2,1.7,13.6,1.1,2.0,52.3,0.0,0.2,22.2,0.4,0.6,61.8,1.0,1.8,55.1,1.262,0.53
Damian Jones,C,10,0.0,8.5,1.9,0.9,1.4,2.3,0.0,0.1,0.4,0.6,1.5,0.0,5.32,0.8,1.6,50.0,0.0,0.0,0.0,0.3,1.0,30.0,0.8,1.6,50.0,1.188,0.5
Briante Weber,G,7,0.0,6.6,1.7,0.0,0.6,0.6,0.7,0.4,0.1,0.4,0.6,1.7,5.93,0.7,2.0,35.7,0.0,0.4,0.0,0.3,0.4,66.7,0.7,1.6,45.5,0.857,0.36
Anderson Varejao,C,14,1.0,6.6,1.3,0.9,1.1,1.9,0.7,0.2,0.2,0.6,1.1,1.3,9.43,0.4,1.0,35.7,0.0,0.0,0.0,0.6,0.8,72.7,0.4,1.0,35.7,1.286,0.36
Total,gs,82,,,115.9,9.4,35.0,44.4,30.4,9.6,6.8,14.4,19.3,2.1,,43.1,87.1,49.5,12.0,31.2,38.3,17.8,22.6,78.8,31.1,55.8,55.7,1.331,0.56
James Harden,SG,81,81.0,36.4,29.1,1.2,7.0,8.1,11.2,1.5,0.5,5.7,2.7,2.0,27.43,8.3,18.9,44.0,3.2,9.3,34.7,9.2,10.9,84.7,5.1,9.6,53.0,1.537,0.53
Eric Gordon,SG,75,15.0,31.0,16.2,0.4,2.3,2.7,2.5,0.6,0.5,1.6,2.0,1.6,13.22,5.5,13.5,40.6,3.3,8.8,37.2,2.0,2.3,84.0,2.2,4.7,46.8,1.198,0.53
Lou Williams,SG,23,0.0,25.7,14.9,0.5,2.5,3.0,2.4,0.7,0.4,1.7,1.1,1.4,15.45,4.4,11.5,38.6,1.8,5.6,31.8,4.3,4.9,86.7,2.7,5.9,45.2,1.2990000000000002,0.46
Ryan Anderson,PF,72,72.0,29.4,13.6,1.6,3.0,4.6,0.9,0.4,0.2,0.8,2.0,1.2,13.53,4.5,10.7,41.8,2.8,7.0,40.3,1.8,2.1,86.0,1.7,3.7,44.6,1.266,0.55
Clint Capela,C,65,59.0,23.9,12.6,2.7,5.4,8.1,1.0,0.5,1.2,1.3,2.8,0.7,21.48,5.6,8.7,64.3,0.0,0.0,0.0,1.4,2.7,53.1,5.6,8.7,64.3,1.453,0.64
Trevor Ariza,SF,80,80.0,34.7,11.7,0.7,5.1,5.7,2.2,1.8,0.3,0.9,1.7,2.4,12.38,4.1,10.0,40.9,2.4,6.9,34.4,1.2,1.6,73.8,1.7,3.0,55.6,1.173,0.53
Troy Williams,F,6,3.0,23.2,9.7,1.5,2.5,4.0,1.0,0.5,0.2,1.0,3.0,1.0,12.84,3.7,7.3,50.0,1.3,3.5,38.1,1.0,1.2,85.7,2.3,3.8,60.9,1.318,0.59
Patrick Beverley,PG,67,67.0,30.7,9.5,1.4,4.4,5.9,4.2,1.5,0.4,1.5,3.3,2.8,13.06,3.4,8.1,42.0,1.6,4.3,38.2,1.1,1.4,76.8,1.8,3.8,46.3,1.177,0.52
Nene,C,67,8.0,17.9,9.1,1.4,2.8,4.2,1.0,0.8,0.6,1.1,2.4,0.9,18.91,3.7,5.9,61.7,0.0,0.1,33.3,1.7,2.9,58.9,3.6,5.8,62.4,1.534,0.62
Montrezl Harrell,PF,58,14.0,18.3,9.1,1.4,2.4,3.8,1.1,0.3,0.7,0.8,2.2,1.5,19.23,3.9,5.9,65.2,0.0,0.1,14.3,1.3,2.1,62.8,3.9,5.8,66.3,1.528,0.65
Sam Dekker,F,77,2.0,18.4,6.5,1.2,2.5,3.7,1.0,0.5,0.3,0.5,1.1,1.9,13.09,2.6,5.6,47.3,0.8,2.4,32.1,0.5,0.9,55.9,1.9,3.1,59.1,1.175,0.54
Corey Brewer,F,58,8.0,15.9,4.2,0.4,1.6,2.0,1.1,0.6,0.2,0.6,1.8,1.7,7.56,1.6,3.9,41.4,0.4,1.6,23.4,0.6,0.8,72.7,1.2,2.3,54.1,1.0659999999999998,0.46
Chinanu Onuaku,C,5,1.0,10.4,2.8,0.4,1.6,2.0,0.6,0.6,0.2,0.8,1.2,0.8,12.3,1.0,1.4,71.4,0.0,0.0,0.0,0.8,0.8,100.0,1.0,1.4,71.4,2.0,0.71
KJ McDaniels,F,29,0.0,7.3,2.8,0.2,0.8,1.0,0.1,0.2,0.3,0.3,0.8,0.4,10.27,1.1,2.3,45.6,0.3,0.9,33.3,0.3,0.3,90.0,0.8,1.4,53.7,1.176,0.52
Bobby Brown,PG,25,0.0,4.9,2.5,0.0,0.2,0.2,0.6,0.0,0.0,0.2,0.2,2.8,10.9,0.9,2.4,38.3,0.6,1.4,40.0,0.1,0.1,100.0,0.4,1.0,36.0,1.033,0.5
Tyler Ennis,G,31,0.0,6.3,1.9,0.1,0.5,0.6,1.1,0.2,0.0,0.8,0.9,1.4,4.08,0.8,2.1,39.1,0.2,0.5,37.5,0.1,0.1,66.7,0.6,1.5,39.6,0.9059999999999999,0.44
Kyle Wiltjer,F,14,0.0,3.1,0.9,0.3,0.4,0.7,0.1,0.2,0.1,0.4,0.3,0.4,6.78,0.3,1.0,28.6,0.3,0.9,30.8,0.1,0.1,50.0,0.0,0.1,0.0,0.929,0.43
Isaiah Taylor,G,4,0.0,13.0,0.8,0.3,0.5,0.8,0.8,0.3,0.3,0.0,1.5,inf,0.28,0.3,1.8,14.3,0.0,0.5,0.0,0.3,0.5,50.0,0.3,1.3,20.0,0.429,0.14
Total,hou,82,,,115.3,10.9,33.5,44.4,25.2,8.2,4.3,14.5,19.9,1.7,,40.3,87.2,46.2,14.4,40.3,35.7,20.3,26.5,76.6,25.9,46.9,55.2,1.3219999999999998,0.54
Paul George,SG,75,75.0,35.9,23.7,0.8,5.8,6.6,3.3,1.6,0.4,2.9,2.7,1.1,20.3,8.3,18.0,46.1,2.6,6.6,39.3,4.5,5.0,89.8,5.7,11.4,50.1,1.317,0.53
Jeff Teague,PG,82,82.0,32.4,15.3,0.4,3.6,4.0,7.8,1.2,0.4,2.6,2.0,3.0,19.24,4.9,11.1,44.2,1.1,3.1,35.7,4.4,5.1,86.7,3.8,8.0,47.5,1.38,0.49
Myles Turner,PF,81,81.0,31.4,14.5,1.7,5.6,7.3,1.3,0.9,2.1,1.3,3.2,1.0,18.51,5.5,10.7,51.1,0.5,1.4,34.8,3.0,3.7,80.9,5.0,9.3,53.6,1.35,0.53
Thaddeus Young,PF,74,74.0,30.2,11.0,1.8,4.3,6.1,1.6,1.5,0.4,1.3,1.8,1.3,14.96,4.9,9.3,52.7,0.6,1.6,38.1,0.6,1.2,52.3,4.3,7.7,55.7,1.185,0.56
C.J. Miles,SG,76,29.0,23.4,10.7,0.4,2.6,3.0,0.6,0.6,0.3,0.5,2.0,1.2,13.77,3.7,8.5,43.4,2.2,5.4,41.3,1.1,1.2,90.3,1.5,3.1,47.1,1.26,0.56
Monta Ellis,SG,74,33.0,27.0,8.5,0.3,2.5,2.8,3.2,1.1,0.4,1.8,2.0,1.7,9.99,3.3,7.5,44.3,0.6,1.8,31.9,1.3,1.7,72.7,2.8,5.7,48.3,1.131,0.48
Al Jefferson,C,66,1.0,14.1,8.1,1.1,3.1,4.2,0.9,0.3,0.2,0.5,1.9,1.7,18.96,3.6,7.1,49.9,0.0,0.0,0.0,1.0,1.3,76.5,3.6,7.1,50.0,1.136,0.5
Rodney Stuckey,PG,39,0.0,17.8,7.2,0.2,2.0,2.2,2.2,0.4,0.0,1.4,1.1,1.6,9.53,2.3,6.3,37.3,0.5,1.5,31.7,2.1,2.7,74.8,1.8,4.7,39.1,1.1520000000000001,0.41
Lance Stephenson,G,6,0.0,22.0,7.2,0.2,3.8,4.0,4.2,0.5,0.3,1.8,2.0,2.3,10.33,3.0,7.3,40.9,0.8,1.3,62.5,0.3,0.5,66.7,2.2,6.0,36.1,0.977,0.47
