Name,Pos,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF
James Young,G,29,0.0,7.6,2.3,0.2,0.7,0.9,0.1,0.3,0.1,0.1,0.5,1.0,10.08,0.9,2.0,43.1,0.4,1.2,34.3,0.2,0.3,66.7,0.4,0.8,56.5,1.172,0.53
Demetrius Jackson,G,5,0.0,3.4,2.0,0.4,0.4,0.8,0.6,0.0,0.0,0.0,0.0,inf,30.87,0.6,0.8,75.0,0.2,0.2,100.0,0.6,1.2,50.0,0.4,0.6,66.7,2.5,0.88
Jordan Mickey,F,25,1.0,5.6,1.5,0.5,0.8,1.4,0.3,0.1,0.2,0.4,0.5,0.8,9.89,0.6,1.4,44.1,0.0,0.0,0.0,0.3,0.6,57.1,0.6,1.3,45.5,1.1179999999999999,0.44
Total,bos,82,,,108.0,9.1,32.9,42.0,25.2,7.5,4.1,12.6,20.6,2.0,,38.6,85.1,45.4,12.0,33.4,35.9,18.7,23.2,80.7,26.6,51.7,51.5,1.2690000000000001,0.52
Kemba Walker,PG,79,79.0,34.7,23.2,0.6,3.3,3.9,5.5,1.1,0.3,2.1,1.5,2.6,21.41,8.1,18.3,44.4,3.0,7.6,39.9,3.8,4.5,84.7,5.1,10.7,47.6,1.263,0.53
Nicolas Batum,SF,77,77.0,34.0,15.1,0.6,5.6,6.2,5.9,1.1,0.4,2.5,1.4,2.4,15.86,5.1,12.7,40.3,1.8,5.3,33.3,3.2,3.7,85.6,3.4,7.4,45.3,1.194,0.47
Frank Kaminsky,PF,75,16.0,26.1,11.7,0.8,3.7,4.5,2.2,0.6,0.5,1.0,1.9,2.1,13.12,4.3,10.7,39.9,1.5,4.7,32.8,1.6,2.1,75.6,2.7,6.0,45.5,1.09,0.47
Marvin Williams,F,76,76.0,30.2,11.2,1.2,5.4,6.6,1.4,0.8,0.7,0.8,1.8,1.8,13.74,3.9,9.3,42.2,1.6,4.7,35.0,1.7,2.0,87.3,2.3,4.6,49.4,1.206,0.51
Marco Belinelli,G,74,0.0,24.0,10.5,0.2,2.2,2.4,2.0,0.6,0.1,0.9,1.2,2.1,13.4,3.6,8.3,42.9,1.4,3.8,36.0,2.0,2.3,89.3,2.2,4.5,48.8,1.268,0.51
Cody Zeller,PF,62,58.0,27.8,10.3,2.2,4.3,6.5,1.6,1.0,0.9,1.0,3.0,1.5,16.7,4.1,7.1,57.1,0.0,0.0,0.0,2.1,3.2,67.9,4.1,7.1,57.2,1.442,0.57
Jeremy Lamb,SG,62,5.0,18.4,9.7,0.5,3.8,4.3,1.2,0.4,0.4,0.6,1.6,1.9,17.09,3.6,7.9,46.0,0.7,2.4,28.1,1.8,2.1,85.3,3.0,5.6,53.6,1.228,0.5
Michael Kidd-Gilchrist,F,81,81.0,29.0,9.2,1.9,5.0,7.0,1.4,1.0,1.0,0.7,2.3,2.0,14.3,3.6,7.6,47.7,0.0,0.1,11.1,1.9,2.4,78.4,3.6,7.5,48.3,1.202,0.48
Spencer Hawes,PF,35,1.0,17.9,7.3,0.9,3.3,4.2,1.8,0.4,0.7,1.1,1.7,1.6,14.89,3.0,6.2,47.7,0.5,1.6,29.1,0.9,1.0,88.2,2.5,4.7,54.0,1.165,0.51
Ramon Sessions,G,50,1.0,16.2,6.2,0.2,1.2,1.5,2.6,0.5,0.1,0.9,0.9,2.8,12.34,2.0,5.3,38.0,0.4,1.2,33.9,1.8,2.4,77.1,1.6,4.0,39.3,1.186,0.42
Roy Hibbert,C,42,13.0,16.0,5.2,1.3,2.3,3.6,0.5,0.2,1.0,0.7,2.3,0.6,13.54,1.9,3.4,54.2,0.0,0.0,0.0,1.5,1.8,81.3,1.9,3.4,54.2,1.507,0.54
Johnny O'Bryant III,PF,4,0.0,8.5,4.5,1.0,1.0,2.0,1.0,0.0,0.0,0.8,1.5,1.3,15.54,2.0,3.8,53.3,0.3,0.8,33.3,0.3,0.5,50.0,1.8,3.0,58.3,1.2,0.57
Briante Weber,G,13,0.0,12.2,3.8,0.6,1.0,1.6,1.3,0.7,0.0,0.4,0.9,3.4,12.68,1.5,3.5,43.5,0.1,0.5,14.3,0.7,1.0,69.2,1.5,3.0,48.7,1.087,0.45
Brian Roberts,PG,41,2.0,10.1,3.5,0.1,0.9,1.0,1.3,0.2,0.0,0.6,0.4,2.0,9.84,1.1,3.0,37.7,0.4,1.1,38.6,0.8,1.0,84.6,0.7,1.9,37.2,1.1640000000000001,0.45
Christian Wood,PF,13,0.0,8.2,2.7,1.1,1.2,2.2,0.2,0.2,0.5,0.5,0.8,0.3,15.1,0.9,1.8,52.2,0.0,0.4,0.0,0.8,1.2,73.3,0.9,1.4,66.7,1.5219999999999998,0.52
Miles Plumlee,C,13,0.0,13.4,2.4,1.2,2.1,3.2,0.2,0.5,0.3,0.6,1.9,0.4,9.05,1.1,1.8,58.3,0.0,0.0,0.0,0.2,0.3,75.0,1.1,1.8,58.3,1.2919999999999998,0.58
Treveon Graham,F,27,1.0,7.0,2.1,0.2,0.6,0.8,0.2,0.2,0.0,0.1,0.7,2.0,10.61,0.7,1.5,47.5,0.3,0.6,60.0,0.4,0.6,66.7,0.4,0.9,40.0,1.425,0.59
Mike Tobey,C,2,0.0,12.5,1.0,1.0,0.5,1.5,0.5,0.0,0.0,0.5,1.0,1.0,-0.06,0.5,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,25.0,0.5,0.25
Aaron Harrison,G,5,0.0,3.4,0.2,0.0,0.6,0.6,0.6,0.0,0.0,0.0,0.4,inf,-2.16,0.0,0.8,0.0,0.0,0.4,0.0,0.2,0.4,50.0,0.0,0.4,0.0,0.25,0.0
Total,cha,82,,,104.9,8.8,34.8,43.6,23.1,7.0,4.8,11.0,16.6,2.1,,37.7,85.4,44.2,10.0,28.6,35.1,19.4,23.8,81.5,27.7,56.7,48.8,1.229,0.5
Jimmy Butler,SF,76,75.0,37.0,23.9,1.7,4.5,6.2,5.5,1.9,0.4,2.1,1.5,2.6,25.19,7.5,16.5,45.5,1.2,3.3,36.7,7.7,8.9,86.5,6.3,13.2,47.7,1.45,0.49
Dwyane Wade,G,60,59.0,29.9,18.3,1.1,3.5,4.5,3.8,1.4,0.7,2.3,1.9,1.7,18.55,6.9,15.9,43.4,0.8,2.4,31.0,3.7,4.7,79.4,6.2,13.5,45.6,1.148,0.46
Taj Gibson,F,55,55.0,27.3,11.6,2.2,4.8,6.9,1.1,0.5,0.9,1.4,2.2,0.8,15.46,5.0,9.6,52.1,0.0,0.2,16.7,1.5,2.2,71.4,5.0,9.4,52.9,1.206,0.52
Nikola Mirotic,F,70,15.0,24.0,10.6,0.9,4.6,5.5,1.1,0.8,0.8,1.1,1.8,0.9,14.54,3.7,8.9,41.3,1.8,5.4,34.2,1.4,1.8,77.3,1.8,3.5,52.0,1.19,0.52
Robin Lopez,C,81,81.0,28.0,10.4,3.0,3.4,6.4,1.0,0.2,1.4,1.1,1.9,0.9,14.47,4.7,9.6,49.3,0.0,0.0,0.0,0.9,1.3,72.1,4.7,9.5,49.4,1.083,0.49
Doug McDermott,SF,44,4.0,24.5,10.2,0.3,2.6,3.0,1.0,0.3,0.1,0.7,1.3,1.4,11.35,3.8,8.5,44.5,1.3,3.4,37.3,1.3,1.5,88.1,2.5,5.1,49.3,1.198,0.52
Rajon Rondo,PG,69,42.0,26.7,7.8,1.1,4.1,5.1,6.7,1.4,0.2,2.4,2.1,2.7,13.59,3.3,8.1,40.8,0.7,1.9,37.6,0.4,0.7,60.0,2.6,6.2,41.8,0.9590000000000001,0.45
Bobby Portis,PF,64,13.0,15.6,6.8,1.2,3.5,4.6,0.5,0.3,0.2,0.6,1.5,0.9,14.99,2.9,5.9,48.8,0.5,1.5,33.3,0.6,0.9,66.1,2.4,4.4,54.1,1.165,0.53
Michael Carter-Williams,PG,45,19.0,18.8,6.6,0.5,2.9,3.4,2.5,0.8,0.5,1.5,2.3,1.7,9.92,2.5,6.8,36.6,0.3,1.4,23.4,1.3,1.7,75.3,2.2,5.4,40.1,0.971,0.39
Jerian Grant,G,63,28.0,16.3,5.9,0.3,1.5,1.8,1.9,0.7,0.1,0.7,1.5,2.8,13.21,2.0,4.8,42.5,0.8,2.1,36.6,1.0,1.2,89.0,1.3,2.7,47.3,1.229,0.51
Paul Zipser,F,44,18.0,19.2,5.5,0.3,2.5,2.8,0.8,0.3,0.4,0.9,1.8,0.9,6.99,2.0,5.0,39.8,0.8,2.3,33.3,0.7,0.9,77.5,1.3,2.8,45.1,1.0859999999999999,0.47
Denzel Valentine,SG,57,0.0,17.1,5.1,0.2,2.5,2.6,1.1,0.5,0.1,0.9,1.5,1.3,7.32,1.8,5.1,35.4,1.3,3.6,35.1,0.2,0.3,77.8,0.5,1.4,36.3,1.01,0.48
Cameron Payne,PG,11,0.0,12.9,4.9,0.1,1.5,1.5,1.4,0.4,0.0,1.2,1.3,1.2,4.09,1.9,5.7,33.3,1.0,3.1,32.4,0.1,0.4,25.0,0.9,2.6,34.5,0.857,0.42
Cristiano Felicio,PF,66,0.0,15.8,4.8,1.9,2.8,4.7,0.6,0.4,0.3,0.5,1.7,1.2,15.34,1.9,3.3,57.9,0.0,0.0,0.0,0.9,1.4,64.5,1.9,3.3,57.9,1.43,0.58
Isaiah Canaan,G,39,0.0,15.2,4.6,0.2,1.1,1.3,0.9,0.6,0.0,0.5,0.9,1.8,8.12,1.6,4.4,36.4,0.6,2.4,26.6,0.8,0.8,90.9,1.0,2.0,48.1,1.046,0.44
Anthony Morrow,SG,9,0.0,9.7,4.6,0.1,0.1,0.2,0.7,0.2,0.0,0.0,0.4,inf,16.03,1.3,3.2,41.4,0.7,1.6,42.9,1.2,1.2,100.0,0.7,1.7,40.0,1.4140000000000001,0.52
Joffrey Lauvergne,F,20,1.0,12.1,4.5,1.1,2.4,3.4,1.0,0.4,0.0,0.8,0.6,1.2,11.64,1.9,4.6,40.2,0.3,1.0,30.0,0.5,0.8,60.0,1.6,3.6,43.1,0.9670000000000001,0.43
RJ Hunter,G,3,0.0,3.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,-3.17,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,chi,82,,,102.9,12.2,34.1,46.3,22.6,7.8,4.8,13.0,17.7,1.7,,38.6,87.1,44.4,7.6,22.3,34.0,18.0,22.5,79.8,31.0,64.8,47.9,1.181,0.49
LeBron James,SF,74,74.0,37.8,26.4,1.3,7.3,8.6,8.7,1.2,0.6,4.1,1.8,2.1,27.11,9.9,18.2,54.8,1.7,4.6,36.3,4.8,7.2,67.4,8.3,13.5,61.1,1.454,0.59
Kyrie Irving,PG,72,72.0,35.1,25.2,0.7,2.5,3.2,5.8,1.2,0.3,2.5,2.2,2.3,23.09,9.3,19.7,47.3,2.5,6.1,40.1,4.1,4.6,90.5,6.9,13.6,50.5,1.2790000000000001,0.53
Kevin Love,PF,60,60.0,31.4,19.0,2.5,8.6,11.1,1.9,0.9,0.4,2.0,2.1,1.0,21.18,6.2,14.5,42.7,2.4,6.5,37.3,4.3,4.9,87.1,3.8,8.0,47.1,1.317,0.51
Kyle Korver,G,35,1.0,24.5,10.7,0.2,2.6,2.8,1.0,0.3,0.2,0.8,1.7,1.2,13.53,3.7,7.7,48.7,2.8,5.7,48.5,0.4,0.4,93.3,1.0,2.0,49.3,1.3869999999999998,0.67
Channing Frye,F,74,15.0,18.9,9.1,0.5,3.4,3.9,0.6,0.4,0.5,0.7,1.9,0.8,15.72,3.2,7.0,45.8,1.9,4.5,40.9,0.9,1.0,85.1,1.4,2.5,54.6,1.3,0.59
Dahntay Jones,SG,1,0.0,12.0,9.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,14.78,3.0,8.0,37.5,0.0,2.0,0.0,3.0,4.0,75.0,3.0,6.0,50.0,1.125,0.38
JR Smith,G,41,35.0,29.0,8.6,0.4,2.3,2.8,1.5,1.0,0.3,0.6,1.9,2.4,8.11,3.0,8.7,34.6,2.3,6.6,35.1,0.2,0.4,66.7,0.7,2.1,32.9,0.986,0.48
Tristan Thompson,C,78,78.0,29.9,8.1,3.7,5.5,9.2,1.0,0.5,1.1,0.8,2.3,1.2,15.32,3.4,5.6,60.0,0.0,0.0,0.0,1.4,2.7,49.8,3.4,5.6,60.4,1.442,0.6
Iman Shumpert,SG,76,31.0,25.5,7.5,0.5,2.4,2.9,1.4,0.8,0.4,1.0,2.0,1.4,9.06,2.6,6.4,41.1,1.2,3.4,36.0,0.9,1.2,78.9,1.4,3.0,46.9,1.16,0.51
Deron Williams,PG,24,4.0,20.3,7.5,0.0,1.8,1.9,3.6,0.3,0.3,1.7,1.8,2.2,11.44,2.8,6.1,46.3,0.9,2.2,41.5,0.9,1.0,84.0,1.9,3.9,48.9,1.218,0.54
Derrick Williams,PF,25,0.0,17.1,6.2,0.1,2.2,2.3,0.6,0.2,0.1,0.6,1.1,1.0,11.21,2.2,4.3,50.5,0.8,2.1,40.4,1.1,1.6,69.2,1.3,2.2,60.0,1.4580000000000002,0.6
Edy Tavares,C,1,0.0,24.0,6.0,4.0,6.0,10.0,1.0,0.0,6.0,2.0,3.0,0.5,22.65,3.0,4.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,75.0,1.5,0.75
Richard Jefferson,F,79,13.0,20.4,5.7,0.4,2.2,2.6,1.0,0.3,0.1,0.7,1.9,1.5,8.29,1.9,4.3,44.6,0.8,2.4,33.3,1.0,1.4,74.1,1.2,2.0,58.0,1.306,0.54
Mike Dunleavy,SG,23,2.0,15.9,4.6,0.2,1.8,2.0,0.9,0.3,0.1,0.6,1.4,1.4,7.68,1.6,3.9,40.0,0.9,2.5,35.1,0.6,0.8,73.7,0.7,1.4,48.5,1.178,0.51
Jordan McRae,G,37,4.0,10.4,4.4,0.2,0.9,1.1,0.5,0.2,0.2,0.4,0.8,1.4,9.77,1.6,4.1,38.7,0.5,1.4,35.3,0.7,0.9,79.4,1.1,2.7,40.4,1.073,0.45
