PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
Wayne Selden,35,19.7,.551,15.9,13.0,22.0,2.6,6.9,4.7,11.86,14.0,0.5
Karl-Anthony Towns,82,35.6,.646,11.7,9.3,21.9,9.3,30.9,20.0,24.99,626.6,20.9
Brandon Ingram,59,33.5,.536,18.2,11.8,21.8,3.1,13.8,8.5,13.90,100.1,3.3
Jeff Teague,70,33.0,.553,31.4,11.3,21.7,1.2,9.3,5.2,16.44,187.5,6.2
Jeremy Lamb,80,24.6,.559,15.5,7.7,21.7,2.7,15.4,8.9,17.08,193.1,6.4
Marcus Morris Sr.,54,26.7,.541,8.8,8.0,21.6,3.3,18.4,11.0,14.57,66.0,2.2
Paul Millsap,38,30.1,.549,15.4,10.7,21.6,6.4,17.6,12.1,17.06,95.0,3.2
Spencer Dinwiddie,80,28.8,.527,32.6,8.0,21.5,1.8,10.2,6.0,15.89,168.1,5.6
Manu Ginobili,65,20.0,.553,20.7,13.3,21.5,1.6,10.6,6.1,12.95,47.4,1.6
Ish Smith,82,24.9,.525,27.3,8.2,21.4,1.4,10.9,6.1,15.50,137.1,4.6
Lance Stephenson,82,22.6,.495,20.8,11.6,21.4,3.8,22.0,12.9,12.47,54.5,1.8
Rondae Hollis-Jefferson,68,28.3,.548,14.5,10.5,21.3,5.5,20.0,12.7,16.90,183.6,6.1
Jonas Valanciunas,77,22.4,.628,8.3,11.8,21.3,12.1,30.3,21.4,22.52,307.3,10.2
Kyle Kuzma,77,31.2,.549,10.0,9.9,21.3,3.9,17.4,10.7,14.22,97.3,3.2
Kelly Olynyk,76,23.4,.612,19.4,13.8,21.3,5.6,21.6,13.6,17.82,167.8,5.6
Tony Parker,55,19.5,.498,28.5,9.9,21.3,0.7,9.2,4.9,12.80,28.7,1.0
Domantas Sabonis,74,24.5,.567,14.4,13.1,21.2,10.4,25.2,17.8,17.57,188.6,6.3
Alec Burks,64,16.5,.527,11.3,10.1,21.2,2.1,18.4,10.3,13.13,41.6,1.4
Taurean Prince,82,30.0,.549,14.7,13.1,21.2,2.3,15.3,8.8,12.90,88.3,2.9
JJ Redick,70,30.2,.614,16.3,8.0,21.1,0.5,8.3,4.5,15.92,171.3,5.7
David West,73,13.7,.600,21.9,12.7,21.1,7.7,18.2,13.3,21.01,141.8,4.7
Willie Cauley-Stein,73,28.0,.529,14.8,9.4,21.0,7.0,22.0,14.2,17.61,213.8,7.1
Raymond Felton,82,16.6,.495,23.9,8.9,21.0,2.0,11.0,6.3,13.11,43.0,1.4
Jonathon Simmons,69,29.4,.555,14.4,12.3,20.9,3.3,9.7,6.5,12.80,69.6,2.3
C.J. Miles,70,19.1,.545,7.5,5.3,20.9,1.5,11.0,6.4,13.08,51.4,1.7
Enes Kanter,71,25.8,.630,10.3,12.0,20.9,16.6,30.6,23.6,24.02,366.6,12.2
Dejounte Murray,81,21.5,.485,22.2,12.9,20.8,7.0,22.4,14.6,15.09,106.5,3.6
Will Barton,81,33.1,.562,20.6,9.3,20.8,3.0,14.2,8.6,16.21,228.8,7.6
Devin Harris,71,18.9,.563,20.1,10.0,20.8,1.0,9.8,5.3,13.08,41.6,1.4
Gerald Green,41,22.7,.566,5.0,6.3,20.6,1.8,14.2,8.1,14.10,50.0,1.7
Andre Drummond,78,33.7,.555,15.9,13.4,20.6,16.4,36.4,26.2,22.94,483.5,16.1
Lauri Markkanen,68,29.7,.552,7.2,7.6,20.5,4.0,23.7,13.5,15.68,126.0,4.2
Isaiah Taylor,67,17.4,.492,27.8,11.3,20.5,2.1,6.9,4.5,10.94,-1.0,-0.0
Pau Gasol,77,23.5,.539,22.3,10.1,20.5,7.8,30.2,19.0,18.98,226.5,7.6
Austin Rivers,61,33.7,.526,19.7,8.9,20.4,1.5,6.2,3.9,12.60,49.2,1.6
Trey Lyles,73,19.1,.591,11.9,8.0,20.4,4.5,23.5,14.0,17.95,134.0,4.5
Marco Belinelli,80,24.3,.581,13.7,8.7,20.3,1.1,7.3,4.3,14.20,107.4,3.6
Gary Harris,67,34.4,.597,15.0,9.2,20.3,1.8,6.8,4.3,16.60,209.9,7.0
Dario Saric,78,29.6,.582,15.2,11.1,20.2,7.5,16.4,12.1,15.88,151.0,5.0
Cameron Payne,25,23.3,.498,30.5,9.7,20.2,3.2,9.8,6.4,14.04,26.4,0.9
Jaylen Brown,70,30.7,.562,10.0,10.8,20.1,3.4,14.0,8.8,13.69,102.4,3.4
Nikola Mirotic,55,27.2,.577,9.0,7.0,20.1,4.3,24.9,14.6,18.72,161.1,5.4
Skal Labissiere,60,20.7,.513,11.0,11.1,20.1,8.7,18.1,13.2,14.33,52.5,1.7
Terry Rozier,80,25.9,.520,19.7,6.8,20.1,3.4,16.3,9.9,15.12,127.2,4.2
Marcus Smart,54,29.9,.480,26.9,13.4,19.8,3.0,9.7,6.4,10.83,-4.2,-0.1
Mario Chalmers,66,21.5,.503,24.1,14.3,19.8,1.0,12.0,6.4,10.39,-12.9,-0.4
Joffrey Lauvergne,55,9.7,.536,14.4,11.6,19.8,13.0,22.6,17.8,16.52,47.2,1.6
Andrew Harrison,56,23.7,.534,23.4,10.7,19.7,2.0,9.7,5.7,12.72,43.9,1.5
Frank Kaminsky,79,23.2,.545,12.9,6.6,19.7,2.7,14.5,8.5,14.42,79.9,2.7
Danilo Gallinari,21,32.0,.545,11.3,7.2,19.6,1.5,14.9,8.3,13.96,34.6,1.2
Robin Lopez,64,26.4,.552,13.5,11.7,19.6,8.2,10.3,9.2,14.77,105.2,3.5
Fred VanVleet,76,20.0,.556,26.8,8.2,19.5,1.9,11.5,6.8,15.90,111.2,3.7
Bogdan Bogdanovic,78,27.9,.556,21.4,10.4,19.5,1.6,10.5,5.8,13.51,97.6,3.3
Tyler Ulis,71,23.4,.465,30.1,12.3,19.3,1.5,6.8,4.1,10.13,-21.6,-0.7
James Johnson,73,26.6,.575,25.3,12.8,19.3,3.5,17.2,10.3,15.82,125.3,4.2
Dirk Nowitzki,77,24.7,.575,12.3,5.2,19.3,1.2,25.2,12.8,16.76,174.7,5.8
Tyler Dorsey,56,17.4,.494,15.0,7.0,19.2,2.0,12.9,7.4,10.05,-6.5,-0.2
Shabazz Napier,74,20.7,.544,18.0,10.8,19.2,1.9,10.1,6.0,14.18,72.9,2.4
Rajon Rondo,65,26.2,.522,44.5,12.6,19.2,2.0,14.3,8.4,15.28,108.9,3.6
Nicolas Batum,64,31.0,.523,29.4,11.0,19.1,3.1,13.8,8.4,14.45,116.8,3.9
Milos Teodosic,45,25.2,.564,30.5,14.1,19.0,1.6,10.5,6.1,11.67,11.4,0.4
Mike Scott,76,18.5,.599,11.2,11.0,19.0,4.0,15.8,9.9,13.72,46.7,1.6
D.J. Augustin,75,23.5,.615,27.8,11.9,19.0,1.9,8.2,5.0,15.40,115.6,3.9
DeMarre Carroll,73,29.9,.550,12.9,9.0,18.9,5.1,18.4,11.7,14.31,124.0,4.1
Myles Turner,65,28.2,.567,9.5,10.5,18.9,5.8,19.8,12.8,16.65,165.7,5.5
Mario Hezonja,75,22.1,.544,12.4,10.1,18.8,2.7,16.1,9.3,13.73,79.9,2.7
Markieff Morris,73,27.0,.566,14.0,12.5,18.8,4.3,19.2,11.8,13.30,52.8,1.8
Al Horford,72,31.6,.575,26.6,10.3,18.7,5.0,20.3,12.8,17.63,208.4,6.9
Lonzo Ball,52,34.2,.444,34.0,12.3,18.7,4.2,17.3,10.8,12.53,40.6,1.4
Jerian Grant,74,22.8,.528,33.6,8.8,18.6,1.9,9.3,5.4,14.30,83.1,2.8
Langston Galloway,58,14.9,.503,13.4,4.1,18.5,1.6,10.3,5.9,12.27,22.9,0.8
Shelvin Mack,69,19.8,.518,33.3,10.9,18.5,1.8,11.6,6.7,13.35,47.9,1.6
Malcolm Brogdon,48,29.9,.578,20.0,8.7,18.5,1.9,10.8,6.4,14.31,70.9,2.4
Jayson Tatum,80,30.5,.586,10.8,9.6,18.3,2.3,15.6,9.0,15.29,174.5,5.8
Jarrett Jack,62,25.0,.490,37.1,12.2,18.3,1.6,12.1,6.8,11.50,11.6,0.4
Kelly Oubre Jr.,81,27.5,.534,9.1,8.3,18.3,3.0,15.4,9.2,11.99,49.5,1.6
Norman Powell,70,15.2,.492,16.3,12.1,18.3,1.5,10.9,6.3,8.57,-30.5,-1.0
Darren Collison,69,29.2,.610,31.9,7.4,18.3,2.1,7.8,5.0,18.86,236.8,7.9
Justin Anderson,38,13.7,.540,9.6,6.2,18.3,5.4,13.6,9.6,13.06,19.9,0.7
Draymond Green,70,32.7,.556,36.2,14.4,18.2,3.9,21.1,13.1,16.10,156.9,5.2
Jodie Meeks,77,14.5,.548,12.7,6.7,18.2,1.5,11.2,6.4,12.44,32.4,1.1
Jeff Green,78,23.4,.587,11.1,8.4,18.0,3.7,11.2,7.5,14.80,117.3,3.9
Serge Ibaka,76,27.5,.574,6.3,9.1,18.0,4.3,21.0,12.8,14.72,100.6,3.4
Chandler Parsons,36,19.2,.578,19.7,10.0,18.0,2.3,13.0,7.5,13.67,32.7,1.1
Allen Crabbe,75,29.3,.558,10.8,7.2,18.0,1.3,14.4,7.8,12.33,60.1,2.0
Ben McLemore,56,19.5,.526,9.9,11.9,18.0,3.5,11.4,7.4,9.73,-12.6,-0.4
Clint Capela,74,27.5,.650,7.1,10.7,18.0,13.5,30.8,22.2,24.55,423.6,14.1
Tyler Johnson,72,28.5,.549,16.3,8.0,17.9,1.9,11.7,6.8,13.07,78.6,2.6
Bojan Bogdanovic,80,30.8,.605,10.2,9.1,17.9,1.4,10.9,6.2,13.98,128.1,4.3
Nene,52,14.6,.594,12.2,10.3,17.9,8.1,18.0,13.1,16.47,66.4,2.2
Patty Mills,82,25.7,.558,21.4,9.9,17.8,1.4,6.8,4.1,11.89,27.8,0.9
Jawun Evans,48,16.2,.421,23.9,10.5,17.8,1.3,10.4,5.9,7.23,-43.8,-1.5
JaVale McGee,65,9.5,.641,10.9,8.9,17.8,11.5,18.7,15.4,22.39,108.2,3.6
Otto Porter Jr.,77,31.6,.602,13.4,6.4,17.7,4.8,18.1,11.4,18.37,285.6,9.5
Dillon Brooks,82,28.7,.531,12.2,11.2,17.7,2.4,10.5,6.3,9.89,-21.4,-0.7
Josh Richardson,81,33.2,.551,17.5,10.6,17.6,2.9,9.0,5.9,13.60,124.3,4.1
Tyler Ennis,54,12.6,.473,27.6,10.0,17.6,3.0,11.8,7.4,11.14,1.5,0.0
Frank Ntilikina,78,21.9,.437,27.4,14.4,17.5,2.4,9.1,5.8,7.11,-99.1,-3.3
Denzel Valentine,77,27.2,.527,22.5,9.1,17.5,2.4,18.4,10.1,12.12,50.6,1.7
Justin Holiday,72,31.5,.513,13.9,8.5,17.5,1.4,12.8,6.9,10.81,10.6,0.4
Delon Wright,69,20.8,.574,26.3,10.2,17.5,3.6,11.7,7.7,16.49,117.3,3.9
Malcolm Delaney,54,18.8,.519,29.4,11.9,17.4,1.0,10.0,5.5,10.67,-5.0,-0.2
Derrick Favors,77,28.0,.593,10.3,8.9,17.4,10.6,18.5,14.6,18.82,235.2,7.8
Marquese Chriss,72,21.2,.509,11.3,14.5,17.3,5.2,22.7,13.8,11.14,-8.2,-0.3
Joe Young,53,10.5,.521,14.8,9.9,17.3,2.4,10.3,6.4,10.12,-7.3,-0.2
Rodney Hood,60,26.9,.546,9.8,7.2,17.2,1.6,9.9,5.8,14.38,93.6,3.1
Noah Vonleh,54,16.2,.509,10.5,9.6,17.2,8.6,30.2,19.2,12.85,17.7,0.6
Quinn Cook,33,22.4,.593,23.2,8.3,17.2,1.6,10.2,6.2,12.88,20.8,0.7
Kyle O'Quinn,77,18.0,.625,22.6,14.3,17.2,9.7,27.8,18.8,20.01,194.6,6.5
Michael Carter-Williams,52,16.1,.446,26.6,11.9,17.0,4.7,13.3,8.9,10.84,-1.9,-0.1
Kobi Simmons,32,20.1,.490,21.8,14.1,17.0,2.5,6.6,4.5,7.73,-31.4,-1.0
JaMychal Green,55,28.0,.530,11.4,11.0,17.0,10.8,24.4,17.4,14.00,57.5,1.9
John Collins,74,24.1,.620,11.8,12.7,17.0,11.0,22.8,16.9,18.33,181.8,6.1
Ivan Rabb,36,14.3,.599,13.6,14.9,16.9,11.6,24.1,17.7,16.64,39.6,1.3
Davis Bertans,77,14.1,.588,14.9,7.2,16.9,1.8,13.9,7.8,14.13,57.2,1.9
Wesley Matthews,63,33.8,.541,17.3,8.3,16.9,1.4,9.2,5.2,11.49,31.3,1.0
Ersan Ilyasova,69,25.1,.558,10.8,8.6,16.9,7.6,18.1,12.9,14.94,88.8,3.0
Luke Kennard,73,20.0,.560,17.9,10.0,16.8,1.6,11.9,6.6,12.19,36.8,1.2
Timothe Luwawu-Cabarrot,52,15.5,.511,14.0,9.9,16.8,1.9,7.5,4.8,7.08,-41.2,-1.4
Mason Plumlee,74,19.5,.586,20.6,14.8,16.6,10.4,20.8,15.6,17.00,137.5,4.6
Zaza Pachulia,69,14.1,.612,22.4,14.8,16.6,11.0,25.0,18.5,17.00,92.9,3.1
Courtney Lee,76,30.4,.564,16.8,7.8,16.6,1.4,9.3,5.4,13.06,88.4,2.9
Robert Covington,80,31.6,.563,13.2,10.7,16.5,2.4,15.5,9.2,12.98,93.5,3.1
Thaddeus Young,81,32.2,.528,13.1,9.0,16.5,8.0,14.1,11.1,14.83,129.7,4.3
Joe Ingles,82,31.5,.623,30.0,12.2,16.5,1.1,13.9,7.6,14.42,150.8,5.0
Yogi Ferrell,82,27.8,.540,19.1,7.4,16.5,1.2,11.3,6.1,11.48,16.3,0.5
Terrence Ross,24,25.0,.505,13.9,10.6,16.4,1.8,11.6,6.7,9.96,-4.9,-0.2
Shaun Livingston,71,15.9,.533,24.7,10.2,16.4,3.4,9.2,6.5,11.64,10.8,0.4
Ian Clark,74,19.6,.529,16.0,8.3,16.4,0.8,8.4,4.7,9.45,-22.7,-0.8
Kentavious Caldwell-Pope,74,33.2,.561,14.2,8.5,16.3,2.6,14.1,8.4,13.22,99.7,3.3
Alex Len,69,20.2,.612,12.8,12.2,16.3,13.2,26.7,19.8,19.37,182.6,6.1
Tyrone Wallace,30,28.4,.517,17.8,11.5,16.3,2.7,10.7,6.8,10.18,-4.1,-0.1
Richaun Holmes,48,15.5,.585,17.3,7.1,16.2,8.6,21.4,15.2,17.47,66.5,2.2
Wayne Ellington,77,26.5,.588,9.1,6.0,16.2,1.3,10.7,6.0,12.54,62.2,2.1
Abdel Nader,48,10.9,.439,11.5,15.0,16.2,2.8,12.0,7.4,5.14,-41.8,-1.4
Nik Stauskas,41,12.8,.543,16.8,11.2,16.2,0.8,12.3,6.5,9.05,-11.3,-0.4
Jarell Martin,73,22.8,.516,10.3,12.2,16.2,6.6,15.8,11.1,10.52,-24.3,-0.8
Dewayne Dedmon,62,24.9,.599,13.0,12.4,16.2,7.2,28.1,17.7,15.85,120.8,4.0
Troy Daniels,79,20.5,.583,6.8,7.9,16.2,0.8,7.7,4.2,9.86,-15.4,-0.5
Aron Baynes,81,18.3,.502,14.2,12.2,16.1,9.7,22.1,16.0,12.09,33.1,1.1
Steven Adams,76,32.7,.630,8.4,12.1,16.0,16.6,13.9,15.3,20.69,374.5,12.5
Danny Green,70,25.6,.509,14.2,9.6,16.0,2.5,13.0,7.7,11.38,23.6,0.8
Garrett Temple,65,24.8,.536,17.4,11.1,16.0,1.5,9.6,5.4,10.29,-5.2,-0.2
Justise Winslow,68,24.7,.496,19.5,10.1,16.0,4.3,20.5,12.4,11.56,26.6,0.9
Bryn Forbes,80,19.0,.525,12.4,5.7,16.0,0.9,7.2,4.0,9.19,-29.8,-1.0
Larry Nance Jr.,66,21.5,.605,13.5,8.4,16.0,12.4,22.0,17.2,20.18,184.2,6.1
Cheick Diallo,52,11.2,.619,7.5,11.1,16.0,9.1,29.6,19.7,17.05,48.1,1.6
Joe Harris,78,25.3,.634,14.5,10.3,16.0,2.7,11.3,7.0,13.39,85.2,2.8
Nick Young,80,17.4,.562,6.1,6.6,15.9,1.7,7.9,5.0,10.10,-8.2,-0.3
Rudy Gobert,56,32.4,.657,10.5,14.0,15.9,10.4,27.0,18.8,20.71,274.1,9.1
Stanley Johnson,69,27.4,.480,13.8,9.5,15.8,1.9,13.0,7.3,9.08,-40.2,-1.3
Shane Larkin,54,14.4,.491,26.8,9.0,15.7,2.1,10.7,6.5,10.36,-7.5,-0.2
Gorgui Dieng,79,16.9,.543,12.6,10.5,15.7,9.1,22.2,15.6,14.69,81.4,2.7
Trevor Booker,68,17.0,.557,15.6,11.2,15.6,0.0,0.0,0.0,14.91,58.9,2.0
Pascal Siakam,81,20.7,.549,20.9,8.8,15.6,5.4,18.6,12.1,14.54,76.2,2.5
Malik Beasley,62,9.5,.509,12.5,9.7,15.6,2.7,10.9,6.8,9.03,-12.8,-0.4
Evan Turner,79,25.7,.520,19.3,11.0,15.5,1.6,11.4,6.5,9.88,-18.9,-0.6
Jerami Grant,81,20.3,.607,8.5,8.0,15.5,5.6,16.2,10.7,16.19,139.9,4.7
Bam Adebayo,69,19.8,.570,17.2,11.3,15.4,9.7,21.6,15.6,15.74,104.9,3.5
Thabo Sefolosha,38,21.2,.591,10.1,9.2,15.4,4.1,18.4,11.3,15.86,64.5,2.2
Omri Casspi,53,14.0,.632,15.7,11.4,15.4,4.9,24.0,15.1,15.56,0.0,0.0
E'Twaun Moore,82,31.5,.593,16.2,8.9,15.4,2.5,7.3,5.0,12.18,64.8,2.2
Doug McDermott,81,21.8,.579,11.6,8.3,15.3,2.5,10.1,6.3,10.46,-1.0,-0.0
Jarrett Allen,72,20.0,.636,8.3,13.8,15.3,10.5,18.1,14.3,17.56,149.7,5.0
Michael Kidd-Gilchrist,74,25.0,.536,9.4,7.0,15.2,4.8,13.0,8.8,12.54,56.2,1.9
George Hill,67,27.0,.580,21.9,10.4,15.2,2.6,8.9,5.7,13.35,63.4,2.1
Kyle Korver,73,21.6,.652,13.4,8.4,15.2,0.7,10.9,5.9,13.41,68.3,2.3
Marcin Gortat,82,25.3,.546,17.1,11.2,15.2,9.9,24.0,17.0,14.70,127.0,4.2
James Ennis III,72,22.3,.588,12.6,10.0,15.1,5.1,11.0,8.0,11.66,27.7,0.9
Reggie Bullock,62,27.9,.615,13.4,6.6,15.1,1.7,8.3,4.9,13.66,81.7,2.7
