PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
David Nwaba,70,23.5,.542,15.0,11.1,15.0,5.6,16.0,10.6,12.26,43.3,1.4
Cory Joseph,82,27.0,.503,26.2,8.8,15.0,2.0,11.4,6.7,10.99,-0.2,-0.0
Cody Zeller,33,19.0,.602,12.0,12.8,15.0,11.4,19.3,15.3,15.96,50.1,1.7
Cedi Osman,61,11.0,.577,14.7,11.5,14.9,3.2,16.6,10.0,11.06,5.6,0.2
Daniel Theis,63,14.8,.616,14.7,14.7,14.9,10.7,21.2,16.0,16.16,65.0,2.2
T.J. McConnell,76,22.4,.545,35.5,13.1,14.9,2.4,11.5,7.1,12.51,38.4,1.3
Mike Muscala,53,20.0,.597,11.8,9.7,14.9,5.9,18.3,12.1,14.39,45.7,1.5
Ian Mahinmi,77,14.9,.601,11.6,21.9,14.8,13.4,17.4,15.4,12.25,28.2,0.9
Matthew Dellavedova,38,18.7,.500,40.5,13.7,14.8,2.3,8.2,5.3,8.64,-25.1,-0.8
Tomas Satoransky,73,22.5,.615,36.0,10.4,14.8,5.0,11.1,8.0,15.35,119.0,4.0
Zach Collins,66,15.8,.475,12.5,13.9,14.7,4.7,18.2,11.5,7.56,-47.4,-1.6
Channing Frye,53,13.1,.599,13.6,7.5,14.7,1.9,19.4,10.8,13.16,17.2,0.6
Tim Frazier,59,14.2,.475,44.5,13.1,14.7,2.4,13.1,7.8,11.32,4.0,0.1
Kosta Koufos,71,19.6,.566,15.6,8.8,14.7,11.7,27.6,19.3,17.56,144.6,4.8
Sam Dekker,73,12.1,.534,10.7,9.3,14.7,5.6,16.0,10.8,11.56,13.9,0.5
Dwight Powell,79,21.2,.656,13.8,8.9,14.7,8.7,21.3,14.7,18.82,205.2,6.8
Jonas Jerebko,74,15.3,.586,9.7,6.2,14.6,5.4,19.1,12.3,13.25,29.7,1.0
Paul Zipser,54,15.2,.445,13.8,12.9,14.6,1.6,16.0,8.5,5.24,-64.6,-2.2
Deyonta Davis,62,15.2,.621,11.0,8.8,14.6,9.0,22.0,15.3,16.69,85.7,2.9
Jerryd Bayless,39,23.7,.546,14.2,12.1,14.6,1.8,7.3,4.7,7.58,-47.2,-1.6
DeAndre Jordan,77,31.5,.648,12.1,14.1,14.5,15.1,37.6,26.5,20.17,346.3,11.5
Tarik Black,51,10.5,.582,6.4,17.3,14.4,13.3,20.8,17.1,14.29,22.3,0.7
Vince Carter,58,17.7,.523,17.1,8.9,14.3,1.9,15.1,8.2,10.80,4.6,0.2
Royce O'Neale,69,16.7,.540,20.3,11.8,14.3,2.5,20.6,11.7,10.84,5.8,0.2
Anthony Tolliver,79,22.2,.663,13.3,8.5,14.2,3.1,12.3,7.6,13.89,62.7,2.1
John Henson,76,25.9,.582,14.8,10.9,14.2,9.0,21.5,15.3,15.78,152.3,5.1
Wilson Chandler,74,31.6,.542,17.1,9.9,14.2,4.9,14.2,9.6,10.99,17.2,0.6
Jae Crowder,80,26.1,.525,10.9,8.1,14.1,3.2,11.5,7.4,10.44,-33.1,-1.1
Marvin Williams,78,25.7,.603,12.3,8.5,14.1,3.9,16.3,10.0,13.90,71.8,2.4
Al-Farouq Aminu,69,30.0,.522,10.8,10.1,14.1,5.2,22.3,13.8,12.02,16.0,0.5
Jonathan Isaac,27,19.8,.465,9.0,13.4,14.0,3.3,17.2,10.2,9.85,-13.2,-0.4
Bismack Biyombo,82,18.2,.556,11.6,14.7,14.0,10.5,24.0,17.2,14.15,79.2,2.6
Jordan Bell,57,14.2,.641,28.5,14.3,14.0,8.9,19.0,14.3,18.00,89.3,3.0
Luke Babbitt,50,14.3,.576,11.3,6.9,14.0,1.1,13.9,7.5,9.87,-6.7,-0.2
Tyler Cavanaugh,39,13.3,.567,13.4,6.5,14.0,9.7,17.6,13.7,13.09,12.3,0.4
Taj Gibson,82,33.3,.610,9.8,8.8,14.0,8.1,16.7,12.3,15.45,160.9,5.4
Jakob Poeltl,82,18.6,.662,10.0,14.9,14.0,12.4,16.4,14.4,17.55,158.1,5.3
Nemanja Bjelica,67,20.5,.581,16.3,9.8,13.9,4.4,18.8,11.5,12.62,22.8,0.8
Jameer Nelson,50,20.3,.489,35.9,13.4,13.8,1.4,9.5,5.6,8.16,-43.1,-1.4
Tyus Jones,82,17.9,.572,35.4,9.0,13.8,1.2,9.2,5.2,14.10,67.8,2.3
Corey Brewer,72,16.8,.534,13.8,10.4,13.8,3.8,10.1,6.9,11.19,12.5,0.4
Joe Johnson,55,21.9,.490,16.2,9.6,13.8,1.3,14.7,8.1,8.12,-42.7,-1.4
Kyle Anderson,74,26.7,.582,25.3,11.8,13.8,4.7,17.6,11.1,15.91,159.8,5.3
Trevor Ariza,67,33.9,.567,12.4,6.1,13.7,1.7,12.9,7.3,11.80,44.0,1.5
Quincy Acy,70,19.4,.525,11.2,11.8,13.6,3.1,17.1,10.0,8.23,-46.1,-1.5
Justin Jackson,68,22.1,.521,13.5,7.3,13.6,2.0,12.6,7.1,9.25,-28.2,-0.9
Thon Maker,74,16.7,.499,10.3,9.8,13.6,7.1,14.2,10.6,10.22,-7.1,-0.2
Alex Caruso,37,15.2,.519,30.5,17.1,13.5,2.9,9.4,6.2,8.72,-15.0,-0.5
Ryan Anderson,66,26.1,.592,9.6,6.7,13.5,6.2,15.4,10.8,12.60,28.2,0.9
Brandon Paul,64,9.0,.504,17.5,13.7,13.3,1.1,12.0,6.5,7.48,-26.0,-0.9
C.J. Williams,38,18.6,.512,16.1,7.5,13.3,1.9,6.8,4.4,9.56,-10.0,-0.3
JR Smith,80,28.1,.534,16.8,9.6,13.3,1.5,10.1,5.9,8.48,-67.7,-2.3
Dwayne Bacon,53,13.5,.431,14.4,8.7,13.3,0.6,18.5,9.4,5.84,-49.6,-1.7
Cristiano Felicio,55,17.8,.614,15.3,15.0,13.1,8.8,17.1,12.8,12.53,28.1,0.9
Tyler Zeller,66,16.8,.598,10.2,10.2,13.1,10.9,19.4,15.1,16.01,89.5,3.0
Pat Connaughton,82,18.1,.539,16.7,7.9,13.1,2.7,9.1,5.9,9.35,-25.5,-0.8
Amir Johnson,74,15.8,.575,25.1,11.7,13.0,11.8,18.4,15.2,14.90,75.1,2.5
Josh Hart,63,23.2,.596,14.7,8.7,13.0,3.1,16.0,9.6,12.25,38.0,1.3
Sterling Brown,54,14.4,.503,9.4,9.4,13.0,4.1,17.5,10.8,9.13,-15.9,-0.5
Maxi Kleber,72,16.8,.576,12.3,7.2,12.9,6.3,15.6,10.8,13.45,35.1,1.2
Khem Birch,42,13.8,.582,16.4,10.1,12.7,13.2,21.1,17.1,16.43,50.3,1.7
Patrick McCaw,57,16.9,.477,22.4,11.3,12.5,2.0,7.2,4.8,7.42,-44.1,-1.5
Wesley Johnson,74,20.1,.512,12.0,10.8,12.4,2.2,13.6,8.0,9.81,-15.3,-0.5
Dragan Bender,82,25.2,.524,17.4,15.0,12.4,2.0,16.8,9.3,7.11,-135.7,-4.5
Miles Plumlee,55,16.7,.574,14.3,20.0,12.3,9.4,18.3,13.9,10.67,1.0,0.0
Alex Abrines,75,15.1,.567,7.7,6.9,12.2,2.5,8.9,5.6,9.03,-24.8,-0.8
Darius Miller,82,23.7,.617,16.2,8.5,12.2,1.0,7.9,4.6,9.32,-34.3,-1.1
Salah Mejri,61,12.0,.644,14.6,16.2,12.1,12.5,25.4,18.7,17.81,78.5,2.6
Maurice Harkless,59,21.4,.596,12.7,9.6,12.1,4.0,9.9,7.0,12.59,39.5,1.3
Jose Calderon,57,16.0,.643,32.8,11.5,12.1,1.7,8.5,5.2,11.27,3.7,0.1
Luc Mbah a Moute,61,25.6,.595,10.8,13.3,12.1,1.6,11.7,6.7,10.29,-28.2,-0.9
Andre Iguodala,64,25.4,.536,33.1,10.5,11.9,3.7,12.6,8.5,11.22,17.4,0.6
Arron Afflalo,53,12.9,.516,13.4,9.4,11.9,0.6,10.1,5.3,5.85,-47.4,-1.6
Sindarius Thornwell,73,15.8,.519,17.3,13.5,11.8,3.2,10.0,6.7,8.22,-39.4,-1.3
Tristan Thompson,53,20.2,.569,9.7,10.6,11.8,13.4,23.3,18.4,13.66,49.0,1.6
OG Anunoby,74,20.0,.587,11.6,9.5,11.8,3.4,10.4,7.0,10.00,-11.1,-0.4
Kevon Looney,66,13.8,.588,14.0,10.3,11.7,11.0,15.2,13.2,14.82,58.6,2.0
Torrey Craig,39,16.1,.535,12.7,10.1,11.6,7.2,15.5,11.4,9.86,-6.0,-0.2
Ed Davis,78,18.9,.607,9.0,14.8,11.5,13.7,28.8,21.3,15.55,88.8,3.0
Wes Iwundu,62,16.5,.480,17.5,9.2,11.2,3.9,11.0,7.4,7.83,-40.7,-1.4
Treveon Graham,63,16.7,.553,17.7,8.1,11.1,4.3,8.3,6.2,9.00,-23.5,-0.8
Jared Dudley,48,14.3,.553,32.0,11.5,10.8,1.2,13.6,7.3,8.79,-17.5,-0.6
Patrick Patterson,82,15.5,.555,15.2,8.8,10.7,2.7,14.6,8.4,10.00,-28.4,-0.9
Tyson Chandler,46,25.0,.658,15.6,17.4,10.3,12.2,26.8,19.4,14.26,62.9,2.1
Lance Thomas,73,18.5,.513,11.7,10.9,10.3,3.6,10.7,7.2,6.33,-84.3,-2.8
Tony Snell,75,27.4,.578,16.9,6.2,10.1,0.5,7.5,4.0,8.49,-61.7,-2.1
Eric Moreland,67,12.0,.531,30.7,16.2,10.1,10.9,27.6,19.1,13.99,29.9,1.0
Jason Terry,51,16.0,.525,24.4,10.3,10.1,0.7,6.2,3.5,8.10,-29.2,-1.0
Terrance Ferguson,61,12.5,.545,9.3,5.4,10.0,2.7,4.2,3.4,7.43,-35.0,-1.2
P.J. Tucker,82,27.8,.537,12.5,12.0,9.9,4.6,17.8,11.3,8.36,-72.8,-2.4
Dante Cunningham,73,21.4,.539,10.3,7.1,9.2,5.5,14.8,10.3,10.00,-11.6,-0.4
Ekpe Udoh,63,12.9,.560,24.4,9.2,9.2,9.6,11.4,10.5,15.19,55.5,1.9
Josh Huestis,69,14.2,.417,8.4,11.0,9.1,4.6,13.9,9.1,5.39,-74.8,-2.5
DeAndre Liggins,58,12.5,.467,27.2,11.4,8.7,1.1,10.6,5.9,5.97,-49.0,-1.6
Andre Roberson,39,26.6,.543,18.1,11.8,8.7,7.8,12.2,9.9,10.90,6.1,0.2
Semi Ojeleye,73,15.8,.473,8.0,10.0,8.4,3.6,11.6,7.7,4.57,-119.0,-4.0
